ID	RANK	LINKS	WEIGHTS	URLS	DIRECTIONS	DEGREE	WEIGHTED_DEGREE
Zalizniak-2020-2590-1420	1420	23	1	shift4220	—	1	1
Zalizniak-2020-2590-1421	1421	631	7	shift686	—	1	7
Zalizniak-2020-2590-1422	1422	470	1	shift3813	→	1	1
Zalizniak-2020-2590-1423	1423	1611	1	shift1576	—	1	1
Zalizniak-2020-2590-1424	1424	1620	1	shift3443	→	1	1
Zalizniak-2020-2590-1425	1425	1486	3	shift1637	—	1	3
Zalizniak-2020-2590-1426	1426	353	6	shift2696	→	1	6
Zalizniak-2020-2590-1427	1427	333	1	shift3966	—	1	1
Zalizniak-2020-2590-1428	1428	2496	2	shift3252	→	1	2
Zalizniak-2020-2590-1429	1429	1653	1	shift2448	—	1	1
Zalizniak-2020-2590-1430	1430	32	1	shift2219	—	1	1
Zalizniak-2020-2590-1431	1431	347	3	shift1516	—	1	3
Zalizniak-2020-2590-1432	1432	1740	1	shift702	—	1	1
Zalizniak-2020-2590-1433	1433	864	1	shift1577	—	1	1
Zalizniak-2020-2590-1434	1434	579	1	shift3862	—	1	1
Zalizniak-2020-2590-1435	1435	986	1	shift3500	→	1	1
Zalizniak-2020-2590-1436	1436	15	1	shift4271	—	1	1
Zalizniak-2020-2590-1437	1437	863	1	shift1958	—	1	1
Zalizniak-2020-2590-1438	1438	1614	3	shift1050	—	1	3
Zalizniak-2020-2590-1439	1439	604	1	shift1595	—	1	1
Zalizniak-2020-2590-1440	1440	1002	1	shift619	—	1	1
Zalizniak-2020-2590-1441	1441	1552	1	shift3094	→	1	1
Zalizniak-2020-2590-1442	1442	149	1	shift4232	→	1	1
Zalizniak-2020-2590-1443	1443	605	0	shift365	—	1	0
Zalizniak-2020-2590-1444	1444	351	1	shift3978	—	1	1
Zalizniak-2020-2590-1445	1445	122	4	shift824	↔	1	4
Zalizniak-2020-2590-1446	1446	2222	2	shift1008	→	1	2
Zalizniak-2020-2590-1447	1447	85	1	shift1262	→	1	1
Zalizniak-2020-2590-1448	1448	2304	2	shift1386	→	1	2
Zalizniak-2020-2590-1449	1449	1504	1	shift2692	—	1	1
Zalizniak-2020-2590-1450	1450	21	2	shift1645	—	1	2
Zalizniak-2020-2590-1451	1451	1481	1	shift3291	—	1	1
Zalizniak-2020-2590-1452	1452	16	2	shift3802	—	1	2
Zalizniak-2020-2590-1453	1453	230	3	shift1218	→	1	3
Zalizniak-2020-2590-1454	1454	248	1	shift684	—	1	1
Zalizniak-2020-2590-1455	1455	1619	1	shift1777	—	1	1
Zalizniak-2020-2590-1456	1456	1685	1	shift635	—	1	1
Zalizniak-2020-2590-1457	1457	552	1	shift895	—	1	1
Zalizniak-2020-2590-1458	1458	350	2	shift861	—	1	2
Zalizniak-2020-2590-1459	1459	621	7	shift910	↔	1	7
Zalizniak-2020-2590-1460	1460	52	1	shift3936	—	1	1
Zalizniak-2020-2590-1461	1461	2267	0	shift850	→	1	0
Zalizniak-2020-2590-1462	1462	423	1	shift4273	→	1	1
Zalizniak-2020-2590-1463	1463	554	1	shift355	—	1	1
Zalizniak-2020-2590-1464	1464	2444	5	shift1229	→	1	5
Zalizniak-2020-2590-1465	1465	78	6	shift2691	—	1	6
Zalizniak-2020-2590-1466	1466	87	2	shift3400	→	1	2
Zalizniak-2020-2590-1467	1467	137	1	shift4139	—	1	1
Zalizniak-2020-2590-1468	1468	424	2	shift1698	↔	1	2
Zalizniak-2020-2590-1469	1469	481	1	shift4304	—	1	1
Zalizniak-2020-2590-1470	1470	429	2	shift4049	—	1	2
Zalizniak-2020-2590-1471	1471	1832	1	shift3921	—	1	1
Zalizniak-2020-2590-1472	1472	1784	1	shift1422	—	1	1
Zalizniak-2020-2590-1473	1473	334	1	shift1110	—	1	1
Zalizniak-2020-2590-1474	1474	915	3	shift4107	—	1	3
Zalizniak-2020-2590-1475	1475	975	23	shift878	↔	1	23
Zalizniak-2020-2590-1476	1476	1880	2	shift3769	—	1	2
Zalizniak-2020-2590-1477	1477	443	1	shift3208	→	1	1
Zalizniak-2020-2590-1478	1478	2405	3	shift1335	→	1	3
Zalizniak-2020-2590-1479	1479	1564	3	shift394	↔	1	3
Zalizniak-2020-2590-1480	1480	413	2	shift3607	—	1	2
Zalizniak-2020-2590-1481	1481	1451	1	shift3291	—	1	1
Zalizniak-2020-2590-1482	1482	179	2	shift2422	—	1	2
Zalizniak-2020-2590-1483	1483	2220	5	shift275	→	1	5
Zalizniak-2020-2590-1484	1484	2432	1	shift3542	→	1	1
Zalizniak-2020-2590-1485	1485	224	1	shift3069	—	1	1
Zalizniak-2020-2590-1486	1486	1425	3	shift1637	—	1	3
Zalizniak-2020-2590-1487	1487	1507	9	shift3173	↔	1	9
Zalizniak-2020-2590-1488	1488	1593	4	shift3886	—	1	4
Zalizniak-2020-2590-1489	1489	990	1	shift588	—	1	1
Zalizniak-2020-2590-1490	1490	33	2	shift2030	—	1	2
Zalizniak-2020-2590-1491	1491	421	1	shift2435	—	1	1
Zalizniak-2020-2590-1492	1492	679	2	shift126	—	1	2
Zalizniak-2020-2590-1493	1493	436	1	shift1940	—	1	1
Zalizniak-2020-2590-1494	1494	1089	2	shift416	—	1	2
Zalizniak-2020-2590-1495	1495	1969	1	shift3987	→	1	1
Zalizniak-2020-2590-1496	1496	978	3	shift1009	—	1	3
Zalizniak-2020-2590-1497	1497	2471	1	shift2180	→	1	1
Zalizniak-2020-2590-1498	1498	4	1	shift4023	—	1	1
Zalizniak-2020-2590-1499	1499	590	1	shift1026	—	1	1
Zalizniak-2020-2590-1500	1500	954	1	shift3768	—	1	1
Zalizniak-2020-2590-1501	1501	848	1	shift1296	—	1	1
Zalizniak-2020-2590-1502	1502	2574	1	shift3278	→	1	1
Zalizniak-2020-2590-1503	1503	4	1	shift4024	—	1	1
Zalizniak-2020-2590-1504	1504	1449	1	shift2692	—	1	1
Zalizniak-2020-2590-1505	1505	1657	2	shift1080	→	1	2
Zalizniak-2020-2590-1506	1506	80	1	shift3988	—	1	1
Zalizniak-2020-2590-1507	1507	1487	9	shift3173	↔	1	9
Zalizniak-2020-2590-1508	1508	445	2	shift1442	→	1	2
Zalizniak-2020-2590-1509	1509	1081	1	shift1615	—	1	1
Zalizniak-2020-2590-1510	1510	174	3	shift1990	—	1	3
Zalizniak-2020-2590-1511	1511	951	1	shift2794	→	1	1
Zalizniak-2020-2590-1512	1512	46	1	shift3910	—	1	1
Zalizniak-2020-2590-1513	1513	1965	2	shift3270	→	1	2
Zalizniak-2020-2590-1514	1514	1796	2	shift3283	—	1	2
Zalizniak-2020-2590-1515	1515	80	1	shift4055	—	1	1
Zalizniak-2020-2590-1516	1516	333	9	shift760	→	1	9
Zalizniak-2020-2590-1517	1517	307	1	shift1600	→	1	1
Zalizniak-2020-2590-1518	1518	452	1	shift1972	→	1	1
Zalizniak-2020-2590-1519	1519	881	1	shift3774	—	1	1
Zalizniak-2020-2590-1520	1520	18	1	shift4004	—	1	1
Zalizniak-2020-2590-1521	1521	172	5	shift109	—	1	5
Zalizniak-2020-2590-1522	1522	136	2	shift3302	—	1	2
Zalizniak-2020-2590-1523	1523	855	2	shift4252	→	1	2
Zalizniak-2020-2590-1524	1524	2294	2	shift3341	→	1	2
Zalizniak-2020-2590-1525	1525	122	1	shift4119	→	1	1
Zalizniak-2020-2590-1526	1526	2418	1	shift4259	→	1	1
Zalizniak-2020-2590-1527	1527	910	1	shift2240	—	1	1
Zalizniak-2020-2590-1528	1528	1937	5	shift3124	→	1	5
Zalizniak-2020-2590-1529	1529	84	1	shift4001	—	1	1
Zalizniak-2020-2590-1530	1530	1637	1	shift3281	—	1	1
Zalizniak-2020-2590-1531	1531	932	1	shift1955	—	1	1
Zalizniak-2020-2590-1532	1532	22	1	shift2039	—	1	1
Zalizniak-2020-2590-1533	1533	815	13	shift65	→	1	13
Zalizniak-2020-2590-1534	1534	16	3	shift3794	—	1	3
Zalizniak-2020-2590-1535	1535	999	1	shift4117	—	1	1
Zalizniak-2020-2590-1536	1536	566	1	shift4074	→	1	1
Zalizniak-2020-2590-1537	1537	812	3	shift2698	↔	1	3
Zalizniak-2020-2590-1538	1538	978	1	shift3146	—	1	1
Zalizniak-2020-2590-1539	1539	1687	4	shift1575	—	1	4
Zalizniak-2020-2590-1540	1540	16	2	shift3785	—	1	2
Zalizniak-2020-2590-1541	1541	805	1	shift4272	—	1	1
Zalizniak-2020-2590-1542	1542	907	3	shift1560	—	1	3
Zalizniak-2020-2590-1543	1543	4	2	shift4016	—	1	2
Zalizniak-2020-2590-1544	1544	1610	1	shift721	—	1	1
Zalizniak-2020-2590-1545	1545	2227	52	shift4263	→	1	52
Zalizniak-2020-2590-1546	1546	789	1	shift1098	—	1	1
Zalizniak-2020-2590-1547	1547	161	1	shift1502	—	1	1
Zalizniak-2020-2590-1548	1548	173	1	shift3351	→	1	1
Zalizniak-2020-2590-1549	1549	193	1	shift440	—	1	1
Zalizniak-2020-2590-1550	1550	2180	1	shift3894	→	1	1
Zalizniak-2020-2590-1551	1551	1663	2	shift1581	—	1	2
Zalizniak-2020-2590-1552	1552	241	2	shift511	—	1	2
Zalizniak-2020-2590-1553	1553	313	0	shift863	—	1	0
Zalizniak-2020-2590-1554	1554	879	1	shift2218	—	1	1
Zalizniak-2020-2590-1555	1555	999	1	shift4118	—	1	1
Zalizniak-2020-2590-1556	1556	219	6	shift1152	→	1	6
Zalizniak-2020-2590-1557	1557	81	1	shift3826	—	1	1
Zalizniak-2020-2590-1558	1558	52	1	shift682	—	1	1
Zalizniak-2020-2590-1559	1559	614	6	shift2804	—	1	6
Zalizniak-2020-2590-1560	1560	78	1	shift911	—	1	1
Zalizniak-2020-2590-1561	1561	2242	1	shift1617	→	1	1
Zalizniak-2020-2590-1562	1562	2309	1	shift1215	→	1	1
Zalizniak-2020-2590-1563	1563	112	2	shift585	→	1	2
Zalizniak-2020-2590-1564	1564	1479	3	shift394	↔	1	3
Zalizniak-2020-2590-1565	1565	593	1	shift3131	→	1	1
Zalizniak-2020-2590-1566	1566	476	5	shift1048	—	1	5
Zalizniak-2020-2590-1567	1567	2552	3	shift2045	→	1	3
Zalizniak-2020-2590-1568	1568	1759	3	shift2491	→	1	3
Zalizniak-2020-2590-1569	1569	102	1	shift2258	—	1	1
Zalizniak-2020-2590-1570	1570	597	2	shift2173	—	1	2
Zalizniak-2020-2590-1571	1571	1854	1	shift2450	—	1	1
Zalizniak-2020-2590-1572	1572	98	1	shift942	→	1	1
Zalizniak-2020-2590-1573	1573	797	1	shift2449	—	1	1
Zalizniak-2020-2590-1574	1574	159	1	shift526	—	1	1
Zalizniak-2020-2590-1575	1575	1661	1	shift556	—	1	1
Zalizniak-2020-2590-1576	1576	1096	1	shift4241	—	1	1
Zalizniak-2020-2590-1577	1577	1045	7	shift1004	→	1	7
Zalizniak-2020-2590-1578	1578	2332	3	shift1120	→	1	3
Zalizniak-2020-2590-1579	1579	852	2	shift675	—	1	2
Zalizniak-2020-2590-1580	1580	936	1	shift610	—	1	1
Zalizniak-2020-2590-1581	1581	836	1	shift2461	—	1	1
Zalizniak-2020-2590-1582	1582	446	2	shift1541	—	1	2
Zalizniak-2020-2590-1583	1583	2483	9	shift1585	→	1	9
Zalizniak-2020-2590-1584	1584	85	4	shift1934	→	1	4
Zalizniak-2020-2590-1585	1585	2168	1	shift3264	→	1	1
Zalizniak-2020-2590-1586	1586	2590	1	shift2489	→	1	1
Zalizniak-2020-2590-1587	1587	4	12	shift4007	—	1	12
Zalizniak-2020-2590-1588	1588	1791	1	shift1235	→	1	1
Zalizniak-2020-2590-1589	1589	294	7	shift1311	→	1	7
Zalizniak-2020-2590-1590	1590	887	2	shift3079	—	1	2
Zalizniak-2020-2590-1591	1591	85	3	shift1438	→	1	3
Zalizniak-2020-2590-1592	1592	104	2	shift2828	→	1	2
Zalizniak-2020-2590-1593	1593	1488	4	shift3886	—	1	4
Zalizniak-2020-2590-1594	1594	725	1	shift3984	—	1	1
Zalizniak-2020-2590-1595	1595	2163	4	shift1630	→	1	4
Zalizniak-2020-2590-1596	1596	316	1	shift2967	—	1	1
Zalizniak-2020-2590-1597	1597	604	1	shift1543	—	1	1
Zalizniak-2020-2590-1598	1598	2307	2	shift2199	→	1	2
Zalizniak-2020-2590-1599	1599	943	2	shift3204	—	1	2
Zalizniak-2020-2590-1600	1600	1648	1	shift3909	—	1	1
Zalizniak-2020-2590-1601	1601	1840	1	shift4186	→	1	1
Zalizniak-2020-2590-1602	1602	2425	3	shift3845	→	1	3
Zalizniak-2020-2590-1603	1603	63	3	shift504	↔	1	3
Zalizniak-2020-2590-1604	1604	1675	1	shift713	—	1	1
Zalizniak-2020-2590-1605	1605	40	2	shift1469	—	1	2
Zalizniak-2020-2590-1606	1606	658	1	shift432	→	1	1
Zalizniak-2020-2590-1607	1607	155	2	shift438	—	1	2
Zalizniak-2020-2590-1608	1608	414	1	shift2805	—	1	1
Zalizniak-2020-2590-1609	1609	1801	1	shift2466	→	1	1
Zalizniak-2020-2590-1610	1610	1544	1	shift721	—	1	1
Zalizniak-2020-2590-1611	1611	1423	1	shift1576	—	1	1
Zalizniak-2020-2590-1612	1612	1536	1	shift183	→	1	1
Zalizniak-2020-2590-1613	1613	178	1	shift2429	—	1	1
Zalizniak-2020-2590-1614	1614	1438	3	shift1050	—	1	3
Zalizniak-2020-2590-1615	1615	155	1	shift3954	—	1	1
Zalizniak-2020-2590-1616	1616	149	1	shift2145	→	1	1
Zalizniak-2020-2590-1617	1617	417	4	shift1095	—	1	4
Zalizniak-2020-2590-1618	1618	951	1	shift3860	—	1	1
Zalizniak-2020-2590-1619	1619	1455	1	shift1777	—	1	1
Zalizniak-2020-2590-1620	1620	217	1	shift3321	—	1	1
Zalizniak-2020-2590-1621	1621	333	1	shift2079	—	1	1
Zalizniak-2020-2590-1622	1622	1043	1	shift2460	→	1	1
Zalizniak-2020-2590-1623	1623	2336	2	shift3820	→	1	2
Zalizniak-2020-2590-1624	1624	990	3	shift703	—	1	3
Zalizniak-2020-2590-1625	1625	470	2	shift3819	→	1	2
Zalizniak-2020-2590-1626	1626	542	2	shift408	—	1	2
Zalizniak-2020-2590-1627	1627	115	1	shift3668	—	1	1
Zalizniak-2020-2590-1628	1628	87	0	shift627	—	1	0
Zalizniak-2020-2590-1629	1629	949	1	shift642	—	1	1
Zalizniak-2020-2590-1630	1630	842	1	shift205	—	1	1
Zalizniak-2020-2590-1631	1631	135	2	shift2294	—	1	2
Zalizniak-2020-2590-1632	1632	993	1	shift236	—	1	1
Zalizniak-2020-2590-1633	1633	1067	1	shift4190	—	1	1
Zalizniak-2020-2590-1634	1634	652	1	shift3644	—	1	1
Zalizniak-2020-2590-1635	1635	229	9	shift2042	—	1	9
Zalizniak-2020-2590-1636	1636	431	1	shift4051	—	1	1
Zalizniak-2020-2590-1637	1637	1530	1	shift3281	—	1	1
Zalizniak-2020-2590-1638	1638	192	8	shift276	↔	1	8
Zalizniak-2020-2590-1639	1639	22	1	shift3750	—	1	1
Zalizniak-2020-2590-1640	1640	416	1	shift1694	—	1	1
Zalizniak-2020-2590-1641	1641	337	1	shift3990	—	1	1
Zalizniak-2020-2590-1642	1642	807	1	shift3943	—	1	1
Zalizniak-2020-2590-1643	1643	184	2	shift704	—	1	2
Zalizniak-2020-2590-1644	1644	938	1	shift3347	—	1	1
Zalizniak-2020-2590-1645	1645	459	1	shift3856	—	1	1
Zalizniak-2020-2590-1646	1646	1044	7	shift1982	↔	1	7
Zalizniak-2020-2590-1647	1647	145	2	shift852	→	1	2
Zalizniak-2020-2590-1648	1648	1600	1	shift3909	—	1	1
Zalizniak-2020-2590-1649	1649	340	4	shift2712	—	1	4
Zalizniak-2020-2590-1650	1650	804	1	shift707	—	1	1
Zalizniak-2020-2590-1651	1651	474	1	shift2457	—	1	1
Zalizniak-2020-2590-1652	1652	14	1	shift3922	—	1	1
Zalizniak-2020-2590-1653	1653	1429	1	shift2448	—	1	1
Zalizniak-2020-2590-1654	1654	1390	2	shift1021	—	1	2
Zalizniak-2020-2590-1655	1655	458	3	shift681	—	1	3
Zalizniak-2020-2590-1656	1656	22	1	shift3764	—	1	1
Zalizniak-2020-2590-1657	1657	462	1	shift1006	—	1	1
Zalizniak-2020-2590-1658	1658	16	1	shift3801	→	1	1
Zalizniak-2020-2590-1659	1659	587	1	shift915	—	1	1
Zalizniak-2020-2590-1660	1660	452	2	shift2720	→	1	2
Zalizniak-2020-2590-1661	1661	1575	1	shift556	—	1	1
Zalizniak-2020-2590-1662	1662	836	1	shift2444	—	1	1
Zalizniak-2020-2590-1663	1663	1551	2	shift1581	—	1	2
Zalizniak-2020-2590-1664	1664	1749	1	shift1450	—	1	1
Zalizniak-2020-2590-1665	1665	413	1	shift2817	—	1	1
Zalizniak-2020-2590-1666	1666	1014	4	shift1173	→	1	4
Zalizniak-2020-2590-1667	1667	2516	2	shift2417	→	1	2
Zalizniak-2020-2590-1668	1668	875	2	shift2792	→	1	2
Zalizniak-2020-2590-1669	1669	18	1	shift4105	—	1	1
Zalizniak-2020-2590-1670	1670	1851	1	shift2690	—	1	1
Zalizniak-2020-2590-1671	1671	2382	11	shift1407	→	1	11
Zalizniak-2020-2590-1672	1672	294	2	shift3850	—	1	2
Zalizniak-2020-2590-1673	1673	151	7	shift4175	—	1	7
Zalizniak-2020-2590-1674	1674	1040	1	shift3912	—	1	1
Zalizniak-2020-2590-1675	1675	1604	1	shift713	—	1	1
Zalizniak-2020-2590-1676	1676	13	2	shift561	—	1	2
Zalizniak-2020-2590-1677	1677	1799	1	shift3612	—	1	1
Zalizniak-2020-2590-1678	1678	158	2	shift1031	→	1	2
Zalizniak-2020-2590-1679	1679	786	1	shift4046	—	1	1
Zalizniak-2020-2590-1680	1680	4	1	shift4196	—	1	1
Zalizniak-2020-2590-1681	1681	407	1	shift708	—	1	1
Zalizniak-2020-2590-1682	1682	974	3	shift2504	—	1	3
Zalizniak-2020-2590-1683	1683	986	1	shift4060	→	1	1
Zalizniak-2020-2590-1684	1684	16	1	shift3806	—	1	1
Zalizniak-2020-2590-1685	1685	1456	1	shift635	—	1	1
Zalizniak-2020-2590-1686	1686	2196	3	shift552	→	1	3
Zalizniak-2020-2590-1687	1687	1539	4	shift1575	—	1	4
Zalizniak-2020-2590-1688	1688	635	1	shift2453	↔	1	1
Zalizniak-2020-2590-1689	1689	102	2	shift883	→	1	2
Zalizniak-2020-2590-1690	1690	1691	4	shift403	↔	1	4
Zalizniak-2020-2590-1691	1691	1690	4	shift403	↔	1	4
Zalizniak-2020-2590-1692	1692	642	0	shift3637	—	1	0
Zalizniak-2020-2590-1693	1693	138	1	shift3414	—	1	1
Zalizniak-2020-2590-1694	1694	2351	1	shift3234	→	1	1
Zalizniak-2020-2590-1695	1695	1089	1	shift1491	→	1	1
Zalizniak-2020-2590-1696	1696	2404	2	shift2088	→	1	2
Zalizniak-2020-2590-1697	1697	856	1	shift2168	—	1	1
Zalizniak-2020-2590-1698	1698	1054	7	shift1843	—	1	7
Zalizniak-2020-2590-1699	1699	2160	2	shift3402	→	1	2
Zalizniak-2020-2590-1700	1700	652	0	shift928	—	1	0
Zalizniak-2020-2590-1701	1701	2317	1	shift4266	→	1	1
Zalizniak-2020-2590-1702	1702	188	1	shift516	→	1	1
Zalizniak-2020-2590-1703	1703	1057	1	shift399	—	1	1
Zalizniak-2020-2590-1704	1704	1076	1	shift3920	—	1	1
Zalizniak-2020-2590-1705	1705	95	1	shift3893	—	1	1
Zalizniak-2020-2590-1706	1706	85	1	shift3462	→	1	1
Zalizniak-2020-2590-1707	1707	22	5	shift1295	—	1	5
Zalizniak-2020-2590-1708	1708	1551	7	shift532	→	1	7
Zalizniak-2020-2590-1709	1709	13	5	shift2662	↔	1	5
Zalizniak-2020-2590-1710	1710	16	1	shift3798	—	1	1
Zalizniak-2020-2590-1711	1711	1519	2	shift3974	→	1	2
Zalizniak-2020-2590-1712	1712	101	7	shift3082	↔	1	7
Zalizniak-2020-2590-1713	1713	565	1	shift1552	—	1	1
Zalizniak-2020-2590-1714	1714	1394	1	shift1526	—	1	1
Zalizniak-2020-2590-1715	1715	187	1	shift3836	—	1	1
Zalizniak-2020-2590-1716	1716	325	6	shift2926	—	1	6
Zalizniak-2020-2590-1717	1717	325	3	shift1776	→	1	3
Zalizniak-2020-2590-1718	1718	1386	1	shift2685	→	1	1
Zalizniak-2020-2590-1719	1719	916	5	shift1339	—	1	5
Zalizniak-2020-2590-1720	1720	961	1	shift1842	—	1	1
Zalizniak-2020-2590-1721	1721	485	3	shift3703	—	1	3
Zalizniak-2020-2590-1722	1722	1901	1	shift3875	→	1	1
Zalizniak-2020-2590-1723	1723	239	8	shift2477	—	1	8
Zalizniak-2020-2590-1724	1724	137	2	shift4138	—	1	2
Zalizniak-2020-2590-1725	1725	2521	1	shift216	→	1	1
Zalizniak-2020-2590-1726	1726	254	2	shift1525	→	1	2
Zalizniak-2020-2590-1727	1727	85	1	shift314	→	1	1
Zalizniak-2020-2590-1728	1728	454	1	shift3748	—	1	1
Zalizniak-2020-2590-1729	1729	47	1	shift2172	—	1	1
Zalizniak-2020-2590-1730	1730	1809	2	shift730	—	1	2
Zalizniak-2020-2590-1731	1731	2264	1	shift3342	→	1	1
Zalizniak-2020-2590-1732	1732	22	3	shift4195	—	1	3
Zalizniak-2020-2590-1733	1733	1333	4	shift3459	→	1	4
Zalizniak-2020-2590-1734	1734	913	7	shift557	—	1	7
Zalizniak-2020-2590-1735	1735	251	1	shift125	—	1	1
Zalizniak-2020-2590-1736	1736	1064	1	shift4038	—	1	1
Zalizniak-2020-2590-1737	1737	26	1	shift3923	—	1	1
Zalizniak-2020-2590-1738	1738	2465	1	shift2312	→	1	1
Zalizniak-2020-2590-1739	1739	1892	1	shift2689	—	1	1
Zalizniak-2020-2590-1740	1740	1432	1	shift702	—	1	1
Zalizniak-2020-2590-1741	1741	1001	1	shift2433	—	1	1
Zalizniak-2020-2590-1742	1742	543	1	shift3268	—	1	1
Zalizniak-2020-2590-1743	1743	4	2	shift4028	—	1	2
Zalizniak-2020-2590-1744	1744	1757	1	shift2458	—	1	1
Zalizniak-2020-2590-1745	1745	7	14	shift487	↔	1	14
Zalizniak-2020-2590-1746	1746	848	1	shift1298	—	1	1
Zalizniak-2020-2590-1747	1747	257	1	shift2495	→	1	1
Zalizniak-2020-2590-1748	1748	2070	1	shift4211	→	1	1
Zalizniak-2020-2590-1749	1749	1664	1	shift1450	—	1	1
Zalizniak-2020-2590-1750	1750	1642	7	shift2112	→	1	7
Zalizniak-2020-2590-1751	1751	189	8	shift4012	—	1	8
Zalizniak-2020-2590-1752	1752	1768	31	shift346	—	1	31
Zalizniak-2020-2590-1753	1753	1025	6	shift3070	—	1	6
Zalizniak-2020-2590-1754	1754	36	1	shift2562	—	1	1
Zalizniak-2020-2590-1755	1755	350	1	shift3917	—	1	1
Zalizniak-2020-2590-1756	1756	1960	2	shift1608	→	1	2
Zalizniak-2020-2590-1757	1757	1744	1	shift2458	—	1	1
Zalizniak-2020-2590-1758	1758	308	1	shift1517	→	1	1
Zalizniak-2020-2590-1759	1759	1928	9	shift3317	↔	1	9
Zalizniak-2020-2590-1760	1760	22	2	shift3749	—	1	2
Zalizniak-2020-2590-1761	1761	2207	2	shift1073	→	1	2
Zalizniak-2020-2590-1762	1762	998	1	shift1956	—	1	1
Zalizniak-2020-2590-1763	1763	305	1	shift91	—	1	1
Zalizniak-2020-2590-1764	1764	802	8	shift3605	—	1	8
Zalizniak-2020-2590-1765	1765	4	7	shift4022	—	1	7
Zalizniak-2020-2590-1766	1766	301	1	shift3998	—	1	1
Zalizniak-2020-2590-1767	1767	81	1	shift3828	—	1	1
Zalizniak-2020-2590-1768	1768	1752	31	shift346	—	1	31
Zalizniak-2020-2590-1769	1769	325	12	shift575	—	1	12
Zalizniak-2020-2590-1770	1770	664	2	shift947	—	1	2
Zalizniak-2020-2590-1771	1771	46	3	shift2237	—	1	3
Zalizniak-2020-2590-1772	1772	320	1	shift2823	—	1	1
Zalizniak-2020-2590-1773	1773	1841	1	shift620	—	1	1
Zalizniak-2020-2590-1774	1774	161	8	shift646	—	1	8
Zalizniak-2020-2590-1775	1775	15	1	shift4121	→	1	1
Zalizniak-2020-2590-1776	1776	2310	1	shift291	→	1	1
Zalizniak-2020-2590-1777	1777	153	1	shift3843	—	1	1
Zalizniak-2020-2590-1778	1778	798	1	shift676	—	1	1
Zalizniak-2020-2590-1779	1779	156	2	shift1897	—	1	2
Zalizniak-2020-2590-1780	1780	582	7	shift519	—	1	7
Zalizniak-2020-2590-1781	1781	876	1	shift4021	—	1	1
Zalizniak-2020-2590-1782	1782	1905	1	shift1610	—	1	1
Zalizniak-2020-2590-1783	1783	1045	2	shift1428	—	1	2
Zalizniak-2020-2590-1784	1784	1472	1	shift1422	—	1	1
Zalizniak-2020-2590-1785	1785	622	1	shift1408	—	1	1
Zalizniak-2020-2590-1786	1786	137	1	shift3011	—	1	1
Zalizniak-2020-2590-1787	1787	16	2	shift3792	—	1	2
Zalizniak-2020-2590-1788	1788	210	3	shift2006	—	1	3
Zalizniak-2020-2590-1789	1789	1963	2	shift4209	→	1	2
Zalizniak-2020-2590-1790	1790	173	1	shift3267	—	1	1
Zalizniak-2020-2590-1791	1791	855	1	shift4250	→	1	1
Zalizniak-2020-2590-1792	1792	2372	1	shift2813	→	1	1
Zalizniak-2020-2590-1793	1793	62	1	shift3916	—	1	1
Zalizniak-2020-2590-1794	1794	624	9	shift188	—	1	9
Zalizniak-2020-2590-1795	1795	117	2	shift3903	—	1	2
Zalizniak-2020-2590-1796	1796	1514	2	shift3283	—	1	2
Zalizniak-2020-2590-1797	1797	77	1	shift1573	—	1	1
Zalizniak-2020-2590-1798	1798	95	1	shift612	—	1	1
Zalizniak-2020-2590-1799	1799	1677	1	shift3612	—	1	1
Zalizniak-2020-2590-1800	1800	98	4	shift905	↔	1	4
Zalizniak-2020-2590-1801	1801	53	3	shift2464	—	1	3
Zalizniak-2020-2590-1802	1802	176	1	shift3323	—	1	1
Zalizniak-2020-2590-1803	1803	147	1	shift2968	—	1	1
Zalizniak-2020-2590-1804	1804	22	1	shift3763	—	1	1
Zalizniak-2020-2590-1805	1805	2426	3	shift3143	→	1	3
Zalizniak-2020-2590-1806	1806	122	1	shift4122	→	1	1
Zalizniak-2020-2590-1807	1807	213	1	shift3950	—	1	1
Zalizniak-2020-2590-1808	1808	331	4	shift927	—	1	4
Zalizniak-2020-2590-1809	1809	1730	2	shift730	—	1	2
Zalizniak-2020-2590-1810	1810	1388	1	shift2704	→	1	1
Zalizniak-2020-2590-1811	1811	855	1	shift4254	→	1	1
Zalizniak-2020-2590-1812	1812	948	2	shift877	→	1	2
Zalizniak-2020-2590-1813	1813	2473	2	shift3199	→	1	2
Zalizniak-2020-2590-1814	1814	2495	1	shift4153	→	1	1
Zalizniak-2020-2590-1815	1815	583	3	shift1225	→	1	3
Zalizniak-2020-2590-1816	1816	550	9	shift1263	—	1	9
Zalizniak-2020-2590-1817	1817	102	2	shift135	—	1	2
Zalizniak-2020-2590-1818	1818	1824	3	shift2202	→	1	3
Zalizniak-2020-2590-1819	1819	36	5	shift626	—	1	5
Zalizniak-2020-2590-1820	1820	333	1	shift4269	—	1	1
Zalizniak-2020-2590-1821	1821	1822	6	shift930	—	1	6
Zalizniak-2020-2590-1822	1822	1821	6	shift930	—	1	6
Zalizniak-2020-2590-1823	1823	83	0	shift1841	—	1	0
Zalizniak-2020-2590-1824	1824	995	3	shift1554	↔	1	3
Zalizniak-2020-2590-1825	1825	1004	2	shift2203	→	1	2
Zalizniak-2020-2590-1826	1826	2512	1	shift1753	→	1	1
