CONCEPTICON_GLOSS	CONCEPTICON_ID	OMEGAWIKI_ID
CITRUS FRUIT	1126	492550
SEND	1127	493075
ORDER	1128	493103
PAINFUL	1129	496633
WE (EXCLUSIVE)	1130	496889
WE (INCLUSIVE)	1131	496905
BEAM	1132	498099
MATCH	1133	499237
DIVORCE	1134	499844
KICK	1135	500899
RABBIT	1136	501465
TENDON	1137	502614
FAIRY	1138	502976
LEOPARD	1139	503381
FATIGUE	1140	503432
PITY	1141	503503
URINE	1142	504787
OVEN	1143	5053
WITNESS	1144	506244
SWAMP	1145	5069
AUBERGINE	1146	507273
PURE	1147	509493
BRUISE	1148	509506
ORPHAN	1149	509527
THUNDER	1150	509787
VEIL	1151	510127
BEGET	1152	510379
CATTLE	1153	511
OLIVE	1154	512617
CAVE	1155	513
OPEN	1156	513017
BECAUSE	1157	514093
STEP	1158	514209
FART	1159	515390
THIEF	1160	515549
THREAD	1161	515580
INTENTION	1162	516310
BRIBE (AMOUNT)	1163	517028
BRIBE (SOMEBODY)	1164	517065
MOUSTACHE	1165	517265
MOULD	1166	517445
GRUEL	1167	518406
HAWTHORN	1168	518485
OX	1169	518788
TRAP (CATCH)	1170	519501
MIRROR	1171	520838
SHOOT	1172	522875
EYEBROW	1173	523726
YESTERDAY	1174	525186
GHOST	1175	525317
SPADE	1176	525509
DIARRHEA	1177	527082
NOSTRIL	1178	527874
DAY AFTER TOMORROW	1179	528451
DAY BEFORE YESTERDAY	1180	528467
PALM TREE	1181	528656
NOISE	1182	5290
PALM OF HAND	1183	529277
DIMINISH	1184	531532
VULTURE	1185	531741
LAST (ENDURE)	1186	533044
GOOSE	1187	534216
CHARCOAL	1188	535
ULCER	1189	535033
HARE	1190	535092
COOKED RICE	1191	538459
THREATEN	1192	539320
STEAM	1193	539987
BEAVER	1194	540414
GIVE BIRTH	1195	541498
PENALTY	1196	541549
BABOON	1197	541654
MANY	1198	5423
WIFE	1199	5429
HUSBAND	1200	5432
FEATHER	1201	5436
BIG	1202	5437
LONG	1203	5438
BARK	1204	5439
TONGUE	1205	5440
BARKING	1206	5444
YOUNG	1207	5445
CAT	1208	5446
I	1209	5450
HEAVY	1210	5451
HE	1211	5454
WE	1212	5455
YOU	1213	5456
THIS	1214	5458
THOU	1215	5459
MOTHER	1216	5463
FATHER	1217	5464
ROPE	1218	5465
WORM	1219	5466
TAIL	1220	5468
NOSE	1221	5471
PENIS	1222	5473
HEART	1223	5475
LIVER	1224	5476
DAY (NOT NIGHT)	1225	5477
YEAR	1226	5478
BOARD	1227	5479
EARTH (SOIL)	1228	5481
OLD	1229	5482
DIRTY	1230	5483
NEW	1231	5484
WARM	1232	5485
NIGHT	1233	5486
SMOOTH	1234	5487
WHO	1235	5490
WHAT	1236	5491
WHERE	1237	5492
WHEN	1238	5493
HOW	1239	5494
NOT	1240	5495
SOME	1241	5499
FEW	1242	5500
WIDE	1243	5502
THICK	1244	5503
BUTTER	1245	5505
SMALL	1246	5509
EAR	1247	5510
EYE	1248	5511
SPIKE	1249	5512
JAGUAR	1250	5513
BELLY	1251	5516
HOUSE	1252	5517
RAIN (RAINING)	1253	5523
HANDLE	1254	5524
SNOWING	1255	5525
HEAD	1256	5527
WING	1257	5528
FINGERNAIL	1258	5529
WEDDING	1259	5532
DAY (24 HOURS)	1260	5533
SING	1261	5540
BROTHER	1262	5541
SISTER	1263	5544
CHANGE	1264	5547
HIGH	1265	5562
BRIDE	1266	5565
NARROW	1267	5566
YES	1268	5567
NO	1269	5568
WHY	1270	5572
DELIGHT	1271	5589
AUNT	1272	5591
CANDLE	1273	5592
SALT	1274	5599
ANSWER	1275	5610
AUTUMN	1276	5615
HAND	1277	5616
VOMIT	1278	5617
FAT (OBESE)	1279	5619
FALL	1280	5622
PRISON	1281	5623
FAT (FROM ANIMALS)	1282	5624
TODAY	1283	5630
BANK	1284	5632
IMPORTANT	1285	5634
HOT	1286	5637
COLD	1287	5639
CAP	1288	5641
BABY	1289	5642
ELEPHANT	1290	5643
BACK	1291	5648
BAD	1292	5650
MISTAKE	1293	5651
ZERO	1294	5653
STICK	1295	5662
WALKING STICK	1296	5663
LEG	1297	5665
NEWSPAPER	1298	5668
COFFEE	1299	5670
COUNTRY	1300	5671
FOOT	1301	5672
FORK	1302	5673
FINGER	1303	5675
CHILD (YOUNG HUMAN)	1304	568
CHIMNEY	1305	569
QUEEN	1306	5708
LANGUAGE	1307	5713
DOUBT	1308	5716
ASK (INQUIRE)	1309	5717
CLEVER	1310	5722
VERY	1311	5723
FOX	1312	5726
MOON	1313	5729
QUIET	1314	5759
RADIO	1315	5767
TENT	1316	5770
RAISE	1317	5772
CHICKEN	1318	5778
COWARD	1319	5779
APPLE	1320	5781
BOTTLE	1321	5783
BREAKFAST	1322	5787
CLOCK	1323	5790
SLIP	1324	5791
FRIEND	1325	5793
DOWN	1326	5797
UNCLE	1327	5806
SCISSORS	1328	5807
TOMORROW	1329	5808
DEFEND	1330	5818
SHEEP	1331	5819
NEIGHBOUR	1332	5820
NECK	1333	5823
GUTS	1334	5824
WHITE	1335	5825
EAT	1336	5827
PIG	1337	5836
PEACE	1338	5839
MORNING	1339	5840
WITH	1340	5844
HEAT UP	1341	5847
SUMMER	1342	5848
SUN	1343	5850
RAM	1344	5855
EWE	1345	5856
THROAT	1346	5861
NAPE (OF NECK)	1347	5862
BOAR (MALE PIG)	1348	5868
CHURCH	1349	587
MONKEY	1350	5870
SOW (FEMALE PIG)	1351	5871
KNIFE	1352	5873
HOUR	1353	5874
NEXT	1354	5875
LAUGH	1355	5876
NUMBER	1356	5877
DAUGHTER	1357	5881
ENEMY	1358	5882
SEPARATE	1359	5883
DUCK	1360	5886
TOOL	1361	5894
STREET	1362	5895
VOICE	1363	5899
HEALTHY	1364	5901
KITCHEN	1365	5903
BOY	1366	5905
CROSS	1367	5908
BREAD	1368	5910
GOLD	1369	5912
MONTH	1370	5914
KNEE	1371	5918
MEDICINE	1372	5919
TEA	1373	5927
RING	1374	5931
WINDOW	1375	5932
NOW	1376	5936
VISIT	1377	5941
SPOON	1378	5944
TELEPHONE	1379	5945
TOOTH	1380	5946
SHOE	1381	5948
NEEDLE (FOR SEWING)	1382	5951
GRANDFATHER	1383	5953
SECOND	1384	5958
PEPPER	1385	5960
LION	1386	5961
ARRIVE	1387	5965
SHADE	1388	5966
TOE	1389	5969
WRONG	1390	5971
TOWN	1391	5974
LOUSE	1392	5980
HORN (ANATOMY)	1393	5981
BONE	1394	5983
ROUND	1395	5984
SHARP	1396	5987
DULL	1397	5988
DRY	1398	5989
CLAY	1399	599
THIN (SLIM)	1400	5990
DRINK	1401	5991
BREAST	1402	5992
BITE	1403	5993
STRAIGHT	1404	5994
NAME	1405	5995
FAR	1406	5997
BREATHE	1407	5998
HEAR	1408	5999
SEE	1409	6003
KNOW (SOMETHING)	1410	6004
LIE (REST)	1411	6005
RUDE	1412	6009
PLAY	1413	6010
SQUEEZE	1414	6017
THINK (REFLECT)	1415	6021
SIT	1416	6022
KILL	1417	6023
DIG	1418	6024
FEAR (BE AFRAID)	1419	6025
COUNT	1420	6026
SUCK	1421	6027
BE ALIVE	1422	6028
FIGHT	1423	6030
YELLOW	1424	6031
GREEN	1425	6032
EXPENSIVE	1426	6036
BEAUTIFUL	1427	6037
BURNING	1428	6039
FULL	1429	6040
STAR	1430	6041
FREEZE	1431	6042
CUT	1432	6043
HIT	1433	6044
STAB	1434	6045
HUNT	1435	6046
SCRATCH	1436	6047
SPLIT	1437	6048
FOOL	1438	6049
SWIM	1439	6050
SPIT	1440	6051
FLY (MOVE THROUGH AIR)	1441	6052
STAND	1442	6053
WALK	1443	6054
TURN AROUND	1444	1584109
TURN (SOMETHING)	1445	6055
COME	1446	6056
GIVE	1447	6059
HOLD	1448	6060
RUB	1449	6062
ROOM	1450	6065
SMILE	1451	6067
PUSH	1452	6068
WASH	1453	6069
WIPE	1454	6070
PULL	1455	6071
THROW	1456	6072
SEW	1457	6073
SAY	1458	6075
IF	1459	6076
IN	1460	6077
AT	1461	6078
POT	1462	6086
DRUNK	1463	6098
LADDER	1464	6099
BOX	1465	6133
EXACT	1466	6134
CIRCLE	1467	6135
LOOK FOR	1468	6142
WEEK	1469	6145
FOLD	1470	6146
WINTER	1471	6147
KEY	1472	6149
FIST	1473	615259
SEA	1474	6154
COMB	1475	6157
CHAIR	1476	6162
KEEP	1477	6163
WITHOUT	1478	6166
DOLPHIN	1479	616807
BODY	1480	6179
HAMMER	1481	6183
SHOULDER	1482	6186
NINE	1483	6193
OIL (ORGANIC SUBSTANCE)	1484	6195
BELOW OR UNDER	1485	6199
PLANT (SOMETHING)	1486	619975
POUR	1487	621011
FAUCET	1488	622752
CLOUD	1489	623
RAT	1490	6233
MOUSE	1491	6237
DUMB	1492	623922
ONE	1493	6244
DIE	1494	6245
HAPPY	1495	6246
GRANDMOTHER	1496	6247
POSTCARD	1497	624787
TWO	1498	6248
JUICE	1499	6249
FOUR	1500	6253
BORE	1501	625688
GOAT	1502	6257
SALIVA	1503	6259
FLY (INSECT)	1504	6261
SPERM	1505	6262
MEASURE	1506	626882
FRUIT	1507	6280
KING	1508	6303
MOSQUITO	1509	630453
CHIN	1510	6306
ROOSTER	1511	6308
RISE (ONESELF)	1512	630856
THINK (BELIEVE)	1513	6309
HEN	1514	6311
TEN	1515	6312
SUBJUGATE	1516	631266
WASP	1517	631360
STUPID	1518	6322
RUN	1519	6323
CRUSH	1520	632491
SEEM	1521	6326
SOCK	1522	6327
FORGET	1523	6328
WINE	1524	6329
COAST	1525	633
MEAL	1526	6332
TICK	1527	633535
FORGIVE	1528	6336
LAST (FINAL)	1529	6337
BOWL	1530	6341
BRANCH	1531	6343
SHEAR	1532	634371
BE HUNGRY	1533	6345
FEVER	1534	6347
SWORD	1535	6350
UNDERSTAND	1536	6356
SPRINGTIME	1537	6360
SCORPION	1538	636601
BASKET	1539	6368
EYELASH	1540	637874
CULTIVATE	1541	638225
ACCOMPANY	1542	638652
SNAIL	1543	638694
SOMETIMES	1544	6387
HOST	1545	638743
TWICE	1546	6389
SOUP	1547	6390
UGLY	1548	639024
TRIBE	1549	639060
PREVENT	1550	6391
FEMALE	1551	6393
GLOOMY	1552	639520
MALE	1553	6396
MAN	1554	6397
CHAMELEON	1555	640095
YOLK	1556	6404
BEGINNING	1557	6405
SIMILAR	1558	6406
MONEY	1559	6408
FACE	1560	6410
ARMY	1561	6414
MIND	1562	6418
PYTHON	1563	642111
LAZY	1564	6424
HEAVEN	1565	6426
GUN	1566	6428
DOOR	1567	6430
ARRANGE	1568	6432
CHEESE	1569	6435
EQUAL	1570	6437
SELL	1571	6439
SURPRISED	1572	6444
SWELL	1573	6454
FLOAT	1574	6457
COCKROACH	1575	646
PILE UP	1576	646056
AND	1577	6464
IGUANA	1578	647456
BE	1579	6480
ONLY	1580	6485
ALLIGATOR	1581	648694
TIN (CAN)	1582	6493
BRAIN	1583	6504
BLISTER	1584	6518
SLEEP	1585	6519
SMELL (PERCEIVE)	1586	6520
SMELL (STINK)	1587	6521
TURN	1588	6526
HUMMINGBIRD	1589	652702
WAIT (FOR)	1590	6530
UP	1591	6531
CHEST	1592	6532
DEEP	1593	6535
FLOUR	1594	6539
SOUTH	1595	6542
LOCK	1596	6546
AIRPLANE	1597	6549
NORTH	1598	6550
WORD	1599	6551
SKIRT	1600	6552
WEAK	1601	6555
WAKE UP	1602	6557
MOSQUE	1603	6563
TEMPLES	1604	6567
SKULL	1605	6568
INSIDE	1606	6571
HATE	1607	6573
LISTEN	1608	6576
IDEA	1609	6580
PROSTITUTE	1610	658684
INVITE	1611	6588
LETTER	1612	6590
COLOR	1613	661
SUMMIT	1614	6615
ESCAPE	1615	661590
CLOTH	1616	6620
GRANDCHILD	1617	6624
GRANDSON	1618	6627
GRANDDAUGHTER	1619	6628
SON	1620	6634
SNEEZE	1621	665334
SHIRT	1622	6654
SPEAK	1623	6656
EMPTY	1624	6659
DEAD	1625	6660
EXPLAIN	1626	6661
CHAIN	1627	6665
SQUIRREL	1628	666598
EVENING	1629	6671
MACAW	1630	667122
FAST	1631	6672
FLOOR	1632	6679
FLAT	1633	6680
HUNDRED	1634	6685
OBEY	1635	6686
MOTIONLESS	1636	669395
AUTHORITY	1637	6705
TRUTH	1638	6708
BEER	1639	6715
SIBLING	1640	6732
SILK	1641	673408
NIECE	1642	6735
COUSIN	1643	6736
RELATIVES	1644	6740
SHORT	1645	6746
GIRL	1646	6752
FOAL	1647	6776
ANVIL	1648	6777
SIT DOWN	1649	6785
WATCH	1650	6804
TEAR (OF EYE)	1651	6805
INSTEAD	1652	6806
BLIND	1653	6807
LIGHTNING	1654	6811
BLINK	1655	6813
NEVER	1656	6814
TRUE	1657	6816
PUPIL	1658	683023
DOLL	1659	683096
LOSE	1660	6832
STRAIT	1661	683914
CAPE	1662	684108
BED	1663	6851
RAFT	1664	6853
BEAT	1665	6855
MUTE	1666	6856
HOLE	1667	6857
GRIEF	1668	6858
ANCESTORS	1669	6861
RAPIDS	1670	686508
TOWER	1671	6890
WRITE	1672	6891
ARM	1673	6894
POOR	1674	6897
PROMISE	1675	6898
ALWAYS	1676	6902
WORKSHOP	1677	691207
HUT	1678	691328
LOAD	1679	691664
HELMET	1680	691679
WAIST	1681	692019
GUILTY	1682	692374
BUSH	1683	6933
BUD	1684	693943
AFTER	1685	6944
BEHIND	1686	6945
PRAISE	1687	695465
FATE	1688	695947
SMOKE (INHALE)	1689	6968
FENCE	1690	698534
FLEXIBLE	1691	698784
FRIDAY	1692	6988
THURSDAY	1693	6989
WEDNESDAY	1694	6990
TUESDAY	1695	6991
SURRENDER	1696	699169
MONDAY	1697	6992
CURVED	1698	699272
SUNDAY	1699	6993
SATURDAY	1700	6994
RIVER MOUTH	1701	700006
HOLY	1702	700133
SIX	1703	7003
SEVEN	1704	7004
EIGHT	1705	7005
ELEVEN	1706	7006
TWELVE	1707	7007
THIRTEEN	1708	7008
FIFTEEN	1709	7010
TWENTY	1710	7013
TELL	1711	701342
OATH	1712	701390
EIGHTEEN	1713	7014
NINETEEN	1714	7015
THIRTY	1715	7017
FORTY	1716	7018
FIFTY	1717	7019
SIXTY	1718	7020
BURY	1719	702018
SIGN	1720	702040
SEVENTY	1721	7021
EIGHTY	1722	7022
RESULT IN	1723	702227
NINETY	1724	7023
CORRECT (RIGHT)	1725	7026
WET	1726	7027
THRESHOLD	1727	702756
ROTTEN	1728	7031
PLAIT OR BRAID OR WEAVE	1729	703135
CHEEK	1730	7034
MORTAR BINDER	1731	703845
SKY	1732	7039
RAINBOW	1733	7041
TWENTY ONE	1734	7046
TEAR (SHRED)	1735	704859
TWENTY FOUR	1736	7049
OKRA	1737	704948
TWENTY FIVE	1738	7050
DECORATE	1739	705105
PINE	1740	706003
ABOVE	1741	7064
TRAVERSE	1742	706556
JOIN	1743	7069
SPLEEN	1744	706908
HIP	1745	707216
BLADDER	1746	707432
CUSTOM	1747	707480
RIDGE	1748	707488
TAKE	1749	7077
CHOOSE	1750	7084
BIRTHMARK	1751	708846
LEAVE	1752	7092
TOP	1753	709258
BRACELET	1754	710484
UNDRESS	1755	710500
WIDOW	1756	711582
TIRED	1757	7117
OLDER SISTER	1758	7129
OLDER BROTHER	1759	7130
YOUNGER BROTHER	1760	7131
YOUNGER SISTER	1761	7132
STONE (OF FRUIT)	1762	7135
CLUB	1763	713958
OBSCURE	1764	7140
IN VAIN	1765	714063
FINISH	1766	7146
SCRAPE	1767	7152
FOAM	1768	7153
AXLE	1769	7167
CARCASS	1770	7171
TASTELESS	1771	717153
ELK	1772	718134
GRAVE	1773	7187
STINGY	1774	719375
TABLE	1775	7196
SHAME	1776	719675
RESEMBLE	1777	720983
APPROACH	1778	721097
DARE	1779	722783
BILE	1780	723561
THUMB	1781	7250
GUEST	1782	7254
PAIN	1783	7257
WANT	1784	7258
HAVE SEX	1785	7269
DRY UP	1786	7277
LOOM	1787	7280
TELEVISION	1788	7295
AGE	1789	73
LICENSE PLATE	1790	730404
BUTTERFLY	1791	7316
PERJURY	1792	7328
BAT	1793	7344
FURROW	1794	7346
BANANA TREE	1795	734724
SLAUGHTER	1796	735056
HEDGEHOG	1797	736222
GUNPOWDER	1798	736459
HYENA	1799	736876
DANDELION	1800	740921
CHILD (DESCENDANT)	1801	7413
SCREW	1802	741510
WOOD	1803	741520
BOMB	1804	7437
INJECTION	1805	743982
BEGIN	1806	7451
AFTERNOON	1807	7455
PUS	1808	745553
PIMPLE	1809	745597
DANGER	1810	7456
SOUND OR NOISE	1811	
TRY	1812	7471
TASTY	1813	7511
ACCUSE	1814	751478
ACHE	1815	751582
BESIDE	1816	752575
WEST	1817	7537
ADJUDICATE	1818	754888
LOOK	1819	7550
BEAR	1820	7552
BRUSH	1821	7562
ADORNMENT	1822	756816
BORROW	1823	7569
DEXTEROUS	1824	756918
COPPER	1825	761
ANGRY	1826	7613
HARVEST CROPS	1827	761899
ASK (REQUEST)	1828	7621
JUMP	1829	7622
CRANE	1830	7634
MEET	1831	7643
SIBLING-IN-LAW	1832	765010
DINNER (SUPPER)	1833	7654
SHE	1834	7667
MARROW	1835	7679
VAGINA	1836	7685
VULVA	1837	7687
NAVEL	1838	7690
CRY	1839	7709
BUILD	1840	7714
SUSPECT	1841	7724
OBSTINATE	1842	7742
THOUSAND	1843	7755
BOAT	1844	7774
BALL	1845	7785
RULE	1846	7797
SICK	1847	7800
QUARREL	1848	7805
ROW	1849	7808
COTTON	1850	781
POCKET	1851	7816
OFTEN	1852	7834
DOVE	1853	7890
SPARROW	1854	7891
BIRCH	1855	7898
SOFT	1856	7907
CROCODILE	1857	791
FISHERMAN	1858	7928
THIRD	1859	7979
BEAD	1860	799152
ACTIVE	1861	8019
DONKEY	1862	8030
AMAZING	1863	803175
HUNGER	1864	8037
BUZZARD	1865	8038
STUTTER	1866	8041
COIN	1867	8052
VISIBLE	1868	8059
BUY	1869	8061
ANCHOR	1870	806253
CAMEL	1871	8069
DUIKER	1872	808314
ANTHILL	1873	808465
SAUSAGE	1874	8105
REGRET	1875	8110
REINDEER	1876	812111
EAST	1877	8131
COCK	1878	8133
DANCE	1879	8136
PASSIONATE	1880	814989
ENOUGH	1881	8158
BEFORE	1882	8159
IN FRONT OF	1883	8160
HARD	1884	8173
ARMADILLO	1885	817621
ARMPIT	1886	818235
CHEAP	1887	8184
PAIR	1888	8187
ARSON	1889	819524
BELIEVE	1890	8203
PUMA	1891	8219
TOUCH	1892	8232
QUAIL	1893	8235
ASHAMED	1894	823950
CLOTHES	1895	8254
FINGERNAIL OR TOENAIL	1896	828575
HELP	1897	830463
SPECTACLES	1898	8320
MAD	1899	833779
ASTONISHED	1900	834474
SHOVEL	1901	8359
BETRAY	1902	837839
SWELLING	1903	838114
DROWN	1904	838127
EAGLE	1905	838154
SOUR	1906	838324
MOLE	1907	8385
ATTENTIVE	1908	839411
SHAKE	1909	839866
STINGRAY	1910	8401
DRAW (WATER)	1911	840722
RESPECT (NOUN)	1912	842332
PRESS	1913	842520
DEBT	1914	843
FIR	1915	843491
GILL	1916	844061
TIE	1917	844574
MANE	1918	8446
TORCH	1919	844734
DREAM (SOMETHING)	1920	8448
PLOUGH	1921	845139
LAND (DESCEND)	1922	846608
ROUGH	1923	846773
VEIN	1924	8471
ARTERY	1925	8473
OINTMENT	1926	848858
BAMBOO	1927	848903
CEASE	1928	849510
STUDY	1929	8498
RAVINE	1930	850595
BEESWAX	1931	851017
GUESS	1932	8518
LOOSEN	1933	853143
BEGGAR	1934	853288
ANUS	1935	853880
DEER	1936	858
THERE	1937	858309
FORTRESS	1938	859332
SWEAR	1939	866158
GUARD	1940	866813
SOLDIER	1941	867170
NEAR	1942	869106
CROWN (OF HEAD)	1943	870564
GOD	1944	871639
IDOL	1945	871642
INITIATION CEREMONY	1946	872499
BASTARD	1947	872861
SAW	1948	876531
BEDBUG	1949	880112
BEECH	1950	880926
PASS	1951	882144
TORTURE	1952	883170
ABUSE	1953	885235
GENTLE	1954	888805
GRIEVE	1955	892520
SUNFLOWER	1956	894122
GOITER	1957	897615
UNRIPE	1958	899673
RAW	1959	899678
CORNFLOWER	1960	900279
NECKLACE	1961	900585
ROAST (SOMETHING)	1962	903088
IMMEDIATELY	1963	904194
ALONE	1964	904382
LOINCLOTH	1965	907107
BUNCH	1966	908269
CALENDAR	1967	909821
SOYA SAUCE	1968	909894
MANTOU	1969	910204
CANOE	1970	911657
FAN (OBJECT)	1971	912239
KID	1972	914854
DEMON	1973	915102
CENTIPEDE	1974	915513
CHECK	1975	919581
MERRY	1976	920639
DEW	1977	921645
RECOVER	1978	922312
CHISEL	1979	926391
WANTON	1980	927319
WIDOWER	1981	933133
WHIRLPOOL	1982	934369
SNORE	1983	935932
MOTHER'S BROTHER	2692	936024
PATERNAL UNCLE (FATHER'S BROTHER)	1985	936030
DISEASE	1986	941
CHOPSTICKS	1987	941235
RIBES	1988	941843
CALF	1989	941919
BECOME	1990	949323
INTESTINES	1991	950344
MORE	1992	950694
SELF	1993	951229
COLLARBONE	1994	953048
DEFECT	1995	954604
GET TIRED	1996	955936
PRESERVE	1997	956366
COMMAND	1998	957698
OVERCOME	1999	958583
CLOVE	2000	958791
PAINTING	2001	959903
DITCH	2002	960
FLOW	2003	961244
BEND	2004	961409
MASK	2005	962485
FILL	2006	962533
BOLT (OF LIGHTNING)	2007	963421
RESCUE	2008	963523
DOG	2009	966
INVESTIGATE	2010	966637
COFFIN	2011	968117
COLLAR	2012	971440
BAIT	2013	978246
GO DOWN (DESCEND)	2014	980418
MAKE DRY	2015	980597
JEALOUSY	2016	980918
MIX	2017	982997
GREEDY	2018	983313
HAMMOCK	2019	987151
PLAINTIFF	2020	992256
GRASP	2021	992756
ADMIT	2022	992946
CROWD	2023	993922
PLOT	2024	996296
PEA	2025	726623
RICE PLANT	2026	3263
SOYA	2027	1194285
SOYA BEAN	2028	1194332
TUG	2029	6084
DRAG	2030	1496239
PUT OUT TO PASTURE	2031	1443493
WARM UP	2032	542675
DELIVER	2033	963547
FROST	2034	1571
POND	2035	2925
FEBRUARY	2037	6972
DRAGON	2038	463788
MAGPIE	2039	1187719
BUCKWHEAT	2040	398192
HEMP	2041	508200
WALNUT	2042	747141
PEACH	2043	5620
PERSIMMON	2044	1143238
COLUMN	2045	871066
APRON	2046	812914
STRAW SANDAL	2047	1383890
QUILT	2048	1564226
ALCOHOL (DRINK)	2050	1527467
CHOPSTICK	2054	6258
DUNG (ANIMAL FAECES)	2057	1275135
STOOL	2058	428644
STORY	2060	154518
BUDDHA	2061	1474272
INTEREST	2062	1980
STEP (VERB)	2065	1511017
STEAM (VERB)	2067	154664
BRAISE (VERB)	2068	941423
COMB (VERB)	2070	1477842
LAY (VERB)	2071	1468496
USE (VERB)	2072	7619
ROB (VERB)	2073	350286
CROW (VERB)	2074	1240308
BROOD (VERB)	2075	1463646
DILIGENT	2077	630824
TEN THOUSAND	2078	462623
MY	2090	5504
AFTERWARDS	2093	763970
PLOUGH (INSTRUMENT)	2154	844804
SHADOW	2275	5966
IDENTICAL	2276	6406
LIVE	2309	6028
WOODS	2311	1533
