CONCEPTICON_ID	CONCEPTICON_GLOSS	SPANISH	ENGLISH	SPANISH_HAPPINESS_MEAN	SPANISH_ANGER_MEAN	SPANISH_SADNESS_MEAN	SPANISH_FEAR_MEAN	SPANISH_DISGUST_MEAN	LINE_IN_SOURCE
2240	CORAL SNAKE	coral	coral	2.966666666666667	1.1666666666666667	1.3	1.2666666666666666	1.1333333333333333	559
227	FISH	pescado	fish	2.1	1.1333333333333333	1.2666666666666666	1.1	1.9666666666666666	1704
2292	GLASSES	gafas	glasses	1.6333333333333333	1.2333333333333334	1.4333333333333333	1.1	1.1333333333333333	987
232	FLEA	pulga	flea	1.0666666666666667	1.5	1.1333333333333333	1.9	3.466666666666667	1830
236	STEPMOTHER	madrastra	stepmother	1.6333333333333333	2.4	2.7666666666666666	2.3333333333333335	2.033333333333333	1333
2366	ONION	cebolla	onion	1.6333333333333333	1.2666666666666666	1.3333333333333333	1.0666666666666667	1.7333333333333334	410
239	FLOWER	flor	flower	3.8666666666666667	1.1	1.4333333333333333	1.1666666666666667	1.1333333333333333	950
2407	BIRTHDAY	cumpleaños	birthday	3.966666666666667	1.1666666666666667	1.7333333333333334	1.7	1.2333333333333334	616
245	BROOM	escoba	broom	1.2333333333333334	1.1	1.0333333333333334	1.0666666666666667	1.4	839
2493	BOIL	hervir	scalding	1.4666666666666666	1.3666666666666667	1.0666666666666667	1.7	1.0666666666666667	1091
2548	BARREL	barril	barrel	1.4	1.0333333333333334	1.0666666666666667	1.0	1.1	245
256	FOOD	comida	food	3.2333333333333334	1.1333333333333333	1.2	1.2	1.4	508
2623	FLAG	bandera	flag	2.1	1.4666666666666666	1.4	1.4666666666666666	1.4666666666666666	232
2648	HAIR (HEAD)	cabello	hair	2.5	1.3333333333333333	1.2333333333333334	1.2666666666666666	1.5	313
27	AIR	aire	air	2.8666666666666667	1.1333333333333333	1.1333333333333333	1.1	1.1	70
2831	PENGUIN	pingüino	penguin	3.466666666666667	1.0666666666666667	1.3	1.5333333333333334	1.2333333333333334	1722
2965	PAW	pata	leg	1.2413793103448276	1.103448275862069	1.103448275862069	1.2413793103448276	1.3793103448275863	1643
3	BRAVE	valiente	brave	3.8333333333333335	1.3666666666666667	1.0333333333333334	1.4	1.0	2192
308	TOUCAN	tucán	toucan	3.1724137931034484	1.1724137931034482	1.0689655172413792	1.6551724137931034	1.1724137931034482	2171
3083	BALLOON	globo	globe	3.4	1.0666666666666667	1.1666666666666667	1.3666666666666667	1.0	1019
3084	BLACKBOARD	pizarra	board	1.8333333333333333	1.2333333333333334	1.5333333333333334	1.3333333333333333	1.1666666666666667	1738
