CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	VALENCE_LANGUAGE_OMEGAWIKI_WKB	AROUSAL_LANGUAGE_OMEGAWIKI_WKB	DOMINANCE_LANGUAGE_OMEGAWIKI_WKB	VALENCE_LANGUAGE_FAMILY_OMEGAWIKI_WKB	AROUSAL_LANGUAGE_FAMILY_OMEGAWIKI_WKB	DOMINANCE_LANGUAGE_FAMILY_OMEGAWIKI_WKB	VALENCE_MEAN_OMEGAWIKI_WKB	AROUSAL_MEAN_OMEGAWIKI_WKB	DOMINANCE_MEAN_OMEGAWIKI_WKB	LINE_IN_SOURCE
1062	LAW	law	5.73297619047619	4.14374542124542	5.79691391941392	5.78807142857119	4.11864285714269	5.87007142857119	5.95821428571395	4.1878571428569	6.02178571428538	312
1064	SHIELD	shield	6.33	3.60285714285714	5.69428571428571	6.4775	3.8125	6.0675	6.39333333333333	3.64333333333333	5.85333333333333	6370
1070	BUS	bus	6.63	4.04	6.41	6.63	4.04	6.41	6.63	4.04	6.41	4213
1071	HOOK	hook	4.365	4.49703703703704	4.75611111111111	4.3552380952381	4.46	4.73952380952381	4.3552380952381	4.46	4.73952380952381	1066
1075	TRAP (PITFALL)	trap	3.996	4.59733333333333	4.706	3.996	4.59733333333333	4.706	3.996	4.59733333333333	4.706	6131
1076	EMERGE (APPEAR)	appear	5.828	4.112	5.851	5.808	4.21	5.93	5.8225	4.0775	5.745	1117
1078	MAIN	main	5.14654373927959	3.92387650085763	5.29993996569468	5.12166115702479	3.83829752066116	5.29188429752066	5.1035	3.89761904761905	5.19838095238095	2501
1081	BILL	bill	4.98571428571429	3.63571428571429	4.97285714285714	5.052	3.562	5.044	5.052	3.562	5.044	168
1082	MERCHANT	merchant	5.366	3.572	5.552	5.29666666666667	3.62	5.38666666666667	5.34	3.59	5.49	2525
1084	CALL	call	6.22066666666667	3.9028	5.4928	6.1475	3.962	5.49575	6.1475	3.962	5.49575	3706
1085	FOLLOW	follow	5.2575	5.38	5.4275	4.93666666666667	5.31333333333333	5.2	5.2575	5.38	5.4275	1754
1086	WORK (ACTIVITY)	activity	5.64666666666667	3.67128205128205	5.89410256410256	5.61857142857143	3.62047619047619	5.86190476190476	5.70083333333333	3.69666666666667	5.9525	3156
1087	CONCEIVE	conceive	6.05	4.15	5.86333333333333	6.05	4.15	5.86333333333333	6.05	4.15	5.86333333333333	2537
1088	SINK (DESCEND)	sink	4.43419191919192	3.96904761904762	4.45818903318903	4.14223938223938	4.1630888030888	4.22084942084942	4.40094736842105	3.99210526315789	4.43210526315789	5220
109	FOREIGN	foreign	4.73820265291083	4.36135372144436	4.44260501105379	4.77683760683716	4.26324786324758	4.61022792022751	4.96189655172408	4.17582758620686	4.73217241379305	3617
1091	SALTY	salty	5.45111111111111	4.10444444444444	5.39666666666667	5.4425	4.1125	5.4075	5.4425	4.1125	5.4075	6019
1092	HOPE	hope	4.55	3.62	5.31	4.55	3.62	5.31	4.55	3.62	5.31	1192
1094	FASTEN	fasten	5.33	3.1	5.17	5.33	3.1	5.17	5.33	3.1	5.17	3688
1095	LET GO OR SET FREE	release	6.52	4.875	6.34	6.52	4.875	6.34	6.52	4.875	6.34	2558
1096	SONG	song	5.91	3.695	5.935	6.44	3.83	6.18	5.91	3.695	5.935	5714
1097	ABANDON	abandon	4.69857142857143	3.42190476190476	5.10047619047619	4.435	3.4875	4.83	4.435	3.4875	4.83	3840
1098	WEIGH	weigh	3.41	4.9	5.63	3.41	4.9	5.63	3.41	4.9	5.63	5035
110	MOTOR	motor	6.5	4.19	5.67	6.5	4.19	5.67	6.5	4.19	5.67	6259
1100	COOK (SOMETHING)	cook	4.84359259259259	4.69881481481481	5.53014814814815	4.68219286359522	4.57198961156268	5.38804200541995	5.19878571428571	4.3645	5.77157142857143	718
1101	SUFFER	suffer	5.22164705882353	3.65211764705882	5.34535294117647	5.29366666666667	3.64866666666667	5.39133333333333	5.29366666666667	3.64866666666667	5.39133333333333	3780
1102	CLIMB	climb	5.764375	4.09	5.605625	5.752	4.078	5.606	5.73	4.05666666666667	5.60666666666667	1763
1103	SACRIFICE	sacrifice	2.05	5.37	2.77	2.05	5.37	2.77	2.05	5.37	2.77	3942
1104	NURSE	nurse	5.80257759784076	4.30938596491228	5.51118083670715	5.72119047619048	4.26738095238095	5.46619047619048	5.73972222222222	4.29777777777778	5.49138888888889	1313
1107	GO OUT	go out	5.35	3.18	7	5.35	3.18	7	5.35	3.18	7	6280
1108	UNCOVER	uncover	5.972	4.038	6.242	5.972	4.038	6.242	5.972	4.038	6.242	5456
1109	WOUND	wound	2.715	4.79	3.595	2.715	4.79	3.595	2.715	4.79	3.595	4351
111	DRUMMING	drums	4.26	3.95	4.35	4.26	3.95	4.35	4.26	3.95	4.35	4243
1111	CAR	car	5.57142857142857	3.31857142857143	4.98	5.64666666666667	3.23333333333333	4.99666666666667	5.64666666666667	3.23333333333333	4.99666666666667	632
1112	SUCCEED	succeed	4.82	3.76	4.81	4.82	3.76	4.81	4.82	3.76	4.81	6374
1114	BULLET	bullet	5.875	3.775	5.4875	5.875	3.775	5.4875	5.875	3.775	5.4875	1463
1115	SPEECH	speech	4.0325	3.925	5.28	4.544	3.718	5.328	4.31666666666667	3.81	5.30666666666667	2091
1117	LIKE	like	7.10172574626866	4.08379975124378	6.35676616915423	7.21155760368652	4.10207373271883	6.41690322580636	7.21636363636352	4.09025974025967	6.41376623376614	3359
1119	DIVIDE	divide	4.64484821428571	4.06771428571429	5.13875	4.6419	4.0243	5.0761	4.73489583333333	4.0040625	5.22635416666667	985
112	TURTLE	turtle	5.58	3.32	5.54	5.58	3.32	5.54	5.58	3.32	5.54	4564
1120	HONEST	honest	4.48	4.13	5.89	4.48	4.13	5.89	4.48	4.13	5.89	5554
1122	WAGES	wages	6	3.43	4.48	6	3.43	4.48	6	3.43	4.48	5556
1124	PIPE	pipe	4.82	3.28	5.555	4.79666666666667	3.55666666666667	5.67666666666667	4.82	3.28	5.555	101
1128	ORDER	order	5.56136363636364	3.73909090909091	5.99863636363636	5.52615384615385	3.57384615384615	6.02769230769231	5.52666666666667	3.67666666666667	6.02	596
1133	MATCH	match	6.01285714285714	4.19571428571429	5.55	5.83	4.07	5.54	5.83	4.07	5.54	390
1135	KICK	kick	5.064	5.212	5.702	4.705	4.9275	5.2975	4.705	4.9275	5.2975	1419
1136	RABBIT	rabbit	6.28	3.175	4.7	6.28	3.175	4.7	6.28	3.175	4.7	5590
1140	FATIGUE	fatigue	5.45123076923077	3.84769230769231	5.918	5.00376344086019	3.68365591397848	5.62462365591395	5.05673684182347	3.81789473663445	5.59799999969998	2728
1141	PITY	pity	5.84797342192691	3.92470099667774	5.5775415282392	5.89653846153846	3.86788461538462	5.59923076923077	5.89653846153846	3.86788461538462	5.59923076923077	2664
1143	OVEN	oven	5.11	3.24	4.82	5.11	3.24	4.82	5.11	3.24	4.82	4425
1145	SWAMP	swamp	4.95	3.95	5.28	4.95	3.95	5.28	4.95	3.95	5.28	4405
1148	BRUISE	bruise	3.735	5.4725	4.2075	3.735	5.4725	4.2075	3.735	5.4725	4.2075	3981
1149	ORPHAN	orphan	2.66666666666667	4.14666666666667	3.1	2.725	3.92	3.195	2.725	3.92	3.195	2688
1150	THUNDER	thunder	5.33666666666667	5.69	3.99333333333333	5.33666666666667	5.69	3.99333333333333	5.33666666666667	5.69	3.99333333333333	2834
1153	CATTLE	cattle	5.77333333333333	2.84666666666667	4.7	5.77333333333333	2.84666666666667	4.7	5.685	2.795	4.71	3174
1156	OPEN	open	6.4	4.04666666666667	6.11333333333333	6.4	4.04666666666667	6.11333333333333	6.4	4.04666666666667	6.11333333333333	1821
1157	BECAUSE	because	6.90333333333332	4.49999999999999	5.55666666666665	6.68999999999672	4.72499999999768	5.49499999999731	6.6899999999984	4.72499999999887	5.49499999999869	1016
1160	THIEF	thief	2.67	5.32	3.88	2.67	5.32	3.88	2.67	5.32	3.88	5625
1161	THREAD	thread	4.86	4.2	6.16	4.86	4.2	6.16	4.86	4.2	6.16	1123
1162	INTENTION	intention	6.67	5.05	7.42	6.67	5.05	7.42	6.67	5.05	7.42	3845
1163	BRIBE (AMOUNT)	bribe	4.91	5.135	5.24	4.91	5.135	5.24	4.91	5.135	5.24	3791
1165	MOUSTACHE	moustache	5.09	3.18	5.42	5.09	3.18	5.42	5.09	3.18	5.42	5900
1166	MOULD	mould	4.14453781512605	3.45731092436975	4.59042016806723	4.5825	3.39	4.6375	4.5825	3.39	4.6375	3885
117	IMITATE	imitate	5.49	3.995	4.93	5.49	3.995	4.93	5.49	3.995	4.93	4117
1171	MIRROR	mirror	5.48	3.14	5.42	5.48	3.14	5.42	5.48	3.14	5.42	5983
1172	SHOOT	shoot	5.59	4.1	6	5.59	4.1	6	5.59	4.1	6	4766
1178	NOSTRIL	nostril	5.5	3.1	4.61	5.5	3.1	4.61	5.5	3.1	4.61	5641
1182	NOISE	noise	4.1725	4.38214285714286	4.97714285714286	4.18499999989363	4.44999999985332	5.10749999985565	4.185	4.45	5.1075	365
1184	DIMINISH	diminish	4.34499543691536	3.91659023499886	5.31300022815423	4.3475	3.90415254237288	5.25063559322034	4.35938679245283	3.89207547169811	5.25919811320755	3997
1187	GOOSE	goose	5.55	2.86	5.33	5.55	2.86	5.33	5.55	2.86	5.33	5655
1188	CHARCOAL	charcoal	4.53	3.3	4.965	4.53	3.3	4.965	4.53	3.3	4.965	3172
1189	ULCER	ulcer	3.35475	4.5686875	4.617625	3.31484756097559	4.51042682926827	4.55887195121949	3.31553571428571	4.53	4.58169642857143	2759
119	DIVE	dive	5.4425	4.0125	4.815	5.36666666666667	4.07333333333333	4.81666666666667	5.36666666666667	4.07333333333333	4.81666666666667	4183
1190	HARE	hare	7.21	3.98	5.95	7.21	3.98	5.95	7.21	3.98	5.95	2658
1199	WIFE	wife	7.415	5.49166666666667	5.63416666666667	7.35	5.15333333333333	5.69333333333333	7.35	5.15333333333333	5.69333333333333	573
1200	HUSBAND	husband	6.02614754098361	4.02770491803279	5.67356557377049	6.05267326732673	4.04643564356436	5.66376237623762	6.10821428571429	4.08178571428571	5.64607142857143	635
1201	FEATHER	feather	5.84230859375	3.38245703125	5.66561328125	5.78548319327724	3.37987394957979	5.54573529411758	5.87246376811594	3.60207729468599	5.50768115942028	137
1202	BIG	big	6.63314285714286	4.60942857142857	6.00142857142857	6.62857142857143	4.56571428571429	6.00928571428571	6.61333333333333	4.45	6.09333333333333	640
1203	LONG	long	5.77	4.1	5.76	5.76999999999924	4.09999999999946	5.75999999999924	5.76999995701015	4.09999996945262	5.75999995708466	6151
1205	TONGUE	tongue	6.34625	3.90625	6.97625	6.335	3.975	6.845	6.32	4.06666666666667	6.67	4614
1207	YOUNG	young	6.6	4.885	5.8	6.6	4.885	5.8	6.6	4.885	5.8	585
1208	CAT	cat	6.4585	4.30328571428571	5.42	6.9625	4.03875	5.81375	6.8188	4.0764	5.7284	645
121	SPIN	spin	5.32125	4.315625	4.98875	5.27	4.46166666666667	4.90166666666667	4.95	4.735	4.715	998
1210	HEAVY	heavy	4.52	3.95	3.88636363636364	4.494	3.98	3.914	4.4225	4.0625	3.99	646
1217	FATHER	father	7.02976190476191	4.06880952380952	5.73857142857143	7.03466666666667	4.10066666666667	5.81866666666667	6.694	4.012	5.556	3330
1218	ROPE	rope	5.315	4	5.545	5.33666666666667	4.06666666666667	5.52	5.315	4	5.545	3341
122	CART	cart	5.975	2.64545454545455	5.92318181818182	5.984	2.634	5.938	5.984	2.634	5.938	2240
1220	TAIL	tail	4.74503989734814	4.08129784918125	5.26889240445433	4.79188705652929	4.01070668794408	5.24399788783714	4.74656850727393	4.08496526369324	5.26069423410097	2041
1221	NOSE	nose	4.84545454545454	3.30181818181818	4.83363636363636	5.02	3.248	4.774	4.9	3.285	4.815	1099
1222	PENIS	penis	5.37636363636364	3.23909090909091	6.08181818181818	5.22333333333333	3.14666666666667	6.19333333333333	5.22333333333333	3.14666666666667	6.19333333333333	648
1225	DAY (NOT NIGHT)	day	7.58	4	5.58	7.58	4	5.58	7.58	4	5.58	3329
1227	BOARD	board	5.3177101921757	3.48314702013269	5.52911833676504	5.30371854545454	3.50066993939394	5.50754951515151	5.3175904	3.52673693333333	5.53030446666667	94
1228	EARTH (SOIL)	earth	6.45833333333333	3.85166666666667	5.44	6.45857142857143	3.95142857142857	5.39428571428572	6.40666666666667	3.65333333333333	5.48666666666667	3218
1229	OLD	old	3.75518518518519	4.05555555555556	4.48962962962963	3.87777777777778	4.03777777777778	4.54777777777778	3.98166666666667	4.10833333333333	4.59666666666667	4624
123	FOREHEAD	forehead	6.36	4.59	5.96	6.36	4.59	5.96	6.36	4.59	5.96	1156
1230	DIRTY	dirty	3.83197368421053	4.48559210526316	4.65177631578947	3.79952380952381	4.63571428571429	4.60523809523809	3.79952380952381	4.63571428571429	4.60523809523809	5399
1231	NEW	new	6.13428571428571	2.98	5.67142857142857	6.045	3.085	5.57	6.045	3.085	5.57	656
1232	WARM	warm	7.1175	3.880625	6.1875	6.99	4.0575	6.14	6.99	4.0575	6.14	3335
1233	NIGHT	night	7.09	3.1	5.22	7.09	3.1	5.22	7.09	3.1	5.22	5490
1239	HOW	how	7.44	4.4	6.28	7.43999999999921	4.39999999999954	6.27999999999934	7.43999999999921	4.39999999999954	6.27999999999934	3654
1241	SOME	some	5.04999999999999	3.85999999999999	5.52999999999998	5.04999999999999	3.85999999999999	5.53	5.04999999999999	3.86	5.52999999999999	5084
1242	FEW	few	5.04999999999999	3.85999999999999	5.52999999999999	5.04999999999999	3.85999999999999	5.53	5.05	3.86	5.53	664
1243	WIDE	wide	5.61741935483871	3.55935483870968	5.11451612903226	5.6	3.57111111111111	5.12111111111111	5.33	3.75333333333333	5.22333333333333	4605
1246	SMALL	small	5.67	2.62	4.39	5.67	2.62	4.39	5.67	2.62	4.39	4620
1248	EYE	eye	6.47	3.39	5.67	6.46999941486791	3.38999969341611	5.66999948721809	6.46999999999412	3.38999999999692	5.66999999999484	4632
125	SWEAT (SUBSTANCE)	sweat	4.17664864864865	4.25448648648649	4.62578378378378	4.22129411764706	4.44011764705882	4.63988235294118	4.17642857142857	4.25357142857143	4.62571428571429	3297
1251	BELLY	belly	5.15065934065934	3.70296703296703	5.19032967032967	5.07476744186046	3.70875968992247	5.1923449612403	4.87235294117434	3.72529411764543	5.2194117647036	74
1252	HOUSE	house	6.24486486486486	4.00810810810811	6.04837837837838	6.00428571428571	4.04785714285714	5.93571428571429	5.78	4.13	5.78818181818182	225
1254	HANDLE	handle	4.79	3.29	5.88	4.79	3.29	5.88	4.79	3.29	5.88	1537
1256	HEAD	head	5.7	3.92608695652174	5.89391304347826	5.69125	3.85375	5.76125	5.69125	3.85375	5.76125	3344
1257	WING	wing	5.93714285714286	4.58142857142857	5.42285714285714	5.698	4.124	5.436	5.77333333333333	4.15666666666667	5.61333333333333	5670
1258	FINGERNAIL	fingernail	4.796	3.43666666666667	5.17133333333333	4.78375	3.4125	5.17125	4.9675	3.775	5.1725	674
1259	WEDDING	wedding	7.56	4.95	5.33	7.56	4.95	5.33	7.56	4.95	5.33	6060
126	SWEAT (PERSPIRE)	perspire	4.21567567567568	4.41675675675676	4.63810810810811	4.22352941176471	4.44941176470588	4.64058823529412	4.21714285714286	4.42285714285714	4.63857142857143	3123
1261	SING	sing	7.59	4.6	6.95	7.59	4.6	6.95	7.59	4.6	6.95	2837
1262	BROTHER	brother	5.86580612757408	4.44056085719069	5.2380143981249	5.69388888888889	4.50888888888889	5.21	5.7220833333333	4.45833333333331	5.18229166666664	1316
1263	SISTER	sister	5.89524475524476	3.29818181818182	5.00902097902098	5.92833333333333	3.03666666666667	4.88166666666667	5.9975	3.34	5.0575	6072
1264	CHANGE	change	5.03410714285714	3.83053571428571	5.74696428571429	5.06833333333333	3.89472222222222	5.81722222222222	5.07090909090909	3.88295454545455	5.86681818181818	722
1265	HIGH	high	5.86888888888889	4.11456790123457	5.50728395061728	5.87374999999981	4.1233333333332	5.46166666666648	5.88857142243002	4.12666666230276	5.41904761291686	1369
1267	NARROW	narrow	5.91833333333333	4.12185185185185	5.38092592592593	5.90833333333333	4.13111111111111	5.36222222222222	5.90833333333333	4.13111111111111	5.36222222222222	714
127	EXTINGUISH	extinguish	4.14898850574713	4.58941149425287	4.90262068965517	4.26452804377565	4.47035567715458	5.01045143638851	4.17858585858586	4.48915824915825	4.93057239057239	1859
1271	DELIGHT	please	6.40037313432836	3.92487562189055	5.96308457711443	6.46503225806451	3.89516129032258	5.98922580645161	6.49727272727273	3.81590909090909	5.96818181818182	725
1273	CANDLE	candle	6.34181818181818	3.74454545454546	6.09818181818182	6.51	3.69	6.11333333333333	6.51	3.69	6.11333333333333	321
1274	SALT	salt	5.352	4	5.242	5.31	3.99	5.225	5.31	3.99	5.225	1914
1275	ANSWER	answer	5.98432624113475	3.4668085106383	6.3409219858156	6.0002380952381	3.50571428571429	6.36952380952381	5.98933333333333	3.464	6.36633333333333	2151
1277	HAND	hand	6.1848	4.1256	5.8072	6.183	4.023	5.692	6.0875	4.01375	5.69375	1899
1280	FALL	fall	4.44820175438597	4.29827067669173	4.47822681704261	4.49554054054054	4.19896396396396	4.51509009009009	4.57148325358852	4.17066985645933	4.58385167464115	3361
1281	PRISON	prison	2.610625	4.3425	4.233125	2.62461538461538	4.35461538461538	4.22461538461538	2.87333333333333	4.57	4.07333333333333	4654
1284	BANK	bank	6.27470588235294	3.91105882352941	6.31788235294118	6.29888888888889	3.91822222222222	6.328	6.10571428571429	3.84628571428571	6.21457142857143	2012
1285	IMPORTANT	important	6.28	4.71	5.87	6.28	4.71	5.87	6.12	4.615	5.805	3422
1286	HOT	hot	6.21925490196078	5.24461873638344	6.09635729847495	6.39961038961039	5.22753246753247	6.00974025974026	6.57535714285714	5.22267857142857	5.95607142857143	271
1287	COLD	cold	5.50555555555556	3.21555555555556	5.31833333333333	5.114	3.374	5.436	5.114	3.374	5.436	118
1288	CAP	cap	5.69	2.88	6.21	5.69	2.88	6.21	5.69	2.88	6.21	2808
1289	BABY	baby	6.77923076923077	4.19230769230769	6.20153846153846	6.755	4.175	6.025	6.755	4.175	6.025	3367
129	CHOKE	choke	3.09142857142857	4.61285714285714	3.72285714285714	3.08	4.715	3.71	3.08	4.715	3.71	4170
1290	ELEPHANT	elephant	4.53	3.77	4.82	4.53	3.77	4.82	4.53	3.77	4.82	4842
1291	BACK	back	5.24964912280702	3.65947368421053	5.26719298245614	5.23966666666667	3.66	5.28233333333333	5.26074074074074	3.65888888888889	5.25037037037037	760
1292	BAD	bad	3.20775375375375	4.8814984984985	3.99707507507508	3.32314814814815	4.77859259259259	4.04077777777778	3.33011538461538	4.70657692307692	4.04765384615385	761
1293	MISTAKE	mistake	3.885	4.36055555555556	3.76611111111111	4.06909090909091	4.18272727272727	3.78181818181818	3.8325	4.3675	3.8075	763
1295	STICK	stick	5.225	4.055	6.04	5.21	4.13666666666667	6.11333333333333	5.225	4.055	6.04	3212
1296	WALKING STICK	walking stick	5.27	3.81	5.82	5.27	3.81	5.82	5.27	3.81	5.82	5987
1297	LEG	leg	4.99773809523809	3.045	5.73261904761905	5.00357142857143	3.04428571428571	5.76428571428571	5.371	3.444	5.462	2272
1298	NEWSPAPER	newspaper	5.34818181818182	3.72590909090909	5.35863636363636	5.4025	3.72625	5.48375	5.4025	3.72625	5.48375	774
13	DECEIT	deceit	2.28	5.39	3.698	2.28	5.39	3.698	2.28	5.39	3.698	2328
130	GRATIS (OF CHARGE)	free of charge	7.575	5.265	6.21	7.575	5.265	6.21	7.575	5.265	6.21	4859
1300	COUNTRY	country	5.45100808625337	3.62642587601078	5.88742318059299	5.5677037037037	3.6092962962963	5.83933333333333	5.43351851851852	3.68425925925926	5.63777777777778	3217
1301	FOOT	foot	5.755	3.24	5.63	5.755	3.24	5.63	5.755	3.24	5.63	767
1302	FORK	fork	5.87999999999998	3.34999999999999	5.67999999999999	5.88	3.35	5.67999999999999	5.87999999999999	3.35	5.67999999999999	5181
1303	FINGER	finger	5.28	3.35	4.9675	5.29333333333333	3.43333333333333	4.92333333333333	5.29333333333333	3.43333333333333	4.92333333333333	909
1305	CHIMNEY	chimney	5.08285714285714	3.15142857142857	5.22714285714286	5.21428571428571	3.78142857142857	5.38428571428571	5.2275	3.6775	5.255	100
1307	LANGUAGE	language	6.29	4.25	6.32	6.29	4.25	6.32	6.29	4.25	6.32	3327
1308	DOUBT	doubt	5.18395061728395	4.22466666666667	5.19481481481481	5.02024590163934	4.35558743169399	5.06394808743169	4.79590909090909	4.3869696969697	4.92742424242424	1265
1309	ASK (INQUIRE)	ask	5.66736842105263	3.93105263157895	5.83789473684211	5.476	4.136	5.766	5.255	4.2525	5.7375	3372
131	FESTIVAL	festival	6.365	5.09	6.05	6.365	5.09	6.05	6.365	5.09	6.05	3584
1310	CLEVER	clever	7.05822742474916	5.09079431438127	6.57518394648829	7.06210526315789	5.09190789473684	6.57907894736842	7.06210526315789	5.09190789473684	6.57907894736842	783
1313	MOON	moon	5.79287338677583	4.29152993348115	5.07365000852806	5.78339717741927	4.02382560483865	5.22141129032251	5.87636363636179	3.76409090908972	5.35469696969539	1547
1314	QUIET	quiet	6.25647044374551	3.0235435844996	6.12373246132205	6.4522178474197	3.07715392927959	6.09114324171239	6.34576209875163	3.04563920536424	6.11517089731971	792
1315	RADIO	radio	4.835	4.92	4.745	4.835	4.92	4.745	4.835	4.92	4.745	3260
1318	CHICKEN	chicken	4.10231800766284	3.78354214559387	4.46724137931035	4.2780652173913	3.68376086956522	4.53928260869565	4.2780652173913	3.68376086956522	4.53928260869565	805
1319	COWARD	coward	3.44753512132822	3.88472286079183	4.20521072796935	3.51152173913043	3.77108695652174	4.23326086956522	3.51152173913043	3.77108695652174	4.23326086956522	806
1323	CLOCK	clock	5.42619047619048	3.65166666666667	5.92690476190476	5.43	3.63739130434783	5.84826086956522	5.50833333333333	3.66	5.61333333333333	809
1325	FRIEND	friend	6.05038461538462	4.00269230769231	6.04153846153846	6.06	3.98571428571429	6.02428571428571	5.93833333333333	3.935	5.97666666666667	2422
1330	DEFEND	defend	6.83	3.7	5.83	6.83	3.7	5.83	6.83	3.7	5.83	828
1333	NECK	neck	4.996	3.84133333333333	4.96933333333333	5.13545454545455	3.71363636363636	4.99181818181818	5.0825	3.7775	4.9925	4690
1334	GUTS	guts	6.135	5.245	5.837	6.35	5.27	5.99	6.135	5.245	5.837	831
1336	EAT	eat	5.48	4	6.18	5.48	4	6.18	5.48	4	6.18	6085
1337	PIG	pig	4.48583333333333	3.3875	4.77958333333333	4.47695652173913	3.39173913043478	4.77608695652174	4.46727272727273	3.39636363636364	4.77227272727273	852
1338	PEACE	peace	7.33666666666667	2.63	6.44	7.33666666666667	2.63	6.44	7.33666666666667	2.63	6.44	793
134	FAULT	fault	3.355	4.1375	3.725	3.42	4.07857142857143	3.78571428571429	3.355	4.1375	3.725	3306
1343	SUN	sun	7.57218934911243	5.1803550295858	5.42414201183432	7.69714285714286	5.25387755102041	5.47469387755102	7.70666666666667	5.32444444444444	5.55333333333333	3282
1347	NAPE (OF NECK)	nape	5.44	3.65	5.17	5.44	3.65	5.17	5.44	3.65	5.17	830
1348	BOAR (MALE PIG)	boar	4.69	3.29	4.86	4.69	3.29	4.86	4.69	3.29	4.86	413
1349	CHURCH	church	5.3	3.36	5.84	5.3	3.36	5.84	5.3	3.36	5.84	102
1353	HOUR	hour	5.65	3.35	5.24	5.65	3.35	5.24	5.65	3.35	5.24	6087
1356	NUMBER	number	5.3225	3.505	5.9125	5.38333333333333	3.50833333333333	5.86166666666667	5.3225	3.505	5.9125	856
1358	ENEMY	enemy	3.97392888935435	5.01144891867833	4.88821176100958	3.93633647798742	4.86069706498952	4.74746855345912	3.82058139534884	4.84151162790698	4.57360465116279	2283
