CONCEPTICON_ID	CONCEPTICON_GLOSS	POLISH	GERMAN	VALENCY_MEAN_MEN	VALENCY_MEAN_WOMEN	VALENCY_MEAN_ALL	AROUSAL_MEAN_MEN	AROUSAL_MEAN_WOMEN	AROUSAL_MEAN_ALL	IMAGEABILITY_MEAN_MEN	IMAGEABILITY_MEAN_WOMEN	IMAGEABILITY_MEAN_ALL	POLISH_FREQUENCY	POLISH_FREQUENCY_CD	LINE_IN_SOURCE
977	ARROW	strzała	pfeil	0.50	-0.25	0.15	2.07	1.67	1.88	6.29	6.25	6.27	529	0	1788
1172	SHOOT	strzelać	schießen	0.71	-0.62	0.07	2.86	2.62	2.74	6.29	6.00	6.15	5316	0	2076
954	WELL	studnia	brunnen	0.43	0.00	0.22	1.86	2.46	2.15	6.50	6.31	6.41	229	0	437
1954	GENTLE	subtelny	sanft	0.88	1.27	1.04	2.31	1.45	1.96	4.81	4.73	4.78	222	0	2031
806	BLANKET	sufit	decke	0.00	0.18	0.11	1.40	1.18	1.26	6.20	6.76	6.56	579	0	478
1620	SON	syn	sohn	1.64	1.50	1.58	2.43	2.50	2.46	5.64	6.08	5.85	15973	0	2222
3106	WARDROBE	szafa	schrank	0.31	0.31	0.31	1.38	1.46	1.42	6.77	6.77	6.77	380	0	2114
2771	SHAWL	szal	schal	0.57	0.92	0.74	1.71	1.46	1.59	6.79	6.69	6.74	341	0	2049
2941	HAPPINESS	szczęście	glück	2.56	2.67	2.63	3.67	3.72	3.70	5.89	6.33	6.19	17087	0	913
1821	BRUSH	szczotkować	bürste	-0.11	0.72	0.44	1.78	1.56	1.63	5.78	6.39	6.19	17	0	453
1490	RAT	szczur	ratte	-0.38	-0.18	-0.30	2.50	2.73	2.59	6.75	6.64	6.70	1264	0	1910
2930	BOSS	szef	chef	-0.38	-0.31	-0.35	2.00	2.38	2.19	6.15	5.62	5.88	8053	0	461
604	GLASS	szklany	glas	0.43	0.42	0.42	1.64	1.83	1.73	6.14	6.00	6.08	94	0	908
2947	DAMAGE (INJURY)	szkodliwy	schaden	-2.11	-1.65	-1.81	2.44	2.24	2.31	6.00	5.24	5.50	85	0	2045
2959	LEASH	sznur	leine	-0.47	-1.27	-0.81	2.00	2.09	2.04	5.80	6.45	6.08	514	0	1309
2966	PERCH (FISH)	szorstki	barsch	-0.55	-1.31	-1.00	2.64	2.31	2.44	5.27	5.25	5.26	211	0	259
2605	ASPARAGUS	szparagi	spargel	0.18	0.81	0.56	2.00	1.69	1.81	6.18	6.63	6.44	100	0	2243
72	CLAW	szpon	klaue	-0.09	-0.94	-0.59	2.64	2.56	2.59	6.18	6.44	6.33	99	0	1158
1468	LOOK FOR	szukać	suchen	0.50	0.25	0.38	2.29	3.17	2.69	5.64	5.25	5.46	7493	0	2356
933	WALL (OF HOUSE)	ściana	wand	-0.06	0.09	0.00	1.75	1.27	1.56	6.44	6.18	6.33	778	0	2728
121	SPIN	ściemniać	spinnen	-1.22	-1.50	-1.41	3.11	2.22	2.52	5.33	5.06	5.15	128	0	2256
1137	TENDON	ścięgno	sehne	-0.69	-0.36	-0.56	2.13	1.18	1.74	5.63	6.27	5.89	68	0	2159
1543	SNAIL	ślimak	schnecke	0.46	0.08	0.27	1.38	1.85	1.62	6.46	6.77	6.62	141	0	2109
1355	LAUGH	śmiech	lachen	2.56	2.64	2.59	3.69	3.27	3.52	6.94	6.36	6.70	1316	0	1266
910	DEATH	śmierć	tod	-1.63	-2.36	-1.93	3.38	3.64	3.48	5.00	5.00	5.00	20524	0	2432
2972	SLEEP (STATE)	śnić	schlaf	1.43	1.67	1.54	2.57	3.17	2.85	6.29	6.08	6.19	440	0	2087
784	SNOW	śnieg	schnee	0.87	1.36	1.08	2.73	2.64	2.69	6.80	6.82	6.81	2042	0	2110
1261	SING	śpiewać	singen	2.09	1.81	1.93	3.27	2.94	3.07	5.91	6.44	6.22	2814	0	2194
1093	MIDDLE	środek	mitte	0.29	0.25	0.27	1.43	1.42	1.42	5.79	5.25	5.54	3167	0	1551
965	WORLD	świat	welt	1.62	2.00	1.81	2.46	2.46	2.46	6.31	6.00	6.15	24250	0	2765
630	LIGHT (RADIATION)	światło	licht	1.90	1.53	1.67	2.40	2.06	2.19	6.20	6.71	6.52	8737	0	1344
1273	CANDLE	świeca	kerze	1.22	0.89	1.00	2.56	1.72	2.00	6.78	6.67	6.70	160	0	1137
545	SPRUCE	świerk	fichte	1.14	1.77	1.44	2.21	2.31	2.26	6.64	6.38	6.52	39	0	722
3003	SOLID	święto	fest	1.38	1.77	1.58	2.38	2.77	2.58	6.31	6.15	6.23	1934	0	713
1337	PIG	świnia	schwein	-0.07	-0.38	-0.22	2.43	2.00	2.22	6.71	6.69	6.70	1754	0	2143
3084	BLACKBOARD	tablica	tafel	0.14	-0.23	-0.04	2.07	1.92	2.00	6.21	6.69	6.44	348	0	2370
1879	DANCE	tańczyć	tanzen	1.79	2.31	2.04	3.79	3.46	3.63	6.43	6.77	6.59	3607	0	2382
1379	TELEPHONE	telefon	telefon	0.56	0.45	0.52	2.19	2.00	2.11	6.69	6.55	6.63	20908	0	2404
3136	WATCH (TV)	telewizyjny	fernsehen	-0.91	-0.25	-0.52	2.45	1.81	2.07	5.27	5.94	5.67	345	0	710
1279	FAT (OBESE)	tłuszcz	fett	-0.86	-1.46	-1.15	1.93	2.77	2.33	6.14	6.31	6.22	514	0	717
2468	BAG	torba	tasche	0.21	1.08	0.63	1.36	2.00	1.67	6.43	6.85	6.63	1357	0	2387
2962	MOORLAND	torfowisko	moor	-0.20	0.65	0.33	1.60	1.71	1.67	5.30	5.71	5.56	1	0	1574
3072	MISPLACE	tracić	verlieren	-2.00	-2.15	-2.08	2.77	3.15	2.96	6.08	5.62	5.85	1297	0	2629
1664	RAFT	tratwa	floß	1.21	0.33	0.81	2.57	2.08	2.35	6.43	6.42	6.42	93	0	746
606	GRASS	trawa	gras	1.70	1.59	1.63	2.20	2.24	2.22	6.10	6.88	6.59	638	0	921
655	POISON	trucizna	gift	-1.75	-1.91	-1.81	2.75	2.09	2.48	5.56	5.36	5.48	1026	0	900
3138	STRAWBERRY	truskawkowy	erdbeere	1.64	1.94	1.81	2.82	2.56	2.67	5.82	6.63	6.30	150	0	612
1560	FACE	twarz	gesicht	0.93	1.46	1.19	2.14	2.31	2.22	6.50	6.62	6.56	16126	0	880
1041	INCREASE	tyć	zunehmen	-2.00	-2.09	-2.04	3.07	2.82	2.96	6.13	6.00	6.08	29	0	2886
1469	WEEK	tydzień	woche	0.00	0.00	0.00	1.93	2.00	1.96	5.64	5.75	5.69	13374	0	2799
846	TIGER	tygrys	tiger	0.90	1.00	0.96	2.70	3.00	2.89	6.40	6.76	6.63	822	0	2424
974	TOBACCO	tytoniowy	tabak	-1.08	-1.23	-1.15	2.38	2.54	2.46	6.23	5.23	5.73	34	0	2363
1997	PRESERVE	uchronić	bewahren	1.27	1.36	1.31	2.73	2.45	2.62	5.87	4.82	5.42	426	0	367
2521	FEELING (HAPTIC SENSE)	uczucie	gefühl	1.64	1.58	1.62	3.29	3.17	3.23	4.79	4.42	4.62	6766	0	835
1112	SUCCEED	udany	gelingen	1.86	1.83	1.85	2.64	3.08	2.85	4.57	5.33	4.92	450	0	859
2872	IMPROVE (SOMETHING)	ulepszać	verbessern	2.07	2.18	2.12	2.93	3.09	3.00	6.07	5.18	5.69	30	0	2590
667	ROAD	ulica	straße	0.64	0.06	0.30	1.64	1.56	1.59	5.73	6.56	6.22	1446	0	2334
1494	DIE	umierać	sterben	-2.40	-2.12	-2.22	3.30	3.65	3.52	5.70	6.24	6.04	2159	0	2307
681	DESTROY	unicestwić	zerstören	-1.07	-1.82	-1.38	3.00	3.18	3.08	5.33	5.00	5.19	234	0	2854
612	HEAT	upalny	hitze	0.14	1.75	0.88	2.64	3.42	3.00	5.93	6.25	6.08	60	0	1016
3634	STUBBORN	uparty	stur	-0.77	-0.77	-0.77	2.38	2.69	2.54	6.00	5.92	5.96	1068	0	2349
2868	DRIVE (CATTLE)	uprawiać	treiben	1.67	1.00	1.22	3.33	1.83	2.33	6.00	5.11	5.41	1753	0	2475
1517	WASP	użądlić	wespe	-1.54	-2.00	-1.77	2.38	3.23	2.81	6.23	6.00	6.12	26	0	2779
2929	BENEFIT	używać	nutzen	0.00	0.17	0.11	1.67	1.28	1.41	4.78	4.50	4.59	4124	0	1694
2466	WEIGHT	waga	gewicht	0.21	-0.46	-0.11	1.43	2.46	1.93	6.50	6.00	6.26	607	0	892
478	LIP	warga	lippe	0.81	0.64	0.74	2.75	1.91	2.41	6.50	6.82	6.63	81	0	1366
3002	PRECIOUS	wartościowy	wertvoll	1.57	1.58	1.58	2.00	2.50	2.23	5.29	4.83	5.08	183	0	2777
2352	DRAGONFLY	ważka	libelle	0.29	-0.15	0.07	1.57	1.85	1.70	6.50	6.15	6.33	50	0	1342
2783	SCALES (MEASURE INSTRUMENT)	ważyć	waage	-0.08	-0.23	-0.15	1.46	1.69	1.58	5.92	5.62	5.77	173	0	2706
964	WOOL	wełniany	wolle	0.71	0.23	0.48	1.71	1.92	1.81	6.29	5.85	6.07	42	0	2807
1259	WEDDING	weselny	hochzeit	1.50	2.00	1.73	2.79	3.42	3.08	5.79	5.92	5.85	163	0	1021
2658	COAL	węgiel	kohle	0.89	0.28	0.48	2.89	1.28	1.81	6.11	6.61	6.44	492	0	1184
1013	FRESHWATER EEL	węgorz	aal	0.57	-0.25	0.19	2.14	2.33	2.23	6.21	6.08	6.15	83	0	1
2961	MESSAGE	wiadomość	nachricht	0.86	0.77	0.81	2.29	3.08	2.67	6.07	5.85	5.96	16440	0	1626
2052	BUCKET	wiadro	eimer	0.56	0.09	0.37	1.44	1.18	1.33	6.69	6.36	6.56	589	0	555
960	WIND	wiatr	wind	0.29	-0.08	0.12	2.50	2.75	2.62	5.00	6.25	5.58	4451	0	2789
1917	TIE	wiązać	binden	0.29	0.25	0.27	2.36	2.33	2.35	5.36	4.67	5.04	417	0	389
858	STORM	wichura	sturm	0.14	-0.08	0.04	2.93	3.23	3.07	6.21	6.15	6.19	54	0	2350
1302	FORK	widelec	gabel	0.22	0.33	0.30	2.33	1.22	1.59	6.67	6.72	6.70	371	0	810
1409	SEE	widzieć	sehen	1.00	1.56	1.37	2.00	1.78	1.85	5.56	5.89	5.78	20992	0	2157
1629	EVENING	wieczór	abend	1.23	1.69	1.46	2.15	2.15	2.15	6.69	6.46	6.58	17442	0	10
1410	KNOW (SOMETHING)	wiedzieć	wissen	2.00	1.58	1.81	2.93	2.67	2.81	4.43	4.58	4.50	44475	0	2796
1789	AGE	wiek	alter	-0.10	0.53	0.30	2.30	1.71	1.93	4.80	5.00	4.93	2840	0	90
1871	CAMEL	wielbłąd	kamel	1.36	0.67	1.04	2.14	1.75	1.96	6.43	6.50	6.46	134	0	1093
649	PASTURE	wierzba	weide	0.80	1.00	0.93	1.60	1.82	1.74	6.20	6.53	6.41	44	0	2753
1890	BELIEVE	wierzyć	glauben	1.40	1.45	1.42	2.40	2.64	2.50	5.73	4.55	5.23	6141	0	910
2884	HANG	wieszać	hängen	-1.21	-1.25	-1.23	2.71	2.67	2.69	5.64	5.42	5.54	162	0	960
2998	DAMP	wilgotny	feucht	0.23	0.62	0.42	1.69	2.54	2.12	5.92	6.08	6.00	102	0	718
134	FAULT	winny	schuld	-1.45	-1.94	-1.74	3.00	2.94	2.96	5.09	5.75	5.48	4284	0	2127
1524	WINE	wino	wein	1.36	1.62	1.48	2.50	3.15	2.81	6.86	6.85	6.85	4185	0	2755
3137	OAR	wiosło	ruder	0.50	0.25	0.38	1.64	1.33	1.50	5.57	6.33	5.92	107	0	1997
2765	CHERRY	wiśniowy	kirsche	1.07	1.46	1.26	2.21	2.46	2.33	6.07	6.15	6.11	103	0	1148
2526	POWER	władza	macht	-0.29	-0.46	-0.37	2.86	3.31	3.07	5.14	5.38	5.26	1040	0	1417
948	WATER	woda	wasser	1.40	1.36	1.38	2.20	1.55	1.92	6.47	6.73	6.58	7383	0	2738
935	WAR	wojna	krieg	-1.75	-2.67	-2.26	3.42	3.73	3.59	5.38	5.70	5.56	7677	0	1232
1084	CALL	wołać	rufen	-0.14	0.38	0.11	1.93	2.31	2.11	6.14	5.62	5.89	321	0	1998
3704	ODOR (SMELL)	wonny	geruch	0.64	1.50	1.04	2.36	2.50	2.42	4.79	5.67	5.19	8	0	873
2951	POUCH	worek	beutel	-0.07	-0.15	-0.11	1.43	1.23	1.33	6.29	6.15	6.22	1381	0	366
2620	CARRIAGE	wozić	kutsche	-0.22	0.44	0.22	2.33	1.78	1.96	4.89	5.33	5.19	185	0	1262
1877	EAST	wschodni	osten	0.50	-0.58	0.00	2.36	1.50	1.96	4.93	4.42	4.69	393	0	1724
1909	SHAKE	wstrząsnąć	schütteln	-0.08	-1.00	-0.54	2.15	2.85	2.50	5.77	5.46	5.62	144	0	2133
1327	UNCLE	wujek	onkel	2.00	1.44	1.67	3.27	2.31	2.70	6.45	6.75	6.63	4914	0	1706
1750	CHOOSE	wybierać	wählen	-0.11	0.61	0.37	2.78	1.78	2.11	5.22	4.61	4.81	1248	0	2718
1525	COAST	wybrzeże	küste	1.50	1.69	1.59	2.36	2.54	2.44	6.36	6.62	6.48	747	0	1261
526	HOWL	wyć	heulen	-1.67	-1.91	-1.77	3.00	3.00	3.00	5.73	5.73	5.73	136	0	1006
2525	LABOUR (EFFORT)	wysiłek	mühe	0.67	0.00	0.22	3.78	2.78	3.11	6.33	5.72	5.93	682	0	1596
2985	HEIGHT	wysoki	höhe	1.00	0.88	0.93	2.10	2.00	2.04	6.10	6.00	6.04	7297	0	1025
622	ISLAND	wyspa	insel	1.56	1.39	1.44	3.11	2.17	2.48	6.44	6.67	6.59	1647	0	1061
1102	CLIMB	wzrastać	steigen	0.79	1.38	1.07	1.93	2.38	2.15	4.79	5.77	5.26	86	0	2298
1417	KILL	zabić	töten	-1.85	-2.77	-2.31	2.77	3.23	3.00	5.77	4.77	5.27	30434	0	2451
1190	HARE	zając	hase	0.75	1.36	1.00	1.81	2.18	1.96	6.56	6.73	6.63	325	0	964
1766	FINISH	zakończyć	beenden	0.15	-0.23	-0.04	2.23	2.46	2.35	4.77	5.31	5.04	3015	0	282
1596	LOCK	zamek	schloss	1.20	1.09	1.15	2.33	1.55	2.00	6.53	6.45	6.50	2765	0	2102
2432	MARRIAGE	zamężny	ehe	0.00	0.35	0.22	1.90	2.12	2.04	4.50	5.35	5.04	8	0	540
1046	SHUT	zamykać	schließen	-0.78	-0.39	-0.52	2.11	1.61	1.78	5.11	5.28	5.22	730	0	2099
1523	FORGET	zapominać	vergessen	-1.20	-1.29	-1.26	2.30	2.47	2.41	4.80	5.82	5.44	405	0	2614
1611	INVITE	zapraszać	einladen	1.09	1.69	1.44	2.82	2.81	2.81	4.82	5.88	5.44	268	0	564
741	DRIVE	zarządzać	lenken	0.27	0.88	0.63	2.82	2.38	2.56	4.64	5.38	5.07	285	0	1319
1380	TOOTH	ząb	zahn	-0.23	-0.54	-0.38	1.62	1.69	1.65	6.46	6.46	6.46	1007	0	2831
3076	SLOPE	zbocze	abhang	0.00	-0.44	-0.30	2.33	1.61	1.85	4.89	6.22	5.78	76	0	21
1364	HEALTHY	zdrowie	gesundheit	1.44	1.33	1.37	3.11	2.44	2.67	5.67	5.94	5.85	5542	0	889
3675	ZEBRA	zebra	zebra	0.36	1.00	0.67	1.36	1.85	1.59	6.64	6.69	6.67	277	0	2842
1323	CLOCK	zegar	uhr	0.00	-0.09	-0.04	1.81	1.73	1.78	6.69	6.82	6.74	1650	0	2527
1228	EARTH (SOIL)	ziemia	erde	1.55	1.00	1.22	2.55	1.63	2.00	6.18	6.25	6.22	5105	0	613
1471	WINTER	zima	winter	-0.27	0.91	0.23	2.47	2.82	2.62	6.53	6.36	6.46	764	0	2791
1324	SLIP	zjeżdżalnia	rutsche	1.56	1.73	1.63	3.00	2.55	2.81	6.56	6.73	6.63	40	0	2011
1160	THIEF	złodziej	dieb	-2.00	-2.28	-2.19	3.33	3.06	3.15	6.22	6.33	6.30	1618	0	497
1369	GOLD	złoto	gold	1.69	1.46	1.58	2.85	2.15	2.50	6.46	6.62	6.54	3579	0	916
1358	ENEMY	złowrogi	feind	-2.00	-1.67	-1.85	3.43	3.25	3.35	4.79	5.08	4.92	39	0	706
2248	KNOW (SOMEBODY)	znać	kennen	1.08	1.08	1.08	1.69	2.31	2.00	5.38	4.92	5.15	10993	0	1133
719	FIND	znajdować	finden	1.50	1.50	1.50	2.64	2.58	2.62	5.29	5.50	5.38	416	0	729
987	REMAIN	zostawać	bleiben	-0.71	-0.17	-0.46	2.07	2.17	2.12	5.00	4.33	4.69	545	0	399
1700	SATURDAY	zrelaksowany	samstag	2.21	2.75	2.46	3.00	2.83	2.92	5.86	5.83	5.85	147	0	2027
712	RICH	zrzeszać	reich	0.31	-0.18	0.11	1.63	1.55	1.59	4.19	4.27	4.22	NaN	NaN	1941
1547	SOUP	zupa	suppe	1.07	1.27	1.15	1.93	1.64	1.81	6.60	6.82	6.69	941	0	2360
619	ANIMAL	zwierzę	tier	0.64	0.75	0.69	2.64	2.50	2.58	5.79	5.83	5.81	2618	0	2423
783	VICTORY	zwycięstwo	sieg	1.89	2.22	2.11	3.22	3.61	3.48	5.67	6.50	6.22	3010	0	2184
866	WIN	zwyciężać	siegen	2.07	2.27	2.15	3.27	3.64	3.42	6.13	5.36	5.81	75	0	2186
849	SPRING (OF WATER)	źródło	quelle	1.10	1.18	1.15	1.90	2.00	1.96	5.60	6.18	5.96	2573	0	1891
503	FROG	żaba	frosch	0.20	0.18	0.19	1.80	2.29	2.11	6.40	6.71	6.59	389	0	795
3534	BEG	żebrać	betteln	-1.43	-2.25	-1.81	2.79	3.50	3.12	5.64	5.67	5.65	125	0	364
787	SAIL	żeglować	segeln	1.36	1.62	1.48	3.07	3.23	3.15	6.07	6.54	6.30	172	0	2154
819	STOMACH	żołądek	magen	-0.36	-0.08	-0.23	1.86	2.33	2.08	5.79	5.92	5.85	1202	0	1425
1422	BE ALIVE	życie	leben	1.86	1.54	1.70	2.79	3.31	3.04	6.14	5.69	5.93	68770	0	1288
3089	GIRAFFE	żyrafa	giraffe	1.36	0.85	1.11	2.21	1.77	2.00	6.79	6.54	6.67	129	0	903
23	RYE	żytni	roggen	0.46	0.85	0.65	1.38	1.62	1.50	4.69	5.69	5.19	21	0	1985
