CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	ENGLISH_KNOWN_PERCENTAGE	ENGLISH_ICONICITY_MEAN	LINE_IN_SOURCE
12	MIDDAY	noon		3.5454545454545454	8741
120	PITCHER	pitcher		3.4	9611
1200	HUSBAND	husband		3.8	6361
1201	FEATHER	feather		5	4812
1202	BIG	big		3.8181818181818183	1165
1203	LONG	long		5.545454545454546	7722
1204	BARK	bark		6.1	967
1205	TONGUE	tongue		4.4	13324
1207	YOUNG	young		3.1818181818181817	14739
1208	CAT	cat		5.3	1883
121	SPIN	spin		4.5	12220
1210	HEAVY	heavy		3.7	6055
1211	HE	he		4.4	6005
1212	WE	we		2.9	14393
1213	YOU	you		3.2	14738
1214	THIS	this		1.7	13167
1216	MOTHER	mother		4.181818181818182	8440
1217	FATHER	father		4.1	4783
1218	ROPE	rope		3.2	11039
1219	WORM	worm		4.5	14651
122	CART	wagon		4	14295
1220	TAIL	tail		3.6923076923076925	12923
1221	NOSE	nose		3.3	8753
1222	PENIS	penis		3.5454545454545454	9392
1223	HEART	heart		3.6363636363636362	6035
1224	LIVER	liver		3.5	7667
1225	DAY (NOT NIGHT)	day		3.3636363636363638	3191
1226	YEAR	year		2	14717
1227	BOARD	board		4	1334
1228	EARTH (SOIL)	earth		4.2	4119
1229	OLD	old		3.909090909090909	8917
123	FOREHEAD	forehead		5.357142857142857	5153
1230	DIRTY	dirty		5.083333333333333	3638
1231	NEW	new		3.5	8681
1232	WARM	warm		3.9285714285714284	14339
1233	NIGHT	night		4.545454545454546	8699
1234	SMOOTH	smooth		5.9	11964
1235	WHO	who		3.6	14507
1236	WHAT	what		1.9	14453
1237	WHERE	where		3	14464
1238	WHEN	when		1.8	14462
1239	HOW	how		1.3	6298
124	THORN	thorn		4.333333333333333	13171
1240	NOT	not		2.9166666666666665	8759
1241	SOME	some		2.3	12087
1242	FEW	few		2.6	4879
1243	WIDE	wide		4.230769230769231	14525
1244	THICK	thick		5.3	13148
1245	BUTTER	butter		3.5	1690
1246	SMALL	small		4	11940
1247	EAR	ear		3.5454545454545454	4108
1248	EYE	eye		5.1	4673
125	SWEAT (SUBSTANCE)	sweat		4.4	12826
1250	JAGUAR	jaguar		4.2	7134
1251	BELLY	belly		4.9	1107
1252	HOUSE	house		3	6289
1254	HANDLE	handle		4.5	5916
1256	HEAD	head		4.090909090909091	6006
1257	WING	wing		3.8181818181818183	14562
1258	FINGERNAIL	fingernail		3.3076923076923075	4938
1259	WEDDING	wedding		3.3846153846153846	14413
126	SWEAT (PERSPIRE)	perspire		3.8181818181818183	9472
1261	SING	sing		4.2727272727272725	11778
1262	BROTHER	brother		3.4	1572
1263	SISTER	sister		4.4	11797
1264	CHANGE	change		3.272727272727273	1985
1265	HIGH	high		5.3	6140
1266	BRIDE	bride		3.769230769230769	1525
1267	NARROW	narrow		3.8	8593
1268	YES	yes		3.4	14726
1269	NO	no		4.2	8724
127	EXTINGUISH	extinguish		4.1	4648
1270	WHY	why		3.727272727272727	14520
1271	DELIGHT	please		4.1	9683
1272	AUNT	aunt		3.3333333333333335	806
1273	CANDLE	candle		3.2	1775
1274	SALT	salt		4.615384615384615	11158
1275	ANSWER	answer		4.2	514
1276	AUTUMN	autumn		2.7	824
1277	HAND	hand		3.9	5907
1278	VOMIT	vomit		4.9	14269
128	MUMBLE	mumble		5.090909090909091	8510
1280	FALL	fall		3.8	4726
1281	PRISON	prison		4.384615384615385	10031
1282	FAT (FROM ANIMALS)	lard		4.7	7404
1283	TODAY	today		4	13295
1284	BANK	bank		3.8	939
1285	IMPORTANT	important		4.7272727272727275	6531
1286	HOT	hot		5.7	6282
1287	COLD	cold		4.866666666666666	2361
1288	CAP	cap		4.909090909090909	1799
1289	BABY	baby		4.181818181818182	867
129	CHOKE	choke		4.3	2109
1290	ELEPHANT	elephant		4.4	4218
1291	BACK	back		3.2	870
1292	BAD	bad		4.4	891
1293	MISTAKE	mistake		2.1	8298
1294	ZERO	zero		5.1	14760
1295	STICK	stick		3.4545454545454546	12466
1296	WALKING STICK	staff		3.7	12350
1297	LEG	leg		3.3	7489
1299	COFFEE	coffee		4.6	2346
13	DECEIT	deceit		2.727272727272727	3233
1300	COUNTRY	country		4	2850
1301	FOOT	foot		3.2	5126
1302	FORK	fork		3.9	5177
1303	FINGER	finger		3.1	4937
1305	CHIMNEY	chimney		3.4	2086
1306	QUEEN	queen		3.7	10312
1307	LANGUAGE	language		3.8181818181818183	7396
1308	DOUBT	doubt		3.5	3950
1309	ASK (INQUIRE)	ask		2.8	703
131	FESTIVAL	festival		4.6923076923076925	4868
1310	CLEVER	clever		4	2243
1311	VERY	very		1.5	14164
1312	FOX	fox		3.6923076923076925	5224
1313	MOON	moon		3.3	8402
1314	QUIET	quiet		4.454545454545454	10330
1315	RADIO	radio		4.705882352941177	10374
1316	TENT	tent		3.1	13069
1318	CHICKEN	chicken		4.7	2073
1319	COWARD	coward		3.6363636363636362	2881
132	SAUCE	sauce		3.5	11217
1320	APPLE	apple		4	580
1321	BOTTLE	bottle		3.8	1425
1322	BREAKFAST	breakfast		3.6923076923076925	1499
1323	CLOCK	clock		4.1	2268
1324	SLIP	slip		4.9	11907
1325	FRIEND	friend		3.090909090909091	5281
1326	DOWN	down		3.923076923076923	3958
1327	UNCLE	uncle		2.2	13726
1329	TOMORROW	tomorrow		2.4	13319
133	WEAVE	weave		4.7	14409
1330	DEFEND	defend		3.1666666666666665	3294
1331	SHEEP	sheep		3.2222222222222223	11605
1332	NEIGHBOUR	neighbor		3.3	8654
1333	NECK	neck		2.6	8629
1334	GUTS	gut		4.4	5856
1335	WHITE	white		3.1818181818181817	14503
1336	EAT	eat		3.6363636363636362	4136
1337	PIG	pig		3.8181818181818183	9559
1338	PEACE	peace		5.2727272727272725	9329
1339	MORNING	morning		4	8420
134	FAULT	fault		3.6363636363636362	4794
1340	WITH	with		2.909090909090909	14590
1342	SUMMER	summer		4.4	12722
1343	SUN	sun		3.909090909090909	12727
1344	RAM	ram		5.090909090909091	10405
1346	THROAT	throat		3.7	13198
1348	BOAR (MALE PIG)	boar		3.4166666666666665	1333
1349	CHURCH	church		4	2147
135	BOOMERANG	boomerang		4.4	1395
1350	MONKEY	monkey		4.090909090909091	8379
1352	KNIFE	knife		5.285714285714286	7327
1353	HOUR	hour		2.6363636363636362	6287
1354	NEXT	next		3.1	8686
1355	LAUGH	laugh		4.545454545454546	7429
1356	NUMBER	number		4.4	8796
1357	DAUGHTER	daughter		3.7	3187
1358	ENEMY	enemy		2.9166666666666665	4316
1359	SEPARATE	separate		2.8	11492
136	HERE	here		3.6666666666666665	6105
1360	DUCK	duck		4.7	4052
1361	TOOL	tool		3.5	13330
1362	STREET	street		3.090909090909091	12561
1363	VOICE	voice		4	14254
1364	HEALTHY	healthy		3.8	6030
1365	KITCHEN	kitchen		3.909090909090909	7312
1366	BOY	boy		3	1457
1367	CROSS	cross		4.7	2996
1368	BREAD	bread		3.8	1493
1369	GOLD	gold		4.2727272727272725	5613
1370	MONTH	month		2.5454545454545454	8394
1371	KNEE	knee		4	7321
1372	MEDICINE	medicine		3.909090909090909	8086
1373	TEA	tea		5.1	12993
1374	RING	ring		6.1	10959
1375	WINDOW	window		3.3	14557
1376	NOW	now		5.2	8782
1377	VISIT	visit		3.1	14237
1378	SPOON	spoon		4.3	12273
1379	TELEPHONE	telephone		3.0833333333333335	13032
138	BATHE	bathe		3.6	1007
1380	TOOTH	tooth		4	13332
1381	SHOE	shoe		3.3	11652
1382	NEEDLE (FOR SEWING)	needle		3.7	8638
1383	GRANDFATHER	grandfather		4.384615384615385	5682
1384	SECOND	second		3.3	11399
1385	PEPPER	pepper		4.1	9403
1386	LION	lion		3.25	7635
1387	ARRIVE	arrive		2.8181818181818183	669
1388	SHADE	shadow		3.5	11556
1389	TOE	toe		3.5	13298
139	GUMS	gum		4.818181818181818	5837
1390	WRONG	wrong		3.1818181818181817	14699
1391	TOWN	town		3.8	13386
1392	LOUSE	louse		3	7756
1393	HORN (ANATOMY)	horn		3.8	6255
1394	BONE	bone		3	1370
1395	ROUND	round		5.230769230769231	11054
1396	SHARP	sharp		5.363636363636363	11588
1398	DRY	dry		3.7	4045
1399	CLAY	clay		3.5	2223
14	YOKE	yoke		3.1	14736
1400	THIN (SLIM)	skinny		4.6	11844
1401	DRINK	drink		4	4011
1402	BREAST	breast		4.2	1504
1403	BITE	bite		5.5	1212
1404	STRAIGHT	straight		4.3	12534
1405	NAME	name		2.727272727272727	8577
1406	FAR	far		4.5	4756
1407	BREATHE	breathe		4.545454545454546	1508
1408	HEAR	hear		3.9	6032
1409	SEE	see		4	11419
1411	LIE (REST)	lie		4	7570
1412	RUDE	rude		4.916666666666667	11074
1413	PLAY	play		3.7	9667
1414	SQUEEZE	squeeze		5.888888888888889	12332
1416	SIT	sit		3.3636363636363638	11799
1417	KILL	kill		5.454545454545454	7287
1418	DIG	dig		4.5	3592
1419	FEAR (BE AFRAID)	fear		3.1	4804
1420	COUNT	count		3.5833333333333335	2839
1421	SUCK	suck		5.545454545454546	12684
1422	BE ALIVE	live		3.3529411764705883	7664
1423	FIGHT	fight		4.230769230769231	4903
1424	YELLOW	yellow		4.1	14723
1425	GREEN	green		3.727272727272727	5738
1426	EXPENSIVE	expensive		2.5	4600
1427	BEAUTIFUL	beautiful		4.545454545454546	1053
1428	BURNING	burning		4.4	1664
1429	FULL	full		4.5	5335
143	HUMID	humid		3.8	6326
1430	STAR	star		4.2727272727272725	12389
1431	FREEZE	freeze		4.3	5263
1432	CUT	cut		5.3	3112
1433	HIT	hit		5.2727272727272725	6171
1434	STAB	stab		5.2727272727272725	12344
1435	HUNT	hunt		3.8181818181818183	6347
1436	SCRATCH	scratch		5.181818181818182	11330
1437	SPLIT	split		5.363636363636363	12255
1438	FOOL	fool		4.363636363636363	5124
1439	SWIM	swim		5.153846153846154	12844
144	MACHINE	machine		3.5	7829
1440	SPIT	spit		6.2	12240
1441	FLY (MOVE THROUGH AIR)	fly		4.8	5098
1442	STAND	stand		4.4	12380
1443	WALK	walk		3.8	14307
1446	COME	come		1.6	2408
1447	GIVE	give		3.2	5528
1448	HOLD	hold		4.5	6188
1449	RUB	rub		5.7	11064
145	SORROWFUL	sorrowful		4.9	12113
1450	ROOM	room		2.6363636363636362	11031
1451	SMILE	smile		4	11950
1452	PUSH	push		5.555555555555555	10269
1453	WASH	wash		4.2	14353
1454	WIPE	wipe		3.5	14573
1455	PULL	pull		4.8	10217
1456	THROW	throw		4	13204
1457	SEW	sew		3.2	11540
1458	SAY	say		3.1	11237
1459	IF	if		1.3	6428
146	SUGAR CANE	cane		2.8	1779
1460	IN	in		4.1	6566
1461	AT	at		2.8	756
1462	POT	pot		3.8	9851
1463	DRUNK	drunk		4.6	4042
1464	LADDER	ladder		4.2	7368
1465	BOX	box		4.75	1454
1466	EXACT	exact		2	4512
1467	CIRCLE	circle		3.272727272727273	2159
1468	LOOK FOR	search		2.727272727272727	11383
1469	WEEK	week		2.9	14420
1470	FOLD	fold		3.8181818181818183	5108
1471	WINTER	winter		3.230769230769231	14571
1472	KEY	key		4.2	7274
1473	FIST	fist		3.3636363636363638	4961
1474	SEA	sea		3.1	11373
1475	COMB	comb		3.8181818181818183	2400
1476	CHAIR	chair		2.8181818181818183	1965
1477	KEEP	keep		4.4	7260
1478	WITHOUT	without		2.9	14595
1479	DOLPHIN	dolphin		3.4615384615384617	3912
1480	BODY	body		5	1346
1481	HAMMER	hammer		3.727272727272727	5902
1482	SHOULDER	shoulder		2.6	11676
1483	NINE	nine		3.9	8711
1484	OIL (ORGANIC SUBSTANCE)	oil		3.8	8910
1485	BELOW OR UNDER	below		1.8181818181818181	1111
1487	POUR	pour		3.6	9873
1488	FAUCET	tap		5.1	12959
1489	CLOUD	cloud		5	2286
149	ITCHY	itchy		5.2	7117
1490	RAT	rat		4.1	10441
1491	MOUSE	mouse		4.583333333333333	8469
1492	DUMB	dumb		4.7	4066
1493	ONE	one		3.909090909090909	8931
1494	DIE	die		4.5	3580
1495	HAPPY	happy		4.2	5941
1496	GRANDMOTHER	grandmother		4.2727272727272725	5685
1497	POSTCARD	postcard		5.3	9842
1498	TWO	two		3.75	13651
1499	JUICE	juice		5.166666666666667	7217
15	OTTER	otter		4.2	9026
150	WORRY	worry		3	14656
1500	FOUR	four		3.6	5220
1501	BORE	bore		4.1	1412
1502	GOAT	goat		3.1	5598
1503	SALIVA	saliva		3.1	11151
1505	SPERM	sperm		3.6363636363636362	12205
1506	MEASURE	measure		3.4166666666666665	8066
1507	FRUIT	fruit		2.9	5315
1508	KING	king		4.166666666666667	7301
1509	MOSQUITO	mosquito		2.8	8434
151	RAZOR	razor		4.5	10473
1510	CHIN	chin		3.6	2089
1511	ROOSTER	rooster		4.111111111111111	11036
1512	RISE (ONESELF)	arise		5.181818181818182	645
1514	HEN	hen		3.272727272727273	6096
1515	TEN	ten		2.9	13057
1517	WASP	wasp		4.6	14359
1518	STUPID	stupid		3.727272727272727	12626
1519	RUN	run		3.8	11096
152	HOOF	hoof		3.4444444444444446	6235
1520	CRUSH	crush		5.5	3035
1521	SEEM	seem		3.8181818181818183	11425
1522	SOCK	sock		2.4	12049
1523	FORGET	forget		2.909090909090909	5168
1524	WINE	wine		3.8181818181818183	14560
1525	COAST	coast		4.416666666666667	2310
1526	MEAL	meal		3.8181818181818183	8054
1527	TICK	tick		5.545454545454546	13231
1528	FORGIVE	forgive		3.6	5171
1529	LAST (FINAL)	last		3.3	7414
153	GREY	grey		3.4	5745
1530	BOWL	bowl		3	1450
1531	BRANCH	branch		4.4	1477
1532	SHEAR	shear		5.090909090909091	11600
1533	BE HUNGRY	hungry		3.7	6345
1534	FEVER	fever		3.4	4877
1535	SWORD	sword		2.7777777777777777	12864
1536	UNDERSTAND	understand		3.1818181818181817	13785
1537	SPRINGTIME	spring		5	12295
1538	SCORPION	scorpion		4.818181818181818	11312
1539	BASKET	basket		3.909090909090909	996
154	UDDER	udder		2.5	13665
1540	EYELASH	eyelash		4.8	4677
1541	CULTIVATE	cultivate		4	3064
1542	ACCOMPANY	accompany		4.1	83
1543	SNAIL	snail		2.8181818181818183	11974
1545	HOST	host		4.1	6276
1546	TWICE	twice		4	13633
1547	SOUP	soup		4.6	12127
1548	UGLY	ugly		5.1	13667
1549	TRIBE	tribe		2.8	13495
155	CHOP	chop		5.5	2117
1550	PREVENT	prevent		3.2	9997
1551	FEMALE	female		3	4845
1552	GLOOMY	gloomy		5.545454545454546	5568
1553	MALE	male		3.6363636363636362	7886
1554	MAN	man		3.923076923076923	7904
1555	CHAMELEON	chameleon		2.909090909090909	1976
1556	YOLK	yolk		3.4	14737
1557	BEGINNING	beginning		3.7	1087
1558	SIMILAR	similar		3.8	11762
1559	MONEY	money		2.7	8374
156	RED	red		3.6	10571
1560	FACE	face		3.6	4690
1561	ARMY	army		4.8	657
1562	MIND	mind		3.8	8215
1563	PYTHON	python		3.1818181818181817	10285
1564	LAZY	lazy		4.7	7451
1565	HEAVEN	heaven		3.7	6053
1566	GUN	gun		3.8	5841
1567	DOOR	door		2.5	3933
1568	ARRANGE	arrange		4.142857142857143	663
1569	CHEESE	cheese		3.8461538461538463	2052
157	DYE	dye		3.4	4096
1570	EQUAL	equal		4.4	4400
1571	SELL	sell		2.7	11448
1573	SWELL	swell		5.153846153846154	12838
1574	FLOAT	float		4.9	5048
1575	COCKROACH	cockroach		3.8	2331
1577	AND	and		2	476
1578	IGUANA	iguana		2.5	6435
1579	BE	be		3	1027
1580	ONLY	only		2.8181818181818183	8934
1581	ALLIGATOR	alligator		3.5454545454545454	359
1583	BRAIN	brain		4	1469
1584	BLISTER	blister		4.9	1278
1585	SLEEP	sleep		3.4615384615384617	11882
1587	SMELL (STINK)	stink		5.666666666666667	12488
1588	TURN	turn		3.4	13601
1590	WAIT (FOR)	wait		3.5	14301
1591	UP	up		6.1	14011
1592	CHEST	chest		3.6153846153846154	2066
1593	DEEP	deep		4	3280
1594	FLOUR	flour		3	5068
1595	SOUTH	south		3.1818181818181817	12130
1596	LOCK	lock		4.545454545454546	7695
1597	AIRPLANE	airplane		3.3	315
1598	NORTH	north		3.727272727272727	8749
1599	WORD	word		3.2	14633
16	SLED	sleigh		3.7	11891
160	SET (HEAVENLY BODIES)	set		3.8	11525
1600	SKIRT	skirt		3.8	11848
1601	WEAK	weak		3.4	14394
1602	WAKE UP	waken		3.3	14306
1603	MOSQUE	mosque		3.3636363636363638	8433
1605	SKULL	skull		4.3	11854
1606	INSIDE	inside		3.8	6867
1607	HATE	hate		4.214285714285714	5984
1608	LISTEN	listen		3.8	7648
1609	IDEA	idea		3.6	6406
161	MISS (A TARGET)	miss		4.7	8290
1610	PROSTITUTE	prostitute		3.0833333333333335	10142
1611	INVITE	invite		2.8	7048
1612	LETTER	letter		2.7	7538
1613	COLOR	color		3.2	2389
1614	SUMMIT	summit		4.090909090909091	12723
1615	ESCAPE	escape		2	4430
1616	CLOTH	cloth		4.181818181818182	2283
1617	GRANDCHILD	grandchild		3.727272727272727	5680
1618	GRANDSON	grandson		3.2	5688
162	HICCOUGH	hiccup		5.545454545454546	6133
1620	SON	son		3.4	12094
1621	SNEEZE	sneeze		4.6923076923076925	11990
1622	SHIRT	shirt		2	11645
1623	SPEAK	speak		4.3	12167
1624	EMPTY	empty		3.1818181818181817	4279
1625	DEAD	dead		5.3	3200
1626	EXPLAIN	explain		4.2	4609
1627	CHAIN	chain		2.8181818181818183	1964
1628	SQUIRREL	squirrel		4.4	12340
1629	EVENING	evening		3.7	4487
163	BLACK	black		3.272727272727273	1220
1631	FAST	fast		4.6	4773
1632	FLOOR	floor		3.5	5057
1633	FLAT	flat		3.2	5007
1634	HUNDRED	hundred		3.090909090909091	6342
1635	OBEY	obey		3.6	8824
1636	MOTIONLESS	motionless		4.75	8447
1637	AUTHORITY	authority		4.2	816
1638	TRUTH	truth		4.5	13562
1639	BEER	beer		3.272727272727273	1076
164	KANGAROO	kangaroo		4	7250
1640	SIBLING	sibling		2.1	11718
1641	SILK	silk		5.230769230769231	11753
1642	NIECE	niece		3.7	8696
1643	COUSIN	cousin		2.1	2870
1644	RELATIVES	relative		2.8	10670
1645	SHORT	short		4.363636363636363	11665
1646	GIRL	girl		4.2	5524
1647	FOAL	pony		2.8	9783
1650	WATCH	watch		4	14365
1651	TEAR (OF EYE)	tear		4.333333333333333	13003
1652	INSTEAD	instead		1.7	6894
1653	BLIND	blind		3.5	1270
1654	LIGHTNING	lightning		5.1	7590
1655	BLINK	blink		3.9	1273
1656	NEVER	never		2.5	8680
1657	TRUE	real		4.363636363636363	10485
1659	DOLL	doll		3.6	3909
166	MAINLAND	mainland		4.2727272727272725	7869
1661	STRAIT	strait		4.2727272727272725	12539
1662	CAPE	cape		5	1803
1663	BED	bed		3	1060
1664	RAFT	raft		3.5	10379
1665	BEAT	beat		4.583333333333333	1048
1666	MUTE	mute		4.3	8550
1667	HOLE	hole		4.9	6192
1668	GRIEF	grief		4.1	5748
1669	ANCESTORS	ancestor		3.4	469
167	MAIL	mail		4.1	7862
1671	TOWER	tower		4.8	13384
1672	WRITE	write		3.7	14694
1673	ARM	arm		4.9	650
1674	POOR	poor		3.6	9792
1675	PROMISE	promise		3.4	10103
1676	ALWAYS	always		2.6153846153846154	397
1678	HUT	hut		4.3	6368
1679	LOAD	load		2.8333333333333335	7673
168	REST	rest		4.1	10833
1680	HELMET	helmet		3.2	6082
1681	WAIST	waist		3	14298
1682	GUILTY	guilty		3.5	5827
1683	BUSH	bush		3.7	1674
1684	BUD	bud		5	1596
1685	AFTER	after		2.8	262
1686	BEHIND	behind		3.7	1092
1687	PRAISE	praise		3.8	9893
1688	FATE	fate		3.272727272727273	4780
1689	SMOKE (INHALE)	smoking		3.727272727272727	11959
169	IT	it		2.4545454545454546	7111
1690	FENCE	fence		2.9	4851
1691	FLEXIBLE	flexible		3.909090909090909	5030
1692	FRIDAY	Friday		2.5	5278
1693	THURSDAY	Thursday		2.7	13223
1694	WEDNESDAY	Wednesday		2.5	14417
1695	TUESDAY	Tuesday		2.6363636363636362	13574
1696	SURRENDER	surrender		4	12788
1697	MONDAY	Monday		3.5	8372
1699	SUNDAY	Sunday		3.7	12732
