CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	ENGLISH_AUDITORY_MEAN	ENGLISH_GUSTATORY_MEAN	ENGLISH_HAPTIC_MEAN	ENGLISH_INTEROCEPTIVE_MEAN	ENGLISH_OLFACTORY_MEAN	ENGLISH_VISUAL_MEAN	ENGLISH_FOOT_ACTION_MEAN	ENGLISH_HAND_ACTION_MEAN	ENGLISH_HEAD_ACTION_MEAN	ENGLISH_MOUTH_ACTION_MEAN	ENGLISH_TORSO_ACTION_MEAN	ENGLISH_PERCEPTUAL_STRENGTH_MAX	ENGLISH_PERCEPTUAL_STRENGTH_AGGREGATED	ENGLISH_PERCEPTUAL_EXCLUSIVITY	ENGLISH_PERCEPTUAL_DOMINANT	ENGLISH_ACTION_STRENGTH_MAX	ENGLISH_ACTION_STRENGTH_AGGREGATED	ENGLISH_ACTION_EXCLUSIVITY	ENGLISH_ACTION_DOMINANT	ENGLISH_SENSORIMOTOR_STRENGTH_MAX	ENGLISH_SENSORIMOTOR_STRENGTH_AGGREGATED	ENGLISH_SENSORIMOTOR_EXCLUSIVITY	ENGLISH_SENSORIMOTOR_DOMINANT	ENGLISH_PERCEPTUAL_KNOWN_PERCENTAGE	ENGLISH_ACTION_KNOWN_PERCENTAGE	ENGLISH_PERCEPTUAL_AOA_MEAN	ENGLISH_ACTION_AOA_MEAN	LINE_IN_SOURCE
2530	SMART	SMART	3.055555556	0.055555556	0.166666667	2.222222222	0.055555556	2.611111111	0.380952381	0.571428571	4.476190476	2	0.238095238	3.055555556	3.855446418	0.367346939	Auditory	4.476190476	4.609520029	0.552795031	Head	4.476190476	5.374580338	0.279197995	Head	0.947368421	1	39.61111111	37.14285714	31401
2531	BROAD	BROAD	1.25	0	1.8125	0.4375	0	3.75	1.5	2.1	2	1.1	1.35	3.75	3.930585412	0.517241379	Visual	2.1	2.90152021	0.124223602	Hand_arm	3.75	4.399465516	0.245098039	Visual	1	1	41.375	37.35	4007
2532	TORNADO	TORNADO	3.315789474	0.052631579	1	1.263157895	0.210526316	4.210526316	1.857142857	1.761904762	3.095238095	1.714285714	1.904761905	4.210526316	4.850603175	0.413612565	Visual	3.095238095	3.76752732	0.133640553	Head	4.210526316	5.513509107	0.203958692	Visual	1	1	39.15789474	37.14285714	35031
2534	DEPTH	DEPTH	0.941176471	0.647058824	2.647058824	1.352941176	0.588235294	4	1	1.055555556	2.444444444	0.944444444	0.777777778	4	4.41968425	0.335260116	Visual	2.444444444	2.625360124	0.267857143	Head	4	4.709107428	0.208051016	Visual	0.944444444	1	31.0625	36.27777778	8899
2537	LENGTH	LENGTH	0	0	1.111111111	0	0	4.055555556	1.789473684	2.578947368	2	0.578947368	0.842105263	4.055555556	4.083167501	0.784946237	Visual	2.578947368	3.163984351	0.256756757	Hand_arm	4.055555556	4.637711761	0.313021891	Visual	1	1	36.55555556	36.78947368	19787
2539	PIT (POTHOLE)	PIT	0.5	0.2	1.45	0.65	0.6	3.3	2	1.578947368	1.631578947	0.842105263	1.526315789	3.3	3.408779215	0.462686567	Visual	2	2.733854312	0.152777778	Foot_leg	3.3	3.915780161	0.217102838	Visual	1	0.95	38.35	38.36842105	25425
2540	LIME (MATERIAL)	LIME	0.157894737	3.842105263	1.789473684	0.105263158	2.631578947	3.894736842	0.1	1.6	1.25	3.95	0.2	3.894736842	5.189464199	0.305084746	Visual	3.95	4.075402999	0.542253521	Mouth	3.95	5.919699225	0.197222971	Mouth	1	1	38.73684211	32.85	19994
2541	MIRACLE	MIRACLE	1.235294118	0	0.235294118	1.588235294	0	2.764705882	0.666666667	1.222222222	2.388888889	1.277777778	1.055555556	2.764705882	3.001356331	0.474747475	Visual	2.388888889	2.66921214	0.260504202	Head	2.764705882	3.584448237	0.222339028	Visual	1	0.947368421	35.76470588	36.94444444	21588
2542	HERB	HERB	0.470588235	4.235294118	2.529411765	0.411764706	3.705882353	4.176470588	0.05	1.3	2.25	2.85	0.75	4.235294118	6.000678395	0.246212121	Gustatory	2.85	3.33698073	0.388888889	Mouth	4.235294118	6.326636404	0.184135611	Gustatory	1	1	36.23529412	37.05	15910
2543	RAVEN	RAVEN	2.411764706	0.470588235	1.176470588	0.470588235	0.588235294	3.882352941	0.15	0.6	3.1	0.5	0.35	3.882352941	4.209389355	0.379084967	Visual	3.1	3.113374404	0.627659574	Head	3.882352941	4.714160497	0.272434521	Visual	0.80952381	1	34.70588235	37.45	27479
2544	SHEPHERD	SHEPHERD	1.787878788	0.060606061	0.878787879	0.272727273	0.393939394	3.060606061	1.866666667	1.966666667	2.333333333	1.266666667	1.2	3.060606061	3.275574797	0.464788732	Visual	2.333333333	3.126956247	0.131274131	Head	3.060606061	4.035513887	0.198835107	Visual	0.970588235	0.810810811	36.81818182	36.5	30580
2546	BORDER	BORDER	1.4	0.2	1.933333333	0.866666667	0.2	3.733333333	2	1.3	2.85	1	1	3.733333333	3.972133476	0.424	Visual	2.85	3.281813796	0.226993865	Head	3.733333333	4.61071586	0.214357937	Visual	0.9375	1	40.93333333	34.35	3637
2547	CITY	CITY	4.117647059	0.823529412	1.882352941	1.058823529	2.588235294	4.529411765	2.3	1.85	3.4	1.2	1.25	4.529411765	5.733646895	0.247058824	Visual	3.4	3.946875701	0.22	Head	4.529411765	6.299401221	0.148235294	Visual	1	1	35.35294118	38.8	5557
2548	BARREL	BARREL	0.277777778	0.222222222	2.277777778	0.111111111	0.5	3.888888889	0.55	1.65	1.35	0.2	0.35	3.888888889	4.136730286	0.519083969	Visual	1.65	1.928270709	0.353658537	Hand_arm	3.888888889	4.271922744	0.33203125	Visual	1	1	34.11111111	37.2	2458
2549	VEHICLE	VEHICLE	3.411764706	0.705882353	3.235294118	1.588235294	1.529411765	4.294117647	2.263157895	3.105263158	2.631578947	0.947368421	2.105263158	4.294117647	5.436676266	0.243027888	Visual	3.105263158	4.120106136	0.195238095	Hand_arm	4.294117647	6.13255207	0.13898549	Visual	1	1	39.47058824	39.57894737	38001
255	SERVANT	SERVANT	1.35	0.05	0.65	0.15	0.1	2.85	1.210526316	2	2.105263158	1.473684211	0.947368421	2.85	2.958259911	0.54368932	Visual	2.105263158	2.850258158	0.149659864	Head	2.85	3.660401711	0.217275883	Visual	1	1	39.9	40.26315789	30344
2553	MISERY	MISERY	3	0.0625	0.25	3.1875	0.375	3.0625	0.470588235	0.647058824	2.588235294	0.764705882	0.705882353	3.1875	4.450940372	0.314465409	Interoceptive	2.588235294	2.645382623	0.409090909	Head	3.1875	4.742863074	0.206762345	Interoceptive	1	1	43	36.23529412	21660
2554	PRINCE (RULER)	PRINCE	2.789473684	0	0.473684211	0.210526316	0.315789474	3.421052632	0.55	0.85	2.25	1.2	0.7	3.421052632	3.955572799	0.474452555	Visual	2.25	2.42395711	0.306306306	Head	3.421052632	4.238297068	0.268096515	Visual	1	1	33.63157895	30.75	26444
2555	OIL (FROM PLANTS)	VEGETABLE OIL	0	3.315789474	2	0.315789474	1.631578947	3.789473684	0.05	1.6	1.3	2.95	0.35	3.789473684	4.691298403	0.342857143	Visual	2.95	3.175079048	0.464	Mouth	3.789473684	5.133165721	0.219011407	Visual	1	1	40.52631579	35.55	37992
256	FOOD	FOOD	1.578947368	4.578947368	3.578947368	1.368421053	4.105263158	4.105263158	0.173913043	2.347826087	2.260869565	3.869565217	1.217391304	4.578947368	6.594059296	0.166212534	Gustatory	3.869565217	4.383841422	0.374449339	Mouth	4.578947368	7.185318072	0.150933041	Gustatory	1	1	34.5	36.2173913	13340
2562	SEX (GENDER)	SEX	3.05	2.05	4.35	4.65	2.3	4.3	2	3.777777778	3.222222222	3.333333333	4.277777778	4.65	6.778937495	0.125603865	Interoceptive	4.277777778	5.95040696	0.137123746	Torso	4.65	8.052813852	0.071024419	Interoceptive	1	1	31.25	35.88888889	30402
2564	PIGLET	PIGLET	2.771428571	0.542857143	1.971428571	0.171428571	1.828571429	4.085714286	0.476190476	1.761904762	2.047619048	1.428571429	0.380952381	4.085714286	4.694078712	0.344221106	Visual	2.047619048	2.57798748	0.2734375	Head	4.085714286	4.940145621	0.224100327	Visual	0.972222222	1	36.55882353	40.76190476	25319
2568	BAKER	BAKER	1.4	1.75	0.9	0.15	2.9	3.35	1.05	2.05	2.65	1.65	1.1	3.35	4.13731794	0.306220096	Visual	2.65	3.24612556	0.188235294	Head	3.35	4.71807773	0.168865435	Visual	1	0.952380952	34.25	38.35	2271
2569	BUTCHER	BUTCHER	1.8125	0.3125	1.0625	0.0625	0.875	3.6875	0.526315789	2.789473684	2.157894737	0.894736842	0.578947368	3.6875	3.870784307	0.464	Visual	2.789473684	3.201358116	0.325757576	Hand_arm	3.6875	4.494736045	0.245598395	Visual	1	1	35.75	37.57894737	4329
257	WORSHIP	WORSHIP	2.25	0.1875	0.4375	2.25	0.1875	2.625	1.333333333	2.166666667	3.833333333	3.277777778	0.777777778	2.625	3.447265619	0.307086614	Visual	3.833333333	4.711046235	0.268292683	Head	3.833333333	5.259894511	0.188645347	Head	1	1	39	39.61111111	39441
2570	BEEF	BEEF	0.444444444	4.666666667	1.777777778	0.666666667	3.666666667	4.222222222	0	1.35	1.6	3.55	0.75	4.666666667	6.146389161	0.273381295	Gustatory	3.55	3.72573068	0.489655172	Mouth	4.666666667	6.572490545	0.205630355	Gustatory	1	1	37.44444444	38.05	2684
2571	TRY (TEST)	TEST	1.8125	0.5625	1.0625	1.25	0.625	3.1875	0.75	1.9	3.05	1.3	0.7	3.1875	3.473667713	0.308823529	Visual	3.05	3.367672259	0.305194805	Head	3.1875	4.31080841	0.162037037	Visual	1	1	35.1875	37.3	34427
2572	SENSE (PERCEIVE BY SENSES)	SENSE	3.3125	2.625	2.8125	3.625	2.6875	3.0625	2.047619048	2.857142857	3.952380952	3.047619048	1.857142857	3.625	5.566150867	0.055172414	Interoceptive	3.952380952	5.044425755	0.152249135	Head	3.952380952	6.700366117	0.065708419	Head	1	1	35.3125	39.33333333	30251
2573	FEELING (EMOTION)	EMOTION	2.352941176	0.235294118	1.176470588	4.117647059	0.294117647	3	1.952380952	2.047619048	3.714285714	2.952380952	2.142857143	4.117647059	4.813219397	0.347368421	Interoceptive	3.714285714	4.685171758	0.137546468	Head	4.117647059	5.984698723	0.161859162	Interoceptive	1	1	40.64705882	36.38095238	11085
2576	ALREADY	ALREADY	2.052631579	0.421052632	0.368421053	0.789473684	0.421052632	2.526315789	0.368421053	0.631578947	1.421052632	0.526315789	0.368421053	2.526315789	2.941971191	0.328	Visual	1.421052632	1.498873301	0.317460317	Head	2.526315789	3.066327678	0.218085106	Visual	1	0.95	38.84210526	35.73684211	915
2577	YET	YET	1.294117647	0.235294118	0.352941176	0.588235294	0.352941176	1.117647059	0.25	0.8125	1.375	1.875	0.25	1.294117647	1.569730637	0.268656716	Auditory	1.875	2.136988894	0.356164384	Mouth	1.875	2.388541134	0.192823173	Mouth	1	0.888888889	38.17647059	36.625	39605
2578	PENCIL	PENCIL	0.210526316	0.157894737	3.684210526	0	0.842105263	3.684210526	0.238095238	3.80952381	1.142857143	0.333333333	0.047619048	3.684210526	4.651239015	0.429447853	Haptic	3.80952381	3.844647877	0.675213675	Hand_arm	3.80952381	5.399885439	0.269217145	Hand_arm	1	1	36.10526316	37.9047619	24827
2579	TOOTHBRUSH	TOOTHBRUSH	0.941176471	1	2.941176471	0.411764706	0.235294118	4.058823529	0.055555556	3.222222222	1.833333333	3.722222222	0.277777778	4.058823529	4.550452902	0.398773006	Visual	3.722222222	4.501402353	0.402439024	Mouth	4.058823529	5.702478925	0.214085984	Visual	1	1	44	36.22222222	34986
258	CALM	CALM	1.380952381	0.047619048	0.238095238	4.047619048	0.19047619	1.857142857	1.19047619	1.333333333	2.80952381	1.428571429	1.571428571	4.047619048	4.224130073	0.515337423	Interoceptive	2.80952381	3.208513603	0.194285714	Head	4.047619048	4.768112539	0.24852071	Interoceptive	1	1	38.14285714	37.28571429	4474
2580	HELICOPTER	HELICOPTER	4.647058824	0	1.235294118	0.588235294	0.235294118	4.764705882	0.944444444	1.277777778	2.777777778	0.666666667	0.944444444	4.764705882	5.949821245	0.415384615	Visual	2.777777778	2.943415645	0.319327731	Head	4.764705882	6.180852721	0.26350985	Visual	1	1	35.23529412	35.5	15852
2581	OCTOPUS	OCTOPUS	0.555555556	1.444444444	1.611111111	0.333333333	0.916666667	4.222222222	0.4	1	2.4	1.35	0.2	4.222222222	4.369846119	0.428134557	Visual	2.4	2.589124941	0.411214953	Head	4.222222222	4.653949123	0.278675905	Visual	1	1	37.80555556	41.5	23467
2582	WHEELCHAIR	WHEELCHAIR	1.05	0	2.6	0.85	0	4.3	3.421052632	3.894736842	1.736842105	0.473684211	3.578947368	4.3	4.623801491	0.488636364	Visual	3.894736842	5.316900244	0.261044177	Hand_arm	4.3	6.292545813	0.196299856	Visual	1	1	38.4	41.21052632	38847
2583	PRETZEL	PRETZEL	0.25	4.5625	2.8125	0.125	2.5	4.125	0.388888889	2.277777778	1.833333333	3.833333333	1.166666667	4.5625	5.87765366	0.308695652	Gustatory	3.833333333	4.23499199	0.362573099	Mouth	4.5625	6.534408821	0.185863874	Gustatory	1	1	41.5	39.27777778	26378
2584	BENCH	BENCH	0.315789474	0	3.315789474	0.157894737	0.210526316	3.894736842	1.894736842	1.473684211	0.947368421	0.105263158	2.052631579	3.894736842	4.572157574	0.493333333	Visual	2.052631579	2.691716984	0.300813008	Torso	3.894736842	4.864094679	0.271062271	Visual	1	1	35.47368421	36.73684211	2800
2586	SEAHORSE	SEAHORSE	0.388888889	0	1.666666667	0.055555556	0.166666667	3.777777778	0.421052632	1.368421053	3.684210526	0.263157895	0.105263158	3.777777778	3.884359807	0.623853211	Visual	3.684210526	3.74832635	0.612612613	Head	3.777777778	4.809817804	0.317522733	Visual	1	1	35.77777778	40.10526316	29973
2587	DARTS	DART	1.238095238	0.333333333	3.095238095	0.571428571	0.238095238	3.80952381	0.684210526	3.473684211	1.315789474	0.473684211	0.578947368	3.80952381	4.432312163	0.384615385	Visual	3.473684211	3.551981206	0.459677419	Hand_arm	3.80952381	5.090207111	0.225867808	Visual	1	1	39.04761905	36.05263158	8185
2588	GLOBE	GLOBE	0.388888889	0	1.777777778	0	0.111111111	4.166666667	0.368421053	1.578947368	2.157894737	0.368421053	0.526315789	4.166666667	4.272965485	0.646551724	Visual	2.157894737	2.423297424	0.357894737	Head	4.166666667	4.51839881	0.36407767	Visual	1	1	33.11111111	42.10526316	14562
2589	WREATH	WREATH	0.117647059	0	0.882352941	0	0.352941176	3.941176471	0.3	2.25	2.75	0.95	0.55	3.941176471	3.956834524	0.744444444	Visual	2.75	3.215234969	0.360294118	Head	3.941176471	4.565919934	0.325875486	Visual	0.944444444	1	33.88235294	39.8	39483
2590	HARMONICA	HARMONICA	4.555555556	0.222222222	2.111111111	0.666666667	0.055555556	2.777777778	0.157894737	3.210526316	3.315789474	3.578947368	0.578947368	4.555555556	5.009203442	0.43315508	Auditory	3.578947368	4.871218005	0.315533981	Mouth	4.555555556	6.225489205	0.211954276	Auditory	1	1	35.77777778	40.10526316	15572
2591	RHINOCEROS	RHINO	2	0.05	1.1	0.55	1	4.3	0.4	0.85	2.85	0.35	0.3	4.3	4.481479435	0.472222222	Visual	2.85	2.880371809	0.536842105	Head	4.3	4.847412443	0.309090909	Visual	1	0.952380952	36.5	35.35	28851
2592	IGLOO	IGLOO	0.294117647	0	1.647058824	0.588235294	0.117647059	4.470588235	0.578947368	1.105263158	2	0.263157895	0.684210526	4.470588235	4.547620161	0.628099174	Visual	2	2.145983614	0.375	Head	4.470588235	4.701635589	0.380500659	Visual	1	1	36.88235294	37.57894737	16869
2594	DOMINOES	DOMINOES	1.8125	0.25	2.875	0.625	0.25	3.75	0.05	2.7	2.65	0.45	0.4	3.75	4.357296658	0.366013072	Visual	2.7	3.375132139	0.424	Hand_arm	3.75	4.948479732	0.233992095	Visual	0.888888889	1	40.9375	38.9	10134
2595	CACTUS	CACTUS	0.294117647	0.823529412	3.235294118	0.411764706	0.529411765	4.352941176	0.823529412	2.470588235	2.764705882	0.823529412	0.647058824	4.352941176	4.893011646	0.420731707	Visual	2.764705882	3.350144621	0.28125	Head	4.352941176	5.368756371	0.23630137	Visual	1	1	36.88235294	38.35294118	4406
2596	ESCALATOR	ESCALATOR	1.222222222	0.111111111	2.888888889	1.333333333	0.166666667	4.333333333	3.210526316	1.894736842	2.210526316	0.421052632	1.210526316	4.333333333	4.786802145	0.419889503	Visual	3.210526316	3.745498262	0.311764706	Foot_leg	4.333333333	5.45390631	0.222188029	Visual	1	1	31.88888889	34.36842105	11520
2597	HARP	HARP	4.733333333	0.4	2	1	0.4	3.666666667	0.523809524	3.142857143	2.285714286	0.333333333	0.904761905	4.733333333	5.478949841	0.355191257	Auditory	3.142857143	3.527854295	0.390728477	Hand_arm	4.733333333	5.928586858	0.226915521	Auditory	1	1	41.73333333	37.33333333	15585
2598	DOOR KNOCKER	KNOCKER	2.944444444	0	2.055555556	0.277777778	0	2.666666667	0.105263158	3.105263158	1.052631579	0.052631579	0.263157895	2.944444444	3.760942484	0.370629371	Auditory	3.105263158	3.145728038	0.666666667	Hand_arm	3.105263158	4.385181575	0.247957039	Hand_arm	1	1	36.55555556	32	19319
2599	STETHOSCOPE	STETHOSCOPE	1.157894737	0	3.105263158	0.631578947	0.052631579	4.368421053	0.095238095	2.619047619	3.428571429	0.857142857	2.285714286	4.368421053	4.864501349	0.468926554	Visual	3.428571429	4.137717046	0.358974359	Head	4.368421053	5.707767534	0.234842361	Visual	1	1	36.05555556	38.42857143	32717
26	UNPLEASANT	UNPLEASANT	2.294117647	2.176470588	1.647058824	3.588235294	2.117647059	2.352941176	1.222222222	1.388888889	3.222222222	2.611111111	1.277777778	3.588235294	4.572093307	0.136929461	Interoceptive	3.222222222	3.867513106	0.205714286	Head	3.588235294	5.353419022	0.099001778	Interoceptive	1	1	32.82352941	34.94444444	37117
2600	PYRAMID	PYRAMID	0.210526316	0.105263158	1.473684211	0.263157895	0.263157895	4.263157895	0.736842105	1.105263158	1.947368421	0.315789474	0.789473684	4.263157895	4.321904458	0.632	Visual	1.947368421	2.129639899	0.333333333	Head	4.263157895	4.487817864	0.362385321	Visual	1	0.95	35.89473684	37.42105263	27077
2601	UNICORN	UNICORN	0.947368421	0	0.210526316	0.473684211	0	3	0.285714286	0.380952381	2.80952381	0.80952381	0.238095238	3	3.03535519	0.647727273	Visual	2.80952381	2.835573915	0.568421053	Head	3	3.702731316	0.327675883	Visual	1	1	35.94736842	32.76190476	36783
2602	FUNNEL	FUNNEL	0.777777778	0	2.944444444	0	0.055555556	4.055555556	0.631578947	2.157894737	1.157894737	1.421052632	0.736842105	4.055555556	4.525813136	0.517730496	Visual	2.157894737	2.472897703	0.25	Hand_arm	4.055555556	4.759621959	0.290958674	Visual	0.947368421	0.95	32.22222222	36.94736842	14010
2603	ACCORDION	ACCORDION	4.631578947	0.157894737	2.631578947	0.894736842	0.210526316	3.526315789	0.6	3.44	2.4	0.4	1.36	4.631578947	5.453129008	0.371179039	Auditory	3.44	3.855847414	0.370731707	Hand_arm	4.631578947	6.032093246	0.220893971	Auditory	1	1	37.21052632	37.36	204
2604	NOOSE	NOOSE	0.35	0.05	2.95	0.75	0.05	4	0.210526316	1.157894737	2.368421053	0.526315789	0.736842105	4	4.48368371	0.484662577	Visual	2.368421053	2.48756816	0.431578947	Head	4	4.725624866	0.300380228	Visual	1	0.95	40.5	39.36842105	23140
2605	ASPARAGUS	ASPARAGUS	0.4	4.6	2.35	0.75	4	3.95	0.4	2.25	2.5	4.05	1.05	4.6	6.183494295	0.261682243	Gustatory	4.05	4.55757102	0.356097561	Mouth	4.6	6.918072068	0.159695817	Gustatory	1	0.952380952	34.25	38.35	1729
2606	COMPASS	COMPASS	0.1875	0	2.375	0.0625	0	4.375	0.263157895	3	2.684210526	0.210526316	0.210526316	4.375	4.59696641	0.625	Visual	3	3.592799019	0.438016529	Hand_arm	4.375	5.23565414	0.32726378	Visual	1	1	39.875	37.36842105	6309
2607	TRIPOD	TRIPOD	0.361111111	0	2.75	0.222222222	0.166666667	3.833333333	0.85	2	1.5	0.1	0.2	3.833333333	4.257785436	0.522727273	Visual	2	2.289309238	0.408602151	Hand_arm	3.833333333	4.467859826	0.319888734	Visual	1	0.952380952	37	35.4	35477
2608	SCROLL	SCROLL	0.823529412	0.294117647	1.470588235	0.647058824	0.352941176	3.529411765	0.352941176	4	1.941176471	0	0.235294118	3.529411765	3.63535556	0.454545455	Visual	4	4.148030555	0.612612613	Hand_arm	4	4.924407385	0.293103448	Hand_arm	0.944444444	1	35.76470588	36.11764706	29907
2609	SPHINX	SPHINX	1.055555556	0.166666667	1.111111111	0.611111111	0.166666667	3.555555556	0.5	0.888888889	2.222222222	0.222222222	0.444444444	3.555555556	3.627529881	0.508333333	Visual	2.222222222	2.283053407	0.467532468	Head	3.555555556	3.90690432	0.30964467	Visual	1	0.947368421	38.72222222	31.72222222	32099
2611	PALETTE (PAINTING)	PALETTE	0.421052632	1.578947368	0.631578947	0.842105263	0.578947368	2.315789474	0.105263158	1.631578947	2.052631579	1.736842105	0.315789474	2.315789474	2.594937804	0.297520661	Visual	2.052631579	2.633479329	0.333333333	Head	2.315789474	3.293875371	0.181034483	Visual	1	0.904761905	38.57894737	36.68421053	24339
2612	PROTRACTOR	PROTRACTOR	0.263157895	0.105263158	2.473684211	0.052631579	0.052631579	3.578947368	0.315789474	2.631578947	1.894736842	0.526315789	0.473684211	3.578947368	3.936468957	0.540322581	Visual	2.631578947	2.936052429	0.396396396	Hand_arm	3.578947368	4.419279135	0.285106383	Visual	0.95	0.95	42.10526316	36.94736842	26765
2617	BULB	BULB	0.166666667	0.166666667	2.666666667	0.166666667	0.222222222	4	0.35	2.7	2.5	0.2	0.3	4	4.361857389	0.518796992	Visual	2.7	3.28304357	0.41322314	Hand_arm	4	4.910040509	0.285241835	Visual	1	1	38.72222222	41.3	4163
2618	CAMERA	CAMERA	1.2	0.15	3.65	0.35	0.2	4.4	0.65	3.6	2.75	0.65	0.8	4.4	5.137432833	0.427135678	Visual	3.6	4.091915957	0.349112426	Hand_arm	4.4	5.887799167	0.230978261	Visual	1	1	41.5	36.7	4490
2619	CARD	CARD	0.7	0	3.15	0.15	0.05	4.2	0.25	2.45	1.5	0.55	0.45	4.2	4.728011014	0.509090909	Visual	2.45	2.637822374	0.423076923	Hand_arm	4.2	4.987229075	0.312267658	Visual	1	1	42.15789474	37.7	4652
2620	CARRIAGE	CARRIAGE	2.058823529	0	2.529411765	0.058823529	0.176470588	3.764705882	1.421052632	1.736842105	2.263157895	0.052631579	1.052631579	3.764705882	4.277633015	0.438356164	Visual	2.263157895	2.753095437	0.338709677	Head	3.764705882	4.628243492	0.249078247	Visual	1	1	29.17647059	41.15789474	4730
2621	CURTAIN	CURTAIN	0.944444444	0	2.555555556	0.166666667	0	3.777777778	0.263157895	2.157894737	1.736842105	0.157894737	0.105263158	3.777777778	4.149586043	0.507462687	Visual	2.157894737	2.483138709	0.464285714	Hand_arm	3.777777778	4.427019811	0.31838344	Visual	1	1	38.66666667	32.73684211	7994
2622	ENGINE	ENGINE	4	0.368421053	2.105263158	0.789473684	1.157894737	3.684210526	1.333333333	2.142857143	2.714285714	0.428571429	0.666666667	4	5.005760964	0.3	Auditory	2.714285714	3.193937694	0.31372549	Head	4	5.406287702	0.187281892	Auditory	1	1	35.63157895	38.95238095	11244
2623	FLAG	FLAG	0.666666667	0	1.777777778	0.055555556	0	4.166666667	0.368421053	2.315789474	2.473684211	0.631578947	0.315789474	4.166666667	4.277274855	0.625	Visual	2.473684211	3.03258872	0.353448276	Head	4.166666667	4.734744403	0.326236264	Visual	1	1	41.38888889	40.10526316	12975
2624	FRAME	FRAME	0.941176471	0.117647059	1.411764706	0.117647059	0.294117647	3.176470588	0.142857143	1.666666667	1.619047619	0.428571429	0.428571429	3.176470588	3.293548571	0.504854369	Visual	1.666666667	2.082700942	0.355555556	Hand_arm	3.176470588	3.550576041	0.295694557	Visual	1	1	35.35294118	37.23809524	13686
2625	MAP	MAP	0.227272727	0	1.772727273	0.227272727	0.181818182	4.409090909	0.55	2.5	3.2	0.4	0.4	4.409090909	4.503100515	0.646666667	Visual	3.2	3.651506853	0.397163121	Head	4.409090909	5.192504748	0.317928548	Visual	1	0.952380952	35.59090909	36.25	20786
2626	NERVE	NERVE	0.642857143	0	1.785714286	3.714285714	0	1.142857143	1.65	1.95	2.55	1.5	1.75	3.714285714	3.886267866	0.509803922	Interoceptive	2.55	3.338895436	0.111702128	Head	3.714285714	4.577542658	0.22260274	Interoceptive	1	1	39.71428571	38.1	22625
2628	PLANT STEM	STALK	1.75	0.0625	0.75	1.625	0.125	4.375	2.368421053	0.894736842	1.789473684	0.263157895	0.631578947	4.375	4.543846244	0.496402878	Visual	2.368421053	2.714516549	0.353982301	Foot_leg	4.375	4.846210015	0.29467296	Visual	0.941176471	1	33.6875	36.05263158	32463
2629	TRAY	TRAY	0.736842105	0	3.421052632	0.157894737	0.052631579	3.684210526	0.647058824	3.176470588	1.823529412	0.235294118	0.529411765	3.684210526	4.488862426	0.45751634	Visual	3.176470588	3.378015865	0.458715596	Hand_arm	3.684210526	5.052729627	0.254708904	Visual	1	1	39.47368421	35.88235294	35354
263	HERDSMAN	HERDSMAN	3.066666667	0	1	0	0.266666667	4.266666667	1.047619048	1.285714286	1.619047619	1.142857143	0.761904762	4.266666667	4.755307907	0.496124031	Visual	1.619047619	2.1145	0.146341463	Head	4.266666667	4.89077423	0.295125165	Visual	0.882352941	0.954545455	37.2	36.47619048	15922
2630	WHIP	WHIP	2.470588235	0.294117647	2.882352941	0.647058824	0.588235294	2.941176471	0.941176471	3.588235294	1.882352941	0.588235294	2	2.941176471	4.020087737	0.269461078	Visual	3.588235294	3.955911279	0.333333333	Hand_arm	3.588235294	5.024889803	0.175	Hand_arm	0.944444444	1	37.58823529	40.64705882	38892
2631	WIRE	WIRE	0.555555556	0.222222222	3	0.166666667	0.111111111	4.111111111	0.2	2.45	1.25	0.05	0.2	4.111111111	4.589505001	0.489795918	Visual	2.45	2.554809582	0.578313253	Hand_arm	4.111111111	4.839527071	0.329724853	Visual	1	1	39.29411765	35.95	39164
2638	FISHING	FISHING	0.944444444	0.277777778	2.055555556	0.333333333	1.055555556	3.333333333	1.571428571	4.238095238	3.095238095	0.523809524	1.714285714	3.333333333	3.629170979	0.381944444	Visual	4.238095238	4.860664589	0.333333333	Hand_arm	4.238095238	5.458505778	0.206882255	Hand_arm	1	1	33.77777778	40.57142857	12915
2640	LARVA	MAGGOT	0.166666667	0.222222222	1.055555556	0.944444444	0.277777778	3.388888889	0.875	1.6875	2.625	0.5625	0.5625	3.388888889	3.447529706	0.532110092	Visual	2.625	2.881258029	0.326732673	Head	3.388888889	4.018552765	0.260527793	Visual	1	0.941176471	35.61111111	36.5	20564
2643	INK	INK	0.166666667	0.111111111	0.388888889	0.111111111	0.666666667	3.944444444	0.5	2.3	1.85	0.4	0.55	3.944444444	3.952195153	0.711340206	Visual	2.3	2.661549213	0.339285714	Hand_arm	3.944444444	4.319376799	0.348837209	Visual	1	1	33.55555556	39.8	17997
265	FOWL	FOWL	2.111111111	1.388888889	1.333333333	0.222222222	1.666666667	3.166666667	0.523809524	1.238095238	2	1.523809524	0.571428571	3.166666667	3.704877097	0.297752809	Visual	2	2.396664342	0.25203252	Head	3.166666667	4.012875313	0.186995968	Visual	1	0.954545455	32.88888889	38.9047619	13652
2651	BE IGNORANT	IGNORANT	3.5	0.0625	0.25	1.3125	0.125	2.8125	0.45	0.25	2.85	1.05	0.35	3.5	4.069637355	0.426356589	Auditory	2.85	2.902667977	0.525252525	Head	3.5	4.512025417	0.264169068	Auditory	1	1	35.375	35.3	16877
