CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	ENGLISH_AUDITORY_MEAN	ENGLISH_GUSTATORY_MEAN	ENGLISH_HAPTIC_MEAN	ENGLISH_INTEROCEPTIVE_MEAN	ENGLISH_OLFACTORY_MEAN	ENGLISH_VISUAL_MEAN	ENGLISH_FOOT_ACTION_MEAN	ENGLISH_HAND_ACTION_MEAN	ENGLISH_HEAD_ACTION_MEAN	ENGLISH_MOUTH_ACTION_MEAN	ENGLISH_TORSO_ACTION_MEAN	ENGLISH_PERCEPTUAL_STRENGTH_MAX	ENGLISH_PERCEPTUAL_STRENGTH_AGGREGATED	ENGLISH_PERCEPTUAL_EXCLUSIVITY	ENGLISH_PERCEPTUAL_DOMINANT	ENGLISH_ACTION_STRENGTH_MAX	ENGLISH_ACTION_STRENGTH_AGGREGATED	ENGLISH_ACTION_EXCLUSIVITY	ENGLISH_ACTION_DOMINANT	ENGLISH_SENSORIMOTOR_STRENGTH_MAX	ENGLISH_SENSORIMOTOR_STRENGTH_AGGREGATED	ENGLISH_SENSORIMOTOR_EXCLUSIVITY	ENGLISH_SENSORIMOTOR_DOMINANT	ENGLISH_PERCEPTUAL_KNOWN_PERCENTAGE	ENGLISH_ACTION_KNOWN_PERCENTAGE	ENGLISH_PERCEPTUAL_AOA_MEAN	ENGLISH_ACTION_AOA_MEAN	LINE_IN_SOURCE
1033	GRIND	GRIND	3.352941176	0.411764706	2.117647059	0.647058824	0.470588235	3.470588235	1.111111111	3.055555556	1.444444444	1.555555556	1.666666667	3.470588235	4.472074624	0.292134831	Visual	3.055555556	3.456805129	0.220125786	Hand_arm	3.470588235	5.07547029	0.158456069	Visual	1	1	38.17647059	36.33333333	15016
1034	DEFENDANT	DEFENDANT	2.72972973	0.297297297	0.594594595	0.702702703	0.324324324	2.972972973	0.727272727	1.272727273	2.454545455	1.939393939	0.787878788	2.972972973	3.614825528	0.35106383	Visual	2.454545455	2.924720564	0.240506329	Head	2.972972973	4.165031379	0.180746888	Visual	1	0.891891892	36.47222222	38.36363636	8520
1035	GOOD	GOOD	2.529411765	1.882352941	1.941176471	2.764705882	2.058823529	3	1.3	1.5	3.25	1.9	1.15	3	4.4314968	0.078838174	Visual	3.25	3.64129407	0.230769231	Head	3.25	5.133806684	0.090219864	Head	1	1	34.17647059	36.15	14703
1036	OWNER	OWNER	1.631578947	0	0.421052632	0.842105263	0	2.894736842	1.2	1.6	2.8	1.8	0.75	2.894736842	3.081878806	0.5	Visual	2.8	3.24056038	0.251533742	Head	2.894736842	3.98539442	0.207664716	Visual	1	1	40.52631579	35.55	24226
1038	TEACHER	TEACHER	3.3	0	0.6	0.2	0.3	4.05	0.944444444	1.222222222	2.777777778	1.333333333	0.944444444	4.05	4.681747907	0.479289941	Visual	2.777777778	3.011602179	0.253846154	Head	4.05	5.064921354	0.258419	Visual	1	1	38.26315789	34.61111111	34169
1039	SHOW	SHOW	3.133333333	0.066666667	1	1.533333333	0.333333333	4.466666667	1	1.857142857	2.142857143	1.380952381	0.857142857	4.466666667	4.99358783	0.417721519	Visual	2.142857143	2.737214588	0.177631579	Head	4.466666667	5.253924276	0.247588424	Visual	1	1	37.8	34.9047619	30739
1040	HAIR	HAIR	0.5	0.222222222	3.777777778	0.277777778	1.944444444	4.388888889	0.904761905	2.19047619	4.047619048	0.523809524	1.047619048	4.388888889	5.265208625	0.375	Visual	4.047619048	4.288258337	0.404371585	Head	4.388888889	6.080595884	0.210168135	Visual	1	1	37.27777778	39.14285714	15321
1041	INCREASE	INCREASE	1.2	0.2	1.05	0.9	0.45	2.9	1.368421053	2.157894737	2.684210526	1.421052632	1	2.9	3.040298837	0.402985075	Visual	2.684210526	3.296417612	0.195121951	Head	2.9	3.998391862	0.176107106	Visual	1	1	37.2	32.78947368	17500
1042	CARPENTER	CARPENTER	2.764705882	0	0.647058824	0	0.235294118	4.058823529	1.1	3.05	2.25	0.4	1.2	4.058823529	4.452697906	0.526717557	Visual	3.05	3.500306096	0.33125	Hand_arm	4.058823529	5.080919968	0.258426966	Visual	1	1	35.94117647	35.7	4720
1043	BRAID	BRAID	0.19047619	0	3.523809524	0.666666667	0	3.952380952	0.2	2.8	3.15	0.2	0.15	3.952380952	4.729653491	0.474285714	Visual	3.15	3.761646753	0.461538462	Head	3.952380952	5.417817364	0.266452648	Visual	1	1	37.04761905	38.9	3779
1044	PILLOW	PILLOW	0.529411765	0	4.882352941	1.529411765	1	4.705882353	0.35	2.55	4.5	0.45	0.8	4.882352941	6.085098409	0.386046512	Haptic	4.5	4.767376797	0.479768786	Head	4.882352941	6.935973787	0.229250104	Haptic	1	1	39.05882353	35.8	25346
1045	POET	POET	3.789473684	0.473684211	0.842105263	1.052631579	0.684210526	2.684210526	0.375	1.25	3.25	2.5	0.5	3.789473684	4.23484014	0.348066298	Auditory	3.25	3.734519516	0.365079365	Head	3.789473684	5.040091819	0.196219282	Auditory	1	1	33.63157895	38.625	25685
1046	SHUT	CLOSE	2.526315789	0.421052632	2.368421053	1.368421053	0.684210526	3.842105263	1.380952381	2.761904762	3	1.380952381	1.523809524	3.842105263	4.466129421	0.305164319	Visual	3	3.845650855	0.161137441	Head	3.842105263	5.265111518	0.160929026	Visual	1	1	38.94736842	36.85714286	5776
1047	PURSUE	PURSUE	1.05	0.1	0.5	1.25	0.2	2.95	2.6	1.2	1.75	1.35	1.2	2.95	3.069387387	0.47107438	Visual	2.6	3.067072581	0.172839506	Foot_leg	2.95	3.865728092	0.201413428	Visual	1	1	39.375	41.1	27032
1048	LINE	LINE	0.888888889	0	1.222222222	0.222222222	0	4.444444444	0.947368421	0.842105263	2	0	0	4.444444444	4.486885104	0.655737705	Visual	2	2.11399879	0.527777778	Head	4.444444444	4.638151996	0.420586608	Visual	1	1	42.77777778	36	20018
1049	MOLAR TOOTH	MOLAR	0.5625	1.0625	3.25	0.375	0	2.8125	0.19047619	0.523809524	0.666666667	3.761904762	0.238095238	3.25	3.871001555	0.403100775	Haptic	3.761904762	3.772718471	0.663716814	Mouth	3.761904762	4.816037846	0.279831747	Mouth	1	1	39.0625	34.23809524	21843
105	MATTRESS	MATTRESS	1.066666667	0	4.333333333	1.066666667	0.533333333	4.133333333	2.666666667	2.666666667	2.80952381	0.523809524	3.095238095	4.333333333	5.36665595	0.389221557	Haptic	3.095238095	4.479749912	0.218623482	Torso	4.333333333	6.252769945	0.189267887	Haptic	1	1	38	34.28571429	20989
1051	CAN	CAN	1.952380952	0.380952381	2.714285714	0.952380952	0.142857143	3.666666667	1.157894737	2.473684211	2.105263158	1.947368421	0.947368421	3.666666667	4.266395509	0.359223301	Visual	2.473684211	3.247695067	0.176829268	Hand_arm	3.666666667	4.819030751	0.191084534	Visual	1	1	36.28571429	36	4508
1052	LIGHT (WEIGHT)	LIGHTWEIGHT	0.464285714	0.071428571	3	1.035714286	0	2.428571429	0.80952381	1.952380952	1.142857143	0.19047619	1.19047619	3	3.490725829	0.428571429	Haptic	1.952380952	2.234669647	0.333333333	Hand_arm	3	3.772620715	0.244186047	Haptic	1	1	37.5	34.76190476	19970
1053	HUNTER	HUNTER	2.235294118	0.235294118	0.470588235	0.352941176	0.411764706	3.470588235	1.45	2.65	2.9	0.65	0.85	3.470588235	3.761073779	0.450819672	Visual	2.9	3.607187287	0.264705882	Head	3.470588235	4.643737374	0.206378987	Visual	1	1	38.29411765	39.35	16598
1054	SMALLPOX	SMALLPOX	0.411764706	0	2.235294118	2.705882353	0.529411765	3.411764706	1.7	1.9	1.95	1.6	2.05	3.411764706	4.139111604	0.367088608	Visual	2.05	3.171425286	0.048913043	Torso	3.411764706	4.684668217	0.184478372	Visual	0.944444444	1	40	38.9	31399
1058	STEPDAUGHTER	STEPDAUGHTER	2.473684211	0	0.894736842	0.684210526	0.263157895	3.052631579	0.571428571	1	2.428571429	1.619047619	0.523809524	3.052631579	3.547321984	0.414285714	Visual	2.428571429	2.709793387	0.310077519	Head	3.052631579	4.011128624	0.225932109	Visual	1	1	35.94736842	32.76190476	32680
1059	STEPSON	STEPSON	1.952380952	0.047619048	1.047619048	0.285714286	0.523809524	3.285714286	1	0.777777778	2.777777778	1.388888889	0.722222222	3.285714286	3.536523461	0.453333333	Visual	2.777777778	2.960971366	0.308333333	Head	3.285714286	4.125033615	0.234482759	Visual	1	0.947368421	35	40.83333333	32692
106	SATIATED	OVEREAT	0.888888889	2.5	1.111111111	3.666666667	1.055555556	2.388888889	0.095238095	1	1.571428571	3.619047619	2.666666667	3.666666667	4.341023552	0.23923445	Interoceptive	3.619047619	4.14557112	0.393617021	Mouth	3.666666667	5.349053843	0.173678117	Interoceptive	1	1	40.5	34.33333333	24038
1061	ARMOUR	ARMOR	0.705882353	0.176470588	2.235294118	0.058823529	0.176470588	3.941176471	2.555555556	2.555555556	1.777777778	0.5	3.388888889	3.941176471	4.174552098	0.532258065	Visual	3.388888889	4.273453774	0.268041237	Torso	3.941176471	5.322639515	0.21482821	Visual	1	1	32.47058824	35.94444444	1600
1062	LAW	LAW	2.151515152	0	0.151515152	0.696969697	0	2.181818182	0.529411765	0.852941176	3.088235294	1.735294118	0.617647059	2.181818182	2.745175895	0.421052632	Visual	3.088235294	3.292207964	0.375	Head	3.088235294	3.834284729	0.257238307	Head	0.970588235	1	34.42424242	35.32352941	19591
1063	NEPHEW	NEPHEW	2.277777778	0	1.055555556	0	0.166666667	3.277777778	0.35	1	1.95	1.25	0.5	3.277777778	3.639642488	0.483606557	Visual	1.95	2.192250628	0.316831683	Head	3.277777778	3.887494674	0.277125411	Visual	1	1	34.72222222	34	22621
1064	SHIELD	SHIELD	0.684210526	0.052631579	2.631578947	0.315789474	0.052631579	3.631578947	0.571428571	2.904761905	1.285714286	0.523809524	2.238095238	3.631578947	4.050828751	0.485714286	Visual	2.904761905	3.367151686	0.316455696	Hand_arm	3.631578947	4.712396805	0.240323124	Visual	1	1	33.52631579	36.80952381	30585
1065	SPIDER WEB	SPIDER WEB	0	0	3	0.052631579	0	3.842105263	0.611111111	2.222222222	1.944444444	0.5	0.666666667	3.842105263	4.374585425	0.557251908	Visual	2.222222222	2.667237211	0.289719626	Hand_arm	3.842105263	4.68286454	0.299248463	Visual	1	1	37.63157895	39.55555556	32109
1066	CRIME	CRIME	2.9375	0	0.0625	0.875	0	4.125	1.210526316	1.631578947	3	1.368421053	1.368421053	4.125	4.582146157	0.515625	Visual	3	3.369101939	0.208588957	Head	4.125	5.122941563	0.248809524	Visual	1	1	33.5625	36.15789474	7671
1067	JUDGMENT	JUDGMENT	3.105263158	0.526315789	0.526315789	2.052631579	0.578947368	2.315789474	0	0.263157895	3.052631579	0.947368421	0.052631579	3.105263158	3.720419901	0.283236994	Auditory	3.052631579	3.083392595	0.707317073	Head	3.105263158	4.323381754	0.231372549	Auditory	1	1	35.63157895	37	19035
1068	COURT	COURT	2.4	0	0.25	0.3	0	3.95	1.45	1.55	2.55	1.75	1.5	3.95	4.22644874	0.572463768	Visual	2.55	3.177717928	0.125	Head	3.95	4.756091907	0.251592357	Visual	1	1	33.5	36.3	7423
1069	GLUE	GLUE	0.285714286	0.285714286	3.047619048	0.238095238	2.857142857	3.666666667	0.3	3.15	1.7	0.35	0.2	3.666666667	4.656798728	0.330275229	Visual	3.15	3.309454065	0.51754386	Hand_arm	3.666666667	5.158058037	0.215575955	Visual	1	1	32.47619048	38.75	14601
107	OMEN	OMEN	1.466666667	0	0.2	2.066666667	0.133333333	1.4	0.65	0.65	2	1.3	0.65	2.066666667	2.45167434	0.392405063	Interoceptive	2	2.225386037	0.257142857	Head	2.066666667	2.953244397	0.196513471	Interoceptive	1	0.952380952	36.33333333	38.85	23573
1070	BUS	BUS	3.263157895	0	1.368421053	0.210526316	0.421052632	4.263157895	2.45	2.6	2.45	0.8	1.8	4.263157895	4.861167932	0.447513812	Visual	2.6	3.764118629	0.178217822	Hand_arm	4.263157895	5.520105851	0.217216412	Visual	1	1	38.57894737	40.3	4286
1071	HOOK	HOOK	0.210526316	0.052631579	2.421052632	0.578947368	0	3.789473684	0.761904762	2.952380952	1.380952381	0.523809524	0.523809524	3.789473684	4.097833083	0.537313433	Visual	2.952380952	3.075767702	0.395348837	Hand_arm	3.789473684	4.609018378	0.287179487	Visual	1	1	33.52631579	36.80952381	16294
1072	PRISONER	PRISONER	2.888888889	0.277777778	1	0.666666667	0.444444444	3.5	1.9375	2.0625	2.25	0.9375	1.5625	3.5	4.089448591	0.367088608	Visual	2.25	3.177319177	0.15	Head	3.5	4.648794269	0.183835182	Visual	1	1	35.70588235	37.9375	26469
1074	FISHHOOK	FISHHOOK	0	0	3	0.157894737	0.210526316	3.894736842	0.105263158	2.842105263	1.526315789	0.736842105	0.315789474	3.894736842	4.415585796	0.536231884	Visual	2.842105263	2.997989938	0.495238095	Hand_arm	3.894736842	4.83513282	0.304526749	Visual	1	1	33.47368421	34.05263158	12911
1075	TRAP (PITFALL)	TRAP	1.4	0.05	1.8	1.5	0.1	3.6	1.666666667	2.571428571	2.19047619	1.238095238	0.904761905	3.6	3.884358235	0.420118343	Visual	2.571428571	3.264240192	0.194444444	Hand_arm	3.6	4.536970592	0.208560638	Visual	1	1	37.65	38.61904762	35320
1076	EMERGE (APPEAR)	EMERGE	1.315789474	0.315789474	1.105263158	0.789473684	0.473684211	3	1.35	1.4	2.2	1	1.15	3	3.150073236	0.383458647	Visual	2.2	2.638732269	0.169014085	Head	3	3.674953926	0.190369541	Visual	1	1	41.31578947	35.85	11066
1077	WHEAT	WHEAT	0.55	4.3	2.55	0.9	2.05	3.6	0.45	2	1.7	3.75	0.5	4.3	5.339784565	0.268817204	Gustatory	3.75	4.038452091	0.392857143	Mouth	4.3	6.019550808	0.172259508	Gustatory	0.952380952	1	34	37.45	38842
1078	MAIN	MAIN	0.914285714	0.314285714	0.428571429	0.628571429	0.314285714	1.714285714	0.470588235	0.852941176	2	0.705882353	0.617647059	1.714285714	1.836233198	0.324503311	Visual	2	2.10385386	0.329113924	Head	2	2.493497974	0.188109527	Head	1	0.918918919	36.97142857	40.94117647	20620
1079	FEEL	FEEL	1	1.235294118	4.705882353	2.705882353	0.823529412	1.411764706	3.619047619	4.523809524	3.095238095	2.380952381	3.238095238	4.705882353	5.069464024	0.326732673	Haptic	4.523809524	6.010013394	0.127118644	Hand_arm	4.705882353	7.029573981	0.135087719	Haptic	1	1	35.47058824	42	12555
108	RUDDER	RUDDER	1.133333333	0.733333333	2.133333333	0.8	0.533333333	3.8	1.117647059	2.294117647	2.176470588	0.235294118	0.529411765	3.8	4.063463093	0.357664234	Visual	2.294117647	2.882148763	0.324074074	Hand_arm	3.8	4.498537711	0.230184857	Visual	0.75	0.944444444	39.06666667	36.94117647	29255
1080	VULGAR	VULGAR	3.55	0.2	0.4	1.1	0.25	2.25	0.4	1.05	2.65	3.3	0.5	3.55	3.860797821	0.432258065	Auditory	3.3	3.823429802	0.367088608	Mouth	3.55	4.84087454	0.214057508	Auditory	1	1	37.85	40.1	38345
1081	BILL	BILL	0.947368421	0.052631579	1.842105263	0.368421053	0.052631579	3.894736842	0.2	1.8	2.25	0.75	0.2	3.894736842	4.0459421	0.536764706	Visual	2.25	2.604160007	0.394230769	Head	3.894736842	4.377626541	0.310902896	Visual	1	1	38.52631579	34.15	2959
1082	MERCHANT	MERCHANT	2.214285714	0.071428571	0.785714286	0.214285714	0.214285714	2.857142857	1.071428571	2.071428571	3	2.428571429	1	2.857142857	3.261239057	0.438202247	Visual	3	3.743049429	0.208955224	Head	3	4.433205842	0.183856502	Head	0.933333333	0.823529412	33.64285714	36.14285714	21229
