ID	NUMBER	CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	GLOSS_IN_SOURCE	LINKED_CONCEPTS	TARGET_CONCEPTS	SHIFTS	DOMAIN	ALIAS	DEFINITION
Zalizniak-2024-4583-1157	1157	1325	FRIEND	friend	friend	"[{""ID"": ""Zalizniak-2024-4583-1281"", ""NAME"": ""guest"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-4561"", ""NAME"": ""younger brother"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-257"", ""NAME"": ""beloved"", ""Polysemy"": 3, ""PolysemyByFamily"": 2, ""Derivation"": 1, ""DerivationByFamily"": 1}, {""ID"": ""Zalizniak-2024-4583-1450"", ""NAME"": ""husband / wife"", ""Polysemy"": 4, ""PolysemyByFamily"": 3, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-383"", ""NAME"": ""brother"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-1720"", ""NAME"": ""love"", ""Polysemy"": 0, ""PolysemyByFamily"": 0, ""Derivation"": 4, ""DerivationByFamily"": 2}, {""ID"": ""Zalizniak-2024-4583-2108"", ""NAME"": ""pair"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-2084"", ""NAME"": ""other"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-922"", ""NAME"": ""enemy"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}]"	"[{""ID"": ""Zalizniak-2024-4583-39"", ""NAME"": ""afterbirth, placenta"", ""Polysemy"": 2, ""PolysemyByFamily"": 1, ""Derivation"": 2, ""DerivationByFamily"": 2}, {""ID"": ""Zalizniak-2024-4583-257"", ""NAME"": ""beloved"", ""Polysemy"": 4, ""PolysemyByFamily"": 3, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-3034"", ""NAME"": ""tiger"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-1450"", ""NAME"": ""husband / wife"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 2, ""DerivationByFamily"": 1}]"		Human being		
Zalizniak-2024-4583-1159	1159	2932	COLD (CHILL)	frigidity	frigidity	"[{""ID"": ""Zalizniak-2024-4583-594"", ""NAME"": ""cold"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}]"	[]		N/a		
Zalizniak-2024-4583-1161	1161	503	FROG	frog	frog	"[{""ID"": ""Zalizniak-2024-4583-1212"", ""NAME"": ""girl"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-2686"", ""NAME"": ""slug"", ""Polysemy"": 2, ""PolysemyByFamily"": 2, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-4039"", ""NAME"": ""to spring, jump"", ""Polysemy"": 0, ""PolysemyByFamily"": 0, ""Derivation"": 1, ""DerivationByFamily"": 1}, {""ID"": ""Zalizniak-2024-4583-4252"", ""NAME"": ""tortoise, turtle"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 9, ""DerivationByFamily"": 3}]"	"[{""ID"": ""Zalizniak-2024-4583-4228"", ""NAME"": ""toad"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-212"", ""NAME"": ""bat"", ""Polysemy"": 0, ""PolysemyByFamily"": 0, ""Derivation"": 2, ""DerivationByFamily"": 2}, {""ID"": ""Zalizniak-2024-4583-2852"", ""NAME"": ""stork (Ciconia)"", ""Polysemy"": 0, ""PolysemyByFamily"": 0, ""Derivation"": 1, ""DerivationByFamily"": 1}, {""ID"": ""Zalizniak-2024-4583-1698"", ""NAME"": ""lock (n.)"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-4252"", ""NAME"": ""tortoise, turtle"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 12, ""DerivationByFamily"": 4}]"		Animals		
Zalizniak-2024-4583-1166	1166	2194	FRONT (PART)	front part	front part	"[{""ID"": ""Zalizniak-2024-4583-247"", ""NAME"": ""beginning"", ""Polysemy"": 2, ""PolysemyByFamily"": 2, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-884"", ""NAME"": ""East"", ""Polysemy"": 3, ""PolysemyByFamily"": 3, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-972"", ""NAME"": ""eye"", ""Polysemy"": 0, ""PolysemyByFamily"": 0, ""Derivation"": 1, ""DerivationByFamily"": 1}, {""ID"": ""Zalizniak-2024-4583-2004"", ""NAME"": ""nose"", ""Polysemy"": 7, ""PolysemyByFamily"": 5, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-516"", ""NAME"": ""chest (body part)"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-1183"", ""NAME"": ""future"", ""Polysemy"": 3, ""PolysemyByFamily"": 2, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-991"", ""NAME"": ""face"", ""Polysemy"": 2, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-2744"", ""NAME"": ""South"", ""Polysemy"": 2, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}]"	"[{""ID"": ""Zalizniak-2024-4583-247"", ""NAME"": ""beginning"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-1183"", ""NAME"": ""future"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-1496"", ""NAME"": ""index finger"", ""Polysemy"": 0, ""PolysemyByFamily"": 0, ""Derivation"": 1, ""DerivationByFamily"": 1}]"		Space		
Zalizniak-2024-4583-1168	1168	2034	FROST	frost	frost	"[{""ID"": ""Zalizniak-2024-4583-3223"", ""NAME"": ""to burn (tr.)"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-2671"", ""NAME"": ""sky"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-1356"", ""NAME"": ""hell"", ""Polysemy"": 0, ""PolysemyByFamily"": 0, ""Derivation"": 1, ""DerivationByFamily"": 1}, {""ID"": ""Zalizniak-2024-4583-2705"", ""NAME"": ""snow"", ""Polysemy"": 2, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}]"	[]		Natural objects		
Zalizniak-2024-4583-1173	1173	1429	FULL	full	full	"[{""ID"": ""Zalizniak-2024-4583-1016"", ""NAME"": ""fat (adj.)(of a person)"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 1, ""DerivationByFamily"": 1}, {""ID"": ""Zalizniak-2024-4583-848"", ""NAME"": ""drunk"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}]"	"[{""ID"": ""Zalizniak-2024-4583-1016"", ""NAME"": ""fat (adj.)(of a person)"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-1204"", ""NAME"": ""genuine, true"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-848"", ""NAME"": ""drunk"", ""Polysemy"": 6, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}]"		Non-physical		
Zalizniak-2024-4583-1177	1177	2602	FUNNEL	funnel	funnel	"[{""ID"": ""Zalizniak-2024-4583-4467"", ""NAME"": ""whirlpool"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}]"	[]		N/a		
Zalizniak-2024-4583-1178	1178	4038	FUNNY	funny	funny	"[{""ID"": ""Zalizniak-2024-4583-2496"", ""NAME"": ""salty"", ""Polysemy"": 2, ""PolysemyByFamily"": 2, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-2860"", ""NAME"": ""strange"", ""Polysemy"": 6, ""PolysemyByFamily"": 2, ""Derivation"": 0, ""DerivationByFamily"": 0}]"	[]		Non-physical		
Zalizniak-2024-4583-1179	1179	2223	BE ANGRY	furious	furious	"[{""ID"": ""Zalizniak-2024-4583-1918"", ""NAME"": ""muddy, turbid (of water)"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-4099"", ""NAME"": ""to swell up"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-3566"", ""NAME"": ""to growl"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-4072"", ""NAME"": ""to strike, hit"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-3923"", ""NAME"": ""to revolt, rebel"", ""Polysemy"": 2, ""PolysemyByFamily"": 2, ""Derivation"": 0, ""DerivationByFamily"": 0}]"	[]		Non-physical		
Zalizniak-2024-4583-1183	1183	2427	FUTURE	future	future	"[{""ID"": ""Zalizniak-2024-4583-1166"", ""NAME"": ""front part"", ""Polysemy"": 3, ""PolysemyByFamily"": 2, ""Derivation"": 0, ""DerivationByFamily"": 0}]"	[]		N/a		
Zalizniak-2024-4583-1184	1184	1798	GUNPOWDER	(gun)powder	(gun)powder	"[{""ID"": ""Zalizniak-2024-4583-2499"", ""NAME"": ""sand"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}]"	"[{""ID"": ""Zalizniak-2024-4583-2331"", ""NAME"": ""quick"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}]"		Artifacts		
Zalizniak-2024-4583-1185	1185	2467	GAME	game	&lt;game&gt;	"[{""ID"": ""Zalizniak-2024-4583-4446"", ""NAME"": ""wedding"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-1567"", ""NAME"": ""joy"", ""Polysemy"": 0, ""PolysemyByFamily"": 0, ""Derivation"": 1, ""DerivationByFamily"": 1}]"	[]		N/a		names of different games
Zalizniak-2024-4583-1186	1186	1944	GOD	God	&lt;God&gt;	"[{""ID"": ""Zalizniak-2024-4583-2671"", ""NAME"": ""sky"", ""Polysemy"": 10, ""PolysemyByFamily"": 5, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-2897"", ""NAME"": ""sun"", ""Polysemy"": 3, ""PolysemyByFamily"": 2, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-1712"", ""NAME"": ""lord, master"", ""Polysemy"": 2, ""PolysemyByFamily"": 2, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-4531"", ""NAME"": ""world"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-1019"", ""NAME"": ""father"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}]"	"[{""ID"": ""Zalizniak-2024-4583-4385"", ""NAME"": ""very"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-4516"", ""NAME"": ""wolf"", ""Polysemy"": 0, ""PolysemyByFamily"": 0, ""Derivation"": 1, ""DerivationByFamily"": 1}, {""ID"": ""Zalizniak-2024-4583-2038"", ""NAME"": ""October"", ""Polysemy"": 0, ""PolysemyByFamily"": 0, ""Derivation"": 1, ""DerivationByFamily"": 1}, {""ID"": ""Zalizniak-2024-4583-2900"", ""NAME"": ""Sunday"", ""Polysemy"": 2, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-2691"", ""NAME"": ""smallpox"", ""Polysemy"": 2, ""PolysemyByFamily"": 2, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-1603"", ""NAME"": ""ladybird"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 8, ""DerivationByFamily"": 2}, {""ID"": ""Zalizniak-2024-4583-317"", ""NAME"": ""blue"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}]"		N/a		None
Zalizniak-2024-4583-1187	1187	1443	WALK	going, walking	&lt;going, walking&gt;	"[{""ID"": ""Zalizniak-2024-4583-3958"", ""NAME"": ""to search, look for"", ""Polysemy"": 3, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-3631"", ""NAME"": ""to inhabit, live"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-3703"", ""NAME"": ""to lose"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}]"	"[{""ID"": ""Zalizniak-2024-4583-3150"", ""NAME"": ""to become"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}]"		Space		
Zalizniak-2024-4583-1188	1188	3372	GALL BLADDER	gall bladder	gall bladder	"[{""ID"": ""Zalizniak-2024-4583-2775"", ""NAME"": ""spleen (anat.)"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}]"	"[{""ID"": ""Zalizniak-2024-4583-1697"", ""NAME"": ""location of emotions"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}]"		N/a		pear-shaped organ that stores bile from the liver, until the body needs it for the digestion and absorption of fats in the duodenum
Zalizniak-2024-4583-1191	1191	909	GARBAGE	garbage	garbage	"[{""ID"": ""Zalizniak-2024-4583-39"", ""NAME"": ""afterbirth, placenta"", ""Polysemy"": 4, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-4449"", ""NAME"": ""weed"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}]"	"[{""ID"": ""Zalizniak-2024-4583-39"", ""NAME"": ""afterbirth, placenta"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-2252"", ""NAME"": ""police officer"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}]"		Natural objects		
Zalizniak-2024-4583-1192	1192	586	GARDEN	garden	garden	[]	[]		N/a		outdoor area containing one or more types of plants, usually plants grown for food or ornamental purposes
Zalizniak-2024-4583-1195	1195	2368	GARLIC	garlic (Allium sativum)	garlic (Allium sativum)	[]	[]		Plants		plant, Allium sativum, related to the onion, having a pungent bulb much used in cooking
Zalizniak-2024-4583-1198	1198	2940	GATE	gate	gate	"[{""ID"": ""Zalizniak-2024-4583-4256"", ""NAME"": ""town"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}]"	[]		Artifacts		
Zalizniak-2024-4583-1203	1203	198	GENITALIA	genitalia	genitalia	"[{""ID"": ""Zalizniak-2024-4583-2582"", ""NAME"": ""shame"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-420"", ""NAME"": ""buttock"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}]"	[]		Body parts		external sex organs
Zalizniak-2024-4583-1204	1204	1657	TRUE	genuine, true	genuine, true	"[{""ID"": ""Zalizniak-2024-4583-1395"", ""NAME"": ""honest"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-2318"", ""NAME"": ""pure"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}]"	"[{""ID"": ""Zalizniak-2024-4583-4385"", ""NAME"": ""very"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}]"		Non-physical		
Zalizniak-2024-4583-1206	1206	1640	SIBLING	german (brother or sister)	german (brother or sister)	[]	"[{""ID"": ""Zalizniak-2024-4583-39"", ""NAME"": ""afterbirth, placenta"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 1, ""DerivationByFamily"": 1}]"		N/a		having the same mother and father
Zalizniak-2024-4583-1209	1209	1916	GILL	gills	gills	"[{""ID"": ""Zalizniak-2024-4583-874"", ""NAME"": ""ear"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-528"", ""NAME"": ""chin"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-2375"", ""NAME"": ""red"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-1058"", ""NAME"": ""fin"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}]"	[]		Body parts		breathing organ of fish
Zalizniak-2024-4583-1211	1211	3089	GIRAFFE	giraffe	giraffe	[]	[]		Animals		ruminant, of the genus Giraffa, of the African savannah with long legs and highly elongated neck, which make it the tallest living animal; yellow fur patterned with dark spots
Zalizniak-2024-4583-1212	1212	1646	GIRL	girl	girl	"[{""ID"": ""Zalizniak-2024-4583-1161"", ""NAME"": ""frog"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-2315"", ""NAME"": ""pupil (of an eye)"", ""Polysemy"": 3, ""PolysemyByFamily"": 2, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-370"", ""NAME"": ""bride"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-4482"", ""NAME"": ""wife"", ""Polysemy"": 3, ""PolysemyByFamily"": 3, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-747"", ""NAME"": ""daughter"", ""Polysemy"": 31, ""PolysemyByFamily"": 8, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-820"", ""NAME"": ""doll"", ""Polysemy"": 2, ""PolysemyByFamily"": 1, ""Derivation"": 1, ""DerivationByFamily"": 1}, {""ID"": ""Zalizniak-2024-4583-519"", ""NAME"": ""child"", ""Polysemy"": 4, ""PolysemyByFamily"": 4, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-2656"", ""NAME"": ""sister"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}]"	"[{""ID"": ""Zalizniak-2024-4583-4476"", ""NAME"": ""whore"", ""Polysemy"": 3, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-2315"", ""NAME"": ""pupil (of an eye)"", ""Polysemy"": 2, ""PolysemyByFamily"": 2, ""Derivation"": 5, ""DerivationByFamily"": 2}, {""ID"": ""Zalizniak-2024-4583-836"", ""NAME"": ""dragonfly"", ""Polysemy"": 2, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-4482"", ""NAME"": ""wife"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}]"		Human being		female child, adolescent, or a young woman
Zalizniak-2024-4583-1214	1214	1495	HAPPY	glad	glad	"[{""ID"": ""Zalizniak-2024-4583-228"", ""NAME"": ""beautiful"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-1340"", ""NAME"": ""healthy"", ""Polysemy"": 3, ""PolysemyByFamily"": 3, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-2407"", ""NAME"": ""rich"", ""Polysemy"": 2, ""PolysemyByFamily"": 2, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-1670"", ""NAME"": ""light, bright, clear"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-2869"", ""NAME"": ""strong"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-375"", ""NAME"": ""brilliant, glaring"", ""Polysemy"": 6, ""PolysemyByFamily"": 3, ""Derivation"": 0, ""DerivationByFamily"": 0}]"	"[{""ID"": ""Zalizniak-2024-4583-1340"", ""NAME"": ""healthy"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}]"		Non-physical		
Zalizniak-2024-4583-1217	1217	604	GLASS	glass (material)	glass (material)	"[{""ID"": ""Zalizniak-2024-4583-1460"", ""NAME"": ""ice"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-4498"", ""NAME"": ""window"", ""Polysemy"": 12, ""PolysemyByFamily"": 7, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-721"", ""NAME"": ""cup"", ""Polysemy"": 9, ""PolysemyByFamily"": 5, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-1735"", ""NAME"": ""metal"", ""Polysemy"": 3, ""PolysemyByFamily"": 3, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-2843"", ""NAME"": ""stone (material)"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-336"", ""NAME"": ""bottle"", ""Polysemy"": 9, ""PolysemyByFamily"": 8, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-350"", ""NAME"": ""bracelet"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-1853"", ""NAME"": ""mirror"", ""Polysemy"": 62, ""PolysemyByFamily"": 23, ""Derivation"": 0, ""DerivationByFamily"": 0}]"	"[{""ID"": ""Zalizniak-2024-4583-2757"", ""NAME"": ""spectacles"", ""Polysemy"": 6, ""PolysemyByFamily"": 5, ""Derivation"": 9, ""DerivationByFamily"": 7}, {""ID"": ""Zalizniak-2024-4583-4498"", ""NAME"": ""window"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-721"", ""NAME"": ""cup"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-972"", ""NAME"": ""eye"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-336"", ""NAME"": ""bottle"", ""Polysemy"": 3, ""PolysemyByFamily"": 2, ""Derivation"": 1, ""DerivationByFamily"": 1}, {""ID"": ""Zalizniak-2024-4583-1853"", ""NAME"": ""mirror"", ""Polysemy"": 4, ""PolysemyByFamily"": 3, ""Derivation"": 0, ""DerivationByFamily"": 0}]"		Artifacts		solid, often transparent substance, usually made by melting silica sand with various additives
Zalizniak-2024-4583-1222	1222	1552	GLOOMY	gloomy, depressed	gloomy, depressed	"[{""ID"": ""Zalizniak-2024-4583-333"", ""NAME"": ""boring"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-20"", ""NAME"": ""acid"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-742"", ""NAME"": ""dark (adj.)"", ""Polysemy"": 4, ""PolysemyByFamily"": 2, ""Derivation"": 0, ""DerivationByFamily"": 0}]"	[]		Evaluation		suffering from gloom; melancholy; dejected.
Zalizniak-2024-4583-1223	1223	1069	GLUE	glue	glue	"[{""ID"": ""Zalizniak-2024-4583-2391"", ""NAME"": ""resin, tar"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}]"	[]		N/a		sticky adhesive substance
