ID	NUMBER	CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	GLOSS_IN_SOURCE	LINKED_CONCEPTS	TARGET_CONCEPTS	SHIFTS	DOMAIN	ALIAS	DEFINITION
Zalizniak-2024-4583-2370	2370	790	READY	ready	ready	"[{""ID"": ""Zalizniak-2024-4583-925"", ""NAME"": ""enough"", ""Polysemy"": 2, ""PolysemyByFamily"": 2, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-4185"", ""NAME"": ""to wait"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}]"	"[{""ID"": ""Zalizniak-2024-4583-925"", ""NAME"": ""enough"", ""Polysemy"": 2, ""PolysemyByFamily"": 2, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-60"", ""NAME"": ""almost"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 1, ""DerivationByFamily"": 1}, {""ID"": ""Zalizniak-2024-4583-2331"", ""NAME"": ""quick"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-2732"", ""NAME"": ""soon"", ""Polysemy"": 2, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}]"		Non-physical		
Zalizniak-2024-4583-2375	2375	156	RED	red	red	"[{""ID"": ""Zalizniak-2024-4583-358"", ""NAME"": ""brave"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-1233"", ""NAME"": ""gold"", ""Polysemy"": 2, ""PolysemyByFamily"": 2, ""Derivation"": 2, ""DerivationByFamily"": 2}, {""ID"": ""Zalizniak-2024-4583-4120"", ""NAME"": ""to tan (hides)"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-1209"", ""NAME"": ""gills"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-317"", ""NAME"": ""blue"", ""Polysemy"": 3, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-4532"", ""NAME"": ""worm"", ""Polysemy"": 0, ""PolysemyByFamily"": 0, ""Derivation"": 2, ""DerivationByFamily"": 2}, {""ID"": ""Zalizniak-2024-4583-3928"", ""NAME"": ""to rise (of Moon, Sun)"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-228"", ""NAME"": ""beautiful"", ""Polysemy"": 4, ""PolysemyByFamily"": 4, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-2075"", ""NAME"": ""order"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-313"", ""NAME"": ""blood"", ""Polysemy"": 2, ""PolysemyByFamily"": 2, ""Derivation"": 2, ""DerivationByFamily"": 2}]"	"[{""ID"": ""Zalizniak-2024-4583-4553"", ""NAME"": ""yolk"", ""Polysemy"": 0, ""PolysemyByFamily"": 0, ""Derivation"": 1, ""DerivationByFamily"": 1}, {""ID"": ""Zalizniak-2024-4583-1944"", ""NAME"": ""naked, bare"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-4385"", ""NAME"": ""very"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-1233"", ""NAME"": ""gold"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 2, ""DerivationByFamily"": 2}, {""ID"": ""Zalizniak-2024-4583-655"", ""NAME"": ""copper"", ""Polysemy"": 0, ""PolysemyByFamily"": 0, ""Derivation"": 1, ""DerivationByFamily"": 1}, {""ID"": ""Zalizniak-2024-4583-2407"", ""NAME"": ""rich"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-3689"", ""NAME"": ""to light, to kindle (the fire)"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-83"", ""NAME"": ""angry"", ""Polysemy"": 2, ""PolysemyByFamily"": 2, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-1137"", ""NAME"": ""fox (Vulpes vulpes)"", ""Polysemy"": 0, ""PolysemyByFamily"": 0, ""Derivation"": 1, ""DerivationByFamily"": 1}, {""ID"": ""Zalizniak-2024-4583-228"", ""NAME"": ""beautiful"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-313"", ""NAME"": ""blood"", ""Polysemy"": 0, ""PolysemyByFamily"": 0, ""Derivation"": 2, ""DerivationByFamily"": 2}]"		Light and Colour		
Zalizniak-2024-4583-2382	2382	1876	REINDEER	reindeer	reindeer	[]	[]		N/a		arctic and subarctic-dwelling deer of the species Rangifer tarandus
Zalizniak-2024-4583-2385	2385	1644	RELATIVES	relative (n.)	relative (n.)	"[{""ID"": ""Zalizniak-2024-4583-2128"", ""NAME"": ""part"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-4145"", ""NAME"": ""to touch"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-355"", ""NAME"": ""branch, twig"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}]"	[]		Human being		
Zalizniak-2024-4583-2389	2389	4098	REPUTATION	reputation	reputation	"[{""ID"": ""Zalizniak-2024-4583-2281"", ""NAME"": ""price"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}]"	[]		N/a		
Zalizniak-2024-4583-2391	2391	664	RESIN	resin, tar	resin, tar	"[{""ID"": ""Zalizniak-2024-4583-1223"", ""NAME"": ""glue"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-2045"", ""NAME"": ""oil (food)"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}]"	"[{""ID"": ""Zalizniak-2024-4583-1356"", ""NAME"": ""hell"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}]"		Natural objects		None
Zalizniak-2024-4583-2392	2392	1912	RESPECT (NOUN)	respect (n.)	respect (n.)	"[{""ID"": ""Zalizniak-2024-4583-1530"", ""NAME"": ""interest"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-1813"", ""NAME"": ""memory"", ""Polysemy"": 2, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}]"	[]		Abstract entities		
Zalizniak-2024-4583-2395	2395	3969	RESULT	result, outcome	result, outcome	"[{""ID"": ""Zalizniak-2024-4583-988"", ""NAME"": ""fruit"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}]"	[]		Abstract entities		
Zalizniak-2024-4583-2398	2398	495	REVENGE	revenge	revenge	"[{""ID"": ""Zalizniak-2024-4583-3801"", ""NAME"": ""to pay"", ""Polysemy"": 14, ""PolysemyByFamily"": 10, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-3051"", ""NAME"": ""to accuse, blame"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}]"	[]		Abstract entities		
Zalizniak-2024-4583-2400	2400	2591	RHINOCEROS	rhinoceros	rhinoceros	"[{""ID"": ""Zalizniak-2024-4583-93"", ""NAME"": ""antelope"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}]"	"[{""ID"": ""Zalizniak-2024-4583-2963"", ""NAME"": ""tank (armour)"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-2967"", ""NAME"": ""tapir"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-1385"", ""NAME"": ""hippopotamus"", ""Polysemy"": 0, ""PolysemyByFamily"": 0, ""Derivation"": 1, ""DerivationByFamily"": 1}]"		Animals		any of several large herbivorous ungulates native to Africa and Asia of the five extant species in the three extant genera in the family Rhinocerotidae, with thick, gray skin and one or two horns on their snouts
Zalizniak-2024-4583-2404	2404	801	RIB	rib	rib	"[{""ID"": ""Zalizniak-2024-4583-1909"", ""NAME"": ""mountain ridge, edge"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-556"", ""NAME"": ""clavicle"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-168"", ""NAME"": ""back (body part)"", ""Polysemy"": 0, ""PolysemyByFamily"": 0, ""Derivation"": 1, ""DerivationByFamily"": 1}, {""ID"": ""Zalizniak-2024-4583-1910"", ""NAME"": ""mountain slope"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}]"	"[{""ID"": ""Zalizniak-2024-4583-2636"", ""NAME"": ""side (n.)"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-1450"", ""NAME"": ""husband / wife"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}]"		Body parts		any of a series of long curved bones occurring in 12 pairs in humans and other animals and extending from the spine to or toward the sternum.
Zalizniak-2024-4583-2406	2406	926	RICE	rice	rice	"[{""ID"": ""Zalizniak-2024-4583-1112"", ""NAME"": ""food"", ""Polysemy"": 9, ""PolysemyByFamily"": 4, ""Derivation"": 0, ""DerivationByFamily"": 0}]"	"[{""ID"": ""Zalizniak-2024-4583-1112"", ""NAME"": ""food"", ""Polysemy"": 2, ""PolysemyByFamily"": 2, ""Derivation"": 0, ""DerivationByFamily"": 0}]"		Natural objects		cereal plant, Oryza sativa of the grass family whose seeds are used as food
Zalizniak-2024-4583-2407	2407	712	RICH	rich	rich	"[{""ID"": ""Zalizniak-2024-4583-764"", ""NAME"": ""deep"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-1214"", ""NAME"": ""glad"", ""Polysemy"": 2, ""PolysemyByFamily"": 2, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-1762"", ""NAME"": ""many, much"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-1349"", ""NAME"": ""heavy (of weight)"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-1016"", ""NAME"": ""fat (adj.)(of a person)"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}]"	"[{""ID"": ""Zalizniak-2024-4583-1762"", ""NAME"": ""many, much"", ""Polysemy"": 3, ""PolysemyByFamily"": 2, ""Derivation"": 0, ""DerivationByFamily"": 0}]"		Non-physical		
Zalizniak-2024-4583-2408	2408	2970	RIDDLE	riddle	riddle	[]	[]		N/a		
Zalizniak-2024-4583-2409	2409	280	RIDGEPOLE	ridgepole	ridgepole	[]	"[{""ID"": ""Zalizniak-2024-4583-1831"", ""NAME"": ""middle finger"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 1, ""DerivationByFamily"": 1}]"		N/a		beam along the ridge of a roof to which the rafters are attached
Zalizniak-2024-4583-2412	2412	1019	RIGHT	right (vs. left)	right (vs. left)	"[{""ID"": ""Zalizniak-2024-4583-4454"", ""NAME"": ""West"", ""Polysemy"": 3, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-667"", ""NAME"": ""correct (adj.)"", ""Polysemy"": 4, ""PolysemyByFamily"": 3, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-3007"", ""NAME"": ""thief"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-2857"", ""NAME"": ""straight"", ""Polysemy"": 4, ""PolysemyByFamily"": 2, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-1309"", ""NAME"": ""happiness, luck"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-2744"", ""NAME"": ""South"", ""Polysemy"": 4, ""PolysemyByFamily"": 2, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-2253"", ""NAME"": ""polite"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}]"	"[{""ID"": ""Zalizniak-2024-4583-1694"", ""NAME"": ""liver"", ""Polysemy"": 0, ""PolysemyByFamily"": 0, ""Derivation"": 1, ""DerivationByFamily"": 1}, {""ID"": ""Zalizniak-2024-4583-1395"", ""NAME"": ""honest"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-2744"", ""NAME"": ""South"", ""Polysemy"": 5, ""PolysemyByFamily"": 3, ""Derivation"": 0, ""DerivationByFamily"": 0}]"		Other physical		dexter; designating the side of the body which is positioned to the east if one is facing north
Zalizniak-2024-4583-2415	2415	666	RIVER	river	river	"[{""ID"": ""Zalizniak-2024-4583-2365"", ""NAME"": ""ravine"", ""Polysemy"": 4, ""PolysemyByFamily"": 2, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-4425"", ""NAME"": ""water"", ""Polysemy"": 7, ""PolysemyByFamily"": 5, ""Derivation"": 0, ""DerivationByFamily"": 0}]"	"[{""ID"": ""Zalizniak-2024-4583-2365"", ""NAME"": ""ravine"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-2086"", ""NAME"": ""otter (Lutra lutra)"", ""Polysemy"": 0, ""PolysemyByFamily"": 0, ""Derivation"": 3, ""DerivationByFamily"": 2}, {""ID"": ""Zalizniak-2024-4583-1837"", ""NAME"": ""Milky Way"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}]"		Natural objects		large and often winding stream which drains a land mass, carrying water down from higher areas to a lower point, oftentimes ending in another body of water, such as an ocean or in an inland sea
Zalizniak-2024-4583-2416	2416	993	RIVER BED	river-bed	river-bed	"[{""ID"": ""Zalizniak-2024-4583-4289"", ""NAME"": ""trunk (of a tree)"", ""Polysemy"": 2, ""PolysemyByFamily"": 2, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-232"", ""NAME"": ""bed"", ""Polysemy"": 2, ""PolysemyByFamily"": 2, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-4519"", ""NAME"": ""womb"", ""Polysemy"": 0, ""PolysemyByFamily"": 0, ""Derivation"": 1, ""DerivationByFamily"": 1}, {""ID"": ""Zalizniak-2024-4583-4282"", ""NAME"": ""trough"", ""Polysemy"": 3, ""PolysemyByFamily"": 2, ""Derivation"": 1, ""DerivationByFamily"": 1}]"	[]		Natural objects		path where a river runs, or where a river once ran; the bottom earthen part of a river, not including the riverbanks
Zalizniak-2024-4583-2417	2417	667	ROAD	road	road	"[{""ID"": ""Zalizniak-2024-4583-1759"", ""NAME"": ""manner, way"", ""Polysemy"": 6, ""PolysemyByFamily"": 4, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-1837"", ""NAME"": ""Milky Way"", ""Polysemy"": 0, ""PolysemyByFamily"": 0, ""Derivation"": 1, ""DerivationByFamily"": 1}, {""ID"": ""Zalizniak-2024-4583-1119"", ""NAME"": ""footprint, track"", ""Polysemy"": 5, ""PolysemyByFamily"": 3, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-2331"", ""NAME"": ""quick"", ""Polysemy"": 0, ""PolysemyByFamily"": 0, ""Derivation"": 2, ""DerivationByFamily"": 1}]"	"[{""ID"": ""Zalizniak-2024-4583-1793"", ""NAME"": ""meaning, sense"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-1759"", ""NAME"": ""manner, way"", ""Polysemy"": 17, ""PolysemyByFamily"": 4, ""Derivation"": 2, ""DerivationByFamily"": 2}, {""ID"": ""Zalizniak-2024-4583-1837"", ""NAME"": ""Milky Way"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 16, ""DerivationByFamily"": 3}, {""ID"": ""Zalizniak-2024-4583-2222"", ""NAME"": ""plantain (Plantago)"", ""Polysemy"": 0, ""PolysemyByFamily"": 0, ""Derivation"": 5, ""DerivationByFamily"": 2}]"		Space		
Zalizniak-2024-4583-2420	2420	992	CLIFF	rock, crag, cliff	rock, crag, cliff	[]	"[{""ID"": ""Zalizniak-2024-4583-446"", ""NAME"": ""cancer (disease)"", ""Polysemy"": 0, ""PolysemyByFamily"": 0, ""Derivation"": 1, ""DerivationByFamily"": 1}, {""ID"": ""Zalizniak-2024-4583-889"", ""NAME"": ""echo"", ""Polysemy"": 0, ""PolysemyByFamily"": 0, ""Derivation"": 1, ""DerivationByFamily"": 1}]"		Natural objects		
Zalizniak-2024-4583-2421	2421	669	RODENT	rodent	rodent	[]	[]		N/a		mammal of the order Rodentia, characterized by long incisors that grow continuously and are worn down by gnawing
Zalizniak-2024-4583-2424	2424	769	ROOF	roof	roof	"[{""ID"": ""Zalizniak-2024-4583-683"", ""NAME"": ""cover, lid"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}]"	[]		N/a		
Zalizniak-2024-4583-2427	2427	1450	ROOM	room	room	"[{""ID"": ""Zalizniak-2024-4583-486"", ""NAME"": ""cell (in biology)"", ""Polysemy"": 8, ""PolysemyByFamily"": 2, ""Derivation"": 1, ""DerivationByFamily"": 1}, {""ID"": ""Zalizniak-2024-4583-1431"", ""NAME"": ""house"", ""Polysemy"": 2, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}]"	"[{""ID"": ""Zalizniak-2024-4583-486"", ""NAME"": ""cell (in biology)"", ""Polysemy"": 4, ""PolysemyByFamily"": 2, ""Derivation"": 1, ""DerivationByFamily"": 1}, {""ID"": ""Zalizniak-2024-4583-1431"", ""NAME"": ""house"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-434"", ""NAME"": ""cage"", ""Polysemy"": 0, ""PolysemyByFamily"": 0, ""Derivation"": 1, ""DerivationByFamily"": 1}]"		Artifacts		
Zalizniak-2024-4583-2428	2428	1511	ROOSTER	rooster	rooster	"[{""ID"": ""Zalizniak-2024-4583-585"", ""NAME"": ""cock (of a gun)"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 1, ""DerivationByFamily"": 1}, {""ID"": ""Zalizniak-2024-4583-359"", ""NAME"": ""brave person"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}]"	"[{""ID"": ""Zalizniak-2024-4583-2165"", ""NAME"": ""penis"", ""Polysemy"": 3, ""PolysemyByFamily"": 3, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-585"", ""NAME"": ""cock (of a gun)"", ""Polysemy"": 17, ""PolysemyByFamily"": 3, ""Derivation"": 3, ""DerivationByFamily"": 1}, {""ID"": ""Zalizniak-2024-4583-359"", ""NAME"": ""brave person"", ""Polysemy"": 2, ""PolysemyByFamily"": 2, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-2966"", ""NAME"": ""tap, faucet"", ""Polysemy"": 6, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}]"		Animals		male domestic chicken
Zalizniak-2024-4583-2430	2430	670	ROOT	root (of a plant)	root (of a plant)	"[{""ID"": ""Zalizniak-2024-4583-355"", ""NAME"": ""branch, twig"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-2985"", ""NAME"": ""tendon"", ""Polysemy"": 2, ""PolysemyByFamily"": 2, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-314"", ""NAME"": ""blood vessel"", ""Polysemy"": 4, ""PolysemyByFamily"": 3, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-460"", ""NAME"": ""carrot"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-207"", ""NAME"": ""basis"", ""Polysemy"": 2, ""PolysemyByFamily"": 2, ""Derivation"": 0, ""DerivationByFamily"": 0}]"	"[{""ID"": ""Zalizniak-2024-4583-314"", ""NAME"": ""blood vessel"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-675"", ""NAME"": ""courage"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-1907"", ""NAME"": ""mountain foot"", ""Polysemy"": 3, ""PolysemyByFamily"": 3, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-76"", ""NAME"": ""ancestor"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-460"", ""NAME"": ""carrot"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-1724"", ""NAME"": ""lower part"", ""Polysemy"": 2, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-1002"", ""NAME"": ""family"", ""Polysemy"": 2, ""PolysemyByFamily"": 1, ""Derivation"": 1, ""DerivationByFamily"": 1}, {""ID"": ""Zalizniak-2024-4583-207"", ""NAME"": ""basis"", ""Polysemy"": 18, ""PolysemyByFamily"": 6, ""Derivation"": 0, ""DerivationByFamily"": 0}]"		Plants		part of a plant, generally underground, that anchors and supports the plant body, absorbs and stores water and nutrients
Zalizniak-2024-4583-2435	2435	1218	ROPE	rope, cord	rope, cord	"[{""ID"": ""Zalizniak-2024-4583-2701"", ""NAME"": ""snake"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-1296"", ""NAME"": ""hair"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}]"	"[{""ID"": ""Zalizniak-2024-4583-864"", ""NAME"": ""duty, responsibility"", ""Polysemy"": 2, ""PolysemyByFamily"": 2, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-351"", ""NAME"": ""braid (of hair)"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-2701"", ""NAME"": ""snake"", ""Polysemy"": 0, ""PolysemyByFamily"": 0, ""Derivation"": 2, ""DerivationByFamily"": 2}, {""ID"": ""Zalizniak-2024-4583-479"", ""NAME"": ""cause, reason"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}]"		Artifacts		thick strings, yarn, monofilaments, metal wires, or strands of other cordage that are twisted together to form a stronger line
Zalizniak-2024-4583-2436	2436	3882	ROSE	rose	rose	[]	[]		N/a		shrub of the genus Rosa, with red, pink, white or yellow flowers. A flower of this shrub
Zalizniak-2024-4583-2439	2439	1728	ROTTEN	rotten	rotten	"[{""ID"": ""Zalizniak-2024-4583-1636"", ""NAME"": ""lean"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-20"", ""NAME"": ""acid"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-1629"", ""NAME"": ""lazy"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}, {""ID"": ""Zalizniak-2024-4583-183"", ""NAME"": ""bad-smelling, stinking"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}]"	"[{""ID"": ""Zalizniak-2024-4583-1629"", ""NAME"": ""lazy"", ""Polysemy"": 1, ""PolysemyByFamily"": 1, ""Derivation"": 0, ""DerivationByFamily"": 0}]"		Other physical		
