CONCEPTICON_ID	CONCEPTICON_GLOSS	TURKISH	TURKISH_VALENCE_MEAN	TURKISH_AROUSAL_MEAN	TURKISH_HAPPINESS_MEAN	TURKISH_ANGER_MEAN	TURKISH_SADNESS_MEAN	TURKISH_FEAR_MEAN	TURKISH_DISGUST_MEAN	TURKISH_CONCRETENESS_MEAN	LINE_IN_SOURCE
1475	COMB	TARAK	5.153846154	3.666666667	21.86666667	13.62068966	14.4137931	12.55172414	19.11111111	93.87878788	1186
1476	CHAIR	SANDALYE	5.285714286	2.942857143	34	4.68	4.6	9.923076923	2.84	95	22
1489	CLOUD	BULUT	6.428571429	4.542857143	66.78571429	14.86666667	25.64516129	15.73333333	7.517241379	85.03333333	290
1491	MOUSE	FARE	3.648648649	5.135135135	15.45454545	24.75	19.20689655	48.4375	59.14285714	93.69444444	1941
1514	HEN	TAVUK	5.361111111	4.277777778	37.20689655	5.206896552	10.75862069	9.620689655	12.7	90.94117647	770
1522	SOCK	ÇORAP	5.5	3.184210526	41.72413793	5.321428571	6.035714286	5.142857143	20.06666667	90.41176471	1235
1532	SHEAR	KIRPMAK	4.58974359	4.025641026	27.375	13.63333333	19.26666667	14.13333333	11.25806452	61.8	642
1539	BASKET	SEPET	5.424242424	3.272727273	40.24	7.64	10.6	8.36	7.8	89.5625	327
1567	DOOR	KAPI	5.205882353	2.794117647	23.48	11.46153846	13.11538462	18.66666667	7.538461538	90.32258065	293
1597	AIRPLANE	UÇAK	6.555555556	5.75	60.85294118	12.75757576	14.36363636	29.35294118	8.4375	87.6	393
1622	SHIRT	GÖMLEK	5.189189189	4.162162162	35.96428571	17.64285714	12.85185185	14.44444444	12.69230769	90.58064516	768
1663	BED	YATAK	7.307692308	5.948717949	82.08571429	8.882352941	14.6	6.676470588	6.852941176	90.02702703	241
1733	RAINBOW	GÖKKUŞAĞI	8.055555556	6.527777778	80.57142857	5.657142857	7.257142857	6.428571429	3.514285714	68.58333333	43
1775	TABLE	MASA	5.459459459	3.108108108	18.15625	9.21875	9.35483871	8.9375	7.75	94.91428571	323
1791	BUTTERFLY	KELEBEK	6.692307692	5.128205128	69.77142857	9.3125	17.27272727	17.05882353	16.48484848	84.63888889	1047
1845	BALL	TOP	5.588235294	4.617647059	49.85714286	9.75862069	10.53333333	15	8.137931034	89.03225806	359
1904	DROWN	BOĞULMAK	1.547619048	6.476190476	3.736842105	35.75	71.84210526	80.12195122	19.18918919	69.47368421	1193
2009	DOG	KÖPEK	6.157894737	5.578947368	58.09090909	13.35294118	15.29411765	35.20588235	11.03030303	90.44444444	617
2058	STOOL	TABURE	4.848484848	3.696969697	23.76	14.34615385	10.12	13.15384615	8.2	88.86206897	366
227	FISH	BALIK	5.27027027	4.135135135	50.93939394	7.724137931	10.13793103	10	22.06666667	83.55555556	1321
2292	GLASSES	GÖZLÜK	5.12195122	3.853658537	27.37142857	15.51428571	21.02941176	17.14285714	12.76470588	93.57142857	777
2366	ONION	SOĞAN	4.692307692	4.615384615	25.24137931	8.575757576	10.71875	8.176470588	24.08571429	96.27027027	1390
2548	BARREL	FIÇI	5.314285714	3.742857143	35.66666667	17	18.44827586	21.4137931	22.13333333	84.41935484	1322
2623	FLAG	BAYRAK	6.235294118	5.676470588	60.92857143	20.96551724	18.67857143	17.78571429	16.76666667	68.22580645	1061
3083	BALLOON	BALON	5.722222222	5.722222222	74.28125	4.533333333	8.966666667	14.74193548	2.966666667	94.84848485	26
3085	CARROT	HAVUÇ	5.710526316	4.368421053	50.40625	7	11.40625	5.4375	8.032258065	93.47058824	353
3102	TANK	TANK	5.111111111	5.611111111	5.310344828	48.80645161	50.35483871	62.84375	39.125	87.36363636	1747
3104	THERMOMETER	TERMOMETRE	5.205128205	3.692307692	20.82758621	10.89285714	13.67857143	11.03571429	7.857142857	89.08333333	338
3106	WARDROBE	DOLAP	5.05	3.725	27.83870968	18.65714286	15.73529412	13.32352941	12.34285714	93.3	739
3118	IRON (CLOTHES)	ÜTÜLEMEK	4.861111111	4.714285714	32.96875	25.06451613	20.77419355	16.22580645	23.03225806	78.74193548	1356
356	SHEARS	MAKAS	4.657894737	4.631578947	20.3	18.64516129	20.96666667	30	14.16129032	90.48571429	882
503	FROG	KURBAĞA	4.621621622	4.162162162	19.3030303	9.15625	8.25	28.12121212	39.25	94.43243243	1749
587	ANT	KARINCA	5.864864865	4.108108108	40.92592593	11.11111111	12.03448276	15.32142857	10.73076923	87.21875	590
604	GLASS	BARDAK	5.297297297	3.083333333	24.39285714	11.61538462	11.23076923	13.11538462	11.36	84.58064516	651
615	HORSE	AT	6.918918919	6.297297297	68.02941176	16.66666667	20.09090909	18.78125	13	88.97142857	799
625	LAMP	LAMBA	5.216216216	3.594594595	31.3	9.741935484	6.533333333	8.266666667	7.733333333	91.37142857	322
641	MUSHROOM	MANTAR	5.162162162	4.783783784	40.07407407	16.76923077	22.5	33.80769231	46.03846154	91	1836
674	MOUTH	AĞIZ	4.974358974	4.333333333	30.88888889	17.96551724	13.51724138	18.82758621	31	87.60606061	1581
696	STIR	KARIŞTIRMAK	3.475	5.375	14.57142857	38.16666667	34.86111111	43.02777778	26.05882353	46.64705882	1447
730	SNAKE	YILAN	4.216216216	6.378378378	9.225806452	24.64516129	24.2	67.8	56.17647059	84.85294118	1925
735	OWL	BAYKUŞ	5.216216216	4.405405405	42.10714286	11.07142857	13.89285714	36.18518519	11.10714286	89.66666667	625
739	FEED	BESLEMEK	7.058823529	4.676470588	64	6.967741935	11.12903226	9.548387097	9.774193548	58.66666667	518
744	EGG	YUMURTA	4.947368421	3.473684211	36.78125	4.848484848	6.696969697	3.212121212	11.24242424	95.28571429	640
771	HAT	ŞAPKA	5.5	3.472222222	49.16666667	4.6	6.172413793	8.413793103	5.464285714	94.7027027	145
809	TROUSERS	PANTOLON	5.333333333	3.282051282	31.96969697	9.090909091	9.060606061	8.9375	14.12121212	96.42857143	878
868	BANANA	MUZ	6.72972973	4.594594595	50.11764706	4.314285714	4.971428571	3.8	4.771428571	94.88888889	103
906	TREE	AĞAÇ	7.685714286	4.657142857	80.80645161	8.896551724	17.20689655	8.24137931	1.607142857	93.93939394	4
928	EMBRACE	SARILMAK	8.285714286	7.028571429	88.45714286	5	26.90625	12.84375	5.03125	63.6875	115
937	BIRD	KUŞ	7.081081081	5.540540541	74.77419355	7.242424242	16	17.63636364	8.303030303	84.94285714	374
