CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	ENGLISH_FREQUENCY	ENGLISH_FREQUENCY_CBEEBIES	ENGLISH_FREQUENCY_CBBC	ENGLISH_FREQUENCY_BNC	ENGLISH_FREQUENCY_LOG	ENGLISH_FREQUENCY_LOG_CBEEBIES	ENGLISH_FREQUENCY_LOG_CBBC	ENGLISH_FREQUENCY_LOG_BNC	ENGLISH_CD	ENGLISH_CD_CBEEBIES	ENGLISH_CD_CBBC	ENGLISH_POS	ENGLISH_WORD_HOMOPHONIC	ENGLISH_WORD_DOUBLE	ENGLISH_FREQUENCY_DOUBLE	LINE_IN_SOURCE
1017	APPEARANCE	appearance	4213	7	180	5437	4.320430257466672	3.1340821160481696	4.121878291567073	4.733057128318721	3408	7	155	noun				4943
1018	MEMORY	memory	7657	47.99999999999999	547	7604	4.579851088206259	3.9211882090847396	4.602980275182258	4.878717143456257	5116	31	290	noun				3878
1019	RIGHT	righthand	32	0	0	33	2.2142496660724778	2.2309921290562262	1.8641997166978888	2.529096842109494	30	0	0	adjective				81710
102	COMMON COLD (DISEASE)	common	13410	39	554	18249	4.823196888706128	3.8330521203841883	4.608492699820565	5.258880793859733	8669	36	427	adjective				3151
1020	HANDKERCHIEF	kerchief	9	2	1	25	1.6957357261945905	2.7081133837758884	2.16522971236187	2.412591273038057	7	2	1	noun				49650
1021	TOWEL	towel	1479	98.00000000000001	160	879	3.8659974415895477	4.226627323653776	4.071025592729739	3.942100597217408	1110	62	121	noun				8035
1024	CHARACTER	graph	580	4	15	1022	3.4599118585849213	2.929962133392245	3.0683196993538138	4.0074935587794	339	1	15	noun				12329
1025	WHISTLE	whistling	523	86	37	395	3.415067013178317	4.170511381674845	3.443983313314699	3.5953131109927514	391	54	28	verb				12941
1027	BUG	bug	2378	767	299	370	4.0721301682318565	5.116353349087738	4.341320971417551	3.5669918346822853	1236	152	172	noun				6447
1028	YAWN	gape	42	0	4	63	2.329204181774177	2.2309921290562262	2.5631697210339075	2.8037978990511263	30	0	4	noun				34419
1029	JEWEL	jewels	1048	90	117	473	3.7165112143881482	4.19003352137732	3.9360817240040142	3.6733962667413245	743	42	59	noun				9376
1030	NECESSARY	necessary	7193	6	153	18108	4.552706159677083	3.0760901690704827	4.051720437534351	5.255512393798039	5139	6	144	adjective				3963
1032	CITIZEN	citizen	1546	17	50	1397	3.8852260398939578	3.4862646341595322	3.571769892795825	4.143125096476902	1156	12	41	noun				7851
1033	GRIND	grind	865	30.000000000000004	44	328	3.633253618211937	3.722353822890499	3.5174122304732327	3.5148138230172137	750	17	36	verb				10263
1034	DEFENDANT	defendant	603	0	4	3315	3.476772664815722	2.2309921290562262	2.5631697210339075	4.5182324469454755	350	0	4	noun				12114
1035	GOOD	good	454018	15112	39563	80795	6.352809753991112	6.410342811404714	6.4614999098886665	5.905007785582809	41630	3699	4388	adjective				2015
1036	OWNER	owner	9009	39	347	5001	4.650460517173653	3.8330521203841883	4.4057789606444695	4.696761612461723	4953	29	247	noun				3641
1038	TEACHER	teacher	9542	351	1352	8750	4.675420650021616	4.777534792534357	4.995497513295511	4.939675608908635	4914	145	561	noun				3567
1039	SHOW	show	119606	7697	13584	26745	5.773492323676512	6.117370035814798	5.997259359451798	5.424876765337645	31381	2110	3352	noun				2131
1041	INCREASE	increase	12731	0	148	16869	4.800632356143556	2.2309921290562262	4.037385985110163	5.224733007656365	6814	0	134	noun				3213
1042	CARPENTER	carpenter	811	10	64	475	3.6052917554357657	3.272384814214451	3.6771130733407444	3.6752248777877323	501	4	41	noun				10575
1043	BRAID	braid	77	1	4	180	2.5878303288850706	2.5320221247202075	2.5631697210339075	3.255296499936424	58	1	4	noun	braed, braid, brayed			28368
1044	PILLOW	cushion	3562	152	135	531	4.247551548545606	4.415683559873825	3.997738625068106	3.7235295573622875	1081	65	88	noun				5340
1045	POET	poet	2468	50.99999999999999	51	2218	4.088256816126522	3.9469954726910252	3.580203060332688	4.343775227299248	1420	27	35	noun				6324
1046	SHUT	close	54282	1044	6276	21380	5.430399567530163	5.250108419503299	5.6619518453486	5.3276459385838555	23326	717	2244	adverb				2299
1047	PURSUE	pursue	1850	1	28	1958	3.9631421449474944	2.5320221247202075	3.326597714596845	4.289652361061975	1550	1	26	verb				7242
1048	LINE	line	56565	1395	3053	22689	5.448291195383162	5.375877547343368	5.349068749418292	5.353452420952175	20870	541	1458	noun				2278
1049	MOLAR TOOTH	molar	57	1	4	358	2.4591637197575276	2.5320221247202075	2.5631697210339075	3.5527123736455586	45	1	4	noun				31424
105	MATTRESS	mattress	557	35	51	504	3.4423699251321693	3.7872946298235135	3.580203060332688	3.7009093031859006	383	11	40	noun				12570
1050	MOTHER-IN-LAW	mother-in-law	929	NA	NA	303	3.6642186747485255	NA	NA	3.4804483189308524	565	NA	NA	noun				159298
1052	LIGHT (WEIGHT)	lightweight	673	0	40	660	3.52439562272991	2.2309921290562262	3.476983573417624	3.8178193845528794	476	0	35	adjective		light weight	85	11503
1053	HUNTER	hunter	3059	9	692	1312	4.18145715267617	3.2309921290562262	4.704932951309695	4.115882651156719	1460	5	213	noun				5749
1054	SMALLPOX	smallpox	371	0	16	160	3.266278666076488	2.2309921290562262	3.094648638076163	3.2044438010990888	106	0	11	noun		small pox	6	15099
1055	FATHER-IN-LAW	father-in-law	434	NA	NA	211	3.3342249831492277	NA	NA	3.32391059625085	306	NA	NA	noun				159425
1056	SON-IN-LAW	nephew	1293	38	89	729	3.807670002527272	3.8220567360827253	3.8184422261372135	3.860940785187695	858	19	55	noun				8525
1057	DAUGHTER-IN-LAW	daughter-in-law	196	NA	NA	171	2.990201952356183	NA	NA	3.2331031822296477	166	NA	NA	noun				159683
1058	STEPDAUGHTER	stepdaughter	71	0	0	49	2.5530682226258588	2.2309921290562262	1.8641997166978888	2.696587929403258	52	0	0	noun		step daughter	37	29131
1059	STEPSON	stepson	101	0	2	86	2.7043358979565078	2.2309921290562262	2.3413209714175514	2.937137177685858	76	0	1	noun		step son	11	25752
106	SATIATED	sated	25	0	0	38	2.1107090741654084	2.2309921290562262	1.8641997166978888	2.5886825320937383	25	0	0	verb				39686
1062	LAW	law	22552	17	466	27033	5.048940046102011	3.4862646341595322	4.533516597264001	5.429528234524872	9775	14	298	noun				2705
1064	SHIELD	shield	1261	108.99999999999999	147	1206	3.796795081102706	4.272384814214451	4.034461432092846	4.079325195164588	834	30	80	noun				8622
1065	SPIDER WEB	cobweb	68	6	8	53	2.534584816931846	3.0760901690704827	2.8184422261372135	2.730011684890208	51	5	7	noun				29577
1066	CRIME	crime	16168	99	614	7155	4.904418887232008	4.230992129056226	4.6530748324733056	4.8522882569625745	6004	80	325	noun				2970
1067	JUDGMENT	judgment	3190	0	56	3262	4.199662530388101	2.2309921290562262	3.62007457237038	4.511234998855114	2135	0	53	noun	judgement, judgment			5642
1069	GLUE	glue	2824	1173	416	707	4.146754178350047	5.300660225967822	4.484335771671646	3.8476511827570086	1191	226	201	noun				5953
107	OMEN	omen	302	0	2	162	3.1771783546968955	2.2309921290562262	2.3413209714175514	3.209805529471197	237	0	2	noun				16605
1070	BUS	bus	11117	731	782	5465	4.7417623958971316	5.095503210114618	4.757961478755832	4.735287552423881	5141	166	401	noun	bus, buss			3377
1071	HOOK	hook	3262	76	296	1452	4.209352799982465	4.117482854228708	4.336956166015101	4.159883539365261	2228	53	219	noun				5580
1072	PRISONER	prisoner	2444	1	343	1664	4.084014589654229	2.5320221247202075	4.400758159269419	4.219032162909578	1321	1	135	noun				6352
1074	FISHHOOK	fishhook	3	0	0	0	1.2977957175225527	2.2309921290562262	1.8641997166978888	0.9976179250672392	3	0	0	noun		fish hook	20	58480
1076	EMERGE (APPEAR)	emerge	1739	1	54	2063	3.93628497447719	2.5320221247202075	3.604562406192133	4.3123276180224135	1509	1	50	verb				7439
1077	WHEAT	wheat	1804	52	47	979	3.952212932436267	3.955267998657015	3.545440954073476	3.988844000759734	817	20	37	noun				7320
1078	MAIN	main	28058	114	1074	24931	5.143807915259677	4.291689969409838	4.8956081809495124	5.3943750432872	15323	93	736	adjective	main, mane			2567
108	RUDDER	oar	214	17	18	81	3.0281741861101956	3.4862646341595322	3.1429533176507176	2.911431777450956	170	8	15	noun	hors(2), oar, or, ore			19269
1080	VULGAR	vulgar	346	0	6	356	3.2360652009854642	2.2309921290562262	2.7092977567121457	3.5502861411794324	297	0	6	noun				15608
1081	BILL	bill	24845	321	644	13743	5.090992207080612	4.738848000752057	4.673759431333156	5.135731071554407	8344	88	259	name				2651
1082	MERCHANT	merchant	1220	7	36	1841	3.7824513901394727	3.1340821160481696	3.4324014407648837	4.26290755092807	818	3	24	noun				8765
1084	CALL	call	69295	2182	5176	19484	5.536443892580357	5.5700458647653655	5.578277881679744	5.287318335195948	26016	1300	2520	verb	call, caul(2)			2223
1085	FOLLOW	follow	18563	1317	1691	9553	4.964407285941583	5.350907539314218	5.0926000754008935	4.977803162014574	12463	781	1130	verb				2858
1087	CONCEIVE	conceive	311	0	2	455	3.189890320213033	2.2309921290562262	2.3413209714175514	3.656582767731674	276	0	2	verb				16389
109	FOREIGN	foreign	11560	2	99	16234	4.758731127381058	2.7081133837758884	3.8641997166978888	5.20807021802926	5300	2	82	adjective				3326
1090	BE BORN	born	22789	143	1216	8447	5.053480051374966	4.389354621151476	4.949490294927954	4.924371830256977	11206	92	667	verb	born, borne, bourn			2700
1091	SALTY	salty	1504	263	130	178	3.8732722261244525	4.6525960559260575	3.981471012353653	3.2504709560471325	953	171	77	noun				7963
1092	HOPE	hope	73732	2084	4763	17717	5.563397630746541	5.550098188366002	5.542171469508629	5.246032622415962	27553	1428	2502	verb				2207
1093	MIDDLE	mid	8275	11.999999999999998	131	1495	4.613556208188287	3.3449354813630627	3.984773647903739	4.172549518595682	5707	11	113	adjective				3778
1094	FASTEN	tighten	721	15	29	450	3.5542729237642297	3.435112111712151	3.3413209714175514	3.6517944669451996	652	13	27	verb	tighten, titan			11186
1095	LET GO OR SET FREE	release	8100	40	899	6639	4.60427435836655	3.8437759857759617	4.818442226137214	4.819786004435256	5179	23	587	noun				3812
1096	SONG	song	25204	2887	2514	3996	5.0972224279687595	5.691589317953827	5.264737706089835	4.599352073327344	8016	1119	824	noun				2635
1097	ABANDON	abandon	1257	11.999999999999998	82	1316	3.7954163673038406	3.3449354813630627	3.7832778090739625	4.117203700029023	1101	9	70	verb				8637
1098	WEIGH	weigh	2120	70	367	663	4.022276394711152	4.082250477775301	4.430047535371406	3.8197860044352567	1600	36	249	verb	way, weigh, whey			6818
11	DARKNESS	darkness	2800	28	353	3408	4.143048835018159	3.6933901269551823	4.413202978723676	4.53024492629613	1981	23	240	noun				5979
110	MOTOR	motor	3551	44	108	4729	4.246208683301154	3.8842046428315697	3.9016262146385126	4.672479065805051	2228	19	91	noun				5349
1100	COOK (SOMETHING)	cooking	17720	630	1133	2674	4.944223951772034	5.031021488300361	4.9188127712547765	4.424941711424486	4513	268	428	noun				2889
1101	SUFFER	suffer	4125	4	195	3481	4.311264949831723	2.929962133392245	4.156455788054365	4.539446691848552	3416	4	172	verb				4983
1102	CLIMB	climb	5717	770	626	2242	4.452979877216561	5.118046507107183	4.661467257528606	4.348447198650208	3475	434	384	verb	climb, clime			4343
1103	SACRIFICE	offering	5080	7	232	5066	4.401684921104886	3.1340821160481696	4.231555637723908	4.70236882935791	3936	7	125	verb				4563
1104	NURSE	nurse	6339	433.00000000000006	230	3402	4.497824984076323	4.868481858568737	4.227811696590033	4.529479874163049	2877	73	132	noun				4165
1105	CAMP	camp	7538	137	844	3470	4.573049469506829	4.370871215457463	4.791056425647581	4.538072538738652	3762	46	333	noun				3904
1107	GO OUT	exit	2256	10	173	1273	4.049267285272352	3.272384814214451	4.104748964980488	4.102787353066571	1642	7	130	noun				6603
1108	UNCOVER	uncover	971	7	69	255	3.683401991120865	3.1340821160481696	3.7092977567121457	3.405857890379089	862	5	64	verb				9724
1109	WOUND	wounds	1389	1	47	1025	3.8387505264486856	2.5320221247202075	3.545440954073476	4.008765285843037	1054	1	39	noun				8254
111	DRUMMING	drumming	560	127	54	208	3.444698587450752	4.338202098704095	3.604562406192133	3.3177642111782935	359	61	30	verb				12540
1110	SHARK	shark	3003	240.00000000000003	943	319	4.173435654526721	4.613009171631095	4.8391717109959576	3.502767903387145	915	58	208	noun				5790
1111	CAR	car	55649	1476	2837	27873	5.441200894865318	5.400372624368176	5.317212107819344	5.442817220772887	14896	507	999	noun	car, kar			2288
1112	SUCCEED	succeed	2876	16	349	2137	4.154675588084917	3.4614410504345	4.408267761048164	4.327625625939999	2353	14	282	verb				5909
1113	WRAP	wrap	2520	247.00000000000003	266	645	4.097308571871036	4.625443809882443	4.290710978062464	3.8078504430623235	1966	132	202	verb	rap, wrap			6260
1114	BULLET	bullet	2398	3	100	717	4.075765974162421	2.8330521203841883	3.8685210904805314	3.85374236930954	1523	2	58	noun				6412
1115	SPEECH	speech	10579	45	276	7832	4.720221393893757	3.8937499607378	4.306679485762338	4.891546051609846	4555	24	169	noun				3437
1117	LIKE	like	681544	27461.000000000004	58199	153847	6.529230262236869	6.669724291867169	6.629122701347777	6.184709779926898	42661	4076	4607	preposition				1987
1120	HONEST	honest	19170	59	923	2960	4.97838049338433	4.00914337943987	4.829871687917995	4.469056332456539	11639	58	688	adjective				2832
1121	SECRET	secret	17239	506	2426	5765	4.932272987683285	4.936000088389562	5.249269493029823	4.758492563119428	9162	265	1187	adjective				2918
1122	WAGES	salary	2359	0	13	1998	4.068647729164697	2.2309921290562262	3.010327752376127	4.298430719185356	1421	0	12	noun				6470
1125	BALD	bald	1053	15	147	636	3.7185763370711182	3.435112111712151	4.034461432092846	3.8017573574025896	751	5	97	adjective	bald, balled, bawled			9353
1126	CITRUS FRUIT	citron	66	0	0	37	2.5218105288954167	2.2309921290562262	1.8641997166978888	2.5774015216840493	25	0	0	noun				29895
1127	SEND	send	17864	782.9999999999999	1528	8052	4.947738746733049	5.125308191740665	5.048607202110209	4.903575624159666	11253	466	1014	verb				2880
1128	ORDER	order	28500	191	1321	21812	5.15059582433864	4.514293357759776	4.985431171847511	5.3363333244307665	14879	127	907	noun				2553
1129	PAINFUL	hurting	2031	42	209	466	4.003659429806472	3.864460584635813	4.186419011431808	3.6669348056333515	1596	38	166	verb				6951
113	SHORE	beach	10594	916	787	3849	4.720836687241404	5.193361464726247	4.760725934187445	4.58307865457574	4508	320	396	noun	beach, beech			3435
1130	WE (EXCLUSIVE)	we	2013550	78991	136346	358792	6.99969836025628	7.128575238931682	6.998845303436271	6.5524618864988575	43776	4412	4667	pronoun	we, wee			1960
1132	BEAM	beam	1861	62	238	1168	3.965715402839914	4.030332678509808	4.242597617646027	4.065432436229079	986	37	126	noun				7217
1133	MATCH	matches	5552	55	185	2974	4.440263399667157	3.9791801560624265	4.133712660915805	4.471104895131807	3190	46	153	noun				4392
1134	DIVORCE	divorce	2094	0	25	2074	4.0169197534969046	2.2309921290562262	3.279173064668707	4.314636026115351	1203	0	14	noun				6862
1135	KICK	kick	16318	230	988	2324	4.908429268615617	4.594604108948371	4.859396008295068	4.364040882293212	7352	121	660	noun				2962
1136	RABBIT	rabbit	4939	763.0000000000001	644	1442	4.389462675118237	5.114085487631916	4.673759431333156	4.156884256160733	1885	204	275	noun				4618
1137	TENDON	sinew	176	0	6	46	2.943708992556397	2.2309921290562262	2.7092977567121457	2.6697157830029568	132	0	3	noun				20922
1139	LEOPARD	panther	387	11	42	124	3.2845674517887975	3.310173375103851	3.4976681722774754	3.0945279380752955	202	4	18	noun				14822
114	PORPOISE	porpoise	84	1	14	95	2.625154651908883	2.5320221247202075	3.04029097575357	2.9798891581068077	52	1	11	noun				27588
1140	FATIGUE	fatigue	335	0	10	508	3.2220750035844343	2.2309921290562262	2.9055924018561137	3.704335707403998	270	0	10	noun				15833
1141	PITY	pity	2508	67	134	2022	4.095236387509201	4.063501041762462	3.994533485192895	4.303613807838044	2061	61	123	noun				6277
1142	URINE	urine	880	0	65	806	3.6407116346066384	2.2309921290562262	3.6837436522397575	3.90449145978931	534	0	32	noun				10178
1143	OVEN	hearth	248	0	3	401	3.0919350732903266	2.2309921290562262	2.4662597080258513	3.6018439781517095	196	0	3	noun				18121
1144	WITNESS	witness	3862	7	207	2511	4.282660434339411	3.1340821160481696	4.18226305166065	4.397637560132398	2611	7	156	noun				5130
1145	SWAMP	swamp	650	45	252	310	3.5093167147627824	3.8937499607378	4.267320237873706	3.4903783140940767	345	18	87	verb				11687
1146	AUBERGINE	aubergine	582	79	17	50	3.4614042809536043	4.1340821160481696	3.1194722218011948	2.7051881011651755	249	51	11	noun				12301
1147	PURE	pure	4555	24	221	3394	4.354319441601653	3.6289321377282637	4.210552691148528	4.52845770368376	3421	24	190	adjective				4770
1148	BRUISE	bruise	402	6	23	217	3.3010407723357	3.0760901690704827	3.2444109584094947	3.336074418671844	316	6	19	noun	brews, bruise			14552
1149	ORPHAN	orphan	425	37	34	166	3.325145325297309	3.8107757256730364	3.4082677610481644	3.2203343962148225	291	19	24	adjective				14191
1150	THUNDER	thundering	142	11	15	161	2.851071763659652	3.310173375103851	3.0683196993538138	3.20713293960987	128	6	13	verb				22762
1151	VEIL	veil	639	1	59	486	3.5019157001784773	2.5320221247202075	3.6423509670815326	3.6851468862818737	404	1	23	noun	vail, vale, veil			11789
1152	BEGET	beget	29	0	0	23	2.172856980914253	2.2309921290562262	1.8641997166978888	2.377829166778845	28	0	0	noun				37987
1153	CATTLE	ox	496	13	37	192	3.3920921149279226	3.377120164734464	3.443983313314699	3.283175234075013	304	5	27	noun				13232
1154	OLIVE	olives	688	41	51	250	3.5339549481022163	3.8542414194541266	3.580203060332688	3.397291646548277	328	11	30	noun				11403
1155	CAVE	cave	3143	360	462	1275	4.193218263561961	4.7884993309618835	4.529780707715842	4.103468599452382	1367	122	167	noun				5669
1157	BECAUSE	because	332401	4926	20334	85185	6.217399354382328	5.923574691331135	6.172443893438495	5.927986151027109	39230	2289	3834	preposition				2041
1158	STEP	step	24951	480	2725	8826	5.092841087943677	4.913137205430058	5.299725568196544	4.943431051654578	14057	286	1346	noun	step, steppe			2648
1159	FART	fart	494	0	79	104	3.390340925128159	2.2309921290562262	3.7672897036898325	3.0188072241371775	351	0	61	noun				13250
116	LARCH	larch	80	0	1	58	2.60422074507324	2.2309921290562262	2.16522971236187	2.7684699367093835	44	0	1	noun				28043
1160	THIEF	thief	1627	156	340	757	3.9073901267477726	4.42689178146546	4.396954095690386	3.8772871306992926	944	50	178	noun				7682
1161	THREAD	thread	1107	99	106	954	3.7402754865870014	4.230992129056226	3.8935834943830985	3.9776212966509856	796	39	71	noun				9153
1162	INTENTION	intention	2695	3	30	4725	4.126455614057873	2.8330521203841883	3.3555614105321614	4.672111642363589	2235	3	29	noun				6077
1163	BRIBE (AMOUNT)	bribe	387	0	37	247	3.2845674517887975	2.2309921290562262	3.443983313314699	3.3920696058934556	315	0	36	noun				14814
1165	MOUSTACHE	whiskers	596	141	113	169	3.4717100573239597	4.3832804734392825	3.9211045680343615	3.2280668464455133	368	102	75	noun				12196
1168	HAWTHORN	hawthorn	220	4	16	187	3.0401279998797013	2.929962133392245	3.094648638076163	3.2717757743309193	123	3	11	noun				19013
117	IMITATE	imitate	235	2	20	255	3.068647729164697	2.7081133837758884	3.1864190114318083	3.405857890379089	219	2	19	verb				18550
1171	MIRROR	mirror	5672	296	537	3913	4.449548509759293	4.703748578373439	4.5949819923642785	4.590238746389222	3076	99	236	noun				4353
1172	SHOOT	shoot	6803	100	528	1733	4.528500031135122	4.235313502838869	4.587655388733074	4.236667018207431	3960	65	349	verb	chute, shoot			4043
1173	EYEBROW	eyebrows	959	91	112	949	3.6780069592341587	4.194779956401781	3.9172781601813087	3.975341530356087	688	23	64	noun				9771
1174	YESTERDAY	yesterday	21480	191	907	19507	5.027790221302785	4.514293357759776	4.822285565218974	5.287830671986768	10671	165	649	noun		yester day	2	2738
1176	SPADE	spade	785	166	69	310	3.591158272233998	4.453708600203809	3.7092977567121457	3.4903783140940767	506	101	48	noun				10747
1177	DIARRHEA	diarrhoea	473	0	68	741	3.3715140678686755	2.2309921290562262	3.7030488074351444	3.868021830346266	328	0	38	noun	diarrhea, diarrhoea			140
1178	NOSTRIL	nostrils	404	31	124	464	3.303190749409259	3.736142107376132	3.961109729705945	3.665070877957193	317	22	86	noun				14521
118	BEWITCH	bewitch	9	0	1	10	1.6957357261945905	2.2309921290562262	2.16522971236187	2.039010610225464	9	0	1	verb				49235
1181	PALM TREE	palm	1477	66	97	1296	3.8654101602533975	4.057066931757053	3.855425792390384	4.110557901151319	1006	43	71	noun				8039
1182	NOISE	noise	12039	2089	1439	4656	4.776362213116396	5.55113841516728	5.022562208793138	4.665724162999971	6160	877	770	noun				3273
1184	DIMINISH	diminish	237	0	1	469	3.0723126832511025	2.2309921290562262	2.16522971236187	3.6697157830029568	223	0	1	verb				18479
1185	VULTURE	vulture	322	30.000000000000004	81	120	3.204938248525693	3.722353822890499	3.7780135690816055	3.0804032953836895	157	6	40	noun				16155
1187	GOOSE	goose	2147	45	486	491	4.027770003222108	3.8937499607378	4.551728677912523	3.6895830278345993	962	20	139	noun				6776
1188	CHARCOAL	charcoal	484	11	12	505	3.381477464796854	3.310173375103851	2.9781430690047257	3.7017684419070385	297	4	9	adjective				13370
1189	ULCER	ulcer	146	0	6	996	2.8630530609427667	2.2309921290562262	2.7092977567121457	3.996313083378895	80	0	4	noun				22507
119	DIVE	dive	3632	165	427	661	4.256001124057305	4.451100217096281	4.495643485711061	3.8184759145069394	1843	114	253	noun				5292
1190	HARE	jackrabbit	10	0	0	2	1.7371284113528154	2.2309921290562262	1.8641997166978888	1.4747391797869018	4	0	0	noun		jack rabbit	16	48093
1192	THREATEN	threaten	1199	0	48	906	3.7749169722422153	2.2309921290562262	3.5543957967264026	3.955225212127335	1063	0	45	verb				8840
1193	STEAM	vapor	2	0	0	2	1.1728569809142528	2.2309921290562262	1.8641997166978888	1.4747391797869018	2	0	0	unclassified				65852
1194	BEAVER	beaver	641	71	46	167	3.503270754263444	4.088324625487495	3.5362975746336063	3.222927206793102	247	18	20	noun				11766
1197	BABOON	baboon	418	72	149	90	3.317949749160886	4.094314989176682	4.04029097575357	2.9566593173883327	176	15	56	noun				14306
1198	MANY	several	13435	23	380	24002	4.824005721364217	3.611203370767832	4.445124692373508	5.377883450196441	9691	23	325	adjective				3149
1199	WIFE	wives	2155	1	52	1937	4.0293844827092915	2.5320221247202075	3.588475586298678	4.284971697781986	1497	1	41	noun				6764
12	MIDDAY	noontime	3	0	0	3	1.2977957175225527	2.2309921290562262	1.8641997166978888	1.5996779163952017	3	0	0	noun		noon time	15	58575
120	PITCHER	pitcher	159	14	17	89	2.8998557088505152	3.407083388111907	3.1194722218011948	2.951860434506564	98	4	8	noun				21764
1200	HUSBAND	husband	17738	18	285	11252	4.944664859913359	3.509745730009055	4.320565749826931	5.048886243937624	8433	13	176	noun				2888
1201	FEATHER	plume	214	2	1	150	3.0281741861101956	2.7081133837758884	2.16522971236187	3.1765948723604085	144	1	1	noun				19271
1202	BIG	great	199260	8548	13504	45217	5.995158031707845	6.162907446137472	5.994694305221358	5.6529292745809485	35915	2817	3748	adjective	grate, great			2072
1203	LONG	long	128115	3522	7555	51479	5.803339096983704	5.777904772237468	5.742491665947685	5.709256463299589	35032	1837	3125	adjective	long, longue			2123
1204	BARK	bark	1677	211	238	596	3.920527682687272	4.5573279899849775	4.242597617646027	3.773592256196608	1002	111	138	noun	bark, barque			7569
1205	TONGUE	tongue	4647	816.9999999999999	832	2466	4.363001845576864	5.143745432727549	4.784844718104677	4.389787074556976	2632	231	388	noun				4738
1208	CAT	kitty	2133	99	345	393	4.024930141283042	4.230992129056226	4.403275815490666	3.5931141468928134	993	29	111	noun				6794
1209	I	I	4343102	147498	341166	905323	7.333535855303815	7.399781204991058	7.3971667332994375	6.954421958670261	43778	4485	4679	pronoun	ay(2), aye, ai, eye, I			1951
121	SPIN	spin	5214	435	668	926	4.41299003895714	4.870478618324812	4.689625834465712	3.9646976592117364	3266	195	371	noun				4508
1210	HEAVY	heaviness	27	0	0	89	2.1428937575368097	2.2309921290562262	1.8641997166978888	2.951860434506564	22	0	0	noun				38780
1213	YOU	ye	2740	164	244	1700	4.133644761734089	4.4484760732701325	4.253365801062421	4.228322238679809	1082	106	140	noun				6026
1214	THIS	these	268109	5834	17498	125444	6.124048738848959	5.997032989437615	6.107212947847566	6.096071280907711	38314	2212	3908	determiner	thees, these			2053
