CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	ENGLISH_SER_MEAN	LINE_IN_SOURCE
3681	PARTRIDGE	partridge	3.2	3514
3684	PECK	peck	3.0	3556
3685	HISS	hiss	3.3333333333333335	2421
3687	DESERT	desert	4.7	1378
3688	MARSH	marsh	3.0	3016
3689	BUBBLE	bubble	3.0	619
369	OWE	owe	1.1666666666666667	3446
3695	MOVEMENT	movement	3.090909090909091	3213
3697	DIP	dip	3.6363636363636362	1429
3698	SINGE	singe	3.6	4559
370	BARTER	barter	2.0	316
3704	ODOR (SMELL)	odor	4.0	3391
3707	BEIGE	beige	2.727272727272727	378
3714	LARYNX	larynx	4.0	2771
3721	FINCH	finch	2.0	1837
3724	STORK	stork	1.7272727272727273	4942
3729	LETTUCE	lettuce	3.8181818181818183	2839
3733	FERRY	ferry	2.909090909090909	1805
3734	CHIMPANZEE	chimp	2.8	855
374	ONE TIME	once	1.2	3407
3743	BRASS	brass	3.0	563
3746	VASE	vase	2.7	5527
3747	SHAPE	shape	2.909090909090909	4452
375	SNIFF	sniff	4.0	4674
3750	KHAKI	khaki	5.7	2701
3752	LILAC	lilac	4.5	2854
3762	SAFE	safe	2.0	4270
377	LOUD	loud	4.181818181818182	2928
378	PINCH	pinch	4.0	3642
3780	PET	pet	4.2727272727272725	3604
379	BLUNT	blunt	4.363636363636363	485
38	SPREAD OUT	spread	2.1818181818181817	4816
381	BLAME	blame	2.6363636363636362	439
382	GOVERN	govern	2.5	2200
383	MASTER	master	3.727272727272727	3030
385	RESPECT (SOMEBODY)	respect	2.2	4123
387	SLING	sling	2.6	4626
39	KEEN	keen	2.5833333333333335	2690
391	BLESS	bless	3.5454545454545454	456
392	MAGIC	magic	4.0	2970
394	SHAMAN (FOLK HEALER)	shaman	1.4545454545454546	4448
395	PILL	pill	2.272727272727273	3634
398	PIERCE	pierce	4.1	3627
40	ENVY	envy	3.3636363636363638	1663
400	MUSH	mush	3.4545454545454546	3241
41	IGNORE	ignore	2.6363636363636362	2533
410	YAM	yam	3.6363636363636362	5815
411	GOURD	gourd	2.090909090909091	2198
419	SEVERE	severe	3.272727272727273	4432
420	FOREST	jungle	5.6	2678
421	RETREAT	retreat	3.8	4137
43	LEAD (GUIDE)	guide	1.0909090909090908	2270
430	TWIST	twist	3.2	5472
45	EVIL	wicked	4.0	5733
459	SNAP (OF STICK)	snap	3.5454545454545454	4666
470	POSSUM	possum	3.5	3757
474	DRESS	dress	3.272727272727273	1545
476	CUP	cup	2.1	1245
477	LATE	late	2.5	2778
479	GROW	grow	2.6	2260
480	PLATE	plate	2.6	3676
481	DISH	dish	3.5454545454545454	1446
483	COMPOUND	compound	2.2	1037
484	CONDEMN	condemn	3.2	1050
487	SHY	shy	2.4	4532
489	KIDNEY	kidney	2.4545454545454546	2703
49	REFUSE	refuse	3.272727272727273	4064
491	CENTER	center	3.1818181818181817	792
492	THREE	three	2.3636363636363638	5241
493	FIVE	five	1.5	1852
494	FLIRT	flirt	3.9166666666666665	1889
495	REVENGE	revenge	4.1	4144
497	SCAR	scar	3.8	4328
5	GAZELLE	gazelle	4.181818181818182	2089
501	LIFT	lift	3.0	2852
503	FROG	frog	3.6363636363636362	2002
506	MAIZE	but	1.2727272727272727	675
507	MELON	melon	4.2727272727272725	3066
509	CERTAIN	certain	1.7	794
51	SORE	sore	4.0	4729
518	SPARK	spark	5.0	4752
52	SHIVER	tremble	3.3636363636363638	5388
522	WOLF	wolf	4.5	5768
526	HOWL	howl	3.8333333333333335	2481
53	SPIRIT	spirit	4.0	4788
530	FRECKLE	freckle	3.0	1983
533	GLUTTON	glutton	4.0	2160
540	PALATE	palate	2.4545454545454546	3471
543	SHUTTLE	shuttle	3.0	4531
547	SURFACE	surface	2.9	5054
55	WHISPER	whisper	4.090909090909091	5720
568	RISE (MOVE UPWARDS)	rise	3.0	4181
569	SPOIL (BECOME SPOILED)	rot	4.090909090909091	4217
57	ATOP	upon	1.5	5494
571	STING	sting	3.4545454545454546	4923
573	SWAY	sway	3.2	5083
575	TREAD	tread	2.4545454545454546	5380
576	DANDRUFF	dandruff	4.888888888888889	1283
578	KISS	kiss	4.5	2712
579	BATTLE	battle	4.363636363636363	336
58	LIQUID	liquid	4.0	2873
581	COME BACK	return	1.9	4139
583	KIND OR POLITE	polite	3.1818181818181817	3727
585	BOOT	boot	2.9	517
586	GARDEN	garden	3.4545454545454546	2064
587	ANT	ant	3.0833333333333335	148
590	NAKED	naked	5.0	3263
594	PIECE	piece	3.090909090909091	3625
596	POSTAGE STAMP	stamp	2.4545454545454546	4866
597	PHYSICIAN	doctor	4.0	1481
598	SHELL	shell	3.6666666666666665	4471
600	STRANGE	odd	2.4545454545454546	3389
602	HIDE (CONCEAL)	conceal	2.5	1041
603	COAT	coat	2.9	973
604	GLASS	glass	2.727272727272727	2137
605	GRAIN	grain	2.3	2207
606	GRASS	grass	4.083333333333333	2217
608	GULF	gulf	3.4	2276
609	HAIL	hail	2.0	2300
610	PORT	port	2.5454545454545454	3748
612	HEAT	heat	3.3636363636363638	2363
613	HIGH TIDE	flood	3.4	1893
614	HILL	hill	2.5	2409
620	INSECT	insect	4.111111111111111	2583
621	IRON	iron	3.5454545454545454	2615
622	ISLAND	island	4.545454545454546	2617
623	LAGOON	lagoon	3.9	2752
624	LAKE	lake	4.636363636363637	2756
625	LAMP	lamp	2.727272727272727	2760
626	LAND	land	3.8181818181818183	2762
629	LEATHER	leather	5.4	2811
63	RUMOUR	rumour	2.9	4251
632	LIZARD	lizard	4.363636363636363	2885
633	MARKET	market	4.4	3009
634	MEAT	meat	4.2	3057
635	MILK	milk	5.0	3111
636	MILL	mill	2.0	3112
637	MOSS	moss	2.3	3196
639	MOUNTAIN	mountain	4.7	3209
64	PIN	pin	2.1818181818181817	3641
640	MUD	mud	3.4	3219
641	MUSHROOM	fungus	4.6	2023
642	MUSIC	music	6.0	3242
644	OAK	oak	2.1	3373
645	OCEAN	ocean	6.0	3388
647	PAINT (PIGMENTS)	paint	4.818181818181818	3466
648	PAPER	paper	3.8181818181818183	3491
649	PASTURE	pasture	4.090909090909091	3525
65	AMBUSH	ambush	3.727272727272727	120
651	SEAL	seal	2.8	4381
652	PLAIN	plain	1.6363636363636365	3665
653	PLANT (VEGETATION)	plant	2.6363636363636362	3672
654	PLASTIC	plastic	4.1	3675
655	POISON	poison	5.0	3720
657	PRICE	price	1.4	3808
659	REED	reed	2.5454545454545454	4053
66	KNEEL	kneel	2.8181818181818183	2723
660	REEF	reef	2.8	4054
663	BAY	bay	2.6363636363636362	339
664	RESIN	pitch	2.6363636363636362	3655
665	BEE	bee	4.2727272727272725	362
666	RIVER	river	5.7	4185
667	ROAD	way	1.2727272727272727	5658
668	ROCK	rock	3.5454545454545454	4196
670	ROOT	root	2.9166666666666665	4213
671	SAND	sand	3.4	4294
672	EARLY	early	2.8	1606
673	SCHOOL	school	3.0	4338
675	FAECES (EXCREMENT)	feces	4.3	1782
677	AXE	hatchet	2.909090909090909	2341
678	BEARD	beard	4.545454545454546	349
679	BRIGHT	bright	5.090909090909091	588
68	TATTOO	tattoo	4.909090909090909	5157
680	BREAK (DESTROY OR GET DESTROYED)	break	3.0833333333333335	572
681	DESTROY	destroy	3.6	1388
682	SIDE	side	1.3	4536
683	PERSON	human	4.090909090909091	2492
684	OWN	got	1.1818181818181819	2195
685	DECIDE	decide	2.1	1325
686	EASY	simple	1.5454545454545454	4553
687	NOTHING	nothing	2.727272727272727	3348
688	LUNG	lung	3.909090909090909	2944
689	BETWEEN	between	2.8181818181818183	405
69	SOBER	sober	4.181818181818182	4695
690	BOTTOM	bottom	2.6	534
691	SEASON	season	5.0	4385
692	BRING	bring	1.2	590
693	FROM	from	1.2	2004
694	GET	obtain	2.5454545454545454	3385
695	GO	going	1.6	2177
696	STIR	stir	3.0	4927
698	WISE	wise	2.1	5753
699	SAD	sad	2.8181818181818183	4267
7	GATHER	gather	2.272727272727273	2076
700	CARRY	carry	3.4545454545454546	751
701	SLOW	slow	2.0	4633
702	CATCH	catch	3.1818181818181817	771
703	SOON	soon	1.4545454545454546	4725
704	CLEAN	clean	3.090909090909091	915
705	GO UP (ASCEND)	mount	3.0	3208
706	DARK	dark	3.727272727272727	1290
708	SHINE	shine	3.4	4482
709	TEACH	teach	2.2	5166
710	WHEEL	wheel	2.8	5700
711	TALL	tall	2.5	5137
712	RICH	rich	2.8	4162
713	STEAL	steal	1.6363636363636365	4898
715	SHOUT	yell	4.363636363636363	5825
716	GROAN	groan	4.1	2245
717	SWEET	sweet	4.454545454545454	5088
718	PAY	pay	2.090909090909091	3541
719	FIND	found	1.1818181818181819	1965
72	CLAW	claw	3.8181818181818183	913
720	GOOD LUCK	luck	1.5	2934
722	ATTACK	attack	4.2727272727272725	228
723	PLACE (POSITION)	place	2.0	3661
726	WHILE	while	1.6363636363636365	5712
727	WHICH	which	1.1818181818181819	5710
728	FIRST	first	1.9166666666666667	1846
730	SNAKE	snake	4.2727272727272725	4665
733	EARN	earn	1.8181818181818181	1607
734	MAKE	made	1.4545454545454546	2968
735	OWL	owl	3.4545454545454546	3447
736	YARD	yard	2.0	5818
739	FEED	feed	2.2	1786
74	PUPPY	cub	2.272727272727273	1232
740	SHIP	ship	2.5	4485
741	DRIVE	drive	4.181818181818182	1554
742	END (OF SPACE)	end	2.4545454545454546	1642
745	SHELF	shelf	1.6363636363636365	4470
746	SHOP	shop	3.909090909090909	4498
749	ENTER	enter	2.727272727272727	1655
75	DISGRACE	disgrace	2.9	1444
750	DROP	drop	2.5	1559
751	SHRUB	shrub	3.3	4521
752	STORE	store	1.8181818181818181	4941
753	PUPIL (STUDENT)	pupil	2.909090909090909	3908
754	HURRY	hurry	4.2727272727272725	2510
757	BUTTON	button	3.6	681
759	SILVER	silver	3.727272727272727	4551
760	KNOT	knot	3.3636363636363638	2732
761	COVER	cover	2.8	1158
763	SKIN	skin	3.9	4583
765	MOVE	move	2.3	3212
767	CORPSE	corpse	4.1	1124
768	LUNCH	lunch	3.8181818181818183	2943
769	ROOF	roof	3.5454545454545454	4207
770	EARRING	earring	3.3	1609
771	HAT	hat	2.909090909090909	2339
772	BELT	belt	4.2727272727272725	388
773	HAVE	had	1.5	2296
774	CABBAGE	cabbage	3.1818181818181817	689
775	TRUMPET	trumpet	5.2	5431
777	FLUTE	flute	3.6363636363636362	1913
779	PART	part	1.1818181818181819	3510
78	THAT	those	1.0	5234
780	OUR	our	1.6363636363636365	3437
782	DEFEAT	defeat	3.4545454545454546	1339
785	STRONG	strong	2.7	4978
787	SAIL	sail	3.0	4276
788	SOAP	soap	3.2	4692
789	PEOPLE	nation	3.9	3273
79	WASTE	waste	2.5	5652
790	READY	ready	1.8	4029
791	STRANGER	stranger	4.2	4953
794	PEN	pen	4.0	3568
796	NIPPLE	nipple	5.5	3322
797	TESTICLES	scrotum	4.090909090909091	4369
798	JAW	jaw	3.0	2639
799	WRIST	wrist	3.1818181818181817	5802
8	CURSE	curse	3.090909090909091	1252
800	THIGH	thigh	2.5454545454545454	5225
801	RIB	rib	2.272727272727273	4159
803	ANKLE	ankle	3.272727272727273	142
804	WOMB	womb	3.5454545454545454	5771
805	SPINE	spine	3.272727272727273	4784
806	BLANKET	blanket	5.181818181818182	443
809	TROUSERS	pants	3.0	3489
81	FATHOM	fathom	2.909090909090909	1770
810	LOCUST	locust	4.2727272727272725	2901
811	SOUL	soul	1.4545454545454546	4735
812	SLAVE	slave	3.4	4605
813	DO	did	1.3	1409
816	HALF	half	2.0	2304
817	THEY	they	1.9166666666666667	5221
819	STOMACH	stomach	3.7	4933
82	ANGER	anger	4.818181818181818	138
820	LAMB	lamb	3.090909090909091	2757
824	WITCH	witch	2.5	5757
825	AWAKE	awake	4.5	247
827	ROLL	roll	3.1666666666666665	4204
828	RACCOON	raccoon	4.1	3972
83	FORBID	forbid	2.6	1936
830	SOOT	soot	3.1	4726
831	BASE	base	2.090909090909091	317
833	ENDURE	endure	3.6	1644
834	BUTTOCKS	ass	3.272727272727273	208
837	BLUE	blue	3.3636363636363638	483
84	JUST	just	1.5454545454545454	2683
842	LIQUOR	liquor	5.1	2874
843	SPIDER	spider	4.454545454545454	4778
844	KIND (THING)	sort	1.3636363636363635	4732
845	MURDER	murder	4.5	3236
846	TIGER	tiger	5.4	5274
848	THIRST	thirst	5.2	5229
849	SPRING (OF WATER)	fountain	5.6	1966
850	SQUARE	square	3.3636363636363638	4838
851	STABLE	stall	2.909090909090909	4865
852	PRIEST	priest	1.9	3811
853	ALTAR	altar	3.6363636363636362	112
854	KETTLE	kettle	3.4545454545454546	2699
855	SEIZE	grab	3.0833333333333335	2202
857	STONE	stone	2.9	4934
858	STORM	storm	3.9	4943
859	STOVE	stove	3.6666666666666665	4946
86	SIEVE	sieve	1.4545454545454546	4539
860	CAUSE	cause	2.0833333333333335	775
861	JUDGE	judge	2.4	2671
862	SUGAR	sugar	5.4	5023
863	EDGE	edge	3.3636363636363638	1617
864	PUMPKIN	squash	3.4	4839
865	FAME	fame	2.2	1751
866	WIN	win	2.9166666666666665	5744
867	GLOVE	glove	4.1	2154
869	BLADE	blade	3.4	437
870	BREATH	breath	3.7	575
873	TAX	tax	1.4	5163
874	CANDY	candy	5.8	719
876	ARCH	arch	2.5	175
877	MASON	mason	1.9	3024
878	HELL	hell	2.5454545454545454	2382
879	COUGH	cough	4.818181818181818	1141
88	BEEHIVE	hive	2.8	2425
880	REPEAT	repeat	2.1	4101
881	TAILOR	tailor	3.7	5129
882	PARROT	parrot	4.9	3507
883	TERMITE	termite	3.5454545454545454	5198
884	SHARE	share	2.4166666666666665	4453
887	BITTER	bitter	5.2	432
890	MULE	mule	1.9090909090909092	3224
892	TIME	time	2.4	5280
893	TIN (METAL)	tin	2.9	5282
894	TOAD	toad	3.0	5297
895	TORTOISE	tortoise	4.5	5333
897	SWALLOW	swallow	3.8	5072
9	ANNOUNCE	announce	2.4	145
900	TRAIN	train	4.454545454545454	5359
903	ASPEN	aspen	3.3636363636363638	205
905	BORING	bored	2.1818181818181817	522
906	TREE	tree	4.454545454545454	5386
908	DRUM	drum	4.7272727272727275	1566
909	GARBAGE	rubbish	3.6	4232
910	DEATH	death	3.8	1314
911	TEMPLE	temple	3.272727272727273	5181
913	CROW	crow	3.3333333333333335	1215
915	SINK (BASIN)	basin	2.9	324
916	LINEN	linen	3.8	2864
919	CHILI PEPPER	chilli	4.090909090909091	852
92	SPOIL (SOMEBODY OR SOMETHING)	spoil	2.0	4802
920	GRAPE	grape	4.545454545454546	2213
921	VALLEY	valley	2.727272727272727	5513
922	PEAR	pear	3.8	3550
923	LOVE	love	4.818181818181818	2931
926	RICE	rice	2.8181818181818183	4161
928	EMBRACE	embrace	4.7	1636
930	VILLAGE	village	3.5	5573
932	BARLEY	barley	3.4	311
933	WALL (OF HOUSE)	wall	3.727272727272727	5625
935	WAR	war	3.272727272727273	5638
937	BIRD	bird	3.6	425
940	STRAIN	strain	3.727272727272727	4950
941	MEAD	mead	1.5	3050
942	HONEY	honey	5.0	2449
944	SALMON	salmon	3.5454545454545454	4282
945	SPEAR	spear	3.6	4762
946	BLOOD	blood	4.3	474
947	STREAM	stream	2.3636363636363638	4959
948	WATER	water	6.333333333333333	5654
950	SEAGULL	gull	2.4166666666666665	2277
951	WEAPONS	weapon	3.727272727272727	5663
952	WEATHER	weather	4.090909090909091	5667
953	RAPE	rape	4.1	4004
954	WELL	well	1.7272727272727273	5686
956	FLEE	flee	2.8	1875
957	WHALE	whale	3.1818181818181817	5694
958	WILD ANIMAL	beast	4.363636363636363	350
96	CRAWL	crawl	2.7	1178
961	PEBBLES	pebble	3.6363636363636362	3554
962	WOMAN	woman	5.3	5770
963	BOOK	book	3.4	512
964	WOOL	wool	4.166666666666667	5777
965	WORLD	world	3.0	5781
967	YEAST	yeast	2.8	5824
968	ACORN	acorn	3.1818181818181817	32
97	THROUGH	through	1.5	5254
971	MUST	must	2.25	3246
972	BE ABLE	could	1.1666666666666667	1142
975	SPINACH	spinach	6.1	4783
976	WEAR	wear	2.0	5664
977	ARROW	arrow	3.3636363636363638	194
978	WAVE	wave	2.909090909090909	5656
979	FARMER	peasant	3.5	3552
98	ALL	every	1.6	1690
980	HEEL	heel	2.8	2372
981	ELBOW	elbow	3.3	1626
983	CONVICT	convict	3.4545454545454546	1102
987	REMAIN	remain	1.8181818181818181	4089
989	CLEAR	clear	3.5454545454545454	917
990	CREEK (TIDAL)	creek	3.090909090909091	1188
991	FRY	fry	2.4545454545454546	2013
992	CLIFF	cliff	5.0	932
996	DEAF	deaf	2.727272727272727	1307
998	PUT	put	1.3	3922
999	JOINT	joint	2.3	2662
