CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	ENGLISH_VALENCE_MEAN	ENGLISH_AROUSAL_MEAN	ENGLISH_DOMINANCE_MEAN	LINE_IN_SOURCE
3099	SOFA	sofa	0.583	0.106	0.263	16389
31	PAN	pan	0.734	0.182	0.364	12489
3100	SUNGLASSES	sunglasses	0.844	0.443	0.364	17285
3102	TANK	tank	0.431	0.454	0.634	17600
3104	THERMOMETER	thermometer	0.400	0.327	0.473	17864
3105	UMBRELLA	umbrella	0.583	0.246	0.255	18544
3106	WARDROBE	wardrobe	0.612	0.510	0.336	19430
3110	CLAP	clap	0.779	0.731	0.529	3074
3111	CONDUCT	conduct	0.453	0.510	0.750	3569
3112	ERUPT	erupt	0.188	0.820	0.818	6056
3114	GRATE (SOMETHING)	grate	0.333	0.250	0.419	7734
3116	HATCH (OUT)	hatch	0.479	0.653	0.402	8123
3117	HITCHHIKE	hitchhike	0.396	0.622	0.385	8393
3119	MASSAGE (SOMEBODY)	massage	0.708	0.356	0.413	10785
3120	MOP (SOMETHING)	mop	0.396	0.442	0.296	11347
3121	OPERATE (MEDICINE)	operate	0.582	0.690	0.691	12149
3123	PHOTOGRAPH (SOMETHING)	photograph	0.677	0.353	0.358	12985
3128	SHOWER (ACTION)	shower	0.669	0.346	0.336	15931
3129	SKATE	skate	0.740	0.653	0.508	16097
3130	SPILL (SOMETHING)	spill	0.408	0.633	0.456	16618
3132	SURF	surf	0.847	0.650	0.500	17356
3134	TYPE (ON SOMETHING)	type	0.500	0.284	0.364	18515
3135	VACUUM (SOMETHING)	vacuum	0.327	0.196	0.134	19053
3137	OAR	oar	0.469	0.392	0.316	11957
3138	STRAWBERRY	strawberry	0.833	0.270	0.336	17026
3139	LADYBUG	ladybug	0.602	0.400	0.224	9940
3140	VEST	vest	0.667	0.380	0.371	19210
3141	TAMBOURINE	tambourine	0.622	0.548	0.348	17585
3142	BISON	bison	0.573	0.433	0.557	1754
3144	GORILLA	gorilla	0.565	0.720	0.648	7652
3145	HIPPOPOTAMUS	hippopotamus	0.541	0.472	0.615	8380
3146	CHEETAH	cheetah	0.469	0.770	0.667	2886
3147	HAMSTER	hamster	0.520	0.394	0.349	8018
3153	LORD	lord	0.618	0.327	0.684	10430
3160	SLAP	slap	0.100	0.804	0.518	16151
3167	SERMON	sermon	0.417	0.507	0.615	15722
3168	DOWRY	dowry	0.604	0.453	0.544	5394
3169	TREATY	treaty	0.646	0.382	0.667	18297
317	PIRANHA	piranha	0.219	0.799	0.575	13084
3174	WAKE UP (SOMEONE)	wake	0.700	0.470	0.512	19397
3176	RACK (FOR STORING FOOD)	rack	0.385	0.373	0.409	14126
3179	CORAL ROCK	coral	0.802	0.231	0.425	3877
318	FOOTPRINT	footprint	0.592	0.292	0.336	6966
3181	MUSTARD	mustard	0.500	0.346	0.275	11523
3188	MIGHTY OR POWERFUL OR STRONG	mighty	0.855	0.837	0.936	11061
319	LICK	lick	0.470	0.482	0.330	10205
3193	CROSSBOW	crossbow	0.344	0.598	0.560	4151
3197	SUSPICION	suspicion	0.204	0.711	0.377	17399
320	LAME	lame	0.145	0.410	0.217	9952
3200	COUNTRYSIDE	countryside	0.732	0.288	0.327	3979
3202	CANNON	cannon	0.529	0.676	0.811	2495
3204	INSULT	insult	0.085	0.831	0.389	9353
321	CHEW	chew	0.520	0.490	0.404	2903
3213	HIRE OR RENT	hire	0.688	0.558	0.556	8381
3215	CREEP	creep	0.354	0.647	0.361	4098
322	FIG	fig	0.573	0.390	0.339	6663
3222	TWIG	twig	0.378	0.288	0.236	18492
3224	WRING	wring	0.360	0.656	0.348	19854
323	FAT (ORGANIC SUBSTANCE)	fat	0.198	0.353	0.237	6514
3230	DECEIVE	deceive	0.094	0.775	0.414	4453
3247	KIWIFRUIT	kiwi	0.646	0.273	0.282	9870
3248	MAPLE TREE	maple	0.541	0.390	0.339	10716
325	FELT	felt	0.643	0.417	0.566	6593
3252	PANCREAS	pancreas	0.469	0.302	0.366	12494
3257	CLITORIS	clitoris	0.625	0.844	0.464	3155
3258	FALCON	falcon	0.557	0.580	0.678	6443
326	CLOAK	cloak	0.469	0.188	0.333	3156
3261	HORNET	hornet	0.398	0.594	0.500	8514
3263	LAP	lap	0.583	0.510	0.412	9981
3267	PULSE	pulse	0.507	0.412	0.492	13944
3268	QUESTION	question	0.510	0.410	0.509	14075
3269	PORCH	veranda	0.743	0.343	0.439	19171
327	PONCHO	poncho	0.490	0.265	0.231	13304
3274	ENCIRCLE	surround	0.542	0.623	0.627	17378
3276	SUNSHINE	sunshine	0.885	0.297	0.769	17295
3279	MANTIS	mantis	0.480	0.355	0.421	10706
3282	GROOM	groom	0.698	0.500	0.605	7833
3283	CAGE	cage	0.316	0.333	0.352	2410
3284	GRAVEYARD	cemetery	0.051	0.630	0.417	2726
3287	BLOOM	bloom	0.816	0.453	0.587	1860
3288	WEED	weed	0.459	0.294	0.364	19532
329	STOCKING	stocking	0.594	0.324	0.688	16953
3299	KIND	kind	0.918	0.240	0.618	9846
33	NETTLE	nettle	0.406	0.324	0.490	11700
330	HEADBAND	headband	0.670	0.469	0.527	8157
3300	POLITE	polite	0.927	0.378	0.562	13280
3302	QUARREL (VERB)	argue	0.093	0.798	0.525	927
3303	PICTURE (PAINTING)	painting	0.792	0.324	0.333	12464
3304	PICTURE (PHOTOGRAPH)	photo	0.729	0.327	0.431	12983
331	HEADDRESS	headdress	0.594	0.408	0.443	8158
3313	JACKAL	jackal	0.333	0.582	0.436	9609
3314	LYNX	lynx	0.510	0.590	0.567	10544
3317	ELM	elm	0.510	0.345	0.321	5753
332	RAG	rag	0.255	0.226	0.180	14154
3320	SNARE (TRAP)	snare	0.229	0.850	0.466	16301
3325	PEARL	pearl	0.905	0.425	0.642	12726
3327	AUTUMN OR HARVEST SEASON	harvest	0.781	0.353	0.548	8114
3329	YEARLING (HORSE)	yearling	0.510	0.348	0.518	19901
3333	BELIEF (RELIGIOUS)	belief	0.896	0.375	0.656	1589
3334	RITE	rite	0.378	0.570	0.606	15037
3336	FUNERAL	funeral	0.073	0.380	0.393	7264
3349	WRISTWATCH	wristwatch	0.771	0.338	0.308	19860
3353	SIEVE (TOOL)	sieve	0.459	0.250	0.333	15997
3356	INCENSE	incense	0.698	0.275	0.328	8962
3357	CUPBOARD	cupboard	0.553	0.200	0.304	4244
336	PADLOCK	padlock	0.459	0.284	0.457	12439
3361	OFFICIAL	official	0.646	0.565	0.833	12073
3368	POWDER	powder	0.521	0.250	0.194	13425
337	PITCHFORK	pitchfork	0.312	0.580	0.529	13101
3375	PATIENT (SICK PERSON)	patient	0.583	0.193	0.340	12670
3376	ROBBER	robber	0.135	0.772	0.481	15068
3377	EMPEROR	emperor	0.651	0.704	0.962	5817
338	RAKE	rake	0.410	0.286	0.314	14186
3380	HUNTING DOG	hound	0.417	0.528	0.582	8559
3382	PEACOCK	peacock	0.786	0.449	0.458	12720
3384	WEASEL	weasel	0.408	0.317	0.337	19518
3385	ALUMINIUM	aluminum	0.449	0.280	0.434	556
3386	SULPHUR	sulphur	0.260	0.450	0.233	17258
3388	PLACENTA	placenta	0.375	0.433	0.443	13121
3389	MEASLES	measles	0.092	0.635	0.422	10861
3396	BUILDING	building	0.705	0.288	0.673	2256
3399	WAREHOUSE	warehouse	0.721	0.365	0.446	19432
34	STAIRS	stairs	0.510	0.439	0.342	16769
340	LASSO	lasso	0.438	0.460	0.339	10001
3401	HENHOUSE	coop	0.612	0.445	0.650	3856
3403	HORSE BARN	stable	0.725	0.204	0.735	16750
3404	TILE	tile	0.429	0.245	0.348	17981
3405	RULER	ruler	0.440	0.400	0.631	15185
3406	MERCHANDISE	goods	0.888	0.396	0.726	7635
3407	FILE (TOOL)	file	0.480	0.316	0.463	6674
341	SICKLE	sickle	0.427	0.585	0.370	15979
342	HAY	hay	0.469	0.212	0.343	8144
3423	DRILL	drill	0.250	0.602	0.573	5450
3424	SHEATH	sheath	0.460	0.314	0.342	15824
3425	JOKE	joke	0.704	0.610	0.316	9700
3426	SURNAME	surname	0.670	0.250	0.493	17366
3427	DIRECTION	direction	0.719	0.330	0.684	4959
3429	COMPARE	compare	0.552	0.408	0.524	3423
343	VINE	vine	0.531	0.292	0.405	19270
344	TREE TRUNK	trunk	0.271	0.167	0.404	18400
3446	PINK	pink	0.806	0.269	0.471	13064
345	SAP	sap	0.470	0.298	0.258	15320
3455	COMMEND	praise	0.776	0.387	0.658	13444
3458	SILENCE	silence	0.438	0.200	0.223	16013
3460	BEACH	beach	0.885	0.529	0.455	1504
3466	DANGEROUS	dangerous	0.020	0.941	0.658	4357
3468	KINDNESS	kindness	0.938	0.350	0.508	9849
3469	LEVEL	level	0.622	0.277	0.491	10176
347	SORGHUM	sorghum	0.469	0.358	0.420	16470
3470	LIAR	liar	0.042	0.606	0.339	10188
3471	OBLIGATION (DUTY)	duty	0.583	0.579	0.651	5555
3475	SUFFICE	suffice	0.643	0.326	0.504	17233
352	UNTIE	untie	0.542	0.463	0.472	18935
353	STRIKE	strike	0.271	0.811	0.571	17056
3533	ONE MILLION	million	0.776	0.647	0.812	11087
3534	BEG	beg	0.292	0.608	0.328	1567
3535	BE DEFEATED	defeated	0.104	0.582	0.145	4517
354	POUND	pound	0.570	0.337	0.443	13417
3545	WATERY	watery	0.367	0.461	0.292	19489
355	CUT DOWN	fell	0.255	0.462	0.250	6587
3551	FETCH	fetch	0.479	0.363	0.491	6626
3552	GREET	greet	0.885	0.539	0.618	7791
3554	GOODBYE	farewell	0.130	0.500	0.591	6491
356	SHEARS	scissors	0.458	0.462	0.302	15464
359	POTTER	potter	0.573	0.417	0.482	13411
3599	BILLION	billion	0.719	0.564	0.782	1708
3602	TRILLION	trillion	0.592	0.420	0.623	18340
3608	WARRIOR	warrior	0.458	0.863	0.915	19453
361	PEG	peg	0.520	0.357	0.393	12764
3614	PANT	pant	0.448	0.463	0.409	12511
3615	BLEED	bleed	0.041	0.843	0.346	1807
3616	FAINT (PASS OUT)	faint	0.063	0.429	0.167	6429
3617	STUMBLE	stumble	0.153	0.716	0.259	17103
362	STRING	string	0.385	0.398	0.445	17061
3620	SLEEPY	sleepy	0.604	0.125	0.250	16176
3621	DISABLED PERSON	cripple	0.094	0.392	0.161	4123
3624	LEPROSY	leprosy	0.130	0.670	0.349	10155
3625	HEADACHE	headache	0.168	0.755	0.273	8155
3626	KNOW	know	0.765	0.361	0.704	9894
3628	HONOR (SOMEBODY)	honor	0.896	0.587	0.857	8477
3629	HESITATE	hesitate	0.459	0.548	0.232	8318
363	DWELL (LIVE, RESIDE)	dwell	0.698	0.245	0.611	5559
3630	PLAN	plan	0.646	0.540	0.733	13131
3631	PRETEND	pretend	0.490	0.528	0.542	13585
3632	GENEROUS	generous	1.000	0.410	0.810	7426
3633	CURIOUS	curious	0.635	0.600	0.483	4257
3634	STUBBORN	stubborn	0.157	0.702	0.575	17087
3635	ADULT	adult	0.815	0.491	0.787	282
3638	ASSEMBLE (GET TOGETHER)	assemble	0.542	0.570	0.750	1040
3639	AVOID	avoid	0.427	0.442	0.415	1236
3640	GOSSIP	gossip	0.173	0.765	0.245	7655
3642	COMPLAIN	complain	0.143	0.682	0.360	3449
3643	AGREE	agree	0.906	0.260	0.545	407
3644	AGREEMENT	agreement	0.760	0.440	0.736	411
3645	PERSUADE	persuade	0.620	0.618	0.709	12904
3646	PROVERB	proverb	0.714	0.260	0.518	13847
3647	TICKLE (SOMEBODY)	tickle	0.760	0.727	0.342	17963
3648	SERVE (SOMEONE)	serve	0.622	0.400	0.384	15728
3649	PUNISH	punish	0.061	0.808	0.610	13961
365	SPLASH	splash	0.521	0.412	0.281	16642
3651	MUSH (FOOD)	mush	0.500	0.311	0.125	11508
3657	GRANARY	barn	0.510	0.452	0.425	1419
3658	BELLOWS	bellows	0.458	0.515	0.429	1603
3659	POLISH (SOMETHING)	polish	0.604	0.412	0.533	13278
366	LIMP	limp	0.393	0.440	0.172	10266
3664	INHERIT	inherit	0.745	0.546	0.694	9210
3665	TRAVEL	travel	0.931	0.689	0.535	18275
3666	WANDER	wander	0.427	0.417	0.330	19414
3667	LOST	lost	0.199	0.663	0.148	10439
367	RIDE	ride	0.806	0.465	0.472	14983
3670	PLUNDER	plunder	0.125	0.894	0.574	13227
3673	MOURNING	mourning	0.177	0.490	0.266	11428
3674	ANTELOPE	antelope	0.542	0.510	0.500	739
3675	ZEBRA	zebra	0.567	0.448	0.314	19946
3676	SHREW	shrew	0.306	0.463	0.390	15939
3677	MONGOOSE	mongoose	0.327	0.380	0.546	11296
3679	GROWL	growl	0.194	0.764	0.482	7857
3681	PARTRIDGE	partridge	0.583	0.415	0.250	12624
3684	PECK	peck	0.202	0.530	0.321	12733
3685	HISS	hiss	0.388	0.480	0.370	8383
3687	DESERT	desert	0.469	0.279	0.389	4722
3688	MARSH	marsh	0.302	0.358	0.277	10756
3689	BUBBLE	bubble	0.774	0.213	0.364	2222
369	OWE	owe	0.500	0.429	0.386	12406
3695	MOVEMENT	movement	0.656	0.654	0.658	11440
3697	DIP	dip	0.516	0.583	0.397	4948
370	BARTER	barter	0.465	0.559	0.596	1440
3700	LENGTHEN	lengthen	0.619	0.481	0.566	10143
3701	HOLLOW	hollow	0.300	0.337	0.222	8426
3702	SLIPPERY	slippery	0.219	0.740	0.343	16209
3703	STICKY	sticky	0.385	0.569	0.292	16913
3704	ODOR (SMELL)	odor	0.337	0.363	0.404	12054
3707	BEIGE	beige	0.490	0.222	0.224	1585
3709	BRILLIANT	brilliant	0.939	0.575	0.923	2164
3712	RAINCOAT	raincoat	0.458	0.300	0.525	14174
3714	LARYNX	larynx	0.460	0.420	0.402	9996
3716	OVARY	ovary	0.469	0.399	0.280	12326
3717	BADGER	badger	0.344	0.429	0.357	1312
3719	MARMOT	groundhog	0.385	0.324	0.377	7844
3721	FINCH	finch	0.438	0.444	0.358	6703
3722	FLAMINGO	flamingo	0.667	0.451	0.482	6796
3723	NIGHTINGALE	nightingale	0.740	0.340	0.496	11763
3725	AVOCADO	avocado	0.677	0.255	0.287	1235
3726	BROCCOLI	broccoli	0.469	0.200	0.283	2184
3727	CELERY	celery	0.396	0.147	0.223	2710
3729	LETTUCE	lettuce	0.594	0.163	0.291	10173
3730	APRICOT	apricot	0.708	0.320	0.278	876
3733	FERRY	ferry	0.604	0.509	0.389	6613
3734	CHIMPANZEE	chimp	0.394	0.588	0.345	2932
3740	WHIRLWIND	whirlwind	0.417	0.915	0.670	19614
3743	BRASS	brass	0.500	0.320	0.490	2097
3744	INTERPRETER	interpreter	0.708	0.461	0.596	9432
3746	VASE	vase	0.638	0.225	0.215	19115
3747	SHAPE	shape	0.592	0.240	0.422	15801
375	SNIFF	sniff	0.396	0.500	0.318	16317
3750	KHAKI	khaki	0.594	0.252	0.278	9816
3752	LILAC	lilac	0.688	0.180	0.357	10251
3753	MAGENTA	magenta	0.635	0.275	0.415	10575
3754	TRANSPARENT	transparent	0.542	0.330	0.667	18250
3755	MOUNTAINOUS	mountainous	0.635	0.519	0.612	11423
3756	FLORAL	floral	0.833	0.235	0.264	6873
3758	WINDY	windy	0.330	0.541	0.528	19692
3759	FOGGY	foggy	0.354	0.337	0.302	6926
376	FRAGRANT	fragrant	0.615	0.598	0.613	7101
3760	THUNDERY	thunderbolt	0.418	0.719	0.642	17947
3761	EMOTIONAL	emotional	0.779	0.714	0.526	5812
3762	SAFE	safe	0.898	0.306	0.759	15245
377	LOUD	loud	0.573	0.650	0.870	10446
3777	CATFISH	catfish	0.458	0.337	0.296	2662
378	PINCH	pinch	0.340	0.632	0.339	13056
3780	PET	pet	0.875	0.327	0.305	12927
379	BLUNT	dull	0.194	0.120	0.185	5519
3796	ALBATROSS	albatross	0.500	0.445	0.527	463
3797	OSTRICH	ostrich	0.592	0.382	0.241	12265
3798	STINGER	stinger	0.279	0.625	0.508	16934
38	SPREAD OUT	spread	0.570	0.583	0.651	16697
380	WRINKLED	wrinkled	0.271	0.402	0.200	19857
3800	IVORY	ivory	0.625	0.235	0.566	9605
3801	DATE (FRUIT)	date	0.604	0.231	0.400	4384
3802	FERN	fern	0.602	0.240	0.290	6609
3803	RASPBERRY	raspberry	0.735	0.336	0.291	14229
3804	GRAPEFRUIT OR POMELO	grapefruit	0.521	0.281	0.282	7720
3807	EYEBALL	eyeball	0.526	0.422	0.420	6381
3808	JUNGLE	jungle	0.500	0.510	0.481	9753
3809	SCREAM (PRODUCE A CRY)	scream	0.188	0.863	0.594	15504
381	BLAME	blame	0.115	0.640	0.309	1788
3812	COWARDLY	cowardly	0.102	0.385	0.127	4017
3813	DISOBEDIENT	disobedient	0.276	0.706	0.353	5114
3814	HANDSOME	handsome	0.890	0.600	0.682	8039
3815	ALMOND	almond	0.698	0.183	0.314	531
382	GOVERN	govern	0.573	0.702	0.980	7662
3821	BROOK	brook	0.594	0.347	0.412	2199
383	MASTER	master	0.694	0.490	0.849	10791
3837	ASTRINGENT	astringent	0.316	0.500	0.474	1090
384	FREEMAN	freeman	0.823	0.454	0.618	7137
3840	CRANBERRY	cranberry	0.793	0.330	0.363	4047
3841	WINDMILL	windmill	0.773	0.412	0.412	19687
3844	CONTEMPT	contempt	0.206	0.635	0.396	3742
3845	DISAPPOINTMENT	disappointment	0.115	0.490	0.336	4984
3846	EXCITEMENT	excitement	0.896	0.684	0.731	6201
3848	SURPRISE (FEELING)	surprise	0.875	0.875	0.562	17369
3849	TRIUMPH	triumph	0.969	0.798	0.926	18360
385	RESPECT (SOMEBODY)	respect	0.927	0.344	0.758	14815
3854	SADNESS	sadness	0.052	0.288	0.164	15243
3855	ITCH (CAUSE ITCHING OR FEEL ITCHY)	itch	0.319	0.610	0.465	9594
3857	EGGSHELL	eggshell	0.408	0.269	0.212	5679
3858	CONFUSED	confused	0.220	0.650	0.179	3616
3859	MIDWIFE	midwife	0.531	0.570	0.453	11057
3860	POSSESSIONS	belongings	0.592	0.380	0.750	1608
3861	FAIL	fail	0.177	0.578	0.154	6425
3866	ABORTION	abortion	0.082	0.770	0.283	46
3867	ALCOHOLIC (PERSON)	alcoholic	0.153	0.688	0.361	468
3869	ANXIOUS	anxious	0.281	0.875	0.434	779
387	SLING	sling	0.417	0.423	0.404	16202
3870	RUSTY	rusty	0.271	0.345	0.231	15217
3871	MURDERER	assassin	0.073	0.933	0.632	1034
3872	BLOND	blond	0.590	0.490	0.490	1848
3873	CHOCOLATE	chocolate	0.885	0.480	0.418	2954
3874	KNOWLEDGE	knowledge	0.847	0.430	0.896	9897
3875	CRIMINAL	criminal	0.021	0.830	0.529	4118
3876	DENTIST	dentist	0.479	0.620	0.642	4651
3877	DEPRESSION	depression	0.031	0.520	0.232	4692
3878	DIAMOND	diamond	0.910	0.606	0.769	4854
3879	IMAGINE	imagine	0.759	0.480	0.587	8786
3881	PISTOL	pistol	0.170	0.900	0.677	13095
3883	NOISY	noisy	0.271	0.812	0.561	11814
3885	IMPATIENT	impatient	0.250	0.708	0.429	8835
3886	TARANTULA	tarantula	0.260	0.718	0.544	17618
3888	SKUNK	skunk	0.284	0.491	0.380	16137
3892	ACQUIRE (SOMETHING)	acquire	0.833	0.468	0.700	169
3893	AFFORD	afford	0.571	0.580	0.575	351
3894	ATTACH	attach	0.520	0.363	0.559	1124
3895	DETECT	detect	0.531	0.520	0.565	4776
3896	ROAR	roar	0.427	0.816	0.675	15063
3897	NATURE	nature	0.857	0.184	0.643	11609
39	KEEN	keen	0.823	0.719	0.806	9793
390	PUNISHMENT	punishment	0.083	0.825	0.536	13965
3902	TRUST (SOMEBODY)	trust	0.888	0.547	0.741	18402
3903	SYMPATHIZE	sympathize	0.770	0.627	0.644	17489
3904	ENCOUNTER (MEET)	encounter	0.865	0.702	0.689	5860
391	BLESS	bless	0.929	0.269	0.588	1816
3914	TURQUOISE	turquoise	0.786	0.226	0.357	18468
3915	PRIDE	pride	0.729	0.634	0.848	13612
3916	PLEASURE	pleasure	0.939	0.740	0.682	13188
3917	DEVIL	devil	0.161	0.900	0.611	4820
392	MAGIC	magic	0.868	0.663	0.578	10577
393	CIRCUMCISION	circumcision	0.327	0.657	0.528	3031
394	SHAMAN (FOLK HEALER)	shaman	0.490	0.531	0.604	15791
3947	HONEYCOMB	honeycomb	0.541	0.417	0.412	8472
3948	SHOTGUN	shotgun	0.200	0.868	0.684	15920
395	PILL	pill	0.573	0.407	0.368	13045
3951	PANDA	panda	0.646	0.194	0.406	12495
3952	REFRIGERATOR	refrigerator	0.677	0.260	0.391	14495
3953	CHARITY	charity	0.920	0.284	0.551	2826
3954	FRIENDSHIP	friendship	0.958	0.343	0.694	7174
3955	HOSTILITY	hostility	0.122	0.775	0.465	8549
3956	DISPUTE	dispute	0.219	0.750	0.585	5155
3957	SYSTEM	system	0.615	0.346	0.764	17519
3958	SOCIETY	society	0.674	0.464	0.782	16379
3959	RELATIONSHIP	relationship	0.867	0.566	0.589	14583
3960	IDENTITY	identity	0.663	0.360	0.780	8732
3961	TEAM	team	0.708	0.461	0.688	17664
3962	DISCIPLINE	discipline	0.615	0.471	0.806	5009
3963	SCENERY	scenery	0.745	0.253	0.592	15421
3964	SPLENDOR	splendor	0.927	0.612	0.850	16647
3965	TRAUMA	trauma	0.112	0.792	0.453	18272
3966	CONCEPT	concept	0.573	0.265	0.632	3518
3967	CONTENT	content	0.764	0.296	0.559	3748
3968	EFFECT	effect	0.570	0.518	0.608	5658
3969	RESULT	result	0.812	0.490	0.652	14857
3970	PROCESS	process	0.510	0.471	0.615	13680
3971	METHOD	method	0.640	0.275	0.698	11010
3972	EXCITED	excited	0.908	0.931	0.709	6200
3973	DEPRESSED	depressed	0.024	0.445	0.136	4690
3974	UNHAPPY	unhappy	0.112	0.500	0.155	18756
3975	NERVOUS	nervous	0.235	0.820	0.213	11689
3976	EXPLODE	explode	0.277	0.885	0.773	6301
3977	SHINY	shiny	0.885	0.604	0.787	15860
3978	COMPANION	companion	0.770	0.377	0.618	3416
398	PIERCE	pierce	0.365	0.670	0.611	13028
4	COURTYARD	courtyard	0.503	0.365	0.355	4001
40	ENVY	envy	0.240	0.704	0.427	5991
404	ALCOHOL (FERMENTED DRINK)	alcohol	0.323	0.667	0.377	467
41	IGNORE	ignore	0.146	0.230	0.295	8755
410	YAM	yam	0.500	0.206	0.152	19884
411	GOURD	gourd	0.427	0.271	0.289	7659
419	SEVERE	severe	0.164	0.735	0.635	15756
42	STINKING	stinky	0.092	0.558	0.176	16940
420	FOREST	forest	0.729	0.270	0.435	7008
421	RETREAT	retreat	0.500	0.519	0.312	14894
425	BE LATE	delayed	0.188	0.490	0.216	4574
43	LEAD (GUIDE)	lead	0.323	0.657	0.455	10065
430	TWIST	twist	0.375	0.469	0.337	18501
44	INJURE	injure	0.177	0.710	0.364	9231
446	LOWER ARM	forearm	0.469	0.304	0.509	6983
449	CORN FIELD	cornfield	0.719	0.310	0.349	3895
45	EVIL	evil	0.040	0.827	0.545	6153
460	BREAK (OF ROPE)	snap	0.344	0.517	0.352	16297
470	POSSUM	possum	0.408	0.471	0.306	13380
471	UPPER LEG (THIGH)	thigh	0.469	0.433	0.588	17875
472	PELICAN	pelican	0.573	0.391	0.380	12768
474	DRESS	dress	0.760	0.300	0.345	5439
476	CUP	cup	0.615	0.167	0.231	4243
477	LATE	late	0.245	0.358	0.315	10006
478	LIP	lip	0.541	0.348	0.443	10292
479	GROW	grow	0.914	0.615	0.755	7856
48	BE SILENT	silent	0.469	0.125	0.280	16015
480	PLATE	plate	0.583	0.245	0.366	13153
481	DISH	dish	0.552	0.255	0.264	5071
482	NOBLE	noble	0.906	0.345	0.610	11800
483	COMPOUND	compound	0.635	0.385	0.735	3482
484	CONDEMN	condemn	0.102	0.793	0.625	3548
485	DISAPPEAR	disappear	0.143	0.441	0.350	4978
486	MINISTER	minister	0.547	0.441	0.892	11119
487	SHY	shy	0.280	0.153	0.132	15969
488	MANNER	manner	0.618	0.250	0.320	10697
489	KIDNEY	kidney	0.448	0.363	0.380	9833
49	REFUSE	refuse	0.180	0.520	0.331	14502
490	DESCENDANTS	descendant	0.684	0.420	0.625	4713
491	CENTER	center	0.643	0.231	0.431	2734
492	THREE	three	0.653	0.225	0.377	17911
493	FIVE	five	0.510	0.221	0.298	6767
494	FLIRT	flirt	0.792	0.790	0.538	6858
495	REVENGE	avenge	0.073	0.867	0.559	1220
496	CUCUMBER	cucumber	0.490	0.235	0.237	4216
497	SCAR	scar	0.146	0.500	0.397	15400
5	GAZELLE	gazelle	0.669	0.448	0.460	7397
500	CRUEL	cruel	0.122	0.866	0.391	4177
501	LIFT	lift	0.704	0.518	0.656	10227
503	FROG	frog	0.439	0.311	0.150	7190
504	LEARN	learn	0.833	0.643	0.829	10082
506	MAIZE	corn	0.594	0.196	0.292	3887
507	MELON	melon	0.461	0.231	0.271	10918
508	PERIOD	period	0.396	0.324	0.588	12844
509	CERTAIN	certain	0.760	0.358	0.673	2755
51	SORE	sore	0.094	0.650	0.224	16466
518	SPARK	spark	0.688	0.745	0.529	16534
52	SHIVER	shiver	0.260	0.765	0.236	15877
522	WOLF	wolf	0.448	0.712	0.630	19753
523	BACK OF HEAD	rear	0.459	0.520	0.284	14296
526	HOWL	howl	0.357	0.646	0.407	8579
528	DREADFUL	dreadful	0.092	0.786	0.348	5425
53	SPIRIT	spirit	0.786	0.370	0.621	16632
530	FRECKLE	freckle	0.542	0.396	0.254	7129
533	GLUTTON	glutton	0.438	0.519	0.384	7575
534	HUMP	hump	0.296	0.462	0.250	8624
535	INFLATED	inflated	0.303	0.431	0.617	9160
539	NEST	nest	0.687	0.221	0.333	11694
54	SHRINK	shrink	0.385	0.453	0.272	15945
540	PALATE	palate	0.625	0.350	0.358	12472
541	POETRY	poetry	0.697	0.235	0.629	13252
543	SHUTTLE	shuttle	0.531	0.591	0.547	15967
544	SPICY	spicy	0.440	0.733	0.610	16610
545	SPRUCE	spruce	0.604	0.288	0.380	16708
547	SURFACE	surface	0.448	0.375	0.604	17357
55	WHISPER	whisper	0.490	0.225	0.265	19620
550	DILUTE	dilute	0.275	0.192	0.349	4920
554	HINDER	hinder	0.276	0.537	0.470	8369
557	OFFEND	offend	0.094	0.804	0.333	12061
56	BAD LUCK	misfortune	0.094	0.780	0.311	11161
568	RISE (MOVE UPWARDS)	rise	0.667	0.593	0.745	15032
569	SPOIL (BECOME SPOILED)	rot	0.031	0.558	0.301	15120
571	STING	sting	0.163	0.651	0.373	16933
573	SWAY	sway	0.690	0.596	0.721	17423
575	TREAD	tread	0.510	0.520	0.426	18285
576	DANDRUFF	dandruff	0.398	0.298	0.293	4354
577	FOREFINGER	forefinger	0.510	0.254	0.370	6990
578	KISS	kiss	0.967	0.813	0.630	9863
579	BATTLE	battle	0.365	0.945	0.868	1487
58	LIQUID	liquid	0.562	0.235	0.307	10298
580	FUR	fur	0.583	0.392	0.315	7270
581	COME BACK	return	0.602	0.412	0.463	14907
582	LEND	lend	0.520	0.461	0.508	10139
584	DIFFICULT	difficult	0.235	0.700	0.508	4894
585	BOOT	boot	0.438	0.650	0.625	1997
586	GARDEN	garden	0.770	0.230	0.456	7353
587	ANT	ant	0.448	0.216	0.216	732
588	BROKEN	broken	0.062	0.500	0.293	2188
589	CLOSED	closed	0.240	0.164	0.318	3168
59	ELECTRICITY	electricity	0.698	0.810	0.733	5717
590	NAKED	naked	0.323	0.885	0.288	11566
592	PISS	urinate	0.360	0.500	0.353	19015
593	POTATO	potato	0.541	0.235	0.265	13400
594	PIECE	piece	0.646	0.245	0.367	13023
595	GROUNDNUT (PEANUT)	peanut	0.646	0.202	0.246	12723
596	POSTAGE STAMP	stamp	0.438	0.327	0.441	16783
597	PHYSICIAN	doctor	0.700	0.531	0.861	5276
