CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	ENGLISH_HUMOR_MEAN	ENGLISH_HUMOR_MEAN_MALE	ENGLISH_HUMOR_MEAN_FEMALE	ENGLISH_HUMOR_MEAN_YOUNG	ENGLISH_HUMOR_MEAN_OLD	LINE_IN_SOURCE
2425	PROBLEM	problem	1.878787879	1.416666667	2.142857143	1.8125	1.941176471	3250
2426	CLIMATE	climate	2.206896552	2.142857143	2.266666667	1.785714286	2.6	779
2427	FUTURE	future	2.422222222	2.318181818	2.52173913	2.2	2.6	1654
2429	LOGIC	logic	2.096774194	2.2	2	2.307692308	1.944444444	2430
2430	OFFICE	office	1.96	2.083333333	1.846153846	2.083333333	1.846153846	2855
2432	MARRIAGE	marriage	2.695652174	2.75	2.666666667	2.538461538	2.9	2527
2446	SLOTH	sloth	2.941176471	2.705882353	3.176470588	2.944444444	2.9375	3934
2449	FAT (OF MEAT AND FOOD)	fatty	3.433333333	4	3.105263158	3.5	3.375	1422
2452	PURPLE	purple	2.15625	2.066666667	2.235294118	2	2.263157895	3311
2454	SIXTEEN	sixteen	1.774193548	2.25	1.473684211	1.777777778	1.769230769	3884
2459	GRINDSTONE	grindstone	2.157894737	1.882352941	2.380952381	2.391304348	1.8	1829
246	THRUST	thrust	3	3.066666667	2.958333333	3.090909091	2.882352941	4465
2460	DINGO	dingo	3.682926829	3.533333333	3.769230769	3.7	3.666666667	1164
2465	DISGUST	disgust	1.75	1.923076923	1.666666667	1.736842105	1.769230769	1178
2466	WEIGHT	weight	2.296296296	2.4	2.235294118	2.214285714	2.384615385	4851
2467	GAME	game	2.590909091	2.857142857	2.466666667	2.692307692	2.444444444	1672
2468	BAG	bag	2.636363636	2.75	2.529411765	2.875	2.411764706	152
2471	LADY	lady	2.553191489	2.333333333	2.730769231	2.545454545	2.56	2287
2477	YAK	yak	3.818181818	3.777777778	3.833333333	3.857142857	3.75	4968
2483	COLD (OF WEATHER)	cool	2.464285714	2.2	2.611111111	2.5	2.428571429	913
2486	HIDE	hide	2.205882353	2.25	2.166666667	2.368421053	2	2002
249	FOG	mist	2.37037037	2.4	2.333333333	2.230769231	2.5	2632
2493	BOIL	boil	2.206896552	2.285714286	2.133333333	2.166666667	2.272727273	376
25	DIRT	filth	2.166666667	2.444444444	2.047619048	2.666666667	1.416666667	1466
2500	GINGER	ginger	3.205882353	3.043478261	3.545454545	2.833333333	3.625	1724
2501	RICE HUSK	husk	2.242424242	2.35	2	2.176470588	2.3125	2098
2505	BEDROOM	bedroom	2.451612903	2.545454545	2.4	2.357142857	2.529411765	237
2506	LOOSE	slack	2.344827586	2.153846154	2.5	2.4375	2.230769231	3903
2509	EXCHANGE	swap	2.703703704	2.333333333	3.166666667	2.6875	2.727272727	4306
2512	CHICK	chick	3	3.071428571	2.952380952	2.894736842	3.125	701
2514	SPOUSE	spouse	2.382352941	2.125	2.461538462	2.555555556	2.1875	4098
2519	SEEING (VISUAL SENSE)	sight	2.243243243	2.230769231	2.25	2.3	2.176470588	3860
2521	FEELING (HAPTIC SENSE)	feeling	2.195121951	2.133333333	2.230769231	2.391304348	1.944444444	1436
2526	POWER	power	2.696969697	2.666666667	2.714285714	2.733333333	2.666666667	3201
2531	BROAD	broad	2.71875	2.5	2.85	3	2.526315789	474
2534	DEPTH	depth	2.033333333	1.75	2.357142857	2.058823529	2	1135
2537	LENGTH	length	1.916666667	2.117647059	1.736842105	1.9	1.9375	2347
2539	PIT (POTHOLE)	pit	2.366666667	2.5	2.230769231	2.421052632	2.272727273	3093
2540	LIME (MATERIAL)	lime	2.296296296	2.1	2.411764706	2.461538462	2.142857143	2385
2542	HERB	herb	2.625	2.9375	2.3125	2.428571429	2.777777778	1992
2544	SHEPHERD	shepherd	2.56	2.090909091	2.928571429	2.692307692	2.416666667	3792
2547	CITY	city	2.0625	2.0625	2.0625	2.2	1.941176471	749
2548	BARREL	barrel	2.348837209	2.19047619	2.5	2.470588235	2.269230769	194
2549	VEHICLE	vehicle	2.225	2.2	2.25	2.222222222	2.230769231	4725
2554	PRINCE (RULER)	prince	2.566666667	2.571428571	2.5625	2.611111111	2.5	3237
256	FOOD	pizza	2.378378378	2.7	2.259259259	2.35	2.411764706	3099
2564	PIGLET	piglet	3.243243243	3.222222222	3.263157895	3.4	2.916666667	3072
2566	GELDING	gelding	2.655172414	2.8	2.555555556	2.5625	2.769230769	1706
2569	BUTCHER	butcher	2.025641026	2.130434783	1.875	2.25	1.666666667	546
257	WORSHIP	worship	2.03125	2	2.055555556	2.3125	1.75	4948
2570	BEEF	beef	2.55	2.3	2.633333333	2.736842105	2.380952381	241
2571	TRY (TEST)	test	1.64516129	1.533333333	1.75	1.785714286	1.529411765	4427
2572	SENSE (PERCEIVE BY SENSES)	sense	2.175	2.3125	2.130434783	1.947368421	2.380952381	3745
2578	PENCIL	pencil	2.15625	2.176470588	2.133333333	1.933333333	2.352941176	3021
2579	TOOTHBRUSH	toothbrush	1.961538462	2.1	1.875	1.785714286	2.166666667	4522
258	CALM	calm	2.333333333	2.142857143	2.411764706	2.125	2.4375	572
2584	BENCH	bench	2.12195122	2.052631579	2.181818182	2.157894737	2.090909091	260
2588	GLOBE	globe	2.441176471	2.733333333	2.210526316	2.263157895	2.666666667	1748
2589	WREATH	wreath	2.078947368	2.411764706	1.80952381	2.055555556	2.1	4953
2591	RHINOCEROS	rhino	2.633333333	2	3.055555556	2.714285714	2.5625	3504
2597	HARP	harp	1.962962963	1.875	2	1.923076923	2	1933
2604	NOOSE	noose	2.476190476	2.5	2.444444444	2.846153846	1.875	2813
2606	COMPASS	compass	2.655172414	2.384615385	2.875	2.75	2.538461538	866
2617	BULB	bulb	2.375	2	2.8125	2.222222222	2.571428571	513
2619	CARD	card	2.117647059	2	2.235294118	2	2.285714286	598
2620	CARRIAGE	carriage	1.96	2	1.933333333	2	1.923076923	607
2621	CURTAIN	curtain	2.161290323	2	2.357142857	2	2.5	1054
2622	ENGINE	engine	2.033333333	2	2.058823529	1.928571429	2.125	1335
2623	FLAG	flag	2.230769231	2.5	2.0625	2.083333333	2.357142857	1490
2624	FRAME	frame	1.897435897	2	1.851851852	2.05	1.736842105	1597
2625	MAP	map	2.233333333	2.375	2.181818182	2.230769231	2.235294118	2517
2626	NERVE	nerve	2.296296296	2.777777778	2.055555556	2.133333333	2.5	2771
2627	ORANGE (FRUIT)	orange	2.302325581	2.19047619	2.409090909	2.153846154	2.529411765	2879
2628	PLANT STEM	stalk	1.705882353	1.666666667	1.75	1.9	1.428571429	4145
2629	TRAY	tray	1.80952381	2.090909091	1.5	2.136363636	1.45	4583
2630	WHIP	whip	2.857142857	3.4	2.363636364	3.142857143	2.285714286	4874
2631	WIRE	wire	2.275	2.35	2.2	2.434782609	2.058823529	4917
2638	FISHING	fishing	2	2.35	1.65	2	2	1482
2640	LARVA	maggot	3.029411765	3.125	2.8	3.5	2.7	2481
2643	INK	ink	2.212121212	1.944444444	2.533333333	2.125	2.294117647	2129
265	FOWL	fowl	2.48	2.666666667	2.2	2.642857143	2.272727273	1591
2656	MIDNIGHT	midnight	2.325	2.25	2.4375	2.454545455	2.166666667	2593
2658	COAL	coal	1.9	1.857142857	1.9375	1.85	2	813
2664	SCAB	scab	2.214285714	2.285714286	2.153846154	2.4	2	3653
2665	WART	wart	2.37037037	2.555555556	2.352941176	2.833333333	2	4821
2666	SOLE (FOOT)	sole	2.25	2.533333333	2.047619048	2.176470588	2.315789474	4012
2667	TORSO	torso	1.65	1.857142857	1.538461538	1.555555556	1.727272727	4531
2669	POINT (WITH FINGER)	point	2.341463415	2.25	2.470588235	2.36	2.3125	3150
268	DRIBBLE	dribble	3.194444444	2.722222222	3.666666667	2.888888889	3.5	1250
27	AIR	air	2.088235294	2.117647059	2.058823529	2	2.166666667	34
270	JUG	jug	3.096774194	3.3125	2.866666667	3.153846154	3.055555556	2202
273	DOUGH	dough	2.208333333	2.75	2.052631579	2.363636364	2.076923077	1228
275	PEEL	peel	2.75	3.076923077	2.363636364	2.818181818	2.692307692	3012
2765	CHERRY	cherry	2.918918919	2.428571429	3.318181818	2.666666667	3.25	694
2769	PORK	pork	2.512820513	2.45	2.578947368	2.3125	2.652173913	3178
277	SPINDLE	spindle	2.6875	2.692307692	2.684210526	2.846153846	2.578947368	4072
2770	JACKET	jacket	2.193548387	2.333333333	2.105263158	2.181818182	2.2	2158
2771	SHAWL	shawl	2.392857143	2.333333333	2.461538462	2.538461538	2.266666667	3784
2772	KITCHEN KNIFE	chopper	2.454545455	2.444444444	2.461538462	2.615384615	2.222222222	722
2783	SCALES (MEASURE INSTRUMENT)	scale	2.15625	2.066666667	2.235294118	1.9375	2.375	3655
279	THATCH	thatch	2.620689655	2.615384615	2.625	2.941176471	2.166666667	4433
2805	BIRTH (ACCOUCHEMENT)	childbirth	2.258064516	2.727272727	2	2.3125	2.2	706
2806	BLACK MAN	negro	1.791666667	2.090909091	1.538461538	1.636363636	1.923076923	2769
281	POST	post	2	1.727272727	2.272727273	1.777777778	2.153846154	3188
2810	BREASTBONE	sternum	2.379310345	1.923076923	2.75	2.5	2.181818182	4191
2816	ECHO	echo	2.766666667	2.5	2.863636364	2.588235294	3	1310
2818	FORD (CROSSING)	ford	2.026315789	2	2.037037037	1.944444444	2.1	1565
2819	GRASSLAND	prairie	2.166666667	2.083333333	2.222222222	2	2.416666667	3204
2828	MOTH	moth	2.344827586	2.692307692	2.0625	2.375	2.307692308	2691
2830	OYSTERS	oyster	2.827586207	2.857142857	2.8	2.642857143	3	2912
2831	PENGUIN	penguin	2.866666667	3.111111111	2.761904762	2.647058824	3.153846154	3022
2836	STARLIGHT	starlight	2.488372093	2.555555556	2.44	2.25	2.789473684	4161
284	HOE	hoe	3.6	3.8	3.421052632	3.842105263	3.3125	2025
2845	SIZE (OF OBJECT)	size	2.069767442	2.466666667	1.857142857	1.884615385	2.352941176	3886
2848	MAY (MONTH)	May	2.115384615	2	2.214285714	2.090909091	2.133333333	2549
2860	BOLT (MOVE IN HASTE)	rush	2	2.1	1.933333333	2.1	1.933333333	3604
2863	DASH (OF VEHICLE)	dash	2.333333333	2.4	2.357142857	2.095238095	2.888888889	1093
2869	BOTHER (HARASS)	bother	2.115384615	2.666666667	1.95	2.357142857	1.833333333	410
287	CONE	cone	2.64516129	3.071428571	2.294117647	2.777777778	2.461538462	879
2871	SWING (MOVEMENT)	swing	2.625	2.25	2.85	2.642857143	2.611111111	4330
2877	RUSTLE (OF LEAVES)	rustle	2.411764706	2	2.666666667	2.357142857	2.45	3607
2879	SOUND (OF INSTRUMENT OR VOICE)	sound	2.375	2.7	2.19047619	2.315789474	2.461538462	4021
288	FORGE	forge	2.161290323	1.9375	2.4	2.444444444	2.045454545	1574
2881	URGE (SOMEONE)	urge	2.525	2.294117647	2.695652174	2.65	2.4	4697
2885	HERD (SOMETHING)	herd	2.714285714	2.9	2.64	2.75	2.695652174	1994
2887	THAW (DEW)	thaw	2	2.25	1.833333333	2.166666667	1.888888889	4434
2888	TINKLE	tinkle	3.962962963	4.3	3.764705882	3.944444444	4	4493
2889	TWINKLE	sparkle	3.0625	3.235294118	2.866666667	2.875	3.25	4047
2891	TIE UP (TETHER)	tether	2.40625	2.384615385	2.421052632	2.526315789	2.230769231	4428
2893	NOTICE (SOMETHING)	notice	2.290322581	2.461538462	2.166666667	2.416666667	2.210526316	2824
2894	TUMBLE (FALL DOWN)	tumble	2.40625	2.4375	2.375	2.375	2.4375	4643
2896	CAUSE TO (LET)	let	2.052631579	2.266666667	1.913043478	2.052631579	2.052631579	2354
2897	CHIME (ACTION)	chime	2.146341463	2.214285714	2.111111111	2.384615385	1.733333333	709
2899	JOG (SOMETHING)	jog	2.371428571	2.071428571	2.571428571	2.235294118	2.5	2191
2902	BRAWL (FIGHT)	brawl	2.243243243	2.125	2.333333333	2.35	2.117647059	440
2903	CHAT (WITH SOMEBODY)	chat	2.413043478	2.5	2.346153846	2.230769231	2.65	674
2907	ROT	decay	1.8125	1.416666667	2.05	1.857142857	1.777777778	1114
292	RUG	carpet	2.3	2.733333333	2.04	2.222222222	2.363636364	606
2929	BENEFIT	profit	2.375	2.25	2.458333333	2.2	2.55	3256
2930	BOSS	boss	2.296296296	2.416666667	2.2	2.055555556	2.777777778	409
2931	BUSINESS	business	2.068965517	2.0625	2.076923077	2.25	1.846153846	542
2932	COLD (CHILL)	chill	2.1875	2.153846154	2.210526316	2.117647059	2.266666667	708
2934	CUCKOO	cuckoo	3.743589744	3.769230769	3.730769231	4	3.583333333	1036
2935	CURRENT (STREAM)	current	2.083333333	2.066666667	2.095238095	1.9	2.3125	1052
2937	FAIRY TALE	tale	1.958333333	2.444444444	1.666666667	1.416666667	2.5	4363
2939	FLOCK (OF ANIMALS)	flock	2.483870968	1.777777778	2.772727273	2.444444444	2.538461538	1521
2940	GATE	gate	1.805555556	1.642857143	1.909090909	1.857142857	1.772727273	1693
2947	DAMAGE (INJURY)	damage	1.575757576	1.733333333	1.470588235	1.6875	1.470588235	1077
2948	GAP (DISTANCE)	gap	2.392857143	2.615384615	2.2	2.277777778	2.6	1679
2949	LAIR	den	2.166666667	2	2.25	2.136363636	2.214285714	1131
2950	MEANING	meaning	2.181818182	2.4	2	2	2.5	2558
2951	POUCH	pouch	2.666666667	2.363636364	2.8	3.066666667	2.380952381	3195
2952	SLAB	slab	2.578947368	2.736842105	2.5	2.761904762	2.352941176	3902
2953	SLEEVE	sleeve	1.974358974	1.666666667	2.130434783	2.071428571	1.92	3918
2954	SLICE	slice	2.466666667	2.363636364	2.526315789	2.444444444	2.5	3920
2955	STATE (POLITICS)	state	1.939393939	1.714285714	2.105263158	2	1.875	4165
2956	TUBE	tube	2.538461538	2.857142857	2.166666667	2.0625	2.869565217	4638
2958	LAUGHTER	laughter	3.214285714	2.545454545	3.647058824	3	3.461538462	2319
296	CROUCH	squat	3.285714286	3.375	3.230769231	3.111111111	3.416666667	4121
2961	MESSAGE	message	1.795454545	1.866666667	1.75862069	1.833333333	1.769230769	2583
2962	MOORLAND	moor	2.533333333	2.75	2.285714286	2.533333333	2.533333333	2674
2964	NEWS	news	1.833333333	1.722222222	1.944444444	1.785714286	1.863636364	2777
2965	PAW	paw	2.375	2.142857143	2.555555556	2.473684211	2.230769231	2997
2966	PERCH (FISH)	perch	2.272727273	2.307692308	2.25	1.944444444	2.666666667	3031
2968	REASON	tune	2.277777778	2.181818182	2.428571429	1.9375	2.55	4646
2970	RIDDLE	riddle	2.96969697	2.866666667	3.055555556	2.714285714	3.416666667	3512
2971	SIN	sin	1.825	1.875	1.791666667	1.708333333	2	3870
2974	SWARM (OF BIRDS)	swarm	2.432432432	2.6	2.37037037	2.466666667	2.409090909	4307
2975	THOUGHT	thought	2.25	2.714285714	2.058823529	2.583333333	1.916666667	4451
2977	WORKER	worker	2	2.272727273	1.884615385	2.111111111	1.894736842	4939
2978	DISTANCE	distance	1.885714286	1.7	1.96	1.9375	1.842105263	1185
298	SHRIEK	shriek	2.458333333	2	2.6875	2.266666667	2.777777778	3839
2981	ITEM	item	2.3125	2	2.588235294	2.133333333	2.470588235	2153
2982	GIFT	present	2.279069767	1.933333333	2.444444444	2.111111111	2.5625	3219
2984	HEAP	pile	2.678571429	2.384615385	2.933333333	2.705882353	2.636363636	3074
2985	HEIGHT	height	2.108108108	2.4	2	2.166666667	2	1980
2988	PATTERN	pattern	2.272727273	2.1875	2.352941176	2.533333333	2.055555556	2993
2989	FRINGE	fringe	2.709677419	2.642857143	2.764705882	2.75	2.666666667	1622
299	SCOLD	scold	1.78125	1.8	1.772727273	1.842105263	1.692307692	3678
2991	SKI	ski	2.193548387	2.545454545	1.894736842	2.3125	2.066666667	3891
2992	TIP (OF OBJECT)	tip	2.76	2.666666667	2.846153846	2.8125	2.666666667	4494
2993	STROKE (OF PEN)	stroke	2.121212121	2.666666667	1.916666667	2.136363636	2.090909091	4245
2995	TONE (MUSIC)	tone	2.458333333	2.666666667	2.333333333	2.692307692	2.181818182	4515
2996	WEALTH	wealth	2.348837209	2.523809524	2.181818182	2.136363636	2.571428571	4837
2998	DAMP	damp	2.125	2.266666667	2	1.894736842	2.461538462	1080
300	RATTLE	rattle	2.575757576	2.363636364	2.681818182	2.277777778	2.933333333	3408
3002	PRECIOUS	precious	2.884615385	2.666666667	3	2.642857143	3.166666667	3211
3003	SOLID	solid	2.333333333	2.375	2.285714286	2.235294118	2.461538462	4013
3006	SPACE (AVAILABLE)	space	1.945945946	2.055555556	1.842105263	1.904761905	2	4035
301	CHIEFTAIN	chief	2.214285714	1.9	2.388888889	2.222222222	2.2	703
3011	GRUB	grub	2.875	2.785714286	2.944444444	2.785714286	2.944444444	1853
3020	BREAK (BREAKING)	burst	2.594594595	2.5625	2.619047619	2.736842105	2.444444444	540
3028	GRAVEL	gravel	2.305555556	2.066666667	2.45	2.2	2.4375	1812
3032	STARFISH	starfish	2.5	2.6	2.448275862	2.318181818	2.681818182	4159
3049	COURAGE	courage	2.230769231	2	2.428571429	2.266666667	2.181818182	955
3053	TIGHT	tense	1.793103448	2	1.6	2.071428571	1.533333333	4417
3055	SWINDLE	cheat	2.225806452	2.384615385	2.111111111	1.941176471	2.571428571	679
3060	PHEASANT	pheasant	2.764705882	2.5	2.909090909	2.857142857	2.615384615	3049
3061	PHLEGM	phlegm	2.903225806	3.583333333	2.473684211	2.75	3.066666667	3051
3062	TURNIP	turnip	3.058823529	2.7	3.208333333	3.3125	2.833333333	4654
3064	RUST	stain	2.390243902	2.409090909	2.368421053	2.142857143	2.65	4139
3065	SADDLE	saddle	2.578947368	2.705882353	2.476190476	2.631578947	2.526315789	3612
3066	SCARF OR TURBAN	scarf	2.525	2.153846154	2.703703704	2.823529412	2.304347826	3665
3069	FALSE	fraud	1.906976744	2.214285714	1.75862069	2.173913043	1.6	1601
307	HAWK	kite	2.638888889	2.666666667	2.625	2.727272727	2.5	2262
3074	FIX	fix	2.102564103	2.333333333	2	2.238095238	1.944444444	1488
3076	SLOPE	hillside	2	2	2	2.055555556	1.923076923	2011
3080	SPLIT OPEN	crack	2.689655172	2.615384615	2.75	2.555555556	2.909090909	971
3083	BALLOON	balloon	2.75	2.444444444	2.933333333	2.181818182	3.230769231	162
3084	BLACKBOARD	blackboard	2.04	2.4	1.8	2	2.071428571	303
3085	CARROT	carrot	2.551724138	2.444444444	2.6	2.6	2.5	609
3087	PACIFIER	dummy	3.25	2.916666667	3.45	3.4	3	1282
3089	GIRAFFE	giraffe	3.096774194	2.733333333	3.4375	2.875	3.333333333	1726
3090	GUITAR	guitar	2.027027027	1.578947368	2.5	2.136363636	1.866666667	1868
3091	LEMON	lemon	2.416666667	2.578947368	2.235294118	2.3	2.5625	2346
3093	LIPSTICK	lipstick	2.484848485	3	2.105263158	2.384615385	2.55	2400
3095	POSTMAN	postman	2.045454545	2.4375	1.821428571	1.588235294	2.333333333	3190
3098	SNOWMAN	snowman	2.815789474	2.952380952	2.647058824	2.777777778	2.85	3990
3099	SOFA	couch	2.323529412	2.5	1.857142857	2.368421053	2.266666667	942
31	PAN	pan	2.318181818	2.333333333	2.25	2.142857143	2.4	2941
3102	TANK	tank	2.114285714	2.076923077	2.136363636	1.789473684	2.5	4374
3106	WARDROBE	wardrobe	2.088235294	2	2.166666667	2.346153846	1.25	4810
3110	CLAP	clap	2.693877551	2.631578947	2.733333333	2.72	2.666666667	755
3111	CONDUCT	conduct	1.897435897	2.285714286	1.68	1.75	2.052631579	878
3114	GRATE (SOMETHING)	grate	2.090909091	2.166666667	2.047619048	2.142857143	2.052631579	1810
3119	MASSAGE (SOMEBODY)	massage	2.5	2.578947368	2.4	2.526315789	2.466666667	2536
3122	PAINT (SOMETHING)	paint	2.11627907	2.181818182	2.047619048	2	2.238095238	2929
3128	SHOWER (ACTION)	shower	2.045454545	1.933333333	2.103448276	2.107142857	1.9375	3833
3129	SKATE	skate	2.148148148	1.9	2.294117647	1.818181818	2.375	3887
3132	SURF	surf	2.676470588	2.75	2.653846154	2.411764706	2.941176471	4288
3134	TYPE (ON SOMETHING)	type	2.129032258	2.230769231	2.055555556	2.15	2.090909091	4678
3135	VACUUM (SOMETHING)	vacuum	2.387096774	2.733333333	2.0625	2.473684211	2.25	4705
3137	OAR	oar	2.321428571	2.214285714	2.428571429	2.307692308	2.333333333	2847
3140	VEST	vest	2.029411765	2.25	1.952380952	1.761904762	2.461538462	4742
3145	HIPPOPOTAMUS	hippo	3.366666667	3.545454545	3.263157895	3.0625	3.714285714	2015
3146	CHEETAH	cheetah	2.488888889	2.411764706	2.535714286	2.44	2.55	691
3153	LORD	lord	2.258064516	2.235294118	2.285714286	2.235294118	2.285714286	2442
3160	SLAP	slap	2.161290323	2.157894737	2.166666667	2.466666667	1.875	3908
3167	SERMON	sermon	1.904761905	1.722222222	2.041666667	1.909090909	1.9	3752
3169	TREATY	treaty	2.032258065	1.75	2.210526316	2.25	1.894736842	4590
3176	RACK (FOR STORING FOOD)	rack	2.821428571	2.615384615	3	2.722222222	3	3364
3179	CORAL ROCK	coral	2.444444444	2.866666667	2.142857143	2.733333333	2.238095238	922
318	FOOTPRINT	track	2.09375	1.888888889	2.173913043	2	2.1875	4555
3181	MUSTARD	mustard	2.617647059	2.7	2.583333333	2.55	2.714285714	2736
319	LICK	lick	2.909090909	3.230769231	2.7	2.941176471	2.875	2362
3193	CROSSBOW	crossbow	2.333333333	2.166666667	2.428571429	2.052631579	2.714285714	1013
3204	INSULT	insult	1.916666667	2.625	1.5625	2.285714286	1.4	2140
321	CHEW	chew	2.285714286	1.8125	2.684210526	2.15	2.466666667	699
3213	HIRE OR RENT	hire	2.176470588	2.375	2	1.894736842	2.533333333	2016
3215	CREEP	creep	2.352941176	2.642857143	2.15	2.8	2	990
322	FIG	fig	2.4	2.733333333	2.15	2.476190476	2.285714286	1457
3222	TWIG	twig	2.529411765	2.357142857	2.736842105	2.421052632	2.666666667	4668
323	FAT (ORGANIC SUBSTANCE)	grease	2.84	3.5	2.4	2.545454545	3.071428571	1814
3247	KIWIFRUIT	kiwi	3.2	3.266666667	3.15	3.066666667	3.3	2263
3248	MAPLE TREE	maple	2.342857143	2.363636364	2.333333333	2.545454545	2	2518
3252	PANCREAS	pancreas	2.205882353	2.357142857	2.1	2.444444444	1.9375	2943
3258	FALCON	falcon	2.485714286	2.384615385	2.545454545	2.5625	2.421052632	1399
326	CLOAK	cloak	2.257142857	2.357142857	2.19047619	2.076923077	2.363636364	787
3263	LAP	lap	2.709677419	2.9	2.619047619	2.761904762	2.6	2306
3267	PULSE	pulse	1.923076923	1.25	2.222222222	1.6875	2.3	3298
3268	QUESTION	question	2.392857143	2.454545455	2.3125	2.6	2.277777778	3340
3269	PORCH	platform	1.875	1.727272727	2	1.916666667	1.833333333	3118
327	PONCHO	poncho	2.833333333	2.6	2.95	2.733333333	2.933333333	3165
3274	ENCIRCLE	surround	1.942857143	2.2	1.75	2	1.882352941	4296
3276	SUNSHINE	sunlight	2.6	2.875	2.368421053	2.625	2.545454545	4282
3279	MANTIS	mantis	2.861111111	2.9375	2.8	3.157894737	2.529411765	2514
3282	GROOM	bridegroom	2.608695652	2.647058824	2.586206897	2.416666667	2.818181818	462
3283	CAGE	cage	2.552631579	2.941176471	2.238095238	2.777777778	2.35	565
3287	BLOOM	bloom	2.818181818	3.222222222	2.666666667	2.928571429	2.736842105	347
3288	WEED	weeds	2.257142857	2.3125	2.210526316	2.4	2.15	4848
329	STOCKING	stockings	2.342857143	2.692307692	2.136363636	2.578947368	2.0625	4210
3299	KIND	kind	2.56	2.75	2.470588235	2.416666667	2.692307692	2249
330	HEADBAND	headband	2.194444444	2	2.380952381	2.142857143	2.227272727	1952
3303	PICTURE (PAINTING)	painting	2.051282051	2.111111111	2	1.714285714	2.444444444	2931
3304	PICTURE (PHOTOGRAPH)	photo	2.380952381	2	2.592592593	2.192307692	2.6875	3054
3313	JACKAL	jackal	2.774193548	2.625	2.933333333	3.076923077	2.555555556	2156
3317	ELM	elm	2.133333333	2.153846154	2.117647059	2.117647059	2.153846154	1326
332	RAG	rag	2.484848485	2.6	2.434782609	2.176470588	2.8125	3372
3320	SNARE (TRAP)	snare	2.125	1.923076923	2.263157895	2.230769231	2.052631579	3966
3327	AUTUMN OR HARVEST SEASON	harvest	2.527777778	2.714285714	2.409090909	2.65	2.375	1935
3333	BELIEF (RELIGIOUS)	belief	2.142857143	2.083333333	2.173913043	2.1875	2.105263158	252
3334	RITE	rite	2	2	2	2	2	3529
3349	WRISTWATCH	wristwatch	1.846153846	1.666666667	2.055555556	1.952380952	1.722222222	4964
3356	INCENSE	incense	2.36	2.352941176	2.363636364	2.296296296	2.434782609	2121
3357	CUPBOARD	cupboard	2.263157895	2.409090909	2.0625	2.227272727	2.3125	1046
336	PADLOCK	padlock	2.111111111	2	2.230769231	1.875	2.454545455	2922
3368	POWDER	powder	2.552631579	2.375	2.681818182	2.764705882	2.380952381	3200
3375	PATIENT (SICK PERSON)	patient	2.0625	2.125	2.041666667	2.071428571	2.055555556	2989
3376	ROBBER	robber	1.766666667	1.5	1.863636364	1.882352941	1.615384615	3538
338	RAKE	rake	2.291666667	2.5	2.142857143	2.642857143	1.8	3383
3384	WEASEL	weasel	3.6875	3.307692308	3.947368421	3.708333333	3.625	4841
3389	MEASLES	measles	1.4375	1.625	1.375	1.230769231	1.578947368	2560
3396	BUILDING	building	1.875	1.714285714	1.941176471	1.7	2	511
3399	WAREHOUSE	warehouse	1.918918919	1.833333333	2	1.842105263	2	4811
34	STAIRS	stairs	2.235294118	2.071428571	2.35	2.176470588	2.294117647	4141
340	LASSO	lasso	2.620689655	3.230769231	2.125	2.857142857	2.4	2315
3403	HORSE BARN	stable	2.133333333	2.363636364	2	2.052631579	2.272727273	4132
3404	TILE	tile	1.903225806	1.5625	2.266666667	1.846153846	1.944444444	4485
3405	RULER	ruler	2.139534884	2.052631579	2.208333333	2.045454545	2.238095238	3593
3407	FILE (TOOL)	file	1.862068966	1.636363636	2	2.071428571	1.666666667	1461
341	SICKLE	sickle	2.290322581	2.25	2.315789474	2.333333333	2.25	3850
342	HAY	hay	2.6	2.230769231	3	2.363636364	2.785714286	1947
3424	SHEATH	sheath	2.705882353	2.727272727	2.695652174	2.8125	2.611111111	3785
3425	JOKE	joke	3.638888889	3.625	3.65	3.368421053	3.941176471	2194
3426	SURNAME	surname	2.488372093	2.578947368	2.416666667	2.611111111	2.4	4293
3429	COMPARE	compare	2.228571429	2.444444444	2.153846154	2.214285714	2.238095238	865
343	VINE	vine	2.351351351	2.5	2.260869565	2.388888889	2.315789474	4755
344	TREE TRUNK	trunk	2.290322581	2.5	2.117647059	2.6	2	4630
3446	PINK	rose	2.363636364	1.785714286	2.789473684	2.117647059	2.625	3565
3458	SILENCE	silence	1.676470588	1.647058824	1.705882353	1.571428571	1.846153846	3863
3468	KINDNESS	kindness	2.090909091	2.125	2.058823529	1.8	3	2250
3469	LEVEL	level	1.862068966	2.066666667	1.642857143	1.823529412	1.916666667	2358
3470	LIAR	liar	1.733333333	2.5	1.454545455	2	1.384615385	2360
3471	OBLIGATION (DUTY)	duty	2.514285714	2.6	2.45	2.647058824	2.388888889	1295
353	STRIKE	strike	2.071428571	2.105263158	2.043478261	2.363636364	1.75	4239
3533	ONE MILLION	million	2.028571429	2	2.05	1.8125	2.210526316	2605
354	POUND	pound	2.62962963	2.636363636	2.625	2.642857143	2.615384615	3198
3554	GOODBYE	farewell	1.9	1.933333333	1.866666667	1.75	2.071428571	1410
356	SHEARS	scissors	2.361111111	2.692307692	2.173913043	2.318181818	2.428571429	3677
3599	BILLION	billion	2.852941176	2.722222222	3	2.526315789	3.266666667	279
3602	TRILLION	trillion	2.71875	2.3125	3.125	2.5	3	4605
