CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	ENGLISH_ASSOCIATED_CONCEPT1	ENGLISH_ASSOCIATED_CONCEPT2	ENGLISH_FAMILIARITY_MEAN_CONCEPT1	ENGLISH_FAMILIARITY_MEAN_CONCEPT2	ENGLISH_AUDITORY_MEAN_CONCEPT1	ENGLISH_AUDITORY_MEAN_CONCEPT2	ENGLISH_GUSTATORY_MEAN_CONCEPT1	ENGLISH_GUSTATORY_MEAN_CONCEPT2	ENGLISH_HAPTIC_MEAN_CONCEPT1	ENGLISH_HAPTIC_MEAN_CONCEPT2	ENGLISH_OLFACTORY_MEAN_CONCEPT1	ENGLISH_OLFACTORY_MEAN_CONCEPT2	ENGLISH_VISUAL_MEAN_CONCEPT1	ENGLISH_VISUAL_MEAN_CONCEPT2	ENGLISH_PERCEPTUAL_DOMINANT_CONCEPT1	ENGLISH_PERCEPTUAL_EXCLUSIVITY_CONCEPT1	ENGLISH_PERCEPTUAL_DOMINANT_CONCEPT2	ENGLISH_PERCEPTUAL_EXCLUSIVITY_CONCEPT2	ENGLISH_PERCEPTUAL_DOMINANT_DISTRIBUTION	LINE_IN_SOURCE
379	BLUNT	dull	sky	thud	1.0	0.975609756097561	0.5	3.7	0.1	0.0	0.275	1.2	0.375	0.05	4.875	1.7	visual	0.7795918367346939	auditory	0.556390977443609	bidominant	117
380	WRINKLED	creased	newspaper	pants	1.0	0.975609756097561	2.2	0.5	0.0	0.0	3.825	3.775	0.075	0.2	4.525	4.4	visual	0.4258823529411765	visual	0.495774647887324	unidominant	92
3814	HANDSOME	handsome	dog	youth	1.0	1.0	0.46511627906976744	0.9302325581395349	0.0	0.11627906976744186	1.5116279069767442	1.1395348837209303	0.3023255813953488	0.7209302325581395	4.837209302325581	4.906976744186046	visual	0.6797385620915032	visual	0.613095238095238	unidominant	176
3837	ASTRINGENT	astringent	cranberries	rubbing alcohol	0.705	0.9534883720930233	0.17857142857142858	0.1951219512195122	4.172413793103448	1.4390243902439024	0.8571428571428571	2.6341463414634148	2.2857142857142856	3.926829268292683	1.1428571428571428	1.0731707317073171	gustatory	0.46242692143162706	olfactory	0.40263157894736834	bidominant	10
3867	ALCOHOLIC (PERSON)	alcoholic	hand sanitizer	wine	1.0	1.0	0.12195121951219512	0.225	1.7317073170731707	4.725	2.4634146341463414	0.55	4.536585365853658	4.15	1.2439024390243902	1.0	olfactory	0.43719806763285024	gustatory	0.4225352112676057	bidominant	7
3870	RUSTY	rusty	car	key	1.0	0.9761904761904762	1.4651162790697674	0.5609756097560976	0.13953488372093023	0.7804878048780488	3.627906976744186	3.4390243902439024	1.441860465116279	1.6829268292682926	4.604651162790698	4.585365853658536	visual	0.3958762886597938	visual	0.36423841059602646	unidominant	283
3883	NOISY	noisy	stadium	television	1.0	1.0	5.0	5.0	0.0	0.0	0.5581395348837209	0.23255813953488372	0.09302325581395349	0.023255813953488372	3.511627906976744	1.3255813953488371	auditory	0.5456852791878173	auditory	0.7597173144876325	unidominant	236
3977	SHINY	shiny	saxophone	spoon	0.9761904761904762	1.0	0.5121951219512195	0.23255813953488372	0.14634146341463414	0.27906976744186046	1.5853658536585367	1.9069767441860466	0.17073170731707318	0.09302325581395349	4.926829268292683	4.837209302325581	visual	0.6511627906976744	visual	0.6455696202531646	unidominant	298
3987	HOARSE	hoarse	crow	throat	0.875	1.0	4.542857142857143	3.5238095238095237	0.02857142857142857	0.5952380952380952	0.37142857142857144	1.6666666666666667	0.0	0.2619047619047619	1.457142857142857	1.0476190476190477	auditory	0.7098214285714285	auditory	0.4597315436241611	unidominant	184
42	STINKING	stinky	garbage dump	skunk	0.9523809523809523	1.0	0.675	0.09302325581395349	1.6	0.8837209302325582	1.1	0.2558139534883721	4.975	4.767441860465116	2.85	1.6744186046511629	olfactory	0.38392857142857145	olfactory	0.609090909090909	unidominant	338
51	SORE	sore	muscle	throat	1.0	1.0	0.11627906976744186	1.9767441860465116	0.0	1.813953488372093	4.72093023255814	3.4651162790697674	0.023255813953488372	0.11627906976744186	0.5581395348837209	0.9767441860465116	haptic	0.871244635193133	haptic	0.40111420612813375	unidominant	321
544	SPICY	spicy	incense	salsa	0.9767441860465116	1.0	0.023809523809523808	0.06976744186046512	1.9761904761904763	4.837209302325581	0.14285714285714285	0.5813953488372093	4.380952380952381	3.511627906976744	1.0714285714285714	2.116279069767442	olfactory	0.5736677115987462	gustatory	0.42887029288702927	bidominant	326
588	BROKEN	broken	cracker	mirror	1.0	1.0	3.302325581395349	3.2093023255813953	1.558139534883721	0.09302325581395349	3.744186046511628	3.558139534883721	0.3023255813953488	0.0	4.813953488372093	4.883720930232558	visual	0.32881355932203393	visual	0.4158415841584158	unidominant	46
630	LIGHT (RADIATION)	light	cologne	feather	1.0	1.0	0.125	0.8780487804878049	0.9	0.04878048780487805	0.325	4.634146341463414	4.625	0.07317073170731707	0.3	4.073170731707317	olfactory	0.7171314741035857	haptic	0.4723618090452261	bidominant	207
652	PLAIN	plain	fabric	food	1.0	1.0	0.04878048780487805	0.1	0.0	4.975	2.8292682926829267	0.8	0.0975609756097561	3.0	4.804878048780488	2.875	visual	0.6175548589341693	gustatory	0.4148936170212766	bidominant	252
654	PLASTIC	plastic	fork	toy	0.9761904761904762	0.9767441860465116	1.048780487804878	1.0714285714285714	1.4390243902439024	1.0476190476190477	4.317073170731708	4.619047619047619	0.4146341463414634	1.3095238095238095	4.634146341463414	4.619047619047619	visual	0.35596707818930035	haptic	0.2819548872180451	bidominant	253
679	BRIGHT	bright	scarf	sunshine	1.0	0.985	0.0	0.20512820512820512	0.0	0.0	0.09302325581395349	1.675	0.0	0.15384615384615385	4.930232558139535	4.925	visual	0.9814814814814814	visual	0.7077192336035372	unidominant	40
704	CLEAN	clean	bed sheets	desk	1.0	1.0	0.27906976744186046	0.16279069767441862	0.37209302325581395	0.09302325581395349	3.488372093023256	4.232558139534884	4.3023255813953485	1.1395348837209303	4.186046511627907	4.976744186046512	olfactory	0.31860036832412525	visual	0.4605263157894736	bidominant	72
706	DARK	dark	chocolate	dungeon	1.0	1.0	0.023255813953488372	0.4186046511627907	4.023255813953488	0.13953488372093023	0.18604651162790697	0.5581395348837209	2.395348837209302	0.32558139534883723	4.558139534883721	4.976744186046512	visual	0.4054054054054054	visual	0.7536231884057971	unidominant	106
711	TALL	tall	basket ball player	skyscraper	1.0	0.9761904761904762	0.8837209302325582	0.3170731707317073	0.023255813953488372	0.0	2.0232558139534884	0.7804878048780488	0.06976744186046512	0.07317073170731707	4.976744186046512	4.951219512195122	visual	0.6209912536443148	visual	0.8087649402390438	unidominant	348
717	SWEET	sweet	air freshener	chocolate	0.985	1.0	0.1794871794871795	0.0	1.25	4.953488372093023	0.05128205128205128	0.5116279069767442	4.75	3.2093023255813953	0.5128205128205128	1.9767441860465116	olfactory	0.6967680608365019	gustatory	0.46506550218340614	bidominant	345
721	LOW	low	bleating	doorframe	0.5	0.9767441860465116	3.6666666666666665	0.35714285714285715	0.0	0.0	0.38095238095238093	3.238095238095238	0.14285714285714285	0.023809523809523808	1.0476190476190477	4.785714285714286	auditory	0.7	visual	0.5694050991501416	bidominant	213
759	SILVER	silver	nail polish	spoon	1.0	0.9761904761904762	0.11627906976744186	1.0	0.18604651162790697	1.0731707317073171	0.7209302325581395	1.3658536585365855	0.5348837209302325	0.8292682926829268	4.930232558139535	4.829268292682927	visual	0.7419354838709676	visual	0.43967828418230565	unidominant	303
785	STRONG	strong	cable	whiskey	1.0	1.0	0.4418604651162791	0.06976744186046512	0.06976744186046512	4.976744186046512	4.3023255813953485	0.16279069767441862	0.023255813953488372	4.255813953488372	3.7674418604651163	0.6976744186046512	haptic	0.49729729729729727	gustatory	0.48283752860411894	bidominant	341
792	BOIL (OF LIQUID)	boiling	kettle	soup	1.0	0.9761904761904762	4.604651162790698	3.682926829268293	0.5116279069767442	2.6341463414634148	2.511627906976744	3.4878048780487805	1.1395348837209303	1.8048780487804879	4.488372093023256	4.853658536585366	auditory	0.3087719298245614	visual	0.1851851851851852	bidominant	33
837	BLUE	blue	kingfisher	sky	0.9534883720930233	1.0	0.14634146341463414	0.18604651162790697	0.0975609756097561	0.046511627906976744	0.0975609756097561	0.023255813953488372	0.0	0.20930232558139536	4.7317073170731705	5.0	visual	0.9326923076923076	visual	0.9106382978723404	unidominant	31
850	SQUARE	square	box	window	1.0	1.0	0.175	0.21428571428571427	0.1	0.047619047619047616	3.725	3.5714285714285716	0.025	0.09523809523809523	4.75	4.9523809523809526	visual	0.5384615384615384	visual	0.5522788203753352	unidominant	329
887	BITTER	bitter	coffee	cold	1.0	0.96	0.0	0.41025641025641024	4.951219512195122	0.9473684210526315	0.21951219512195122	3.7435897435897436	2.8048780487804876	0.7631578947368421	1.3658536585365855	1.0263157894736843	gustatory	0.5300261096605744	haptic	0.4837446141793968	bidominant	22
955	GREASY	greasy	cheeseburger	hair wax	1.0	1.0	0.3902439024390244	0.3	4.634146341463414	0.475	4.048780487804878	4.825	2.682926829268293	1.35	4.2682926829268295	3.975	gustatory	0.26484018264840176	haptic	0.414187643020595	bidominant	167
989	CLEAR	clear	fluid	screen	0.9761904761904762	1.0	0.17073170731707318	0.11627906976744186	0.7804878048780488	0.046511627906976744	0.7560975609756098	1.372093023255814	0.36585365853658536	0.023255813953488372	4.878048780487805	4.837209302325581	visual	0.6771929824561403	visual	0.7527272727272727	unidominant	73
