NUMBER	GLOSS	SENSES	A	B	C	D	
2423	flow over (V)	to swim	0	0	0	0
2424	flower	flower;leaf;to open;tree;root;grass	0	0	0	59
2425	flower-bed	river	0	0	0	0
2426	flowing water	water	0	0	0	0
2427	fluffy	soft	0	0	0	0
2428	fluid	fat;liquid;to flow;wet	0	0	0	0
2429	fluke	fish	0	0	0	0
2430	flutter (V)	to shake	0	0	0	0
2431	fluttery	to deceive	0	0	0	0
2432	fly	insect	0	0	0	0
2433	fly (V)	light;to throw;to fly;feather;to swim;to fall;high;top;to jump	0	0	0	120
2434	fly up (V)	to fly	0	0	0	0
2435	flying squirrel	marten	0	0	0	0
2436	foal	horse;child	0	0	0	0
2437	foam	foam;liquid	0	0	0	0
2438	fodder	to eat	0	0	0	0
2439	foe	war	0	0	0	0
2440	foetus	genitals	0	0	0	0
2441	fog	sky;dark;to sleep;smoke	0	0	0	161
2442	fold	house	0	0	0	0
2443	fold (V)	layer;to bend	0	0	0	0
2444	fold or  gather up (V)	layer	0	0	0	0
2445	fold up (V)	layer	0	0	0	0
2446	foliage	leaf;tree	0	0	0	0
2447	foliage tree	tree	0	0	0	0
2448	follow (V)	back;to follow;shape;similar;near;to take;to twist;hunt;to search;to run	0	0	0	0
2449	follow (as road) (V)	to flow	0	0	0	0
2450	follow up (V)	to follow	0	0	0	0
2451	follower	child	0	0	0	0
2452	following	two	0	0	0	0
2453	fondle (V)	to love;to touch	0	0	0	0
2454	food	to eat;grain;fat;belly;fruit	0	0	0	0
2455	fool 1	silly	0	0	0	0
2456	fool 2	wet	0	0	0	0
2457	foolish	silly;to laugh;dumb;bad;anger;grief	0	0	0	0
2458	foot	foot;stick	0	0	0	80
2459	foot-hill	earth;mountain	0	0	0	0
2460	foot-path	road	0	0	0	0
2461	footprint	to go	0	0	0	0
2462	footstalk	handle	0	0	0	0
2463	footwear	clothes;foot	0	0	0	0
2464	for	good;shape	0	0	0	0
2465	forage	grass	0	0	0	0
2466	forbid (V)	obstacle;to fear;silly;to guard	0	0	0	0
2467	forbidden	to fear	0	0	0	0
2468	force	heavy;shape;strong	0	0	0	0
2469	force (V)	able;thief;sick	0	0	0	0
2470	forceful	strong	0	0	0	0
2471	forcibly	heavy	0	0	0	0
2472	ford	river;shallow;to go;wet	0	0	0	0
2473	ford (V)	obstacle;river;to go	0	0	0	0
2474	fore	face	0	0	0	0
2475	forearm	joint;bone;foot	0	0	0	0
2476	forefoot	foot	0	0	0	0
2477	forehead	face;head;top;front;horn	0	0	0	0
2478	foreign	foreign;to meet;far;relative	0	0	0	0
2479	foreigner	foreign;relative	0	0	0	0
2480	foreleg	hand	0	0	0	0
2481	forelock	top;hair	0	0	0	0
2482	forepart	face	0	0	0	0
2483	forest	field;forest;tree;thorn;mountain;back	0	0	0	52
2484	forester	to guard	0	0	0	0
2485	forever	time	0	0	0	0
2486	forge (V)	to beat;metal	0	0	0	0
2487	forget (V)	to forget	0	0	0	0
2488	forgotten	to stay	0	0	0	0
2489	fork	fork;tree;to divide	0	0	0	0
2490	fork of legs	foot	0	0	0	0
2491	forked	fork	0	0	0	0
2492	forked object	fork	0	0	0	0
2493	form	shape;thing;face;side;to measure	0	0	0	0
2494	form (V)	to make;tree;wart	0	0	0	0
2495	former	old	0	0	0	0
2496	fornicate (V)	to love	0	0	0	0
2497	fort	fence	0	0	0	0
2498	fortification	obstacle	0	0	0	0
2499	fortress	house;stick;to guard	0	0	0	0
2500	fortunate	luck	0	0	0	0
2501	fortune	luck;healthy	0	0	0	0
2502	forward	to run;front	0	0	0	0
2503	foster-mother	breast	0	0	0	0
2504	foul	dirt;to rot;bad	0	0	0	0
2505	foul-smelling	to smell	0	0	0	0
2506	found (V)	to melt	0	0	0	0
2507	foundation	chair;root;edge;shape;hole	0	0	0	0
2508	four	four	0	0	0	25
2509	fowl	bird;feather	0	0	0	0
2510	fowler's net	net	0	0	0	0
2511	fox	wolf;marten	0	0	0	0
2512	fox-coloured	red	0	0	0	0
2513	fraction	to destroy	0	0	0	0
2514	fragile	to break;to destroy	0	0	0	0
2515	fragment	little;to break	0	0	0	0
2516	fragrance	taste;smoke;to smell	0	0	0	0
2517	fragrant	taste;to smell	0	0	0	0
2518	frame	obstacle;fence;door;vessel;circle;stick	0	0	0	0
2519	framework	obstacle;to divide	0	0	0	0
2520	fraud	to deceive	0	0	0	0
2521	frazil	cold;snow	0	0	0	0
2522	freckle	rust;spot	0	0	0	0
2523	free	free;clean;hunger	0	0	0	0
2524	free from moisture	dry	0	0	0	0
2525	free of care	to go	0	0	0	0
2526	free-hanging end of band	fringe	0	0	0	0
2527	freed from	free	0	0	0	0
2528	freeze (V)	cold;dense;hard;ice	0	0	0	145
2529	freezing	cold	0	0	0	0
2530	frequent	time	0	0	0	0
2531	fresh	new;to live;to bear;wet;vegetable;time	0	0	0	0
2532	freshet	river	0	0	0	0
2533	freshly	new	0	0	0	0
2534	friable	to break	0	0	0	0
2535	friend	to help;to meet;relative;war;similar	0	0	0	0
2536	friendly	together;to love	0	0	0	0
2537	fright	to fear;grief	0	0	0	0
2538	frighten (V)	to fear;shame	0	0	0	0
2539	frightened	to fear	0	0	0	0
2540	fringe	fringe;ornament	0	0	0	0
2541	frisky	anger	0	0	0	0
2542	frog	frog	0	0	0	0
2543	frolic	anger	0	0	0	0
2544	frolic (V)	to play	0	0	0	0
2545	from time to time	time	0	0	0	0
2546	front	face;side;top;nose;front;head;straight;right	0	0	0	0
2547	front side	face	0	0	0	0
2548	frontier	edge;shore	0	0	0	0
2549	frost	liquid;snow;cold;sky	0	0	0	0
2550	frosty	cold	0	0	0	0
2551	froth	foam	0	0	0	0
2552	frozen	dense;dry;hard;cold	0	0	0	0
2553	fruit	fruit;grain;leaf;to hang;to mow;vegetable;grass	0	0	0	54
2554	fruit kernel	grain	0	0	0	0
2555	fruit stone	grain;nut	0	0	0	0
2556	fruit with kernel	grain	0	0	0	0
2557	fry (V)	to boil;to roast;to burn	0	0	0	0
2558	frying	to smell	0	0	0	0
2559	fuel	tree	0	0	0	0
2560	fulfill (V)	full;many;end	0	0	0	0
2561	full	full;end;to eat;many;to pour;wide	0	0	0	182
2562	full fixed time	time	0	0	0	0
2563	full-grown	ripe	0	0	0	0
2564	full-grown bamboo	grass	0	0	0	0
2565	fully	all	0	0	0	0
2566	fume	smoke	0	0	0	0
2567	fume (V)	to roast	0	0	0	0
2568	fumigate (V)	to smell	0	0	0	0
2569	fun	shame;luck;to laugh;to tire;to love	0	0	0	0
2570	funeral	to die	0	0	0	0
2571	fungus	mushroom;sour;grass	0	0	0	0
2572	funnel	door;vessel	0	0	0	0
2573	funny	to laugh	0	0	0	0
2574	fur	hair;skin;thorn	0	0	0	0
2575	fur garment	clothes	0	0	0	0
2576	fur-coat	clothes;hair;skin	0	0	0	0
2577	furnace	hearth;to roast	0	0	0	0
2578	furnish (V)	to give	0	0	0	0
2579	furrow	river;sign;obstacle	0	0	0	0
2580	furry	soft	0	0	0	0
2581	furthermore	big	0	0	0	0
2582	furuncle	wart	0	0	0	0
2583	furze	grass	0	0	0	0
2584	fuse (V)	to melt	0	0	0	0
2585	futile	bad	0	0	0	0
2586	future	time	0	0	0	0
2587	gadfly	insect	0	0	0	0
2588	gage	debt	0	0	0	0
2589	gain	debt	0	0	0	0
2590	gain (V)	to take;to pull	0	0	0	0
2591	gait	to follow	0	0	0	0
2592	gall	gall;dense;liver	0	0	0	0
2593	gallop (V)	to dance;to run	0	0	0	0
2594	gamble (V)	to play	0	0	0	0
2595	game 1	to play;to win	0	0	0	0
2596	game 2	deer	0	0	0	0
2597	gamester	to guard	0	0	0	0
2598	gap	hole;ravine;middle	0	0	0	0
2599	gape (V)	to open;hole	0	0	0	0
2600	garden	garden;fruit;field	0	0	0	0
2601	garlic	grass;onion	0	0	0	0
2602	garment	cloth;clothes	0	0	0	0
2603	garrulous	to speak	0	0	0	0
2604	gas	smoke;to blow	0	0	0	0
2605	gash	to cut	0	0	0	0
2606	gasp (V)	noise;sick;to smell	0	0	0	0
2607	gate	door;to open;house;obstacle	0	0	0	0
2608	gate-room	house	0	0	0	0
2609	gather (V)	many;to take;to swell;to bind;to mow;group;together;to pinch;fruit;to put	0	0	0	0
2610	gather together (V)	to take	0	0	0	0
2611	gather up (V)	to take	0	0	0	0
2612	gathering	to swell	0	0	0	0
2613	gayal	cow	0	0	0	0
2614	gaze (V)	to see	0	0	0	0
2615	gaze at (V)	to see	0	0	0	0
2616	geld (V)	to cut	0	0	0	0
2617	gem	ornament	0	0	0	0
2618	gem-adorned	ornament	0	0	0	0
2619	general	together	0	0	0	0
2620	generally	many	0	0	0	0
2621	generate (V)	to bear	0	0	0	0
2622	generation	root;to bind	0	0	0	0
2623	genitalia	genitals	0	0	0	0
2624	genitals	genitals	0	0	0	0
2625	gentle	soft;to guard;light;shame	0	0	0	0
2626	genuine	to know	0	0	0	0
2627	geranium	grass	0	0	0	0
2628	germ	worm	0	0	0	0
2629	gesture	sign	0	0	0	0
2630	get (V)	to carry;to take;to put	0	0	0	0
2631	get to (V)	to go	0	0	0	0
2632	get up (V)	top	0	0	0	0
2633	get used (V)	to guard	0	0	0	0
2634	ghost	devil;shape	0	0	0	0
2635	gibbon	monkey	0	0	0	0
2636	giddy	to tire	0	0	0	0
2637	gift	debt;to give;to change;luck	0	0	0	0
2638	gill	cheek;mouth;skin;fringe;tail;face	0	0	0	0
2639	gimlet	knife;to pierce	0	0	0	0
2640	ginger	grass	0	0	0	0
2641	gingerly	to learn	0	0	0	0
2642	gird (V)	sheath;to bind;to twist	0	0	0	0
2643	girder	stick	0	0	0	0
2644	girdle	to bind;to twist	0	0	0	0
2645	girdle (V)	to bind	0	0	0	0
2646	girl	woman;grain;child	0	0	0	0
2647	girth	rope	0	0	0	0
2648	give (V)	sacrifice;to give;debt;to take;many;to put;to change;to send	0	0	0	128
2649	give forth a smell (V)	to smell	0	0	0	0
2650	give up (V)	particle;end;shame	0	0	0	0
2651	give way (V)	side;to fall	0	0	0	0
2652	gizzard	belly	0	0	0	0
2653	glad	luck;heart;to love	0	0	0	0
2654	glade	cold;hole	0	0	0	0
2655	glance (V)	to see	0	0	0	0
2656	gland	throat;hand	0	0	0	0
2657	glanders	throat	0	0	0	0
2658	glans penis	genitals	0	0	0	0
2659	glass	ice;ornament	0	0	0	0
2660	glaze (V)	to shine	0	0	0	0
2661	gleam (V)	to shine	0	0	0	0
2662	gleaming	to shine	0	0	0	0
2663	glean (V)	to scrape	0	0	0	0
2664	gleet	pus	0	0	0	0
2665	gleet (V)	pus	0	0	0	0
2666	glide (V)	to rub;to scrape;to crawl	0	0	0	0
2667	glistening	to shine	0	0	0	0
2668	glitter	to shine	0	0	0	0
2669	glitter (V)	to shine	0	0	0	0
2670	globular	circle;to roll	0	0	0	0
2671	glorify (V)	to speak	0	0	0	0
2672	glorious	to shine	0	0	0	0
2673	gloriousness	high	0	0	0	0
2674	glory	big	0	0	0	0
2675	glossy	slippery;wet;swamp	0	0	0	0
2676	glow (V)	to burn;coal	0	0	0	0
2677	glow-worm	insect	0	0	0	0
2678	glowing with heat	to burn	0	0	0	0
2679	glue	liquid;to adhere;to swell;dirt;beer	0	0	0	0
2680	glue (V)	liquid;to adhere;to swell;dirt;beer	0	0	0	0
2681	glutinous rice	grain	0	0	0	0
2682	gluttonous	hunger	0	0	0	0
2683	gnash (V)	to scrape	0	0	0	0
2684	gnat	insect	0	0	0	0
2685	gnaw (V)	mouth;to bite;to scrape;to grind;to swallow	0	0	0	0
2686	gnaw off (V)	to bite	0	0	0	0
2687	gnome	devil	0	0	0	0
2688	go (V)	to follow;to go;to be;to move;to drive	0	0	0	0
2689	go after (V)	to follow	0	0	0	0
2690	go again	layer	0	0	0	0
2691	go against (V)	to meet	0	0	0	0
2692	go along (V)	to follow;to go;to flow	0	0	0	0
2693	go apart (V)	to divide	0	0	0	0
2694	go around (V)	to roll;to twist	0	0	0	0
2695	go astray (V)	bad	0	0	0	0
2696	go away (V)	to go;to divide;to drive	0	0	0	0
2697	go back (V)	to go;to roll;to bend	0	0	0	0
2698	go beyond (V)	many	0	0	0	0
2699	go close to (V)	to touch	0	0	0	0
2700	go down (V)	below;little;to fall;to go	0	0	0	0
2701	go in (V)	deep;to go	0	0	0	0
2702	go into (V)	to pierce	0	0	0	0
2703	go on (V)	to pull	0	0	0	0
2704	go out (V)	to go;to throw;to open;to bear;end;to hide	0	0	0	0
2705	go over (V)	to flow	0	0	0	0
2706	go round (V)	together	0	0	0	0
2707	go through (V)	to flow;to pierce;wide;to pass	0	0	0	0
2708	go to (V)	to go;to reach	0	0	0	0
2709	go to and fro (V)	to go	0	0	0	0
2710	go up (V)	top	0	0	0	0
2711	go without (food) (V)	hunger	0	0	0	0
2712	go-between	relative	0	0	0	0
2713	goal	sign	0	0	0	0
2714	goat	goat;deer	0	0	0	0
2715	goatskin	skin;to cover	0	0	0	0
2716	goblin	devil	0	0	0	0
2717	goby	fish	0	0	0	0
2718	god	devil;god;shape;sky	0	0	0	0
2719	goitre	throat	0	0	0	0
2720	gold	metal;red	0	0	0	0
2721	golden	red	0	0	0	0
2722	gong	music	0	0	0	0
2723	gonorrhoea	pus	0	0	0	0
2724	good	able;good;new;near;thing;big;healthy;to think;to love	0	0	0	185
2725	goods	expensive;thing;house;to carry;to guard;to take;debt	0	0	0	0
2726	goose	bird	0	0	0	0
2727	goose-foot	grass	0	0	0	0
2728	gooseberry	fruit	0	0	0	0
2729	gopher	marten	0	0	0	0
2730	gore	clothes;cloth	0	0	0	0
2731	gore (V)	to beat	0	0	0	0
2732	gorge	mountain;throat	0	0	0	0
2733	gossip	to speak;to curse	0	0	0	0
2734	gouge (V)	to beat	0	0	0	0
2735	gourd	vegetable	0	0	0	0
2736	govern (V)	host;to meet	0	0	0	0
2737	gown	clothes	0	0	0	0
2738	grab (V)	to take;to pinch;to swallow	0	0	0	0
2739	grace	to love	0	0	0	0
2740	gradually	time	0	0	0	0
2741	grain	grain;to eat;tree;fruit;stone	0	0	0	0
2742	granary	house;obstacle	0	0	0	0
2743	grandchild	relative;child	0	0	0	0
2744	granddaughter	relative	0	0	0	0
2745	grandfather	relative;father	0	0	0	0
2746	grandmother	mother;relative	0	0	0	0
2747	grandson	relative;child	0	0	0	0
2748	grape	grass;fruit	0	0	0	0
2749	grasp (V)	to take;to touch;to scrape	0	0	0	0
2750	grass	grass;meadow;rope;grain;wet;vegetable;tree	0	0	0	60
2751	grasshopper	insect	0	0	0	0
2752	grate	obstacle	0	0	0	0
2753	grate (V)	to scrape;to bite	0	0	0	0
2754	grating	obstacle	0	0	0	0
2755	grave	grave;heavy;to sink;to praise;hole;to die;stone	0	0	0	0
2756	gravel	earth;stone	0	0	0	0
2757	gray	variegated	0	0	0	0
2758	grayling	fish	0	0	0	0
2759	graze (V)	to touch;to scrape;to rub;to guard	0	0	0	0
2760	grease	fat	0	0	0	0
2761	greasy	fat	0	0	0	0
2762	great	big;many;to love;strong;thick;good;high;old	0	0	0	0
2763	great number	many	0	0	0	0
2764	greatly	thick	0	0	0	0
2765	greedy	to love;hunger;to suck;to endure;to swallow;luck	0	0	0	0
2766	green	blue;soft;sour;to live;grass;vegetable;dirt	0	0	0	173
2767	greet (V)	to speak;shame	0	0	0	0
2768	grey	dark;white;red;coal;dust;blue	0	0	0	0
2769	greyish	white	0	0	0	0
2770	grid	vessel	0	0	0	0
2771	grief	grief	0	0	0	0
2772	grieve (V)	grief	0	0	0	0
2773	grieved	grief	0	0	0	0
2774	grin (V)	to laugh	0	0	0	0
2775	grind (V)	to grind;to rub;to beat;to scrape;to destroy;to break	0	0	0	0
2776	grinding stone	sharp	0	0	0	0
2777	grindstone	sharp;knife	0	0	0	0
2778	grip (V)	to take	0	0	0	0
2779	gripe	to press	0	0	0	0
2780	gripe (V)	sick	0	0	0	0
2781	gristle	horn;neck;throat	0	0	0	0
2782	grit	hard	0	0	0	0
2783	grit (V)	to bite	0	0	0	0
2784	groin	foot;meat	0	0	0	0
2785	groove	grave;to cut	0	0	0	0
2786	gross	rough	0	0	0	0
2787	grotto	hole	0	0	0	0
2788	ground	earth;field;grave;root;road	0	0	0	0
2789	ground game	marten	0	0	0	0
2790	ground-rat	marten	0	0	0	0
2791	ground-squirrel	marten	0	0	0	0
2792	group	group;village	0	0	0	0
2793	group of people	group	0	0	0	0
2794	grouse	bird	0	0	0	0
2795	grove	forest	0	0	0	0
2796	grow (V)	flat;wide;to grow;to be;many;to bear;high;big;wet;forest	0	0	0	0
2797	growl (V)	noise	0	0	0	0
2798	grown-up	big;old;time	0	0	0	0
2799	growth	many;to grow;to bear;forest	0	0	0	0
2800	grub	worm	0	0	0	0
2801	grub (V)	to dig	0	0	0	0
2802	grubbling-hoe	knife	0	0	0	0
2803	grubs	worm	0	0	0	0
2804	grudge	anger	0	0	0	0
2805	grudge (V)	grief	0	0	0	0
2806	gruel	to eat;grain;to swell;to adhere;fat	0	0	0	0
2807	grumble (V)	noise	0	0	0	0
2808	grunt (V)	noise	0	0	0	0
2809	guard	to guard	0	0	0	0
2810	guard (V)	to guard;to see;to help;to know;to think;to give;to love	0	0	0	0
2811	guardian nat	devil	0	0	0	0
2812	gudgeon	fish	0	0	0	0
2813	guess (V)	to measure;to guard;sign	0	0	0	0
2814	guest	guest;far;relative;to meet	0	0	0	0
2815	guide (V)	to take	0	0	0	0
2816	guilt	bad;debt;to curse	0	0	0	0
2817	guilty	bad	0	0	0	0
2818	gull	bird	0	0	0	0
2819	gullet	throat	0	0	0	0
2820	gulp (V)	to drink;to eat;to swallow	0	0	0	0
2821	gum 1	tree;liquid;dirt;to adhere;dirt	0	0	0	0
2822	gum 2	mouth;cheek;horn;face	0	0	0	0
2823	gunpowder	salt	0	0	0	0
2824	gush forth (V)	to flow	0	0	0	0
2825	gusset	clothes;cloth;joint	0	0	0	0
2826	gust	to blow	0	0	0	0
2827	gutter	hole;vessel	0	0	0	0
2828	habit	shape;to want;to think	0	0	0	0
2829	habitation	house	0	0	0	0
2830	habitual practice	shape	0	0	0	0
2831	habituate (V)	to guard	0	0	0	0
2832	hack (V)	knife;to break;to destroy;to cut	0	0	0	0
2833	haemorrhoid	to swell	0	0	0	0
2834	haggard	to tire	0	0	0	0
2835	hail 1	ice;cold;rain	0	0	0	0
2836	hail 2	good	0	0	0	0
2837	hailstone	ice	0	0	0	0
2838	hair	hair;skin;head;fringe;thorn;to pinch	0	0	0	71
2839	hair lock	hair;fringe	0	0	0	0
2840	hair pencil	to sweep	0	0	0	0
2841	hair-knot	hair	0	0	0	0
2842	hairdo	to bind	0	0	0	0
2843	hairless	horn	0	0	0	0
2844	hairspring	bow	0	0	0	0
2845	hairy	hair	0	0	0	0
2846	half	to divide;two;middle	0	0	0	0
2847	half-ripe	sour	0	0	0	0
2848	hall	house;fence	0	0	0	0
2849	halt (V)	obstacle	0	0	0	0
2850	halter	rope	0	0	0	0
2851	halve (V)	to divide	0	0	0	0
2852	hammer	hammer;to beat	0	0	0	0
2853	hammer (V)	to beat	0	0	0	0
2854	hamstring	joint	0	0	0	0
2855	hand	bone;hand;handle;foot	0	0	0	83
2856	hand over (V)	to give;to take	0	0	0	0
2857	hand round (V)	to give	0	0	0	0
2858	hand-breadth	to take	0	0	0	0
2859	hand-spindle	to twist	0	0	0	0
2860	handful	hand;to take;to pinch;below;finger;handle	0	0	0	0
2861	handkerchief	rope	0	0	0	0
2862	handle	handle;to beat;to take;to bend;hammer;stick;to bind;top	0	0	0	0
2863	handsome	to work	0	0	0	0
2864	hang (V)	to hang;to bend;to adhere;to bind;to pull;rope	0	0	0	0
2865	hang down (V)	to hang	0	0	0	0
2866	hang low (V)	to hang	0	0	0	0
2867	hang over (V)	to bend	0	0	0	0
2868	hang up (V)	to hang;to measure;wide;to bind	0	0	0	0
2869	hanger	to bend	0	0	0	0
2870	hanging	fringe;to hang	0	0	0	0
2871	hank	circle;to twist	0	0	0	0
2872	happen (V)	time	0	0	0	0
2873	happiness	big;luck;heart	0	0	0	0
2874	happy	luck;good;ornament	0	0	0	0
2875	hard	dry;hard;heavy;thick;strong;to deceive;to press;big;quick;stone	0	0	0	0
2876	hard iron	metal	0	0	0	0
2877	hardened	old	0	0	0	0
2878	hardly	particle	0	0	0	0
2879	hare	marten;to run	0	0	0	0
2880	haricot	vegetable	0	0	0	0
2881	harlot	woman	0	0	0	0
2882	harm	to destroy;bad	0	0	0	0
2883	harm (V)	bad;to curse;thief;to destroy	0	0	0	0
2884	harmful insect	insect	0	0	0	0
2885	harmony	music;together;to sing	0	0	0	0
2886	harness	saddle;to weave	0	0	0	0
2887	harness (V)	obstacle	0	0	0	0
2888	harp	music	0	0	0	0
2889	harpoon	bow	0	0	0	0
2890	harrow	plough	0	0	0	0
2891	harsh	hard	0	0	0	0
2892	harshness	rough	0	0	0	0
2893	hart	deer	0	0	0	0
2894	harvest	time;year;to mow;to take	0	0	0	0
2895	harvest (V)	to take	0	0	0	0
2896	haste	quick	0	0	0	0
2897	hasten (V)	quick;to run	0	0	0	0
2898	hastily	quick	0	0	0	0
2899	hasty	quick;anger	0	0	0	0
2900	hat	hat;to cover;clothes	0	0	0	0
2901	hatch (V)	egg;grain	0	0	0	0
2902	hatchet	knife	0	0	0	0
2903	hate	grief;anger;to think;bad	0	0	0	0
2904	hate (V)	war;anger;to deceive;grief	0	0	0	0
2905	hateful	to think	0	0	0	0
2906	hatred	war	0	0	0	0
2907	hauberk	skin	0	0	0	0
2908	haughtiness	to praise	0	0	0	0
2909	haunch	foot	0	0	0	0
2910	have (V)	to be;to take	0	0	0	0
2911	have hole in (V)	to flow	0	0	0	0
2912	have in mouth (V)	to eat	0	0	0	0
2913	have no gaps (V)	to follow	0	0	0	0
2914	have rule and authority over (V)	host	0	0	0	0
2915	have time (V)	empty	0	0	0	0
2916	haversack	basket	0	0	0	0
2917	hawk	bird	0	0	0	0
2918	hawthorn	tree	0	0	0	0
2919	hay	grass	0	0	0	0
2920	hay-fork	fork	0	0	0	0
2921	hayloft	house	0	0	0	0
2922	haystack	mountain	0	0	0	0
2923	haze	smoke	0	0	0	0
2924	hazel-hen	bird	0	0	0	0
2925	hazel-nut	nut;fruit	0	0	0	0
2926	he	pronoun	0	0	0	3
2927	he-goat	sheep;goat	0	0	0	0
2928	head	hair;head;top;naked;horn;face;neck	0	0	0	72
2929	head ornament	top	0	0	0	0
2930	head towards (V)	to reach	0	0	0	0
2931	head-louse	louse	0	0	0	0
2932	headstall	rope	0	0	0	0
2933	heal	healthy	0	0	0	0
2934	heal (V)	healthy;sick	0	0	0	0
2935	healthy	healthy;body;blood	0	0	0	0
2936	heap	earth;grave;to swell;many;mountain;group	0	0	0	0
2937	heap (V)	to swell;to put	0	0	0	0
2938	heap up (V)	to put;together	0	0	0	0
2939	hear (V)	ear;to know;to hear	0	0	0	102
2940	heart	heart;liver;to pierce;breast;middle	0	0	0	90
2941	heart oppressed	grief	0	0	0	0
2942	hearth	hearth;to roast;house	0	0	0	0
2943	heartsick	to tire	0	0	0	0
2944	heartwood	breast	0	0	0	0
2945	heat	to roast;to burn;hot;coal	0	0	0	0
2946	heat (V)	to burn;warm;hot	0	0	0	0
2947	heave (V)	to shake;to fly	0	0	0	0
2948	heaven	rain;sky;place	0	0	0	0
2949	heavily	thick	0	0	0	0
2950	heaviness	heavy;to rot	0	0	0	0
2951	heavy	heavy;sick;to put;bad	0	0	0	31
2952	heddle	to weave	0	0	0	0
2953	heddles of a loom	to weave	0	0	0	0
2954	hedge	obstacle	0	0	0	0
2955	hedgehog	marten	0	0	0	0
2956	heedful	to love	0	0	0	0
2957	heel	foot;below	0	0	0	0
2958	heifer	cow	0	0	0	0
2959	height	high	0	0	0	0
2960	helmet	hat;to cover	0	0	0	0
2961	helminth	worm	0	0	0	0
2962	help	to help	0	0	0	0
2963	help (V)	to help;together;to know;host	0	0	0	0
2964	hem	side;clothes;edge	0	0	0	0
2965	hemp	grass;vegetable	0	0	0	0
2966	hen	bird	0	0	0	0
2967	her	pronoun	0	0	0	0
2968	herb	devil;grass	0	0	0	0
2969	herd	to guard;many;deer;horse	0	0	0	0
2970	herd (V)	meadow	0	0	0	0
2971	herdsman	meadow	0	0	0	0
2972	hero	good;person	0	0	0	0
2973	heron	bird	0	0	0	0
2974	herpes	mushroom;bad;pus	0	0	0	0
2975	herring	fish	0	0	0	0
2976	hesitate (V)	obstacle;grief	0	0	0	0
2977	hew (V)	knife;to cut;to beat	0	0	0	0
2978	hibernate (V)	to hide	0	0	0	0
2979	hiccough	noise	0	0	0	0
2980	hiccough (V)	noise	0	0	0	0
2981	hiccup	noise	0	0	0	0
2982	hidden	grave;to hide;to close;hole;light	0	0	0	0
2983	hide	skin	0	0	0	0
2984	hide (V)	grave;to bend;to cover;to hide;to destroy;shadow;to close;to put;hole	0	0	0	0
2985	high	field;high;long;ripe;to grow;thick;big;top	0	0	0	0
2986	high and rocky	high	0	0	0	0
2987	high rank	god	0	0	0	0
2988	higher	top	0	0	0	0
2989	higher up	top	0	0	0	0
2990	hill	edge;high;top;mountain;to swell	0	0	0	0
2991	hill ridge	mountain	0	0	0	0
2992	hillock	mountain	0	0	0	0
2993	hilt	end;handle	0	0	0	0
2994	hind 1	deer	0	0	0	0
2995	hind 2	back;side;behind;below;end;to stay	0	0	0	0
2996	hind leg	foot	0	0	0	0
2997	hind part	back;behind	0	0	0	0
2998	hinder (V)	obstacle;to meet;to deceive;to bind	0	0	0	0
2999	hinge	obstacle;door	0	0	0	0
3000	hip	foot;below;back	0	0	0	0
3001	hip-bone	foot;side	0	0	0	0
3002	hire (V)	debt;to work;to give	0	0	0	0
3003	his	pronoun	0	0	0	0
3004	history	shape	0	0	0	0
3005	hit	to beat	0	0	0	0
3006	hit (V)	to beat;to press;to touch;to break;to shake;to cut	0	0	0	113
3007	hit with the flat of the hand (V)	to beat	0	0	0	0
3008	hitch (V)	to bind	0	0	0	0
3009	hoar-frost	cold;snow;ice	0	0	0	0
3010	hoard (V)	to guard;to take;to throw	0	0	0	0
3011	hoarse	noise	0	0	0	0
3012	hobble (V)	to bind	0	0	0	0
3013	hobbled	to cut	0	0	0	0
3014	hobbling	lame	0	0	0	0
3015	hoe	to dig;knife;to scrape;plough;handle	0	0	0	0
3016	hoe (V)	knife	0	0	0	0
3017	hold	to take;to give;to hang	0	0	0	0
3018	hold (V)	to carry;to take;to pinch;valley;to bind;to give;to hang;hand	0	0	0	129
3019	hold back (V)	to take	0	0	0	0
3020	hold dear (V)	good	0	0	0	0
3021	hold fast (V)	to take	0	0	0	0
3022	hold in custody (V)	to take	0	0	0	0
3023	hold in hand (V)	to take	0	0	0	0
3024	hold in mouth (V)	to eat;to suck;to swallow	0	0	0	0
3025	hold up (V)	to carry	0	0	0	0
3026	hole	empty;eye;hole;to dig;to pierce;mouth;middle;vessel;to sew;to break	0	0	0	0
3027	hollow	empty;hole;middle	0	0	0	0
3028	hollow (as a leg) (V)	to bend	0	0	0	0
3029	hollow in the ground	hole	0	0	0	0
3030	hollow of hand	hand	0	0	0	0
3031	hollow place	hole	0	0	0	0
3032	holmme	shallow	0	0	0	0
3033	holy	god	0	0	0	0
3034	home	house;village	0	0	0	0
3035	honest	true;heart;straight	0	0	0	0
3036	honey	sweet;liquid;beer	0	0	0	0
3037	honeycomb	wax	0	0	0	0
3038	honeysuckle	fruit	0	0	0	0
3039	honorific	to love	0	0	0	0
3040	honour	to guard;to praise;to know;shape	0	0	0	0
3041	honour (V)	god;to praise	0	0	0	0
3042	honourable	god;host	0	0	0	0
3043	honoured	to praise	0	0	0	0
3044	hood	vessel	0	0	0	0
3045	hoof	foot;finger-nail;below;finger;hand	0	0	0	0
3046	hook	to bend;to hang;thorn;obstacle	0	0	0	0
