CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	ENGLISH_VALENCE_MEAN	ENGLISH_AROUSAL_MEAN	ENGLISH_DOMINANCE_MEAN	ENGLISH_VALENCE_MEAN_MALE	ENGLISH_VALENCE_MEAN_FEMALE	ENGLISH_AROUSAL_MEAN_MALE	ENGLISH_AROUSAL_MEAN_FEMALE	ENGLISH_DOMINANCE_MEAN_MALE	ENGLISH_DOMINANCE_MEAN_FEMALE	ENGLISH_VALENCE_MEAN_YOUNG	ENGLISH_VALENCE_MEAN_OLD	ENGLISH_AROUSAL_MEAN_YOUNG	ENGLISH_AROUSAL_MEAN_OLD	ENGLISH_DOMINANCE_MEAN_YOUNG	ENGLISH_DOMINANCE_MEAN_OLD	ENGLISH_VALENCE_MEAN_HIGH	ENGLISH_VALENCE_MEAN_LOW	ENGLISH_AROUSAL_MEAN_HIGH	ENGLISH_AROUSAL_MEAN_LOW	ENGLISH_DOMINANCE_MEAN_HIGH	ENGLISH_DOMINANCE_MEAN_LOW	LINE_IN_SOURCE
2691	PATERNAL AUNT (FATHER'S SISTER)	satisfy	7.09	5.53	6.33	7	7.25	7.38	4.18	5.8	6.82	6.67	7.6	5.3	5.78	6.33	6.33	7.27	6.91	6.09	4.75	6.25	6.44	10667
27	AIR	air	6.71	3.25	5.72	6.75	6.67	2.8	3.7	5.23	6.16	7	6.65	1.86	4	5.43	6.16	6.11	7.17	2.9	3.6	5.16	6.11	258
270	JUG	jug	5.45	3.73	5.45	6.06	5.18	4.56	3.2	4.71	5.78	4.93	5.73	4.04	3.33	4.78	5.96	5.81	5.05	4.18	3.57	6	5.21	6732
2704	FADE (LOOSE COLOR)	fade	4.65	3.2	4.63	4.75	4.58	3.67	3.11	4.29	4.83	4.8	4.2	3.71	2.6	4.56	4.7	5	4.36	2.33	3.69	5.25	4.18	4433
2705	INHALE	inhale	5.36	4.43	5.89	5.25	5.23	4.62	4.36	6	5.82	5.25	5.23	3.89	4.79	4.71	6.58	5	5.73	4.93	3.67	3.67	6.31	6378
2708	TALK	talk	6.64	3.38	6.44	6.83	6.6	2.29	3.93	6.12	6.75	6.86	6.29	3.78	3.08	6.67	6.14	6.62	6.64	3.07	4.17	5.86	6.89	12285
2709	FLATTER	flatter	6.1	4.61	6	7	5.8	3.83	5	5.6	6.33	6.9	5.3	4.4	4.88	6	6	6	6.17	5.44	3.78	5.64	6.36	4717
271	SAUCER	saucer	5.16	3.7	4.91	4.86	5.33	5	2.64	5	4.88	5.2	5.25	4	3.5	4.87	5	5	5.3	4	3.5	4.64	5.18	10673
2715	DESPISE	despise	3.08	4.77	4.38	3.23	3	5.12	4.57	4.33	4.42	3.32	2.76	4.4	5.08	4.63	4.19	2.85	3.19	4.86	4.62	3.75	5.1	3352
2717	STEEP	steep	5.32	4.95	5.04	4.6	5.46	5	4.93	5.3	4.85	4.86	5.45	5	4.93	4.45	5.58	5.43	5.25	5.4	4.55	4.89	5.14	11799
272	TONGS	tongs	5	3.25	5.25	5.33	4.94	2.83	3.43	5.67	5.07	5	5	2.86	3.46	5.1	5.4	4.64	5.5	3	3.56	5.5	4.88	12632
273	DOUGH	dough	6	4.1	5.96	6.6	5.75	4.17	4.07	5.8	6.08	5.86	6.1	5.14	3.57	5.18	6.67	5.86	6.1	4	4.18	6.11	5.86	3754
275	PEEL	peel	4.68	3.71	5.57	5	4.45	3.67	3.73	5.36	5.79	4.33	5	3.58	3.83	5.07	6.07	4.56	4.8	3.58	3.83	5.44	5.75	8851
2755	BUSY	busy	5.41	4.52	4.44	5.67	5.27	3.57	5	4.56	4.5	5.29	5.57	4.56	4.5	4.2	4.75	5.25	5.5	4.13	5.5	3.88	4.9	1643
2756	IDLE	idle	4.29	4.1	4.9	5	4	4.75	3.67	4.73	5.1	4.5	4.2	4.7	3.5	4.71	5.29	4.36	4.14	4.33	4	4.11	5.5	6089
2758	CAREFUL	cautious	6.05	3.57	6	5.78	6.3	3.57	3.57	6	6	5.57	6.33	4	3.18	6.23	5.67	5.67	6.4	3.85	3.12	6.5	5.71	1863
2759	RECOMMEND	recommend	6.52	3.71	6.3	6.58	6.44	4.57	3.29	5.11	7.07	6.75	6.47	4.1	3.36	5.5	6.59	5.89	7	4.25	3.38	6.43	6.11	9972
2762	BLOCK (THE WAY)	obstruct	3.61	4.29	4.7	3.67	3.6	4.12	4.38	4.89	4.57	3.5	3.7	4.22	4.33	5.07	4	3.67	3.5	3.64	5	4.3	5	8361
2765	CHERRY	cherry	7.05	4.91	5.63	5.67	8.3	4	5.33	5.3	6	7.11	7	5.4	4.5	4.75	6.1	6.14	7.58	4.67	4.95	6	5.12	2017
2766	WATERMELON	watermelon	6.75	4.64	6.48	6.22	7.18	5.5	3.92	5.5	7.08	6.57	7.17	5.62	4.07	6.12	6.69	6.5	7	4.3	4.92	6.11	6.75	13591
2769	PORK	pork	5	3.8	5.85	5.67	4.8	4.2	3.4	6.5	5.2	4.33	5.25	3.57	3.92	5.5	6.08	3.86	5.67	2.6	5	6.36	5.22	9258
277	SPINDLE	spindle	4.44	3.55	5.21	4.2	4.54	3.67	3.4	4.75	5.44	4.33	4.56	3.78	3.38	5.12	5.5	4.73	4	3.31	3.89	5.12	5.25	11602
2770	JACKET	jacket	5.86	3.35	6.89	5.77	6	3.57	3.23	7	6.83	6.08	5.56	3.22	3.45	7	6.78	6.11	5.67	2.77	4.43	7	6.71	6643
2771	SHAWL	shawl	4.9	3.35	5.24	4.7	5.1	3.75	3.08	4.86	5.5	4.56	5.18	3.92	2.29	5.14	5.42	4.8	5	3.33	3.36	4.94	5.53	11019
2772	KITCHEN KNIFE	chopper	5.05	3.55	5.44	5.4	4.73	2.57	4	5.41	5.5	5.09	5	2.4	3.88	5.71	5.15	5.38	4.85	3.75	3.3	5	5.86	2069
2783	SCALES (MEASURE INSTRUMENT)	scale	5.06	3.8	5.17	5.17	4.83	3.8	3.8	5.15	5.18	5	5.1	4.86	3.23	5.82	4.62	5.22	4.89	4.6	3	5.07	5.33	10697
279	THATCH	thatch	5.2	2.8	4.86	5.43	5.08	3	2.64	4.33	5.06	5.1	5.33	3	2.67	4.53	5.57	5.11	5.27	2.62	2.92	4.45	5.27	12469
2797	SESAME	sesame	5.45	3.95	5.91	5.3	5.6	4	3.92	6.43	5.55	4.33	6.36	4.31	3.38	5.73	6.25	6	4.9	4.43	3.71	5.88	5.94	10960
2804	AMULET	amulet	5.75	3.95	5.79	6.67	5.59	3.29	4.23	6.12	5.62	6.14	5.54	3.43	4.15	5.54	6.09	6.27	5.11	3.7	4.18	6.29	5.59	384
2805	BIRTH (ACCOUCHEMENT)	childbirth	6.62	5.62	5.14	7.12	6.31	5.38	5.91	5.85	4.11	6.62	6.92	5.86	5.3	5.5	4.7	7.18	6	6.43	5.29	4.25	6.2	2032
2806	BLACK MAN	negro	3.83	5.27	4.35	2.38	4.6	5.3	5.25	6	3.46	3.67	4	5	5.55	4.27	4.6	3.75	3.91	5.83	4.6	5.4	3.3	8129
2808	BLACKEN	blacken	4.1	3.95	4.74	3.33	4.73	3	4.12	4	5.08	4.43	3.33	4.17	3.44	3.67	5.7	3.9	4.3	4.3	3.67	5	4.17	1184
2809	BLUEBERRY	blueberry	7.11	3.23	5.7	7.09	6.86	4	2.79	5	6	7	7.18	2.44	3.77	5.82	5.58	7.29	7	3.82	2.64	6.3	5.23	1272
281	POST	post	5.05	3.58	6.32	5.08	5	4	3.33	7.14	5.83	5	5.1	4	3.2	6.9	5.67	5	5.08	3.5	3.71	6.25	6.43	9287
2810	BREASTBONE	sternum	4.45	3.71	4.7	4.62	4.33	3.33	3.93	4.62	4.79	4.33	4.55	4.33	3.08	3.86	5.62	4.4	4.5	3.5	3.92	4.67	4.75	11819
2815	DIALECT	dialect	6	4.26	5.35	5.82	6.22	6.14	3.17	5	5.69	6.36	5.56	4.5	4	5.18	5.67	6.5	5.5	3.29	4.83	5.5	5.25	3421
2816	ECHO	echo	5.2	3.61	4.59	5.6	5.07	4.17	3.33	4.6	4.58	5.8	4.6	3.5	3.75	4	5.18	5.12	5.25	3.22	4	5.27	3.91	3928
2817	EMU	emu	5.45	4	6.21	4.78	5.92	2.6	4.88	6.22	6.2	4.75	5.86	4.46	3.54	6	6.42	5.1	5.75	4.91	3.33	6.55	5.92	4070
2818	FORD (CROSSING)	ford	5.79	2.85	6	6.23	4.83	3.6	2.6	5.77	6.27	6.44	5.2	3	2.77	5.82	6.15	5.6	6	3.3	2.4	5.67	6.56	4832
2819	GRASSLAND	prairie	5.33	2.41	5.38	5.44	5.25	2.85	2.19	4.5	5.81	5.57	5.31	2.6	2.21	5	6.5	4.88	5.62	2.62	2.31	5.62	5.25	9335
2821	JEALOUS	jealous	2.38	5.9	4.68	2.54	2.12	5.86	5.92	5.86	4	2.17	2.67	5.44	6.27	4.8	4.56	2.78	2.08	6.46	4.86	5.33	3.57	6673
2824	KNUCKLE	knuckle	4.68	4.32	4.95	4.56	4.8	4.75	4.07	4.8	5.09	5	4.5	3.9	4.67	5	4.88	4	5.3	4.36	4.25	4.25	5.38	6863
2828	MOTH	moth	4.47	2.55	4.6	4.33	4.67	3.1	2	5.2	4	5.5	4.17	2.43	2.62	4.12	4.92	5	4.17	2.3	2.8	5.45	3.56	7921
2830	OYSTERS	oyster	4.81	3.11	5.18	6	4.33	3.25	3	5.42	4.9	4.78	4.83	3.22	3	4.29	5.6	4.36	5.3	3.14	3.08	5	5.33	8615
2831	PENGUIN	penguin	6.65	4	4.86	6.75	6.58	5	3.4	3.86	5.86	7.22	6.18	4.67	3.33	4.93	4.79	6.5	6.8	3.25	4.75	4.94	4.75	8872
2833	RUM	rum	5.57	4.96	6.17	5.67	5.5	3.8	5.69	6.22	6.13	6.71	5	6.31	3.62	6.08	6.25	6.3	4.91	4.91	5	5.64	6.62	10541
2836	STARLIGHT	starlight	7.68	4.91	5	7	8.3	4.86	5.13	5.3	4.67	8	7.4	5.3	4.83	4.25	5.3	7.43	7.83	6.33	4.7	4.91	5.12	11751
2838	TAME	tame	6.14	3.65	5.47	5.55	6.73	3.14	4	5.5	5.44	6.9	5.5	4.1	3.42	5.5	5.4	6.25	6.07	6	3.3	5.55	5.38	12292
284	HOE	hoe	4.8	5.4	5.96	4.36	5.33	5.43	5.38	5.69	6.25	4.91	4.67	6.73	3.78	5.59	6.75	4.7	4.9	3.88	6.42	6.33	5.75	5834
2843	CAULIFLOWER	cauliflower	5.35	2.29	5.87	3.67	5.65	1.71	2.69	6.14	5.75	5	5.54	2.71	2.15	5.62	6.2	5.36	5.33	2.5	2.09	5.14	6.19	1860
2845	SIZE (OF OBJECT)	size	5.61	3.14	5.22	5.38	5.8	3.86	2.79	5.55	4.71	5.55	5.71	2.78	3.42	5.55	4.71	6.33	5.25	3.89	2.58	4.11	6.33	11228
2856	CHANGE (SOMETHING)	alter	4.57	4.17	5.57	4.4	4.62	4.17	4.18	4.91	6	4.08	5.22	4.31	3.86	4.73	6.5	4.12	4.85	3	4.42	5.57	5.57	336
2860	BOLT (MOVE IN HASTE)	rush	4.05	6.55	6.79	4.85	2.75	7.14	6.23	6.86	6.75	4.58	3.33	6.78	6.36	6.7	6.89	3.22	4.67	6.15	7.29	6.67	7	10561
2861	BUDGE (ONESELF)	budge	4.83	3.95	4.32	4.6	4.92	3.82	4.11	4.38	4.22	4.71	4.91	2.89	4.82	4.1	5.2	5.22	4.44	4.56	3.45	3.5	4.58	1556
2862	CONNECT	connect	6.61	3.47	5.96	6.8	6.54	3.4	3.56	5.5	6.78	6.86	6.45	3.5	3.45	6	5.8	6.44	6.78	4.22	2.8	6.5	5.79	2570
2863	DASH (OF VEHICLE)	dash	5.05	4.29	5.86	5.71	4.69	4.58	4	6.23	5.33	5	5.25	5.15	3.27	6.33	5.3	4.91	5.22	4.71	4.12	6.17	5.5	3092
2864	DECREASE	decrease	4.16	3.05	3.68	3.73	4.57	3.5	2.79	3.33	3.81	3.88	4.36	2.78	3.23	4.5	3	4	4.25	3.45	2.64	3.78	3.62	3175
2865	DIE (FROM ACCIDENT)	perish	2.22	5.19	3.35	2.33	2.2	6.12	4.62	3.44	3.29	1.89	2.56	4.44	5.75	3.87	2.38	2.42	1.83	5.18	5.2	3.1	3.54	8918
2867	CALCULATE	calculate	4.89	3.18	6.39	5.36	4.71	3.62	2.93	6.86	6.19	4.5	5.18	3.11	3.23	6.82	6	5.86	4.33	3.55	2.82	6.5	6.31	1689
2869	BOTHER (HARASS)	bother	4.44	4.2	4.22	3.88	4.9	4.14	4.23	4	4.57	3.82	5.43	3.89	4.45	4.64	3.57	5.17	4.08	4.62	3.92	3.89	4.56	1384
287	CONE	cone	6.1	3.36	5.72	5.67	6.42	2.83	3.5	4.17	6.5	5.81	7	3	3.8	5.78	5.67	6.22	6	2.89	3.62	6	5.5	2521
2870	RECOGNIZE (SOMEBODY)	recognize	6.14	4.2	7.11	5.62	6.89	4.43	4.08	7.14	7.08	6	6.3	3.89	4.45	6.9	7.33	6.2	6.08	3.69	5.14	7	7.29	9968
2871	SWING (MOVEMENT)	swing	6.95	4.1	6.16	6.56	7.3	2.86	4.92	6.2	6.11	7.33	6.6	3.67	4.64	5.25	6.7	6.86	7	5.5	3.95	6.73	5.38	12199
2872	IMPROVE (SOMETHING)	enhance	6.62	4.04	6.58	5.44	7.5	3.67	4.06	5.86	7	6.38	7.4	3.79	4.2	6.67	6.5	7.11	6.25	3.78	4.19	6.88	6.36	4117
2877	RUSTLE (OF LEAVES)	rustle	4.16	3.88	5.62	3.8	4.29	5	3.54	5.46	5.82	4.3	4	4.83	3.36	5.38	6.12	4.67	3.92	3.17	4.27	5.89	5.47	10565
2879	SOUND (OF INSTRUMENT OR VOICE)	sound	6.45	4.14	5.5	6.5	6.47	4.57	3.93	5.56	5.38	6.36	6.71	3.67	4.5	5.6	5.38	6.62	6.36	4.4	3.5	5.62	5.4	11502
288	FORGE	forge	5	4.16	5.55	5	5	4.89	3.5	6.83	5.06	5.44	4.56	4.43	4	5.93	4.71	4.89	5.1	3.88	4.36	5.36	5.73	4856
2880	HALT (STOP)	stop	4.73	4.14	5.06	4	5	4.43	4	5.22	4.88	4.43	5.29	5	3.5	5.44	4.62	4.75	4.71	4.07	4.33	4.12	5.89	11869
2881	URGE (SOMEONE)	urge	5.11	5.29	4.5	5.67	5	5.83	5.07	5.33	4.14	5.3	4.89	5.43	5.21	4.7	4.3	5.09	5.12	5.17	5.44	4.33	4.75	13257
2882	ADD	add	6.23	4	6.79	6.08	6.44	5	3.46	6.29	7.08	6.42	6	4.56	3.55	6.3	7.33	6	6.42	3.62	4.71	6.75	6.86	124
2883	DISTURB	disturb	3.45	4.98	4.29	3.67	3.2	5.06	4.92	5.22	3.73	3.53	3.33	4.68	5.22	4.38	4.18	3.53	3.39	5.18	4.84	4.06	4.42	3658
2884	HANG	hang	3.1	4.86	4.61	3	3.14	3.71	5.43	3.56	5.88	3.08	3.14	5	4.75	5	4.12	2.62	3.38	4.6	5.5	4.38	4.8	5584
2885	HERD (SOMETHING)	herd	5.67	3.33	5	5.89	5.5	3.2	3.33	4.29	5.42	5.75	5.4	3.36	3.22	5.11	4.9	5.44	5.83	2.78	3.67	4.75	5.18	5752
2886	PRODUCE	produce	6.57	3.23	6.57	6.22	6.83	3	3.07	6.17	6.73	5.44	7.42	4.6	2.82	6	7.09	6.78	6.42	3.08	3.44	6.11	6.92	9503
2887	THAW (DEW)	thaw	4.95	3.84	5.82	5.25	4.77	3.69	4	6.62	4.67	4.25	5.5	4.64	2.82	6.92	4.5	4.91	5	4.12	3.71	5.58	6.1	12470
2888	TINKLE	tinkle	5.55	3.75	5.22	5.14	5.77	4	3.55	6	4.92	5.5	5.44	3.62	3.83	5.38	4.8	4.67	6.27	3.62	3.83	5.56	4.89	12582
2889	TWINKLE	sparkle	7.1	4.74	5.64	6.71	7.31	4.75	4.73	5.5	5.69	6.8	7.56	5	4.55	5.4	6.14	6.89	7.27	4	5.27	5.73	5.55	11542
289	MOLD	mold	2.71	3.77	4.5	2.64	2.75	3.4	3.84	4.75	4.24	2.78	2.67	3.93	3.68	5.06	3.82	2.88	2.62	4.17	3.26	4.29	4.73	7835
2891	TIE UP (TETHER)	tether	4.32	4.19	4.7	5.67	4.06	4.62	3.92	5.11	4.43	3.56	5	4.44	4	5.33	3.5	4.17	4.57	3.73	4.7	3.4	5.69	12459
2892	MAKE ANGRY (ANNOY)	annoy	2.49	5.04	4.64	2.68	2.32	5.86	4.87	4.1	5.08	2.68	2.33	5	5.33	4.48	4.81	2.57	2.4	4.67	5.1	4.86	4.43	441
2893	NOTICE (SOMETHING)	notice	5.94	3.38	5.11	5.88	6	3.14	3.5	4.73	5.71	5.64	6.43	3	3.67	6	3.71	7	5.42	4.11	2.83	4.67	5.56	8264
2894	TUMBLE (FALL DOWN)	tumble	5.65	4.9	4.52	5.67	5.65	5.57	4.54	4.62	4.47	5.43	5.77	5.29	4.69	4.36	4.73	5.73	5.56	4.2	5.55	4.29	4.61	12882
2896	CAUSE TO (LET)	let	5.95	2.71	6.06	5.83	5.93	2.43	2.86	6	6	5.57	6.57	2.89	2.58	6.8	5.12	5.75	6.07	2.47	3.33	5.62	6.4	7040
2897	CHIME (ACTION)	chime	6.05	4.1	6.21	6.2	5.9	3.75	4.31	6.29	6.16	5.89	6.18	4.15	4	6.24	6.17	6	6.1	4.43	3.93	6.59	5.81	2042
2898	CONVEY (A MESSAGE)	convey	5.1	3.83	5.1	4	5.47	4	3.64	5.36	4.89	4.92	5.38	4	3.43	4.55	5.7	4.38	5.58	4.25	3.74	5.57	4.86	2694
2899	JOG (SOMETHING)	jog	5.81	3.43	6.35	5.82	5.8	3.64	3.25	6	6.86	5.9	5.73	3.64	3.25	6.24	7	6	5.69	3.62	3.33	5.33	6.88	6706
29	GELD	castrate	2.19	5.3	3.44	3.4	1.81	5.58	5	2.56	3.75	1.58	3	4.94	6.14	3.9	2.88	2.25	2.15	4.5	5.47	2.83	3.75	1830
2900	PROTECT	protect	6.83	3.7	5.83	5.88	7.6	3.71	3.69	5.91	5.71	6.18	7.86	3.33	4	5.82	5.86	7.83	6.33	4.12	3.42	5.67	6	9590
2902	BRAWL (FIGHT)	brawl	3.64	5.38	4.73	4	3	6.09	4.44	5.83	4.31	3.7	3.58	4.55	6.3	4.69	4.78	3.8	3.5	5.88	5.08	4.5	4.92	1446
2903	CHAT (WITH SOMEBODY)	chat	5.75	4.27	6.22	6	5.62	4.5	4.08	6.33	6.27	5.27	6.33	4.44	4.15	6.35	6.22	4.71	6.31	5.33	3.88	6.27	6.17	1977
2904	RINSE	rinse	5.47	2.76	6.92	5	5.56	3.29	2.46	7.12	6.82	5.17	5.62	3.43	2.38	7.14	6.64	5.1	5.89	2.5	3	6.29	7.17	10415
2905	KNIT	knit	5.85	3.35	6.44	6	5.67	3.86	3.08	5.92	6.92	6.09	5.56	4	2.56	6.44	6.44	6.1	5.6	3.5	3.25	7.5	5.73	6853
2906	TRANSLATE	translate	5.67	2.75	5.55	5.7	5.64	5	2	6.09	4.89	5.62	5.73	3.7	2.07	6.23	4.29	5.5	5.75	2.25	3	5.5	5.58	12750
2907	ROT	decay	2.4	4.59	2.84	2.22	2.55	3.8	4.94	1.33	3.54	2.36	2.5	4.33	5.11	2.67	3	1.8	3	5.1	4.17	3.15	2.17	3139
2909	PREPARE	prepare	5.32	4.15	7.26	5.54	5	6.14	3.08	6.86	7.5	4.92	5.8	4.56	3.82	6.7	7.89	5.5	5.17	3.69	5	7.42	7	9394
292	RUG	carpet	5.95	2.77	5.1	6	5.92	2.5	2.73	5.33	5	5.33	6.42	3.2	2.65	4.9	5.27	5.78	6.08	2.54	3.11	4.67	5.42	1800
2929	BENEFIT	profit	6.95	5.24	5.65	7.22	6.74	4.38	5.77	5.17	5.86	6.93	7	4.89	5.5	6.5	4.8	7.26	6.68	5	5.5	5.17	6.38	9519
2930	BOSS	boss	4.76	4.43	4.65	5.17	4.57	4.29	4.5	5.56	3.62	4.77	4.71	4.33	4.5	5	4.25	4.5	4.92	4.93	3.17	4.38	4.89	1380
2931	BUSINESS	business	5.48	3.71	5.35	5	5.64	4	3.57	5	5.75	5.5	5.33	3.33	4	5.78	4.88	5	5.71	3.93	3.17	4	6.56	1635
2932	COLD (CHILL)	chill	5.16	3.25	5.55	6	5.2	2.5	4	6.2	4.9	5.5	5.25	2.57	3.62	4.62	6.17	5.71	4.83	3.2	3.3	6.18	4.78	2039
2933	CONVERSATION	conversation	6.72	2.65	6.28	5.62	7.6	3.71	2.08	6.55	5.86	6.27	7.43	2.11	3.09	6.36	6.14	7.5	6.33	3.62	2	5.89	6.67	2687
2934	CUCKOO	cuckoo	4.79	4.57	4.53	4	5.5	3.86	5.07	4.8	4.22	5.44	4.2	5.8	3.75	4.25	4.8	4.14	5.17	4.67	4.55	4.73	4.25	2984
2935	CURRENT (STREAM)	current	5.53	3.25	5.9	5.78	5.3	3.89	2.73	5.25	6.31	5.79	4.8	4.14	2.77	6.25	5.69	5.56	5.5	3.89	2.73	5.67	6.08	3013
2936	ELEVATION	elevation	5.67	3.57	6.06	6	5.42	4.27	2.92	6	6.12	5.71	5.54	4.09	3.08	6	6.09	6.25	5.31	3.5	3.64	6.44	5.67	4005
2937	FAIRY TALE	tale	5.95	3.09	6.19	6.14	5.85	3.6	2.67	6.4	5.91	5.45	6.56	3.78	2.62	6.82	5	5.43	6.23	3.33	3	6.27	6.08	12281
2938	FLAVOR	flavor	6.45	4.41	6.95	6.33	6.55	4.91	3.91	6.5	7.23	6.14	7.17	5	4	6.38	7.31	6.9	6	4.89	4.08	6.78	7.08	4723
2939	FLOCK (OF ANIMALS)	flock	5.25	3.48	5.38	4.67	5.35	3	3.85	4.75	5.69	5	5.38	3.57	3.54	5.46	5.27	5.45	5	3.7	3.27	5	5.53	4754
2940	GATE	gate	5.32	4.5	5.95	5.62	4.89	5.29	4.08	5.86	6	5.58	5	5	4.09	6.1	5.78	5.1	5.5	3.69	6	5.17	7.29	5101
2941	HAPPINESS	happiness	8.48	6.5	7.05	8	8.67	6.75	6.33	7.18	6.9	8.33	8.53	7.1	5.9	6.79	7.57	8.5	8.43	6.67	6.43	6.78	7.25	5595
2943	BUNDLE	bundle	5.1	3.48	5.12	5.3	4.9	3.64	3.33	4.91	5.29	5.1	5.1	4.09	2.92	4.82	5.75	5	5.15	3.75	3.33	4.78	5.29	1600
2946	CRADLE	cradle	6.1	3.67	4.86	5.6	6.27	3.83	3.58	5.3	4.5	6	6.2	3.8	3.5	5.18	4.55	6.75	5.67	4.78	2.56	4.45	5.27	2849
2947	DAMAGE (INJURY)	injury	2.32	5.56	3.6	2.89	1.8	5.25	5.74	3.65	3.53	2.86	2	5.52	5.6	4	2.67	1.56	3	5.29	5.73	3.05	4	6397
2948	GAP (DISTANCE)	gap	4.91	3.6	4.71	5	4.71	4	3.47	4.77	4.64	5.6	4.33	4.86	2.92	5.18	4.31	4.73	5.09	4.1	3.1	4.4	5.22	5078
2949	LAIR	den	5.11	2.86	5.68	4.44	5.7	3.88	2.29	5.18	6.18	4.71	5.33	3.7	2.17	5.92	5.33	4.67	5.5	3.07	2.5	6	5.5	3274
2950	MEANING	meaning	6.45	4.05	6.53	6.08	7	4.43	3.85	6.71	6.42	6.17	6.8	4	4.09	5.9	7.22	6.7	6.25	3.69	4.71	6.92	5.86	7552
2951	POUCH	pouch	5.33	2.44	4.68	6	4.83	2.83	2.39	3.86	5.17	5.44	5	2.57	2.4	4.33	5	4.89	5.67	1.89	2.75	5.38	4.18	9314
2952	SLAB	slab	4.7	2.4	4.27	5.43	4.31	2.56	2.27	4.83	4.06	4.9	4.44	2.12	2.58	4.4	4	4.67	4.73	2.12	2.58	4	4.55	11268
2953	SLEEVE	sleeve	5.95	3.26	6.05	5.56	6.3	3.43	3.27	6.5	5.56	6.33	5.6	4.4	2.42	5.75	6.3	5.43	6.25	2	3.45	6.27	5.75	11298
2954	SLICE	slice	5.05	3.5	5.05	4.67	5.33	3.7	3.3	4.7	5.4	5.33	5.17	3.14	3.69	3.62	6	5.14	5	4	3	5.18	4.89	11302
2955	STATE (POLITICS)	state	5.73	3.29	5.65	5	6	2.43	3.71	5.44	5.88	5.5	6.14	3.22	3.33	5.89	5.38	6.25	5.43	3.27	3.33	5.38	5.89	11765
2956	TUBE	tube	5.53	3.14	4.68	5.67	5.46	3.09	3.18	4.73	4.65	5.27	5.88	2.82	3.45	4.78	4.5	5.67	5.46	2.62	3.43	5.08	4.38	12874
2958	LAUGHTER	laughter	8.05	5.39	7.02	7.75	8.28	5.81	5.11	6.63	7.41	7.86	8.39	5.57	5.24	6.42	7.68	8.05	8.05	5.4	5.38	6.91	7.13	6951
2959	LEASH	leash	5.25	3	4.32	3.5	5.69	3.75	2.82	5.33	3.75	5.75	4.92	3.7	2.36	4.43	4.18	5	5.45	3.09	2.9	1.86	5.28	6995
296	CROUCH	squat	4.65	4.05	6.15	5.71	4.08	4.1	4	5.93	6.64	5	4.22	4.25	3.92	6.53	5.67	4.14	4.92	5.17	3.6	6.47	5.75	11681
2961	MESSAGE	message	6.18	3.81	6.78	6.33	6.13	2.86	4.29	7.22	6.75	6.21	6.14	4.22	3.5	7.4	6	5.88	6.36	3.87	3.67	5.62	7.7	7646
2962	MOORLAND	moor	4.95	3.95	5.28	5.67	4	3.57	4.14	4.9	5.53	4.5	5.06	4.3	3.64	4.57	5.56	5.22	4.75	4.38	3.69	5.69	4.56	7890
2963	NET	net	5	3	4.61	4.78	5.17	3.82	2.25	4.3	5	4.71	5.23	3.82	2.25	4.71	4.55	5.25	4.85	3.42	2.55	5.44	3.78	8142
2964	NEWS	news	4.96	4.61	4.48	5.5	4.67	5.33	4.38	4.7	4.33	5	4.91	5.57	4.04	3.29	4.94	5.33	4.55	4.88	4.38	5	3.56	8164
2965	PAW	paw	5.43	4.09	5.56	4	5.88	4.58	3.55	5.22	5.62	5.17	5.78	4.25	3.71	5.5	5.62	4.75	5.85	3.75	4.16	6.33	5.17	8804
2966	PERCH (FISH)	perch	5.35	3.38	5.26	5.5	5.2	3.88	3.08	5.43	5.15	4.78	5.82	3.69	2.88	5.27	5.25	5.8	4.9	3.71	3.21	4.88	5.65	8900
2967	PIKE (FISH)	pike	4.73	4.09	5.5	4.75	4.71	4.9	3.42	6.71	4.85	4.17	5.4	3.82	4.36	5.67	5	5.36	4.09	3.67	4.6	5.6	5.4	9042
2968	REASON	tune	7	3.73	5.76	7.67	6.93	3.33	4.09	5.27	6.05	6.67	7.25	4.18	3.27	5.57	6.08	6.43	7.33	2.95	4.38	5.52	5.9	12887
2969	RIBBON	ribbon	6.7	3.63	5.31	6.36	7.11	4.29	3.25	4.77	5.85	7	6.33	4.5	2.67	5.06	5.78	6.5	6.9	2.71	4.17	5.4	5.25	10378
297	CROOKED	crooked	3.17	4.18	3.18	2.5	3.5	3.91	4.45	3.18	3.18	3.55	2.57	3.45	4.91	3.44	2.7	3.2	3.15	4	4.29	3.42	3	2932
2970	RIDDLE	riddle	6.3	4.48	4.39	5	6.73	5.08	3.82	4	4.25	6.27	6.33	4.5	4.43	4.2	4.62	5.62	6.75	4.25	4.53	4.5	4.33	10387
2971	SIN	sin	3.08	5.82	5.74	3.36	2.92	6.08	5.5	5.6	5.89	3.41	2.67	5.89	5.77	4.88	6.3	2.65	3.39	6.77	4.44	6.36	4.88	11196
2973	STRAP	strap	5.1	4.23	5.71	5.33	4.91	4.1	4.33	4	6.77	5.29	4.67	4	4.36	5.25	6	4.9	5.3	3.9	4.5	5.11	6.17	11897
