ID	NUMBER	CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	FAMILY_FREQUENCY	LANGUAGE_FREQUENCY	WORD_FREQUENCY	RANK	COMMUNITY	CENTRAL_CONCEPT	DEGREE	WEIGHTED_FAMILY_DEGREE	WEIGHTED_LANGUAGE_DEGREE	LINKED_CONCEPTS
List-2018-1105-11	11	1228	EARTH (SOIL)	EARTH (SOIL)	64	211	293	1095	4	EARTH (SOIL)	11	148	283	"[{""ID"": ""List-2018-1105-218"", ""NAME"": ""ADOBE"", ""WordWeight"": 3, ""LanguageWeight"": 3, ""FamilyWeight"": 3}, {""ID"": ""List-2018-1105-54"", ""NAME"": ""PLACE (POSITION)"", ""WordWeight"": 9, ""LanguageWeight"": 9, ""FamilyWeight"": 5}, {""ID"": ""List-2018-1105-378"", ""NAME"": ""SAND"", ""WordWeight"": 6, ""LanguageWeight"": 6, ""FamilyWeight"": 4}, {""ID"": ""List-2018-1105-25"", ""NAME"": ""LAND"", ""WordWeight"": 117, ""LanguageWeight"": 114, ""FamilyWeight"": 40}, {""ID"": ""List-2018-1105-81"", ""NAME"": ""FLOOR"", ""WordWeight"": 42, ""LanguageWeight"": 41, ""FamilyWeight"": 29}, {""ID"": ""List-2018-1105-312"", ""NAME"": ""MUD"", ""WordWeight"": 4, ""LanguageWeight"": 4, ""FamilyWeight"": 4}, {""ID"": ""List-2018-1105-83"", ""NAME"": ""CLAY"", ""WordWeight"": 26, ""LanguageWeight"": 26, ""FamilyWeight"": 11}, {""ID"": ""List-2018-1105-51"", ""NAME"": ""WORLD"", ""WordWeight"": 24, ""LanguageWeight"": 24, ""FamilyWeight"": 18}, {""ID"": ""List-2018-1105-32"", ""NAME"": ""COUNTRY"", ""WordWeight"": 33, ""LanguageWeight"": 33, ""FamilyWeight"": 17}, {""ID"": ""List-2018-1105-129"", ""NAME"": ""DUST"", ""WordWeight"": 11, ""LanguageWeight"": 11, ""FamilyWeight"": 9}, {""ID"": ""List-2018-1105-171"", ""NAME"": ""MAINLAND"", ""WordWeight"": 12, ""LanguageWeight"": 12, ""FamilyWeight"": 8}]"
List-2018-1105-12	12	1079	FEEL	FEEL	56	190	229	1096	9	FEEL	11	66	98	"[{""ID"": ""List-2018-1105-158"", ""NAME"": ""OBEY"", ""WordWeight"": 3, ""LanguageWeight"": 3, ""FamilyWeight"": 3}, {""ID"": ""List-2018-1105-84"", ""NAME"": ""BELIEVE"", ""WordWeight"": 3, ""LanguageWeight"": 3, ""FamilyWeight"": 3}, {""ID"": ""List-2018-1105-112"", ""NAME"": ""HEAR"", ""WordWeight"": 20, ""LanguageWeight"": 18, ""FamilyWeight"": 12}, {""ID"": ""List-2018-1105-14"", ""NAME"": ""KNOW (SOMETHING)"", ""WordWeight"": 19, ""LanguageWeight"": 19, ""FamilyWeight"": 5}, {""ID"": ""List-2018-1105-138"", ""NAME"": ""GUESS"", ""WordWeight"": 3, ""LanguageWeight"": 3, ""FamilyWeight"": 3}, {""ID"": ""List-2018-1105-45"", ""NAME"": ""UNDERSTAND"", ""WordWeight"": 6, ""LanguageWeight"": 6, ""FamilyWeight"": 5}, {""ID"": ""List-2018-1105-196"", ""NAME"": ""TASTE (SOMETHING)"", ""WordWeight"": 10, ""LanguageWeight"": 8, ""FamilyWeight"": 7}, {""ID"": ""List-2018-1105-195"", ""NAME"": ""LISTEN"", ""WordWeight"": 7, ""LanguageWeight"": 6, ""FamilyWeight"": 5}, {""ID"": ""List-2018-1105-44"", ""NAME"": ""THINK (BELIEVE)"", ""WordWeight"": 4, ""LanguageWeight"": 3, ""FamilyWeight"": 3}, {""ID"": ""List-2018-1105-132"", ""NAME"": ""TOUCH"", ""WordWeight"": 20, ""LanguageWeight"": 19, ""FamilyWeight"": 13}, {""ID"": ""List-2018-1105-292"", ""NAME"": ""SMELL (PERCEIVE)"", ""WordWeight"": 10, ""LanguageWeight"": 10, ""FamilyWeight"": 7}]"
List-2018-1105-13	13	2021	GRASP	GRASP	62	211	311	1084	1	TAKE	10	111	253	"[{""ID"": ""List-2018-1105-10"", ""NAME"": ""PICK UP"", ""WordWeight"": 5, ""LanguageWeight"": 5, ""FamilyWeight"": 5}, {""ID"": ""List-2018-1105-1"", ""NAME"": ""GET"", ""WordWeight"": 8, ""LanguageWeight"": 8, ""FamilyWeight"": 7}, {""ID"": ""List-2018-1105-172"", ""NAME"": ""HUNT"", ""WordWeight"": 4, ""LanguageWeight"": 4, ""FamilyWeight"": 4}, {""ID"": ""List-2018-1105-6"", ""NAME"": ""HOLD"", ""WordWeight"": 67, ""LanguageWeight"": 61, ""FamilyWeight"": 21}, {""ID"": ""List-2018-1105-2"", ""NAME"": ""TAKE"", ""WordWeight"": 41, ""LanguageWeight"": 37, ""FamilyWeight"": 27}, {""ID"": ""List-2018-1105-7"", ""NAME"": ""CARRY"", ""WordWeight"": 5, ""LanguageWeight"": 5, ""FamilyWeight"": 3}, {""ID"": ""List-2018-1105-40"", ""NAME"": ""TRAP (CATCH)"", ""WordWeight"": 43, ""LanguageWeight"": 42, ""FamilyWeight"": 12}, {""ID"": ""List-2018-1105-21"", ""NAME"": ""BRING"", ""WordWeight"": 3, ""LanguageWeight"": 3, ""FamilyWeight"": 3}, {""ID"": ""List-2018-1105-3"", ""NAME"": ""CATCH"", ""WordWeight"": 90, ""LanguageWeight"": 84, ""FamilyWeight"": 26}, {""ID"": ""List-2018-1105-132"", ""NAME"": ""TOUCH"", ""WordWeight"": 4, ""LanguageWeight"": 4, ""FamilyWeight"": 3}]"
List-2018-1105-14	14	1410	KNOW (SOMETHING)	KNOW (SOMETHING)	66	220	278	1085	9	FEEL	10	66	106	"[{""ID"": ""List-2018-1105-102"", ""NAME"": ""LEARN"", ""WordWeight"": 27, ""LanguageWeight"": 26, ""FamilyWeight"": 13}, {""ID"": ""List-2018-1105-165"", ""NAME"": ""SEE"", ""WordWeight"": 7, ""LanguageWeight"": 6, ""FamilyWeight"": 5}, {""ID"": ""List-2018-1105-12"", ""NAME"": ""FEEL"", ""WordWeight"": 19, ""LanguageWeight"": 19, ""FamilyWeight"": 5}, {""ID"": ""List-2018-1105-112"", ""NAME"": ""HEAR"", ""WordWeight"": 3, ""LanguageWeight"": 3, ""FamilyWeight"": 3}, {""ID"": ""List-2018-1105-45"", ""NAME"": ""UNDERSTAND"", ""WordWeight"": 29, ""LanguageWeight"": 28, ""FamilyWeight"": 18}, {""ID"": ""List-2018-1105-84"", ""NAME"": ""BELIEVE"", ""WordWeight"": 5, ""LanguageWeight"": 5, ""FamilyWeight"": 5}, {""ID"": ""List-2018-1105-340"", ""NAME"": ""ADMIT"", ""WordWeight"": 7, ""LanguageWeight"": 7, ""FamilyWeight"": 6}, {""ID"": ""List-2018-1105-44"", ""NAME"": ""THINK (BELIEVE)"", ""WordWeight"": 4, ""LanguageWeight"": 4, ""FamilyWeight"": 4}, {""ID"": ""List-2018-1105-195"", ""NAME"": ""LISTEN"", ""WordWeight"": 3, ""LanguageWeight"": 3, ""FamilyWeight"": 3}, {""ID"": ""List-2018-1105-138"", ""NAME"": ""GUESS"", ""WordWeight"": 5, ""LanguageWeight"": 5, ""FamilyWeight"": 4}]"
List-2018-1105-15	15	412	CARRY IN HAND	CARRY IN HAND	49	170	209	1086	1	TAKE	10	72	157	"[{""ID"": ""List-2018-1105-98"", ""NAME"": ""CARRY ON HEAD"", ""WordWeight"": 29, ""LanguageWeight"": 29, ""FamilyWeight"": 8}, {""ID"": ""List-2018-1105-1"", ""NAME"": ""GET"", ""WordWeight"": 3, ""LanguageWeight"": 3, ""FamilyWeight"": 3}, {""ID"": ""List-2018-1105-262"", ""NAME"": ""CARRY UNDER ARM"", ""WordWeight"": 21, ""LanguageWeight"": 21, ""FamilyWeight"": 9}, {""ID"": ""List-2018-1105-117"", ""NAME"": ""LEAD (GUIDE)"", ""WordWeight"": 10, ""LanguageWeight"": 7, ""FamilyWeight"": 3}, {""ID"": ""List-2018-1105-6"", ""NAME"": ""HOLD"", ""WordWeight"": 16, ""LanguageWeight"": 16, ""FamilyWeight"": 13}, {""ID"": ""List-2018-1105-88"", ""NAME"": ""CARRY ON SHOULDER"", ""WordWeight"": 26, ""LanguageWeight"": 25, ""FamilyWeight"": 7}, {""ID"": ""List-2018-1105-2"", ""NAME"": ""TAKE"", ""WordWeight"": 5, ""LanguageWeight"": 5, ""FamilyWeight"": 4}, {""ID"": ""List-2018-1105-21"", ""NAME"": ""BRING"", ""WordWeight"": 7, ""LanguageWeight"": 7, ""FamilyWeight"": 6}, {""ID"": ""List-2018-1105-7"", ""NAME"": ""CARRY"", ""WordWeight"": 42, ""LanguageWeight"": 41, ""FamilyWeight"": 16}, {""ID"": ""List-2018-1105-3"", ""NAME"": ""CATCH"", ""WordWeight"": 3, ""LanguageWeight"": 3, ""FamilyWeight"": 3}]"
List-2018-1105-16	16	630	LIGHT (RADIATION)	LIGHT (RADIATION)	64	218	290	1087	7	LIGHT (RADIATION)	10	74	107	"[{""ID"": ""List-2018-1105-174"", ""NAME"": ""BRIGHT"", ""WordWeight"": 21, ""LanguageWeight"": 21, ""FamilyWeight"": 14}, {""ID"": ""List-2018-1105-280"", ""NAME"": ""CLEAR"", ""WordWeight"": 5, ""LanguageWeight"": 5, ""FamilyWeight"": 5}, {""ID"": ""List-2018-1105-699"", ""NAME"": ""SHINE"", ""WordWeight"": 6, ""LanguageWeight"": 6, ""FamilyWeight"": 6}, {""ID"": ""List-2018-1105-287"", ""NAME"": ""DAWN"", ""WordWeight"": 7, ""LanguageWeight"": 7, ""FamilyWeight"": 5}, {""ID"": ""List-2018-1105-467"", ""NAME"": ""FLAME"", ""WordWeight"": 3, ""LanguageWeight"": 3, ""FamilyWeight"": 3}, {""ID"": ""List-2018-1105-87"", ""NAME"": ""FIRE"", ""WordWeight"": 10, ""LanguageWeight"": 9, ""FamilyWeight"": 8}, {""ID"": ""List-2018-1105-349"", ""NAME"": ""CANDLE"", ""WordWeight"": 8, ""LanguageWeight"": 8, ""FamilyWeight"": 4}, {""ID"": ""List-2018-1105-203"", ""NAME"": ""LIGHT (COLOR)"", ""WordWeight"": 24, ""LanguageWeight"": 24, ""FamilyWeight"": 13}, {""ID"": ""List-2018-1105-92"", ""NAME"": ""DAY (NOT NIGHT)"", ""WordWeight"": 10, ""LanguageWeight"": 10, ""FamilyWeight"": 8}, {""ID"": ""List-2018-1105-303"", ""NAME"": ""TORCH OR LAMP"", ""WordWeight"": 17, ""LanguageWeight"": 14, ""FamilyWeight"": 8}]"
List-2018-1105-17	17	1620	SON	SON	64	216	275	1088	2	CHILD (YOUNG HUMAN)	10	91	159	"[{""ID"": ""List-2018-1105-93"", ""NAME"": ""CALF"", ""WordWeight"": 4, ""LanguageWeight"": 4, ""FamilyWeight"": 4}, {""ID"": ""List-2018-1105-27"", ""NAME"": ""BOY"", ""WordWeight"": 78, ""LanguageWeight"": 67, ""FamilyWeight"": 14}, {""ID"": ""List-2018-1105-410"", ""NAME"": ""STEPSON"", ""WordWeight"": 5, ""LanguageWeight"": 5, ""FamilyWeight"": 4}, {""ID"": ""List-2018-1105-5"", ""NAME"": ""CHILD (YOUNG HUMAN)"", ""WordWeight"": 19, ""LanguageWeight"": 17, ""FamilyWeight"": 14}, {""ID"": ""List-2018-1105-77"", ""NAME"": ""NEPHEW"", ""WordWeight"": 9, ""LanguageWeight"": 8, ""FamilyWeight"": 7}, {""ID"": ""List-2018-1105-78"", ""NAME"": ""DAUGHTER"", ""WordWeight"": 18, ""LanguageWeight"": 17, ""FamilyWeight"": 14}, {""ID"": ""List-2018-1105-353"", ""NAME"": ""YOUNG MAN"", ""WordWeight"": 12, ""LanguageWeight"": 9, ""FamilyWeight"": 7}, {""ID"": ""List-2018-1105-22"", ""NAME"": ""CHILD (DESCENDANT)"", ""WordWeight"": 24, ""LanguageWeight"": 24, ""FamilyWeight"": 19}, {""ID"": ""List-2018-1105-500"", ""NAME"": ""DESCENDANTS"", ""WordWeight"": 3, ""LanguageWeight"": 3, ""FamilyWeight"": 3}, {""ID"": ""List-2018-1105-52"", ""NAME"": ""FOAL"", ""WordWeight"": 5, ""LanguageWeight"": 5, ""FamilyWeight"": 5}]"
List-2018-1105-18	18	2257	MOTHER-IN-LAW (OF MAN)	MOTHER-IN-LAW (OF MAN)	50	176	200	1089	3	MOTHER-IN-LAW (OF WOMAN)	10	105	192	"[{""ID"": ""List-2018-1105-24"", ""NAME"": ""AUNT"", ""WordWeight"": 3, ""LanguageWeight"": 3, ""FamilyWeight"": 3}, {""ID"": ""List-2018-1105-41"", ""NAME"": ""DAUGHTER-IN-LAW (OF MAN)"", ""WordWeight"": 15, ""LanguageWeight"": 14, ""FamilyWeight"": 12}, {""ID"": ""List-2018-1105-4"", ""NAME"": ""FATHER-IN-LAW (OF WOMAN)"", ""WordWeight"": 9, ""LanguageWeight"": 9, ""FamilyWeight"": 8}, {""ID"": ""List-2018-1105-72"", ""NAME"": ""SON-IN-LAW (OF WOMAN)"", ""WordWeight"": 6, ""LanguageWeight"": 6, ""FamilyWeight"": 6}, {""ID"": ""List-2018-1105-76"", ""NAME"": ""FATHER'S SISTER"", ""WordWeight"": 11, ""LanguageWeight"": 11, ""FamilyWeight"": 10}, {""ID"": ""List-2018-1105-48"", ""NAME"": ""SON-IN-LAW (OF MAN)"", ""WordWeight"": 6, ""LanguageWeight"": 5, ""FamilyWeight"": 5}, {""ID"": ""List-2018-1105-82"", ""NAME"": ""DAUGHTER-IN-LAW (OF WOMAN)"", ""WordWeight"": 16, ""LanguageWeight"": 15, ""FamilyWeight"": 14}, {""ID"": ""List-2018-1105-8"", ""NAME"": ""MOTHER-IN-LAW (OF WOMAN)"", ""WordWeight"": 129, ""LanguageWeight"": 119, ""FamilyWeight"": 38}, {""ID"": ""List-2018-1105-9"", ""NAME"": ""FATHER-IN-LAW (OF MAN)"", ""WordWeight"": 5, ""LanguageWeight"": 5, ""FamilyWeight"": 5}, {""ID"": ""List-2018-1105-342"", ""NAME"": ""STEPMOTHER"", ""WordWeight"": 5, ""LanguageWeight"": 5, ""FamilyWeight"": 4}]"
List-2018-1105-19	19	1643	COUSIN	COUSIN	52	178	346	1090	37	COUSIN	10	85	105	"[{""ID"": ""List-2018-1105-95"", ""NAME"": ""OLDER BROTHER"", ""WordWeight"": 8, ""LanguageWeight"": 7, ""FamilyWeight"": 7}, {""ID"": ""List-2018-1105-60"", ""NAME"": ""BROTHER"", ""WordWeight"": 28, ""LanguageWeight"": 24, ""FamilyWeight"": 15}, {""ID"": ""List-2018-1105-24"", ""NAME"": ""AUNT"", ""WordWeight"": 7, ""LanguageWeight"": 5, ""FamilyWeight"": 5}, {""ID"": ""List-2018-1105-105"", ""NAME"": ""OLDER SISTER"", ""WordWeight"": 6, ""LanguageWeight"": 6, ""FamilyWeight"": 6}, {""ID"": ""List-2018-1105-63"", ""NAME"": ""SISTER"", ""WordWeight"": 20, ""LanguageWeight"": 16, ""FamilyWeight"": 11}, {""ID"": ""List-2018-1105-64"", ""NAME"": ""YOUNGER BROTHER"", ""WordWeight"": 8, ""LanguageWeight"": 8, ""FamilyWeight"": 7}, {""ID"": ""List-2018-1105-66"", ""NAME"": ""SIBLING"", ""WordWeight"": 13, ""LanguageWeight"": 12, ""FamilyWeight"": 9}, {""ID"": ""List-2018-1105-111"", ""NAME"": ""YOUNGER SISTER"", ""WordWeight"": 10, ""LanguageWeight"": 10, ""FamilyWeight"": 8}, {""ID"": ""List-2018-1105-77"", ""NAME"": ""NEPHEW"", ""WordWeight"": 8, ""LanguageWeight"": 8, ""FamilyWeight"": 8}, {""ID"": ""List-2018-1105-121"", ""NAME"": ""NIECE"", ""WordWeight"": 10, ""LanguageWeight"": 9, ""FamilyWeight"": 9}]"
List-2018-1105-20	20	1008	BULL	BULL	41	158	197	1091	11	BULL	10	71	108	"[{""ID"": ""List-2018-1105-363"", ""NAME"": ""OX"", ""WordWeight"": 50, ""LanguageWeight"": 46, ""FamilyWeight"": 13}, {""ID"": ""List-2018-1105-39"", ""NAME"": ""MALE (OF PERSON)"", ""WordWeight"": 15, ""LanguageWeight"": 15, ""FamilyWeight"": 14}, {""ID"": ""List-2018-1105-61"", ""NAME"": ""HUSBAND"", ""WordWeight"": 6, ""LanguageWeight"": 6, ""FamilyWeight"": 4}, {""ID"": ""List-2018-1105-108"", ""NAME"": ""COW"", ""WordWeight"": 6, ""LanguageWeight"": 6, ""FamilyWeight"": 6}, {""ID"": ""List-2018-1105-30"", ""NAME"": ""STALLION"", ""WordWeight"": 5, ""LanguageWeight"": 5, ""FamilyWeight"": 5}, {""ID"": ""List-2018-1105-68"", ""NAME"": ""BOAR"", ""WordWeight"": 3, ""LanguageWeight"": 3, ""FamilyWeight"": 3}, {""ID"": ""List-2018-1105-109"", ""NAME"": ""HE-GOAT"", ""WordWeight"": 3, ""LanguageWeight"": 3, ""FamilyWeight"": 3}, {""ID"": ""List-2018-1105-43"", ""NAME"": ""RAM"", ""WordWeight"": 4, ""LanguageWeight"": 4, ""FamilyWeight"": 4}, {""ID"": ""List-2018-1105-33"", ""NAME"": ""MAN"", ""WordWeight"": 8, ""LanguageWeight"": 8, ""FamilyWeight"": 8}, {""ID"": ""List-2018-1105-35"", ""NAME"": ""MALE"", ""WordWeight"": 12, ""LanguageWeight"": 12, ""FamilyWeight"": 11}]"
List-2018-1105-21	21	692	BRING	BRING	62	215	283	1092	1	TAKE	10	50	78	"[{""ID"": ""List-2018-1105-98"", ""NAME"": ""CARRY ON HEAD"", ""WordWeight"": 5, ""LanguageWeight"": 5, ""FamilyWeight"": 4}, {""ID"": ""List-2018-1105-1"", ""NAME"": ""GET"", ""WordWeight"": 10, ""LanguageWeight"": 9, ""FamilyWeight"": 4}, {""ID"": ""List-2018-1105-13"", ""NAME"": ""GRASP"", ""WordWeight"": 3, ""LanguageWeight"": 3, ""FamilyWeight"": 3}, {""ID"": ""List-2018-1105-117"", ""NAME"": ""LEAD (GUIDE)"", ""WordWeight"": 4, ""LanguageWeight"": 4, ""FamilyWeight"": 4}, {""ID"": ""List-2018-1105-6"", ""NAME"": ""HOLD"", ""WordWeight"": 4, ""LanguageWeight"": 4, ""FamilyWeight"": 4}, {""ID"": ""List-2018-1105-15"", ""NAME"": ""CARRY IN HAND"", ""WordWeight"": 7, ""LanguageWeight"": 7, ""FamilyWeight"": 6}, {""ID"": ""List-2018-1105-3"", ""NAME"": ""CATCH"", ""WordWeight"": 5, ""LanguageWeight"": 4, ""FamilyWeight"": 3}, {""ID"": ""List-2018-1105-7"", ""NAME"": ""CARRY"", ""WordWeight"": 26, ""LanguageWeight"": 25, ""FamilyWeight"": 11}, {""ID"": ""List-2018-1105-2"", ""NAME"": ""TAKE"", ""WordWeight"": 15, ""LanguageWeight"": 13, ""FamilyWeight"": 8}, {""ID"": ""List-2018-1105-88"", ""NAME"": ""CARRY ON SHOULDER"", ""WordWeight"": 4, ""LanguageWeight"": 4, ""FamilyWeight"": 3}]"
List-2018-1105-22	22	1801	CHILD (DESCENDANT)	CHILD (DESCENDANT)	54	184	253	1093	2	CHILD (YOUNG HUMAN)	10	95	157	"[{""ID"": ""List-2018-1105-93"", ""NAME"": ""CALF"", ""WordWeight"": 4, ""LanguageWeight"": 4, ""FamilyWeight"": 4}, {""ID"": ""List-2018-1105-236"", ""NAME"": ""BABY"", ""WordWeight"": 18, ""LanguageWeight"": 18, ""FamilyWeight"": 9}, {""ID"": ""List-2018-1105-27"", ""NAME"": ""BOY"", ""WordWeight"": 9, ""LanguageWeight"": 9, ""FamilyWeight"": 6}, {""ID"": ""List-2018-1105-5"", ""NAME"": ""CHILD (YOUNG HUMAN)"", ""WordWeight"": 60, ""LanguageWeight"": 54, ""FamilyWeight"": 23}, {""ID"": ""List-2018-1105-77"", ""NAME"": ""NEPHEW"", ""WordWeight"": 5, ""LanguageWeight"": 5, ""FamilyWeight"": 5}, {""ID"": ""List-2018-1105-78"", ""NAME"": ""DAUGHTER"", ""WordWeight"": 13, ""LanguageWeight"": 13, ""FamilyWeight"": 11}, {""ID"": ""List-2018-1105-79"", ""NAME"": ""LAMB"", ""WordWeight"": 5, ""LanguageWeight"": 5, ""FamilyWeight"": 4}, {""ID"": ""List-2018-1105-17"", ""NAME"": ""SON"", ""WordWeight"": 24, ""LanguageWeight"": 24, ""FamilyWeight"": 19}, {""ID"": ""List-2018-1105-500"", ""NAME"": ""DESCENDANTS"", ""WordWeight"": 21, ""LanguageWeight"": 21, ""FamilyWeight"": 10}, {""ID"": ""List-2018-1105-52"", ""NAME"": ""FOAL"", ""WordWeight"": 4, ""LanguageWeight"": 4, ""FamilyWeight"": 4}]"
List-2018-1105-23	23	1432	CUT	CUT	66	216	348	1069	6	CUT	9	65	154	"[{""ID"": ""List-2018-1105-325"", ""NAME"": ""MOW"", ""WordWeight"": 20, ""LanguageWeight"": 20, ""FamilyWeight"": 12}, {""ID"": ""List-2018-1105-746"", ""NAME"": ""CARVE"", ""WordWeight"": 36, ""LanguageWeight"": 34, ""FamilyWeight"": 6}, {""ID"": ""List-2018-1105-231"", ""NAME"": ""CUT DOWN"", ""WordWeight"": 15, ""LanguageWeight"": 15, ""FamilyWeight"": 9}, {""ID"": ""List-2018-1105-65"", ""NAME"": ""BREAK (DESTROY OR GET DESTROYED)"", ""WordWeight"": 3, ""LanguageWeight"": 3, ""FamilyWeight"": 3}, {""ID"": ""List-2018-1105-240"", ""NAME"": ""SEPARATE"", ""WordWeight"": 3, ""LanguageWeight"": 3, ""FamilyWeight"": 3}, {""ID"": ""List-2018-1105-245"", ""NAME"": ""DIVIDE"", ""WordWeight"": 3, ""LanguageWeight"": 3, ""FamilyWeight"": 3}, {""ID"": ""List-2018-1105-90"", ""NAME"": ""SPLIT"", ""WordWeight"": 11, ""LanguageWeight"": 10, ""FamilyWeight"": 8}, {""ID"": ""List-2018-1105-146"", ""NAME"": ""CHOP"", ""WordWeight"": 64, ""LanguageWeight"": 59, ""FamilyWeight"": 17}, {""ID"": ""List-2018-1105-445"", ""NAME"": ""TEAR (SHRED)"", ""WordWeight"": 7, ""LanguageWeight"": 7, ""FamilyWeight"": 4}]"
List-2018-1105-24	24	1272	AUNT	AUNT	48	175	260	1070	3	MOTHER-IN-LAW (OF WOMAN)	9	81	196	"[{""ID"": ""List-2018-1105-19"", ""NAME"": ""COUSIN"", ""WordWeight"": 7, ""LanguageWeight"": 5, ""FamilyWeight"": 5}, {""ID"": ""List-2018-1105-469"", ""NAME"": ""MOTHER"", ""WordWeight"": 10, ""LanguageWeight"": 10, ""FamilyWeight"": 6}, {""ID"": ""List-2018-1105-8"", ""NAME"": ""MOTHER-IN-LAW (OF WOMAN)"", ""WordWeight"": 4, ""LanguageWeight"": 4, ""FamilyWeight"": 4}, {""ID"": ""List-2018-1105-18"", ""NAME"": ""MOTHER-IN-LAW (OF MAN)"", ""WordWeight"": 3, ""LanguageWeight"": 3, ""FamilyWeight"": 3}, {""ID"": ""List-2018-1105-182"", ""NAME"": ""FATHER'S BROTHER"", ""WordWeight"": 5, ""LanguageWeight"": 3, ""FamilyWeight"": 3}, {""ID"": ""List-2018-1105-91"", ""NAME"": ""UNCLE"", ""WordWeight"": 9, ""LanguageWeight"": 7, ""FamilyWeight"": 6}, {""ID"": ""List-2018-1105-85"", ""NAME"": ""MOTHER'S BROTHER"", ""WordWeight"": 6, ""LanguageWeight"": 5, ""FamilyWeight"": 5}, {""ID"": ""List-2018-1105-76"", ""NAME"": ""FATHER'S SISTER"", ""WordWeight"": 86, ""LanguageWeight"": 76, ""FamilyWeight"": 25}, {""ID"": ""List-2018-1105-157"", ""NAME"": ""MOTHER'S SISTER"", ""WordWeight"": 95, ""LanguageWeight"": 83, ""FamilyWeight"": 24}]"
List-2018-1105-25	25	626	LAND	LAND	65	215	315	1071	4	EARTH (SOIL)	9	145	330	"[{""ID"": ""List-2018-1105-54"", ""NAME"": ""PLACE (POSITION)"", ""WordWeight"": 10, ""LanguageWeight"": 10, ""FamilyWeight"": 7}, {""ID"": ""List-2018-1105-83"", ""NAME"": ""CLAY"", ""WordWeight"": 11, ""LanguageWeight"": 11, ""FamilyWeight"": 7}, {""ID"": ""List-2018-1105-11"", ""NAME"": ""EARTH (SOIL)"", ""WordWeight"": 117, ""LanguageWeight"": 114, ""FamilyWeight"": 40}, {""ID"": ""List-2018-1105-81"", ""NAME"": ""FLOOR"", ""WordWeight"": 34, ""LanguageWeight"": 34, ""FamilyWeight"": 24}, {""ID"": ""List-2018-1105-171"", ""NAME"": ""MAINLAND"", ""WordWeight"": 13, ""LanguageWeight"": 13, ""FamilyWeight"": 10}, {""ID"": ""List-2018-1105-51"", ""NAME"": ""WORLD"", ""WordWeight"": 43, ""LanguageWeight"": 41, ""FamilyWeight"": 22}, {""ID"": ""List-2018-1105-32"", ""NAME"": ""COUNTRY"", ""WordWeight"": 104, ""LanguageWeight"": 95, ""FamilyWeight"": 24}, {""ID"": ""List-2018-1105-129"", ""NAME"": ""DUST"", ""WordWeight"": 6, ""LanguageWeight"": 5, ""FamilyWeight"": 5}, {""ID"": ""List-2018-1105-307"", ""NAME"": ""NATIVE COUNTRY"", ""WordWeight"": 7, ""LanguageWeight"": 7, ""FamilyWeight"": 6}]"
List-2018-1105-26	26	281	POST	POST	56	198	271	1072	13	WOOD	9	59	76	"[{""ID"": ""List-2018-1105-47"", ""NAME"": ""TREE"", ""WordWeight"": 16, ""LanguageWeight"": 16, ""FamilyWeight"": 12}, {""ID"": ""List-2018-1105-169"", ""NAME"": ""CLUB"", ""WordWeight"": 6, ""LanguageWeight"": 6, ""FamilyWeight"": 5}, {""ID"": ""List-2018-1105-318"", ""NAME"": ""WALKING STICK"", ""WordWeight"": 4, ""LanguageWeight"": 4, ""FamilyWeight"": 3}, {""ID"": ""List-2018-1105-31"", ""NAME"": ""WOOD"", ""WordWeight"": 13, ""LanguageWeight"": 13, ""FamilyWeight"": 11}, {""ID"": ""List-2018-1105-418"", ""NAME"": ""BEAM"", ""WordWeight"": 7, ""LanguageWeight"": 7, ""FamilyWeight"": 6}, {""ID"": ""List-2018-1105-751"", ""NAME"": ""MAST"", ""WordWeight"": 6, ""LanguageWeight"": 6, ""FamilyWeight"": 5}, {""ID"": ""List-2018-1105-199"", ""NAME"": ""TREE TRUNK"", ""WordWeight"": 7, ""LanguageWeight"": 7, ""FamilyWeight"": 3}, {""ID"": ""List-2018-1105-128"", ""NAME"": ""PLANT (VEGETATION)"", ""WordWeight"": 3, ""LanguageWeight"": 3, ""FamilyWeight"": 3}, {""ID"": ""List-2018-1105-702"", ""NAME"": ""DOORPOST"", ""WordWeight"": 16, ""LanguageWeight"": 14, ""FamilyWeight"": 11}]"
