ID	NUMBER	CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	FAMILY_FREQUENCY	LANGUAGE_FREQUENCY	WORD_FREQUENCY	RANK	COMMUNITY	CENTRAL_CONCEPT	DEGREE	WEIGHTED_FAMILY_DEGREE	WEIGHTED_LANGUAGE_DEGREE	LINKED_CONCEPTS
List-2018-1105-323	323	1314	QUIET	QUIET	60	205	312	861	120	QUIET	4	42	87	"[{""ID"": ""List-2018-1105-581"", ""NAME"": ""BE SILENT"", ""WordWeight"": 30, ""LanguageWeight"": 30, ""FamilyWeight"": 19}, {""ID"": ""List-2018-1105-981"", ""NAME"": ""PEACE"", ""WordWeight"": 6, ""LanguageWeight"": 6, ""FamilyWeight"": 5}, {""ID"": ""List-2018-1105-712"", ""NAME"": ""CALM"", ""WordWeight"": 37, ""LanguageWeight"": 36, ""FamilyWeight"": 11}, {""ID"": ""List-2018-1105-498"", ""NAME"": ""SLOW"", ""WordWeight"": 17, ""LanguageWeight"": 15, ""FamilyWeight"": 7}]"
List-2018-1105-324	324	2249	THIN (OF SHAPE OF OBJECT)	THIN (OF SHAPE OF OBJECT)	65	217	303	862	39	WEAK	4	31	35	"[{""ID"": ""List-2018-1105-594"", ""NAME"": ""NARROW"", ""WordWeight"": 25, ""LanguageWeight"": 23, ""FamilyWeight"": 19}, {""ID"": ""List-2018-1105-391"", ""NAME"": ""SHALLOW"", ""WordWeight"": 5, ""LanguageWeight"": 5, ""FamilyWeight"": 5}, {""ID"": ""List-2018-1105-282"", ""NAME"": ""WEAK"", ""WordWeight"": 4, ""LanguageWeight"": 4, ""FamilyWeight"": 4}, {""ID"": ""List-2018-1105-341"", ""NAME"": ""FLAT"", ""WordWeight"": 3, ""LanguageWeight"": 3, ""FamilyWeight"": 3}]"
List-2018-1105-325	325	190	MOW	MOW	49	171	246	863	6	CUT	4	28	42	"[{""ID"": ""List-2018-1105-23"", ""NAME"": ""CUT"", ""WordWeight"": 20, ""LanguageWeight"": 20, ""FamilyWeight"": 12}, {""ID"": ""List-2018-1105-146"", ""NAME"": ""CHOP"", ""WordWeight"": 5, ""LanguageWeight"": 5, ""FamilyWeight"": 3}, {""ID"": ""List-2018-1105-10"", ""NAME"": ""PICK UP"", ""WordWeight"": 9, ""LanguageWeight"": 9, ""FamilyWeight"": 6}, {""ID"": ""List-2018-1105-135"", ""NAME"": ""GATHER"", ""WordWeight"": 9, ""LanguageWeight"": 8, ""FamilyWeight"": 7}]"
List-2018-1105-326	326	1681	WAIST	WAIST	58	193	230	864	45	WAIST	4	24	36	"[{""ID"": ""List-2018-1105-897"", ""NAME"": ""BELT"", ""WordWeight"": 6, ""LanguageWeight"": 5, ""FamilyWeight"": 3}, {""ID"": ""List-2018-1105-425"", ""NAME"": ""HIP"", ""WordWeight"": 9, ""LanguageWeight"": 9, ""FamilyWeight"": 7}, {""ID"": ""List-2018-1105-510"", ""NAME"": ""MIDDLE"", ""WordWeight"": 15, ""LanguageWeight"": 15, ""FamilyWeight"": 7}, {""ID"": ""List-2018-1105-332"", ""NAME"": ""BACK"", ""WordWeight"": 7, ""LanguageWeight"": 7, ""FamilyWeight"": 7}]"
List-2018-1105-327	327	1256	HEAD	HEAD	66	216	263	865	86	TOP	4	30	58	"[{""ID"": ""List-2018-1105-611"", ""NAME"": ""SKULL"", ""WordWeight"": 16, ""LanguageWeight"": 14, ""FamilyWeight"": 9}, {""ID"": ""List-2018-1105-107"", ""NAME"": ""HAIR (HEAD)"", ""WordWeight"": 7, ""LanguageWeight"": 7, ""FamilyWeight"": 6}, {""ID"": ""List-2018-1105-28"", ""NAME"": ""TOP"", ""WordWeight"": 20, ""LanguageWeight"": 20, ""FamilyWeight"": 10}, {""ID"": ""List-2018-1105-270"", ""NAME"": ""CHIEFTAIN"", ""WordWeight"": 17, ""LanguageWeight"": 17, ""FamilyWeight"": 5}]"
List-2018-1105-328	328	133	WEAVE	WEAVE	59	202	236	866	84	WEAVE	4	55	113	"[{""ID"": ""List-2018-1105-584"", ""NAME"": ""SEW"", ""WordWeight"": 6, ""LanguageWeight"": 6, ""FamilyWeight"": 5}, {""ID"": ""List-2018-1105-670"", ""NAME"": ""PLAIT"", ""WordWeight"": 11, ""LanguageWeight"": 10, ""FamilyWeight"": 9}, {""ID"": ""List-2018-1105-440"", ""NAME"": ""SPIN"", ""WordWeight"": 9, ""LanguageWeight"": 9, ""FamilyWeight"": 4}, {""ID"": ""List-2018-1105-210"", ""NAME"": ""PLAIT OR BRAID OR WEAVE"", ""WordWeight"": 93, ""LanguageWeight"": 88, ""FamilyWeight"": 37}]"
List-2018-1105-329	329	298	SHRIEK	SHRIEK	48	169	208	867	38	SHRIEK	4	40	56	"[{""ID"": ""List-2018-1105-228"", ""NAME"": ""SHOUT"", ""WordWeight"": 25, ""LanguageWeight"": 24, ""FamilyWeight"": 14}, {""ID"": ""List-2018-1105-253"", ""NAME"": ""HOWL"", ""WordWeight"": 20, ""LanguageWeight"": 19, ""FamilyWeight"": 13}, {""ID"": ""List-2018-1105-503"", ""NAME"": ""CRY"", ""WordWeight"": 5, ""LanguageWeight"": 5, ""FamilyWeight"": 5}, {""ID"": ""List-2018-1105-338"", ""NAME"": ""GROAN"", ""WordWeight"": 8, ""LanguageWeight"": 8, ""FamilyWeight"": 8}]"
List-2018-1105-330	330	1280	FALL	FALL	65	220	307	868	59	FALL	4	22	29	"[{""ID"": ""List-2018-1105-602"", ""NAME"": ""LAND (DESCEND)"", ""WordWeight"": 3, ""LanguageWeight"": 3, ""FamilyWeight"": 3}, {""ID"": ""List-2018-1105-638"", ""NAME"": ""GO DOWN (DESCEND)"", ""WordWeight"": 7, ""LanguageWeight"": 7, ""FamilyWeight"": 5}, {""ID"": ""List-2018-1105-944"", ""NAME"": ""SLIP"", ""WordWeight"": 3, ""LanguageWeight"": 3, ""FamilyWeight"": 3}, {""ID"": ""List-2018-1105-314"", ""NAME"": ""DRIP (FALL IN GLOBULES)"", ""WordWeight"": 16, ""LanguageWeight"": 16, ""FamilyWeight"": 11}]"
List-2018-1105-331	331	1496	GRANDMOTHER	GRANDMOTHER	65	215	301	869	87	OLD	4	34	43	"[{""ID"": ""List-2018-1105-103"", ""NAME"": ""GRANDFATHER"", ""WordWeight"": 15, ""LanguageWeight"": 13, ""FamilyWeight"": 9}, {""ID"": ""List-2018-1105-246"", ""NAME"": ""GRANDDAUGHTER"", ""WordWeight"": 8, ""LanguageWeight"": 5, ""FamilyWeight"": 5}, {""ID"": ""List-2018-1105-8"", ""NAME"": ""MOTHER-IN-LAW (OF WOMAN)"", ""WordWeight"": 7, ""LanguageWeight"": 7, ""FamilyWeight"": 6}, {""ID"": ""List-2018-1105-534"", ""NAME"": ""OLD WOMAN"", ""WordWeight"": 20, ""LanguageWeight"": 18, ""FamilyWeight"": 14}]"
List-2018-1105-332	332	1291	BACK	BACK	66	216	267	870	45	WAIST	4	23	31	"[{""ID"": ""List-2018-1105-364"", ""NAME"": ""SHOULDER"", ""WordWeight"": 8, ""LanguageWeight"": 5, ""FamilyWeight"": 5}, {""ID"": ""List-2018-1105-54"", ""NAME"": ""PLACE (POSITION)"", ""WordWeight"": 9, ""LanguageWeight"": 8, ""FamilyWeight"": 5}, {""ID"": ""List-2018-1105-1026"", ""NAME"": ""SPINE"", ""WordWeight"": 11, ""LanguageWeight"": 11, ""FamilyWeight"": 6}, {""ID"": ""List-2018-1105-326"", ""NAME"": ""WAIST"", ""WordWeight"": 7, ""LanguageWeight"": 7, ""FamilyWeight"": 7}]"
List-2018-1105-333	333	1819	LOOK	LOOK	65	217	291	871	80	FIND	4	38	57	"[{""ID"": ""List-2018-1105-373"", ""NAME"": ""LOOK FOR"", ""WordWeight"": 8, ""LanguageWeight"": 7, ""FamilyWeight"": 4}, {""ID"": ""List-2018-1105-165"", ""NAME"": ""SEE"", ""WordWeight"": 42, ""LanguageWeight"": 41, ""FamilyWeight"": 25}, {""ID"": ""List-2018-1105-192"", ""NAME"": ""FIND"", ""WordWeight"": 4, ""LanguageWeight"": 4, ""FamilyWeight"": 4}, {""ID"": ""List-2018-1105-133"", ""NAME"": ""READ"", ""WordWeight"": 5, ""LanguageWeight"": 5, ""FamilyWeight"": 5}]"
List-2018-1105-334	334	1390	WRONG	WRONG	50	185	246	872	19	FAULT	4	34	44	"[{""ID"": ""List-2018-1105-438"", ""NAME"": ""GUILTY"", ""WordWeight"": 5, ""LanguageWeight"": 5, ""FamilyWeight"": 5}, {""ID"": ""List-2018-1105-449"", ""NAME"": ""BAD"", ""WordWeight"": 15, ""LanguageWeight"": 15, ""FamilyWeight"": 12}, {""ID"": ""List-2018-1105-456"", ""NAME"": ""MISTAKE"", ""WordWeight"": 17, ""LanguageWeight"": 16, ""FamilyWeight"": 11}, {""ID"": ""List-2018-1105-198"", ""NAME"": ""FAULT"", ""WordWeight"": 8, ""LanguageWeight"": 8, ""FamilyWeight"": 6}]"
List-2018-1105-335	335	474	DRESS	DRESS	59	193	244	873	41	CLOTHES	4	47	76	"[{""ID"": ""List-2018-1105-244"", ""NAME"": ""CLOTH"", ""WordWeight"": 11, ""LanguageWeight"": 11, ""FamilyWeight"": 9}, {""ID"": ""List-2018-1105-269"", ""NAME"": ""SHIRT"", ""WordWeight"": 27, ""LanguageWeight"": 27, ""FamilyWeight"": 13}, {""ID"": ""List-2018-1105-188"", ""NAME"": ""CLOTHES"", ""WordWeight"": 28, ""LanguageWeight"": 26, ""FamilyWeight"": 16}, {""ID"": ""List-2018-1105-527"", ""NAME"": ""SKIRT"", ""WordWeight"": 13, ""LanguageWeight"": 12, ""FamilyWeight"": 9}]"
List-2018-1105-336	336	2017	MIX	MIX	61	206	314	874	93	MIX	4	24	31	"[{""ID"": ""List-2018-1105-366"", ""NAME"": ""ROW"", ""WordWeight"": 5, ""LanguageWeight"": 5, ""FamilyWeight"": 5}, {""ID"": ""List-2018-1105-427"", ""NAME"": ""SHAKE"", ""WordWeight"": 4, ""LanguageWeight"": 4, ""FamilyWeight"": 4}, {""ID"": ""List-2018-1105-739"", ""NAME"": ""MOVE"", ""WordWeight"": 12, ""LanguageWeight"": 11, ""FamilyWeight"": 8}, {""ID"": ""List-2018-1105-1044"", ""NAME"": ""KNEAD"", ""WordWeight"": 11, ""LanguageWeight"": 11, ""FamilyWeight"": 7}]"
List-2018-1105-337	337	834	BUTTOCKS	BUTTOCKS	63	214	293	875	17	LEG	4	27	31	"[{""ID"": ""List-2018-1105-62"", ""NAME"": ""BOTTOM"", ""WordWeight"": 14, ""LanguageWeight"": 12, ""FamilyWeight"": 10}, {""ID"": ""List-2018-1105-425"", ""NAME"": ""HIP"", ""WordWeight"": 9, ""LanguageWeight"": 8, ""FamilyWeight"": 8}, {""ID"": ""List-2018-1105-448"", ""NAME"": ""THIGH"", ""WordWeight"": 7, ""LanguageWeight"": 6, ""FamilyWeight"": 6}, {""ID"": ""List-2018-1105-1000"", ""NAME"": ""TAIL"", ""WordWeight"": 5, ""LanguageWeight"": 5, ""FamilyWeight"": 3}]"
List-2018-1105-338	338	716	GROAN	GROAN	56	189	232	876	38	SHRIEK	4	24	24	"[{""ID"": ""List-2018-1105-228"", ""NAME"": ""SHOUT"", ""WordWeight"": 3, ""LanguageWeight"": 3, ""FamilyWeight"": 3}, {""ID"": ""List-2018-1105-253"", ""NAME"": ""HOWL"", ""WordWeight"": 7, ""LanguageWeight"": 7, ""FamilyWeight"": 7}, {""ID"": ""List-2018-1105-503"", ""NAME"": ""CRY"", ""WordWeight"": 6, ""LanguageWeight"": 6, ""FamilyWeight"": 6}, {""ID"": ""List-2018-1105-329"", ""NAME"": ""SHRIEK"", ""WordWeight"": 8, ""LanguageWeight"": 8, ""FamilyWeight"": 8}]"
List-2018-1105-339	339	1992	MORE	MORE	59	197	251	877	31	MORE	4	17	48	"[{""ID"": ""List-2018-1105-367"", ""NAME"": ""CROWD"", ""WordWeight"": 11, ""LanguageWeight"": 11, ""FamilyWeight"": 3}, {""ID"": ""List-2018-1105-431"", ""NAME"": ""OFTEN"", ""WordWeight"": 7, ""LanguageWeight"": 7, ""FamilyWeight"": 3}, {""ID"": ""List-2018-1105-175"", ""NAME"": ""MANY"", ""WordWeight"": 25, ""LanguageWeight"": 23, ""FamilyWeight"": 6}, {""ID"": ""List-2018-1105-738"", ""NAME"": ""AGAIN"", ""WordWeight"": 7, ""LanguageWeight"": 7, ""FamilyWeight"": 5}]"
List-2018-1105-340	340	2022	ADMIT	ADMIT	47	169	229	878	10	ANNOUNCE	4	19	20	"[{""ID"": ""List-2018-1105-97"", ""NAME"": ""EXPLAIN"", ""WordWeight"": 3, ""LanguageWeight"": 3, ""FamilyWeight"": 3}, {""ID"": ""List-2018-1105-56"", ""NAME"": ""ANNOUNCE"", ""WordWeight"": 4, ""LanguageWeight"": 4, ""FamilyWeight"": 4}, {""ID"": ""List-2018-1105-14"", ""NAME"": ""KNOW (SOMETHING)"", ""WordWeight"": 7, ""LanguageWeight"": 7, ""FamilyWeight"": 6}, {""ID"": ""List-2018-1105-126"", ""NAME"": ""TELL"", ""WordWeight"": 6, ""LanguageWeight"": 6, ""FamilyWeight"": 6}]"
List-2018-1105-341	341	1633	FLAT	FLAT	57	199	273	879	39	WEAK	4	22	46	"[{""ID"": ""List-2018-1105-116"", ""NAME"": ""STRAIGHT"", ""WordWeight"": 10, ""LanguageWeight"": 10, ""FamilyWeight"": 5}, {""ID"": ""List-2018-1105-276"", ""NAME"": ""PLAIN"", ""WordWeight"": 10, ""LanguageWeight"": 10, ""FamilyWeight"": 7}, {""ID"": ""List-2018-1105-324"", ""NAME"": ""THIN (OF SHAPE OF OBJECT)"", ""WordWeight"": 3, ""LanguageWeight"": 3, ""FamilyWeight"": 3}, {""ID"": ""List-2018-1105-538"", ""NAME"": ""SMOOTH"", ""WordWeight"": 23, ""LanguageWeight"": 23, ""FamilyWeight"": 7}]"
List-2018-1105-342	342	236	STEPMOTHER	STEPMOTHER	52	186	217	880	3	MOTHER-IN-LAW (OF WOMAN)	4	15	17	"[{""ID"": ""List-2018-1105-229"", ""NAME"": ""STEPFATHER"", ""WordWeight"": 3, ""LanguageWeight"": 3, ""FamilyWeight"": 3}, {""ID"": ""List-2018-1105-469"", ""NAME"": ""MOTHER"", ""WordWeight"": 3, ""LanguageWeight"": 3, ""FamilyWeight"": 3}, {""ID"": ""List-2018-1105-18"", ""NAME"": ""MOTHER-IN-LAW (OF MAN)"", ""WordWeight"": 5, ""LanguageWeight"": 5, ""FamilyWeight"": 4}, {""ID"": ""List-2018-1105-8"", ""NAME"": ""MOTHER-IN-LAW (OF WOMAN)"", ""WordWeight"": 6, ""LanguageWeight"": 6, ""FamilyWeight"": 5}]"
List-2018-1105-343	343	1667	HOLE	HOLE	63	215	288	881	58	HOLE	4	31	38	"[{""ID"": ""List-2018-1105-886"", ""NAME"": ""CAVE"", ""WordWeight"": 24, ""LanguageWeight"": 24, ""FamilyWeight"": 17}, {""ID"": ""List-2018-1105-416"", ""NAME"": ""SPRING OR WELL"", ""WordWeight"": 3, ""LanguageWeight"": 3, ""FamilyWeight"": 3}, {""ID"": ""List-2018-1105-1054"", ""NAME"": ""GRAVE"", ""WordWeight"": 4, ""LanguageWeight"": 3, ""FamilyWeight"": 3}, {""ID"": ""List-2018-1105-516"", ""NAME"": ""DITCH"", ""WordWeight"": 9, ""LanguageWeight"": 8, ""FamilyWeight"": 8}]"
List-2018-1105-344	344	484	CONDEMN	CONDEMN	33	136	174	882	19	FAULT	4	27	70	"[{""ID"": ""List-2018-1105-354"", ""NAME"": ""BLAME"", ""WordWeight"": 11, ""LanguageWeight"": 10, ""FamilyWeight"": 5}, {""ID"": ""List-2018-1105-372"", ""NAME"": ""CONVICT"", ""WordWeight"": 30, ""LanguageWeight"": 29, ""FamilyWeight"": 9}, {""ID"": ""List-2018-1105-446"", ""NAME"": ""ADJUDICATE"", ""WordWeight"": 17, ""LanguageWeight"": 17, ""FamilyWeight"": 8}, {""ID"": ""List-2018-1105-450"", ""NAME"": ""ACCUSE"", ""WordWeight"": 15, ""LanguageWeight"": 14, ""FamilyWeight"": 5}]"
List-2018-1105-345	345	1690	FENCE	FENCE	56	191	243	883	64	FENCE	4	23	29	"[{""ID"": ""List-2018-1105-917"", ""NAME"": ""WALL (OF HOUSE)"", ""WordWeight"": 17, ""LanguageWeight"": 16, ""FamilyWeight"": 11}, {""ID"": ""List-2018-1105-1056"", ""NAME"": ""STABLE"", ""WordWeight"": 4, ""LanguageWeight"": 4, ""FamilyWeight"": 4}, {""ID"": ""List-2018-1105-781"", ""NAME"": ""FORTRESS"", ""WordWeight"": 4, ""LanguageWeight"": 4, ""FamilyWeight"": 4}, {""ID"": ""List-2018-1105-795"", ""NAME"": ""YARD"", ""WordWeight"": 5, ""LanguageWeight"": 5, ""FamilyWeight"": 4}]"
List-2018-1105-346	346	711	TALL	TALL	63	209	271	884	20	LONG	4	87	186	"[{""ID"": ""List-2018-1105-420"", ""NAME"": ""DEEP"", ""WordWeight"": 7, ""LanguageWeight"": 7, ""FamilyWeight"": 6}, {""ID"": ""List-2018-1105-110"", ""NAME"": ""HIGH"", ""WordWeight"": 113, ""LanguageWeight"": 101, ""FamilyWeight"": 38}, {""ID"": ""List-2018-1105-115"", ""NAME"": ""BIG"", ""WordWeight"": 16, ""LanguageWeight"": 14, ""FamilyWeight"": 9}, {""ID"": ""List-2018-1105-127"", ""NAME"": ""LONG"", ""WordWeight"": 70, ""LanguageWeight"": 64, ""FamilyWeight"": 34}]"
List-2018-1105-347	347	1364	HEALTHY	HEALTHY	59	208	329	885	35	CORRECT (RIGHT)	4	27	32	"[{""ID"": ""List-2018-1105-75"", ""NAME"": ""CORRECT (RIGHT)"", ""WordWeight"": 5, ""LanguageWeight"": 5, ""FamilyWeight"": 5}, {""ID"": ""List-2018-1105-285"", ""NAME"": ""STRONG"", ""WordWeight"": 6, ""LanguageWeight"": 6, ""FamilyWeight"": 6}, {""ID"": ""List-2018-1105-477"", ""NAME"": ""GOOD"", ""WordWeight"": 18, ""LanguageWeight"": 16, ""FamilyWeight"": 11}, {""ID"": ""List-2018-1105-311"", ""NAME"": ""BEAUTIFUL"", ""WordWeight"": 6, ""LanguageWeight"": 5, ""FamilyWeight"": 5}]"
List-2018-1105-348	348	1689	SMOKE (INHALE)	SMOKE (INHALE)	59	200	229	886	25	SUCK	4	24	42	"[{""ID"": ""List-2018-1105-178"", ""NAME"": ""DRINK"", ""WordWeight"": 10, ""LanguageWeight"": 10, ""FamilyWeight"": 6}, {""ID"": ""List-2018-1105-278"", ""NAME"": ""SMOKE (EXHAUST)"", ""WordWeight"": 22, ""LanguageWeight"": 22, ""FamilyWeight"": 8}, {""ID"": ""List-2018-1105-201"", ""NAME"": ""SUCK"", ""WordWeight"": 6, ""LanguageWeight"": 6, ""FamilyWeight"": 6}, {""ID"": ""List-2018-1105-541"", ""NAME"": ""PULL"", ""WordWeight"": 4, ""LanguageWeight"": 4, ""FamilyWeight"": 4}]"
List-2018-1105-349	349	1273	CANDLE	CANDLE	44	168	196	887	7	LIGHT (RADIATION)	4	26	31	"[{""ID"": ""List-2018-1105-16"", ""NAME"": ""LIGHT (RADIATION)"", ""WordWeight"": 8, ""LanguageWeight"": 8, ""FamilyWeight"": 4}, {""ID"": ""List-2018-1105-303"", ""NAME"": ""TORCH OR LAMP"", ""WordWeight"": 13, ""LanguageWeight"": 13, ""FamilyWeight"": 13}, {""ID"": ""List-2018-1105-740"", ""NAME"": ""BEESWAX"", ""WordWeight"": 6, ""LanguageWeight"": 6, ""FamilyWeight"": 5}, {""ID"": ""List-2018-1105-87"", ""NAME"": ""FIRE"", ""WordWeight"": 4, ""LanguageWeight"": 4, ""FamilyWeight"": 4}]"
List-2018-1105-350	350	1032	CITIZEN	CITIZEN	39	147	206	888	33	RELATIVES	4	18	33	"[{""ID"": ""List-2018-1105-557"", ""NAME"": ""FRIEND"", ""WordWeight"": 3, ""LanguageWeight"": 3, ""FamilyWeight"": 3}, {""ID"": ""List-2018-1105-58"", ""NAME"": ""RELATIVES"", ""WordWeight"": 6, ""LanguageWeight"": 4, ""FamilyWeight"": 4}, {""ID"": ""List-2018-1105-167"", ""NAME"": ""PERSON"", ""WordWeight"": 23, ""LanguageWeight"": 20, ""FamilyWeight"": 5}, {""ID"": ""List-2018-1105-139"", ""NAME"": ""PEOPLE"", ""WordWeight"": 7, ""LanguageWeight"": 6, ""FamilyWeight"": 6}]"
List-2018-1105-351	351	987	REMAIN	REMAIN	58	210	274	889	44	SIT	4	34	47	"[{""ID"": ""List-2018-1105-904"", ""NAME"": ""REMAINS"", ""WordWeight"": 5, ""LanguageWeight"": 5, ""FamilyWeight"": 3}, {""ID"": ""List-2018-1105-273"", ""NAME"": ""BE ALIVE"", ""WordWeight"": 4, ""LanguageWeight"": 4, ""FamilyWeight"": 4}, {""ID"": ""List-2018-1105-283"", ""NAME"": ""DWELL (LIVE, RESIDE)"", ""WordWeight"": 26, ""LanguageWeight"": 25, ""FamilyWeight"": 17}, {""ID"": ""List-2018-1105-208"", ""NAME"": ""SIT"", ""WordWeight"": 13, ""LanguageWeight"": 13, ""FamilyWeight"": 10}]"
List-2018-1105-352	352	1913	PRESS	PRESS	58	198	282	890	53	SQUEEZE	4	35	85	"[{""ID"": ""List-2018-1105-829"", ""NAME"": ""PUSH"", ""WordWeight"": 10, ""LanguageWeight"": 9, ""FamilyWeight"": 4}, {""ID"": ""List-2018-1105-104"", ""NAME"": ""SQUEEZE"", ""WordWeight"": 42, ""LanguageWeight"": 37, ""FamilyWeight"": 18}, {""ID"": ""List-2018-1105-491"", ""NAME"": ""GRIND"", ""WordWeight"": 25, ""LanguageWeight"": 25, ""FamilyWeight"": 9}, {""ID"": ""List-2018-1105-758"", ""NAME"": ""PINCH"", ""WordWeight"": 14, ""LanguageWeight"": 14, ""FamilyWeight"": 4}]"
List-2018-1105-353	353	76	YOUNG MAN	YOUNG MAN	61	207	284	891	2	CHILD (YOUNG HUMAN)	4	44	70	"[{""ID"": ""List-2018-1105-27"", ""NAME"": ""BOY"", ""WordWeight"": 26, ""LanguageWeight"": 22, ""FamilyWeight"": 15}, {""ID"": ""List-2018-1105-268"", ""NAME"": ""YOUNG WOMAN"", ""WordWeight"": 10, ""LanguageWeight"": 10, ""FamilyWeight"": 7}, {""ID"": ""List-2018-1105-17"", ""NAME"": ""SON"", ""WordWeight"": 12, ""LanguageWeight"": 9, ""FamilyWeight"": 7}, {""ID"": ""List-2018-1105-36"", ""NAME"": ""YOUNG"", ""WordWeight"": 30, ""LanguageWeight"": 29, ""FamilyWeight"": 15}]"
List-2018-1105-354	354	381	BLAME	BLAME	47	170	219	560	19	FAULT	3	33	81	"[{""ID"": ""List-2018-1105-344"", ""NAME"": ""CONDEMN"", ""WordWeight"": 11, ""LanguageWeight"": 10, ""FamilyWeight"": 5}, {""ID"": ""List-2018-1105-198"", ""NAME"": ""FAULT"", ""WordWeight"": 31, ""LanguageWeight"": 31, ""FamilyWeight"": 15}, {""ID"": ""List-2018-1105-450"", ""NAME"": ""ACCUSE"", ""WordWeight"": 41, ""LanguageWeight"": 40, ""FamilyWeight"": 13}]"
List-2018-1105-355	355	603	COAT	COAT	39	152	197	561	47	BLANKET	3	12	16	"[{""ID"": ""List-2018-1105-455"", ""NAME"": ""CLOAK"", ""WordWeight"": 9, ""LanguageWeight"": 9, ""FamilyWeight"": 6}, {""ID"": ""List-2018-1105-261"", ""NAME"": ""BLANKET"", ""WordWeight"": 4, ""LanguageWeight"": 3, ""FamilyWeight"": 3}, {""ID"": ""List-2018-1105-439"", ""NAME"": ""PONCHO"", ""WordWeight"": 4, ""LanguageWeight"": 4, ""FamilyWeight"": 3}]"
List-2018-1105-356	356	1346	THROAT	THROAT	66	219	285	562	109	NECK	3	28	40	"[{""ID"": ""List-2018-1105-106"", ""NAME"": ""VOICE"", ""WordWeight"": 11, ""LanguageWeight"": 10, ""FamilyWeight"": 6}, {""ID"": ""List-2018-1105-452"", ""NAME"": ""COLLAR"", ""WordWeight"": 5, ""LanguageWeight"": 5, ""FamilyWeight"": 5}, {""ID"": ""List-2018-1105-413"", ""NAME"": ""NECK"", ""WordWeight"": 26, ""LanguageWeight"": 25, ""FamilyWeight"": 17}]"
List-2018-1105-357	357	377	LOUD	LOUD	52	187	242	563	92	STRONG	3	18	32	"[{""ID"": ""List-2018-1105-494"", ""NAME"": ""HARD"", ""WordWeight"": 11, ""LanguageWeight"": 11, ""FamilyWeight"": 6}, {""ID"": ""List-2018-1105-285"", ""NAME"": ""STRONG"", ""WordWeight"": 17, ""LanguageWeight"": 16, ""FamilyWeight"": 7}, {""ID"": ""List-2018-1105-811"", ""NAME"": ""SOUND OR NOISE"", ""WordWeight"": 5, ""LanguageWeight"": 5, ""FamilyWeight"": 5}]"
List-2018-1105-358	358	796	NIPPLE	NIPPLE	59	201	252	564	81	BREAST	3	45	65	"[{""ID"": ""List-2018-1105-515"", ""NAME"": ""MILK"", ""WordWeight"": 4, ""LanguageWeight"": 4, ""FamilyWeight"": 4}, {""ID"": ""List-2018-1105-232"", ""NAME"": ""BREAST"", ""WordWeight"": 42, ""LanguageWeight"": 41, ""FamilyWeight"": 25}, {""ID"": ""List-2018-1105-533"", ""NAME"": ""UDDER"", ""WordWeight"": 22, ""LanguageWeight"": 20, ""FamilyWeight"": 16}]"
List-2018-1105-359	359	1376	NOW	NOW	64	217	278	565	21	EARLY	3	38	53	"[{""ID"": ""List-2018-1105-184"", ""NAME"": ""SOON"", ""WordWeight"": 7, ""LanguageWeight"": 6, ""FamilyWeight"": 6}, {""ID"": ""List-2018-1105-590"", ""NAME"": ""TODAY"", ""WordWeight"": 41, ""LanguageWeight"": 36, ""FamilyWeight"": 24}, {""ID"": ""List-2018-1105-193"", ""NAME"": ""IMMEDIATELY"", ""WordWeight"": 11, ""LanguageWeight"": 11, ""FamilyWeight"": 8}]"
List-2018-1105-360	360	72	CLAW	CLAW	60	203	239	566	104	CLAW	3	51	114	"[{""ID"": ""List-2018-1105-361"", ""NAME"": ""FINGER"", ""WordWeight"": 6, ""LanguageWeight"": 6, ""FamilyWeight"": 6}, {""ID"": ""List-2018-1105-1008"", ""NAME"": ""FINGERNAIL"", ""WordWeight"": 109, ""LanguageWeight"": 103, ""FamilyWeight"": 40}, {""ID"": ""List-2018-1105-778"", ""NAME"": ""TOE"", ""WordWeight"": 5, ""LanguageWeight"": 5, ""FamilyWeight"": 5}]"
List-2018-1105-361	361	1303	FINGER	FINGER	65	213	229	567	104	CLAW	3	27	60	"[{""ID"": ""List-2018-1105-360"", ""NAME"": ""CLAW"", ""WordWeight"": 6, ""LanguageWeight"": 6, ""FamilyWeight"": 6}, {""ID"": ""List-2018-1105-123"", ""NAME"": ""HAND"", ""WordWeight"": 5, ""LanguageWeight"": 5, ""FamilyWeight"": 5}, {""ID"": ""List-2018-1105-778"", ""NAME"": ""TOE"", ""WordWeight"": 50, ""LanguageWeight"": 49, ""FamilyWeight"": 16}]"
List-2018-1105-362	362	88	BEEHIVE	BEEHIVE	48	171	198	568	68	BEEHIVE	3	11	11	"[{""ID"": ""List-2018-1105-489"", ""NAME"": ""HONEY"", ""WordWeight"": 4, ""LanguageWeight"": 4, ""FamilyWeight"": 4}, {""ID"": ""List-2018-1105-942"", ""NAME"": ""BASKET"", ""WordWeight"": 3, ""LanguageWeight"": 3, ""FamilyWeight"": 3}, {""ID"": ""List-2018-1105-488"", ""NAME"": ""BEE"", ""WordWeight"": 4, ""LanguageWeight"": 4, ""FamilyWeight"": 4}]"
