CONCEPTICON_ID	CONCEPTICON_GLOSS	SPANISH	SPANISH_VALENCE_MEAN	SPANISH_AROUSAL_MEAN	SPANISH_DOMINANCE_MEAN	SPANISH_VALENCE_MEAN_FEMALE	SPANISH_AROUSAL_MEAN_FEMALE	SPANISH_DOMINANCE_MEAN_FEMALE	SPANISH_VALENCE_MEAN_MALE	SPANISH_AROUSAL_MEAN_MALE	SPANISH_DOMINANCE_MEAN_MALE	SPANISH_CONCRETENESS_MEAN_LEXESP	SPANISH_IMAGEABILITY_MEAN_LEXESP	SPANISH_POS	LINE_IN_SOURCE
138	BATHE	bañera	6.7555555555555555	3.6555555555555554	5.944444444444445	6.885714285714286	3.7285714285714286	6.057142857142857	6.3	3.4	5.55			N	111
1382	NEEDLE (FOR SEWING)	aguja	3.1777777777777776	5.655555555555556	4.433333333333334	3.2285714285714286	5.585714285714285	4.442857142857143	3.0	5.9	4.4			N	36
1386	LION	león	4.977777777777778	7.088888888888889	3.7333333333333334	4.8428571428571425	7.071428571428571	3.9	5.45	7.15	3.15			N	571
1388	SHADE	sombra	4.033333333333333	4.566666666666666	4.233333333333333	4.042857142857143	4.671428571428572	4.228571428571429	4.0	4.2	4.25			N	915
1391	TOWN	ciudad	5.655555555555556	5.966666666666667	4.555555555555555	5.714285714285714	5.871428571428571	4.4714285714285715	5.45	6.3	4.85			N	207
1392	LOUSE	piojo	1.9666666666666666	5.644444444444445	3.6444444444444444	2.0142857142857142	5.614285714285714	3.5142857142857142	1.8	5.75	4.1			N	784
1402	BREAST	seno	5.811111111111111	4.8	5.166666666666667	5.371428571428571	4.514285714285714	5.042857142857143	7.35	5.8	5.6			N	894
1405	NAME	nombre	5.722222222222222	4.5777777777777775	5.411111111111111	5.771428571428571	4.6	5.585714285714285	5.55	4.5	4.8			N	695
1412	RUDE	grosero	2.2222222222222223	5.988888888888889	4.3	2.1714285714285713	6.042857142857143	4.1571428571428575	2.4	5.8	4.8			A	462
1422	BE ALIVE	vivo	8.066666666666666	6.544444444444444	6.533333333333333	8.142857142857142	6.314285714285714	6.4	7.8	7.35	7.0			A	1029
1424	YELLOW	amarillo	5.666666666666667	4.844444444444444	5.166666666666667	5.728571428571429	4.6	5.314285714285714	5.45	5.7	4.65			A	50
1425	GREEN	verde	6.433333333333334	4.722222222222222	5.477777777777778	6.4714285714285715	4.685714285714286	5.542857142857143	6.3	4.85	5.25			A	1008
1427	BEAUTIFUL	hermoso	7.611111111111111	5.444444444444445	5.133333333333334	7.642857142857143	5.414285714285715	5.1	7.5	5.55	5.25			A	482
1430	STAR	estrella	7.522222222222222	4.6	4.477777777777778	7.385714285714286	4.385714285714286	4.228571428571429	8.0	5.35	5.35			N	384
1439	SWIM	nadador	5.9222222222222225	5.4	5.044444444444444	6.0	5.228571428571429	5.0	5.65	6.0	5.2			N	681
144	MACHINE	máquina	4.444444444444445	4.833333333333333	5.4222222222222225	4.242857142857143	4.8428571428571425	5.385714285714286	5.15	4.8	5.55			N	616
1467	CIRCLE	círculo	4.822222222222222	4.2	4.9222222222222225	4.757142857142857	4.285714285714286	5.042857142857143	5.05	3.9	4.5			N	205
1472	KEY	llave	5.566666666666666	4.277777777777778	5.888888888888889	5.428571428571429	4.214285714285714	5.914285714285715	6.05	4.5	5.8			N	587
1476	CHAIR	silla	5.033333333333333	3.477777777777778	5.566666666666666	5.071428571428571	3.357142857142857	5.5	4.9	3.9	5.8			N	902
1480	BODY	cuerpo	6.022222222222222	5.588888888888889	5.533333333333333	5.985714285714286	5.571428571428571	5.514285714285714	6.15	5.65	5.6			N	262
1481	HAMMER	martillo	4.377777777777778	4.9222222222222225	5.477777777777778	4.4714285714285715	5.057142857142857	5.5	4.05	4.45	5.4			N	622
1490	RAT	rata	2.6666666666666665	6.322222222222222	3.7777777777777777	2.6714285714285713	6.242857142857143	3.8714285714285714	2.65	6.6	3.45			N	836
1492	DUMB	tonto	3.3	4.566666666666666	4.511111111111111	3.3	4.428571428571429	4.8	3.3	5.05	3.5			A	963
1495	HAPPY	feliz	8.366666666666667	6.966666666666667	6.444444444444445	8.528571428571428	6.857142857142857	6.685714285714286	7.8	7.35	5.6			A	413
1508	KING	rey	4.977777777777778	4.355555555555555	4.344444444444444	5.2	4.385714285714286	4.614285714285714	4.2	4.25	3.4			N	866
1509	MOSQUITO	mosquito	2.5444444444444443	5.844444444444444	4.277777777777778	2.557142857142857	5.7	4.457142857142857	2.5	6.35	3.65			N	663
1510	CHIN	mentón	4.666666666666667	4.377777777777778	4.466666666666667	4.714285714285714	4.442857142857143	4.4714285714285715	4.5	4.15	4.45			N	636
1517	WASP	avispa	2.5444444444444443	7.011111111111111	3.1222222222222222	2.4857142857142858	7.0285714285714285	2.9571428571428573	2.75	6.95	3.7			N	103
1518	STUPID	estúpido	2.6	5.5777777777777775	3.8555555555555556	2.8142857142857145	5.614285714285714	3.842857142857143	1.85	5.45	3.9			A/N	388
1524	WINE	vino	4.877777777777778	5.466666666666667	5.144444444444445	4.885714285714286	5.185714285714286	5.3428571428571425	4.85	6.45	4.45			N	1020
1525	COAST	costa	7.233333333333333	4.866666666666666	4.9	7.285714285714286	4.871428571428571	5.228571428571429	7.05	4.85	3.75			N	246
1530	BOWL	cuenco	5.011111111111111	3.888888888888889	5.344444444444444	4.885714285714286	3.8714285714285714	5.457142857142857	5.45	3.95	4.95			N	261
1533	BE HUNGRY	hambriento	3.1222222222222222	6.288888888888889	3.5555555555555554	3.1	6.5285714285714285	3.6285714285714286	3.2	5.45	3.3			A/N	473
1534	FEVER	fiebre	1.8555555555555556	4.033333333333333	2.977777777777778	1.8857142857142857	4.0285714285714285	2.942857142857143	1.75	4.05	3.1			N	417
1537	SPRINGTIME	primavera	7.533333333333333	5.988888888888889	4.7555555555555555	7.714285714285714	6.2	4.957142857142857	6.9	5.25	4.05			N	808
1538	SCORPION	escorpión	2.8555555555555556	7.133333333333334	3.1555555555555554	2.8714285714285714	7.057142857142857	3.1714285714285713	2.8	7.4	3.1			N	367
1539	BASKET	cesta	5.177777777777778	3.7888888888888888	5.822222222222222	5.228571428571429	3.742857142857143	5.871428571428571	5.0	3.95	5.65			N	187
1548	UGLY	feo	3.077777777777778	4.155555555555556	3.8777777777777778	3.085714285714286	4.1571428571428575	4.0	3.05	4.15	3.45			A	414
1554	MAN	hombre	6.911111111111111	6.055555555555555	5.1	7.114285714285714	6.114285714285714	4.957142857142857	6.2	5.85	5.6			N	489
1559	MONEY	dinero	7.455555555555556	6.4	5.5	7.428571428571429	6.571428571428571	5.557142857142857	7.55	5.8	5.3			N	318
156	RED	rojo	5.933333333333334	5.933333333333334	5.477777777777778	5.828571428571428	5.9714285714285715	5.514285714285714	6.3	5.8	5.35			A	874
1560	FACE	cara	6.022222222222222	5.111111111111111	5.033333333333333	5.857142857142857	5.0285714285714285	5.042857142857143	6.6	5.4	5.0			N	167
1562	MIND	mente	6.411111111111111	5.811111111111111	5.933333333333334	6.314285714285714	5.757142857142857	5.8	6.75	6.0	6.4			N	634
1564	LAZY	perezoso	3.6222222222222222	3.3666666666666667	4.666666666666667	3.585714285714286	3.3714285714285714	4.728571428571429	3.75	3.35	4.45			A	765
1566	GUN	pistola	1.8333333333333333	7.0777777777777775	3.577777777777778	1.8714285714285714	6.928571428571429	3.8285714285714287	1.7	7.6	2.7			N	787
1584	BLISTER	ampolla	2.5444444444444443	4.988888888888889	4.333333333333333	2.757142857142857	4.9714285714285715	4.5	1.8	5.05	3.75			N	57
1585	SLEEP	dormir	7.788888888888889	2.511111111111111	5.777777777777778	7.9	2.4285714285714284	5.585714285714285	7.4	2.8	6.45			V	330
1601	WEAK	débil	2.5555555555555554	4.988888888888889	3.4555555555555557	2.4285714285714284	4.928571428571429	3.142857142857143	3.0	5.2	4.55			A	271
1607	HATE	odiar	1.8555555555555556	6.477777777777778	4.233333333333333	1.8142857142857143	6.585714285714285	4.057142857142857	2.0	6.1	4.85			V	710
1609	IDEA	idea	7.355555555555555	6.622222222222222	6.455555555555556	7.357142857142857	6.9	6.314285714285714	7.35	5.65	6.95			N	506
1612	LETTER	carta	6.788888888888889	5.988888888888889	5.722222222222222	6.771428571428571	5.985714285714286	5.685714285714286	6.85	6.0	5.85			N	175
1613	COLOR	color	6.766666666666667	5.844444444444444	5.522222222222222	6.8	5.885714285714286	5.485714285714286	6.65	5.7	5.65			N	215
1616	CLOTH	tela	5.111111111111111	4.2444444444444445	5.5777777777777775	5.114285714285714	4.271428571428571	5.7	5.1	4.15	5.15			N	936
1625	DEAD	muerto	1.1666666666666667	5.988888888888889	1.9777777777777779	1.1285714285714286	6.271428571428571	1.8571428571428572	1.3	5.0	2.4			A/N	669
163	BLACK	negro	4.866666666666666	4.466666666666667	4.811111111111111	4.871428571428571	4.5	4.928571428571429	4.85	4.35	4.4			A/N	688
1631	FAST	rápido	5.711111111111111	6.3	5.2555555555555555	5.6571428571428575	6.171428571428572	5.171428571428572	5.9	6.75	5.55			A	832
1635	OBEY	obedecer	3.8444444444444446	5.277777777777778	4.888888888888889	3.8857142857142857	5.314285714285714	5.128571428571429	3.7	5.15	4.05			V	703
1638	TRUTH	verdad	7.777777777777778	5.722222222222222	6.355555555555555	7.8	5.771428571428571	6.271428571428571	7.7	5.55	6.65			N	1007
1641	SILK	seda	6.733333333333333	4.0	5.4	6.7	3.9571428571428573	5.557142857142857	6.85	4.15	4.85			N	892
1646	GIRL	chica	5.966666666666667	4.9222222222222225	5.1	5.785714285714286	4.857142857142857	5.114285714285714	6.6	5.15	5.05			N	191
1654	LIGHTNING	relámpago	3.977777777777778	6.566666666666666	2.8555555555555556	3.7	6.8	2.4571428571428573	4.95	5.75	4.25			N	849
1659	DOLL	muñeca	6.2444444444444445	4.477777777777778	5.788888888888889	6.371428571428571	4.4714285714285715	6.085714285714285	5.8	4.5	4.75			N	675
1663	BED	cama	7.711111111111111	4.566666666666666	6.022222222222222	7.742857142857143	4.385714285714286	6.042857142857143	7.6	5.2	5.95			N	156
1668	GRIEF	dolor	1.6111111111111112	6.4	2.6	1.4714285714285715	6.4	2.5285714285714285	2.1	6.4	2.85			N	329
1671	TOWER	torre	5.155555555555556	4.544444444444444	4.522222222222222	5.271428571428571	4.742857142857143	4.614285714285714	4.75	3.85	4.2			N	967
1673	ARM	brazo	5.366666666666666	4.833333333333333	5.5777777777777775	5.242857142857143	4.8	5.614285714285714	5.8	4.95	5.45			N	135
1682	GUILTY	culpable	2.3555555555555556	6.188888888888889	3.8222222222222224	2.2857142857142856	6.171428571428572	3.557142857142857	2.6	6.25	4.75			A/N	264
1691	FLEXIBLE	flexible	5.911111111111111	4.844444444444444	5.288888888888889	5.757142857142857	4.957142857142857	5.257142857142857	6.45	4.45	5.4			A	421
1728	ROTTEN	podrido	1.9111111111111112	5.155555555555556	4.166666666666667	1.9142857142857144	5.042857142857143	4.085714285714285	1.9	5.55	4.45			A	797
1732	SKY	cielo	7.555555555555555	4.555555555555555	4.477777777777778	7.542857142857143	4.585714285714285	4.557142857142857	7.6	4.45	4.2			N	201
174	PROUD	orgulloso	5.533333333333333	5.8	5.822222222222222	5.585714285714285	6.014285714285714	5.714285714285714	5.35	5.05	6.2			A	723
1747	CUSTOM	costumbre	5.433333333333334	4.322222222222222	5.7555555555555555	5.457142857142857	4.314285714285714	5.7	5.35	4.35	5.95			N	247
1757	TIRED	cansado	2.466666666666667	2.577777777777778	4.166666666666667	2.4285714285714284	2.4857142857142858	3.9857142857142858	2.6	2.9	4.8			V/A	162
1768	FOAM	espuma	6.466666666666667	4.844444444444444	5.655555555555556	6.4714285714285715	4.6571428571428575	6.014285714285714	6.45	5.5	4.4			N	378
1773	GRAVE	tumba	1.7444444444444445	4.9	3.0555555555555554	1.5142857142857142	4.957142857142857	2.9285714285714284	2.55	4.7	3.5			N	983
1775	TABLE	mesa	4.8	4.211111111111111	5.133333333333334	4.785714285714286	4.142857142857143	5.014285714285714	4.85	4.45	5.55			N	640
1791	BUTTERFLY	mariposa	6.7444444444444445	4.6	5.311111111111111	6.8428571428571425	4.685714285714286	5.271428571428571	6.4	4.3	5.45			N	620
1804	BOMB	bomba	1.4222222222222223	7.788888888888889	2.2222222222222223	1.2142857142857142	7.957142857142857	2.3285714285714287	2.15	7.2	1.85			N	131
1808	PUS	pus	1.7	5.911111111111111	3.8333333333333335	1.6571428571428573	6.128571428571429	3.7857142857142856	1.85	5.15	4.0			N	819
1810	DANGER	peligro	2.022222222222222	7.555555555555555	2.933333333333333	2.085714285714286	7.514285714285714	2.8857142857142857	1.8	7.7	3.1			N	757
183	BAKE	hornear	5.466666666666667	4.711111111111111	5.544444444444444	5.414285714285715	4.814285714285714	5.714285714285714	5.65	4.35	4.95			V	494
1833	DINNER (SUPPER)	cena	6.5777777777777775	5.144444444444445	5.811111111111111	6.4	5.3	5.785714285714286	7.2	4.6	5.9			N	184
1836	VAGINA	vagina	5.0	4.822222222222222	5.022222222222222	4.671428571428572	4.542857142857143	4.957142857142857	6.15	5.8	5.25			N	993
1845	BALL	esfera	5.266666666666667	4.2444444444444445	4.844444444444444	5.128571428571429	4.271428571428571	4.914285714285715	5.75	4.15	4.6			N	369
1853	DOVE	paloma	6.322222222222222	4.377777777777778	5.044444444444444	6.2	4.1	4.914285714285715	6.75	5.35	5.5			N	734
1867	COIN	moneda	6.011111111111111	5.722222222222222	5.644444444444445	6.228571428571429	5.928571428571429	5.6	5.25	5.0	5.8			N	656
1884	HARD	duro	4.2444444444444445	5.144444444444445	4.955555555555556	4.285714285714286	5.242857142857143	5.0	4.1	4.8	4.8			A	331
1894	ASHAMED	avergonzado	2.511111111111111	5.588888888888889	3.4444444444444446	2.642857142857143	5.5285714285714285	3.4714285714285715	2.05	5.8	3.35			V/A	101
1895	CLOTHES	ropa	6.688888888888889	5.633333333333334	5.777777777777778	6.642857142857143	5.785714285714286	5.671428571428572	6.85	5.1	6.15			N	877
1899	MAD	loco	3.411111111111111	6.666666666666667	3.6	3.2857142857142856	6.757142857142857	3.4571428571428573	3.85	6.35	4.1			A/N	591
1902	BETRAY	traicionar	1.5777777777777777	6.566666666666666	3.9555555555555557	1.6285714285714286	6.642857142857143	3.9714285714285715	1.4	6.3	3.9			V	971
1906	SOUR	ácido	3.411111111111111	5.566666666666666	4.288888888888889	3.4285714285714284	5.6571428571428575	4.371428571428571	3.35	5.25	4.0			A/N	11
1914	DEBT	deuda	1.9222222222222223	6.088888888888889	4.2555555555555555	1.7857142857142858	5.914285714285715	3.914285714285714	2.4	6.7	5.45			N	311
1919	TORCH	linterna	5.111111111111111	4.222222222222222	5.555555555555555	5.171428571428572	4.314285714285714	5.614285714285714	4.9	3.9	5.35			N	583
192	CORNER	esquina	4.466666666666667	4.566666666666666	4.7555555555555555	4.428571428571429	4.557142857142857	4.885714285714286	4.6	4.6	4.3			N	379
1923	ROUGH	áspero	3.2666666666666666	4.533333333333333	4.388888888888889	3.3	4.514285714285714	4.271428571428571	3.15	4.6	4.8			A	84
1934	BEGGAR	mendigo	2.922222222222222	5.6	3.688888888888889	2.642857142857143	5.571428571428571	3.9857142857142858	3.9	5.7	2.65			N	632
194	FAMILY	familia	8.177777777777777	5.311111111111111	5.888888888888889	8.242857142857142	5.328571428571428	5.9714285714285715	7.95	5.25	5.6			N	403
1943	CROWN (OF HEAD)	corona	5.211111111111111	4.477777777777778	4.644444444444445	5.214285714285714	4.428571428571429	4.685714285714286	5.2	4.65	4.5			N	239
1945	IDOL	ídolo	6.288888888888889	5.8	4.855555555555555	6.3	5.857142857142857	4.928571428571429	6.25	5.6	4.6			N	509
1973	DEMON	demonio	2.911111111111111	6.466666666666667	3.577777777777778	2.742857142857143	6.6	3.414285714285714	3.5	6.0	4.15			N	281
1974	CENTIPEDE	ciempiés	4.122222222222222	4.877777777777778	4.2555555555555555	4.042857142857143	4.714285714285714	4.171428571428572	4.4	5.45	4.55			N	202
1986	DISEASE	enfermedad	1.511111111111111	6.1	2.4444444444444446	1.542857142857143	6.385714285714286	2.3714285714285714	1.4	5.1	2.7			N	347
2009	DOG	perro	6.5	5.833333333333333	5.0777777777777775	6.5285714285714285	5.814285714285714	4.985714285714286	6.4	5.9	5.4			N	768
201	FARM	granja	5.533333333333333	4.9	5.222222222222222	5.5285714285714285	4.771428571428571	5.3	5.55	5.35	4.95			N	459
2011	COFFIN	ataúd	1.6333333333333333	6.055555555555555	2.811111111111111	1.6571428571428573	6.057142857142857	2.8285714285714287	1.55	6.05	2.75			N	89
2045	COLUMN	columna	4.711111111111111	4.144444444444445	5.288888888888889	4.771428571428571	4.014285714285714	5.371428571428571	4.5	4.6	5.0			N	216
2055	CLAY POT	olla	4.655555555555556	4.155555555555556	5.377777777777778	4.714285714285714	4.014285714285714	5.5	4.45	4.65	4.95			N	714
2058	STOOL	taburete	4.788888888888889	3.588888888888889	5.444444444444445	4.671428571428572	3.6285714285714286	5.457142857142857	5.2	3.45	5.4			N	931
2060	STORY	historia	5.366666666666666	4.322222222222222	4.933333333333334	5.271428571428571	4.328571428571428	4.857142857142857	5.7	4.3	5.2			N	487
210	LIFE	vida	8.066666666666666	6.588888888888889	5.322222222222222	8.085714285714285	6.8428571428571425	5.371428571428571	8.0	5.7	5.15			N	1016
2108	RAINING OR RAIN	lluvia	4.522222222222222	4.433333333333334	3.111111111111111	4.442857142857143	4.385714285714286	3.085714285714286	4.8	4.6	3.2			N	589
212	FIELD	campo	7.233333333333333	4.177777777777778	5.966666666666667	7.2	4.214285714285714	6.0285714285714285	7.35	4.05	5.75			N	159
