CONCEPTICON_ID	CONCEPTICON_GLOSS	SPANISH	SPANISH_VALENCE_MEAN	SPANISH_AROUSAL_MEAN	SPANISH_CONCRETENESS_MEAN	SPANISH_IMAGEABILITY_MEAN	SPANISH_CONTEXT_AVAILABILITY_MEAN	SPANISH_FAMILIARITY_MEAN	SPANISH_POS	LINE_IN_SOURCE
913	CROW	cuervo	4.19047619047619	5.13636363636364	6.65217391304348	6.65217391304348	4.13636363636364		N	395
921	VALLEY	valle	6	2.35	5.4	6	4.75		V N	1358
926	RICE	arroz	5.13636363636364	3.77272727272727	6.40909090909091	6.85	6.09090909090909		N	103
933	WALL (OF HOUSE)	pared	4.77272727272727	3.45	6.31818181818182	6.55	6		N	1002
942	HONEY	miel	5.76190476190476	3.23809523809524	6.65	6.68181818181818	5.45454545454545		N	910
946	BLOOD	sangre	2.95	7.18181818181818	6.27272727272727	6.25	6.21739130434783		V N	1212
952	WEATHER	clima	5.90476190476191	3.4	2.9	4.15	5.35		N	305
953	RAPE	violación	1	7.9	4.1	4	4.39130434782609		N	1385
954	WELL	pozo	4.21739130434783	5.55	6.45	6.85	5.77272727272727		N	1084
958	WILD ANIMAL	bestia	3.45	6.25	4.18181818181818	5.52380952380952	4.75		N A	169
969	CIGARETTE	cigarrillo	3.36363636363636	4.55	6.95238095238095	6.9	6.09090909090909		N	295
970	COCONUT	coco	5.72727272727273	3.59090909090909	5.90476190476191	6.71428571428571	5.5		N	309
980	HEEL	talón	5.09523809523809	3.66666666666667	6.04545454545455	6.54545454545455	6.25		N	1281
981	ELBOW	codo	4.63636363636364	3.61904761904762	6.45454545454545	6.95652173913043	4.77272727272727		N	313
986	TOMATO	tomate	5.13636363636364	4.5	6.76190476190476	7	6		N	1315
