CONCEPTICON_ID	CONCEPTICON_GLOSS	GERMAN	GERMAN_VALENCE_MEAN	GERMAN_AROUSAL_MEAN	GERMAN_POTENCY_MEAN	GERMAN_AUTHORITY_MEAN	GERMAN_COMMUNITY_MEAN	GERMAN_POS	LINE_IN_SOURCE
2406	HOME	Heimat	6.738095283508301	2.7804877758026123	6.146341323852539	4.85714292526245	7.07142877578735	noun	365
2430	OFFICE	Amt	4.199999809265137	5.333333492279053	5.566666603088379	7.04347848892211	6.39130449295043	noun	22
244	LEFT	links	5.636363506317139	5.21212100982666	4.878787994384766	3.65217399597167	6.4347825050354	adjective	485
2471	LADY	Herrin	4.079999923706055	6.440000057220459	7.079999923706055	8.30434799194336	3	noun	372
2506	LOOSE	locker	6.853658676147461	3.5609755516052246	4.439024448394775	3.5	5.42857122421264	adjective	487
2526	POWER	Macht	3.6842105388641357	6.789473533630371	7.552631378173828	7.15384626388549	4.692307472229	noun	492
2821	JEALOUS	neidisch	3.3428571224212646	6.714285850524902	5.085714340209961	5.875	3.375	adjective	543
2826	LIE (FALSEHOOD)	Lüge	2.6111111640930176	7.19444465637207	5.94444465637207	5.59090900421142	3.63636374473571	noun	489
2883	DISTURB	stören	3.1290323734283447	6.612903118133545	5.5	5.71999979019165	4.23999977111816	verb	708
2900	PROTECT	beschützen	7.090909004211426	3.4242424964904785	6.636363506317139	5.08333349227905	5.83333349227905	verb	115
2930	BOSS	Chef	4.19444465637207	6.277777671813965	6.885714054107666	7.86666679382324	4.06666660308837	noun	159
2933	CONVERSATION	Gespräch	6.9285712242126465	4.285714149475098	6.214285850524902	4	7	noun	327
2971	SIN	Sünde	3.7857143878936768	6.0714287757873535	5.3214287757873535	6	4.59090900421142	noun	722
2983	COMPANIONSHIP	Gesellschaft	5.842105388641357	5.4210524559021	6.526315689086914	5	6.4375	noun	325
3001	POWERFUL	kraftvoll	6.878048896789551	5.463414669036865	7.150000095367432	5.88000011444091	4.59999990463256	adjective	459
304	PREACH	predigen	3.8648648262023926	5.057142734527588	5.5714287757873535	8	5.90909099578857	verb	576
3230	DECEIVE	täuschen	2.8636362552642822	6.318181991577148	5.159090995788574	5.66666650772094	4.58333349227905	verb	732
3377	EMPEROR	Herrscher	3.049999952316284	6.974999904632568	7.400000095367432	8.45833301544189	3.29166674613952	noun	376
3467	HELP (ASSISTANCE)	Hilfe	6.742856979370117	3.2647058963775635	5.857142925262451	3.81818175315856	6.18181800842285	noun	379
3649	PUNISH	strafen	2.965517282485962	7	6.344827651977539	8.09090900421142	5.27272748947143	verb	712
3809	SCREAM (PRODUCE A CRY)	schreien	3.375	7.75	6.09375	6.17391300201416	3.56521749496459	verb	645
3884	PATIENT	geduldig	6.833333492279053	2.904761791229248	5.5	3.7826087474823	4.82608699798584	adjective	300
3978	COMPANION	Kamerad	6.392857074737549	4.148148059844971	6.42307710647583	4.29411745071411	6.70588254928588	noun	421
40	ENVY	Neid	2.465116262435913	6.5	5.690476417541504	6	3.4090909957885698	noun	542
43	LEAD (GUIDE)	führen	5.290322780609131	5.699999809265137	7.032258033752441	6.8125	5	verb	282
505	PARENTS	Eltern	6.5714287757873535	3.971428632736206	6.4571428298950195	5.34482765197753	6.27586221694946	noun	224
554	HINDER	behindern	3.3428571224212646	6.257143020629883	5.085714340209961	6.69999980926513	3.20000004768371	verb	98
685	DECIDE	entscheiden	5.909090995788574	5.969696998596191	6.878787994384766	5.57142877578735	4.28571414947509	verb	230
698	WISE	weise	7	3	6.793103218078613	4.78260850906372	4.8695650100708	adjective	838
712	RICH	wohlhabend	6.382352828979492	3.941176414489746	6.470588207244873	6	3.35294127464294	adjective	844
713	STEAL	stehlen	2.8717949390411377	7.07692289352417	4.92307710647583	5.21739149093627	3.30434775352478	verb	705
733	EARN	verdienen	6.435897350311279	4.487179279327393	6	5.33333349227905	4	verb	796
782	DEFEAT	besiegen	5.121951103210449	7.02439022064209	7.463414669036865	7	4.26086950302124	verb	118
783	VICTORY	Sieg	6.190476417541504	6.690476417541504	7.317073345184326	6.82608699798584	4.52173900604248	noun	677
785	STRONG	stark	6.6744184494018555	5.558139324188232	7.232558250427246	5.95652151107788	4.5652174949646	adjective	702
789	PEOPLE	Volk	5.387096881866455	5.322580814361572	6.193548202514648	4.22222232818603	7.55555534362793	noun	826
83	FORBID	verbieten	3.2121212482452393	6.1875	6.666666507720947	7.54545450210571	5.04545450210571	verb	792
861	JUDGE	Richter	5.277777671813965	4.777777671813965	7.611111164093018	7.42857122421264	4.28571414947509	noun	622
866	WIN	siegen	6.365853786468506	6.199999809265137	7.097560882568359	6.83333349227905	4.79166650772094	verb	678
923	LOVE	Liebe	8.413793563842773	5.724137783050537	8	3.66666674613952	5	noun	483
928	EMBRACE	umarmen	8.199999809265137	4	6.733333110809326	3.60869574546813	6.8695650100708	verb	758
979	FARMER	Bauer	5.675675868988037	4.378378391265869	5.243243217468262	4.53333330154418	5.73333311080932	noun	85
984	WORK (LABOUR)	Arbeit	5.17391300201416	5.5	6.043478488922119	5.30434799194335	5.95652151107788	noun	44
