CONCEPTICON_ID	CONCEPTICON_GLOSS	DUTCH	ENGLISH	DUTCH_VALENCE_MEAN	DUTCH_AROUSAL_MEAN	DUTCH_DOMINANCE_MEAN	DUTCH_AOA_MEAN	DUTCH_VALENCE_MALE_MEAN	DUTCH_AROUSAL_MALE_MEAN	DUTCH_DOMINANCE_MALE_MEAN	DUTCH_AOA_MALE_MEAN	DUTCH_VALENCE_FEMALE_MEAN	DUTCH_AROUSAL_FEMALE_MEAN	DUTCH_DOMINANCE_FEMALE_MEAN	DUTCH_AOA_FEMALE_MEAN	DUTCH_POS	LINE_IN_SOURCE
673	SCHOOL	school	school	4.56	4.33	4.3	3.55	4.53	4.28	3.72	3.94	4.59	4.38	4.88	3.44	N	3033
677	AXE	bijl	ax	3.02	4.58	5.28	6.23	3.03	4.88	5.03	6.19	3.0	4.28	5.53	6.69	N	282
683	PERSON	persoon	person	4.55	4.34	4.44	5.65	4.41	4.31	4.22	5.88	4.69	4.38	4.66	5.81	N	2526
686	EASY	eenvoudig	simple	4.84	2.81	3.78	7.32	4.94	2.91	3.72	8.0	4.75	2.72	3.84	7.0	A	764
69	SOBER	sober	sober	3.31	2.86	3.17	9.16	3.09	3.16	3.12	9.0	3.53	2.56	3.22	9.69	A	3242
696	STIR	roeren	to stir	4.11	4.6	3.84	5.45	4.12	4.52	3.62	6.44	4.09	4.69	4.06	4.88	V	2859
698	WISE	wijs	wise	5.69	3.86	5.22	6.45	5.59	3.81	4.94	6.38	5.78	3.91	5.5	6.94	A	4109
699	SAD	droevig	sad	2.25	3.17	3.14	6.0	2.34	3.0	3.22	6.62	2.16	3.34	3.06	5.75	A	703
700	CARRY	dragen	to wear	4.2	4.73	4.06	5.06	4.25	4.91	3.66	5.94	4.16	4.56	4.47	4.56	V	688
701	SLOW	traag	slow	2.97	2.38	2.94	5.35	2.97	2.59	3.16	5.31	2.97	2.16	2.72	5.88	A	3661
704	CLEAN	proper	tidy	5.22	3.61	4.27	8.03	5.22	3.59	3.94	8.44	5.23	3.62	4.63	8.12	A	2699
706	DARK	donker	dark	3.34	3.5	4.33	4.1	3.12	3.5	4.31	4.62	3.56	3.5	4.34	3.94	A	645
712	RICH	rijk	rich	5.58	4.17	5.38	5.29	5.44	4.29	5.28	5.69	5.72	4.06	5.47	5.25	A	2826
713	STEAL	stelen	to steal	1.86	5.72	4.12	6.0	1.94	5.66	4.31	6.31	1.78	5.78	3.94	5.94	V	3380
715	SHOUT	schreeuwen	to shout	2.67	6.06	4.94	5.39	2.81	5.88	4.78	5.88	2.53	6.25	5.09	5.31	V	3055
717	SWEET	zoet	sweet	5.58	3.66	3.81	5.13	5.5	4.0	3.53	5.44	5.66	3.31	4.09	5.25	A	4238
721	LOW	laag	low	3.27	2.94	2.77	4.74	3.38	3.26	2.75	5.0	3.16	2.62	2.78	4.88	A	1806
724	READ	lezen	to read	4.81	3.69	4.12	4.81	4.59	3.66	4.03	5.38	5.03	3.72	4.22	4.69	V	1892
730	SNAKE	slang	snake	3.22	4.57	4.73	4.58	3.31	4.71	4.69	5.19	3.12	4.44	4.78	4.38	N	3146
734	MAKE	maken	to make	4.67	4.94	4.27	5.0	4.66	4.88	3.81	6.06	4.69	5.0	4.72	4.38	V	2012
735	OWL	uil	owl	4.36	3.36	3.75	5.9	4.19	3.31	3.53	6.12	4.53	3.41	3.97	6.0	N	3736
744	EGG	ei	egg	4.44	2.97	3.17	4.13	4.5	3.16	3.06	4.19	4.38	2.78	3.28	4.12	N	778
757	BUTTON	knoop	node	3.78	3.25	4.0	5.16	3.84	3.41	4.16	5.75	3.72	3.09	3.84	5.0	N	1638
769	ROOF	dak	roof	4.33	3.14	4.28	4.61	4.28	3.47	3.94	5.44	4.38	2.81	4.62	4.31	N	552
771	HAT	hoed	hat	4.33	3.12	3.61	4.61	4.34	3.31	3.22	5.19	4.31	2.94	4.0	4.44	N	1292
772	BELT	riem	belt	4.11	3.3	4.12	5.77	4.09	3.56	4.0	6.56	4.12	3.03	4.25	5.25	N	2821
785	STRONG	sterk	strong	5.58	5.0	5.95	4.58	5.34	5.06	5.81	5.38	5.81	4.94	6.09	4.25	A	3392
787	SAIL	zeilen	to sail	4.89	4.97	4.08	6.68	4.81	5.0	3.78	7.0	4.97	4.94	4.38	6.69	V	4195
794	PEN	pen	pen	4.31	3.31	3.73	4.9	4.19	3.5	3.47	5.19	4.44	3.12	4.0	4.81	N	2513
809	TROUSERS	broek	pants	4.36	3.17	3.94	3.77	4.19	3.31	3.84	4.31	4.53	3.03	4.03	3.75	N	426
816	HALF	half	half	3.7	3.39	3.33	5.1	3.72	3.31	3.28	5.38	3.69	3.47	3.38	5.12	A	1193
825	AWAKE	wakker	awake	4.89	4.69	4.39	4.55	4.97	4.53	4.06	5.25	4.81	4.84	4.72	4.12	A	4028
837	BLUE	blauw	blue	4.45	3.38	4.0	3.84	4.41	3.72	3.81	3.81	4.5	3.03	4.19	4.06	A	303
846	TIGER	tijger	tiger	4.48	5.3	5.64	5.23	4.62	5.28	5.5	5.62	4.34	5.31	5.78	5.0	N	3608
847	THIRSTY	dorst	thirst	3.2	4.21	4.23	3.81	3.16	4.35	4.16	4.38	3.25	4.06	4.31	3.56	N	676
857	STONE	steen	stone	3.78	2.62	4.88	4.32	4.0	2.97	4.81	4.88	3.56	2.28	4.94	4.19	N	3374
887	BITTER	bitter	bitter	2.8	3.89	4.67	7.26	2.91	4.19	4.47	7.5	2.69	3.59	4.88	7.38	A	292
905	BORING	saai	dull	2.42	2.16	2.83	5.71	2.41	2.19	3.12	6.38	2.44	2.12	2.53	5.44	A	2930
906	TREE	boom	tree	4.78	2.97	4.45	3.65	4.88	3.13	4.12	3.88	4.69	2.81	4.78	3.69	N	374
922	PEAR	peer	pear	4.42	3.19	3.34	4.74	4.47	3.38	3.28	5.25	4.38	3.0	3.41	4.56	N	2505
93	DRAW MILK	melken	to milk	4.31	4.58	3.78	5.65	4.31	4.59	3.53	6.19	4.31	4.56	4.03	5.56	V	2071
937	BIRD	vogel	bird	4.66	4.41	3.55	3.65	4.56	4.34	3.53	4.38	4.75	4.47	3.56	3.19	N	3943
946	BLOOD	bloed	blood	2.83	4.41	4.42	4.32	3.06	4.61	4.25	4.75	2.59	4.22	4.59	4.38	N	317
948	WATER	water	water	4.95	3.78	4.23	3.42	4.88	3.72	4.19	3.69	5.03	3.84	4.28	3.56	N	4050
96	CRAWL	kruipen	to crawl	3.64	4.19	2.83	4.19	3.56	4.09	2.72	4.56	3.72	4.28	2.94	4.31	V	1760
962	WOMAN	vrouw	woman	5.16	4.64	4.05	4.35	5.06	4.69	3.62	4.62	5.25	4.59	4.47	4.44	N	3998
963	BOOK	boek	book	4.89	3.11	4.02	3.94	4.88	3.41	3.81	4.62	4.91	2.81	4.22	3.56	N	348
971	MUST	moeten	to should	3.06	4.86	4.53	4.29	3.16	4.78	4.12	4.5	2.97	4.94	4.94	4.56	V	2154
972	BE ABLE	kunnen	to can	5.08	4.69	4.8	4.68	4.97	4.59	4.56	4.62	5.19	4.78	5.03	5.25	V	1779
978	WAVE	golf	wave	4.42	4.52	4.42	6.19	4.47	4.47	4.38	6.31	4.38	4.56	4.47	6.44	N	1105
986	TOMATO	tomaat	tomato	4.53	3.24	3.3	4.65	4.47	3.48	3.19	5.0	4.59	3.0	3.41	4.44	N	3640
991	FRY	bakken	to bake	4.78	4.56	3.97	5.58	4.69	4.55	3.84	6.44	4.88	4.56	4.09	4.94	V	135
996	DEAF	doof	deaf	2.36	2.78	3.14	5.77	2.28	2.81	3.09	6.25	2.44	2.75	3.19	5.56	A	659
