CONCEPTICON_ID	CONCEPTICON_GLOSS	SPANISH	SPANISH_AOA_MEAN	SPANISH_AOA_MIN	SPANISH_AOA_MAX	SPANISH_POS	LINE_IN_SOURCE
1055	FATHER-IN-LAW	suegro	8.224489795918368	3	11	NOUN	6271
1056	SON-IN-LAW	yerno	9.08	5	11	NOUN	7009
1061	ARMOUR	armadura	5.98	2	11	NOUN	462
1062	LAW	ley	8.54	5	11	NOUN	3829
1063	NEPHEW	sobrino	6.1	1	11	NOUN	6182
1064	SHIELD	escudo	6.42	3	11	NOUN	2472
1065	SPIDER WEB	telaraña	4.78	2	11	NOUN	6390
1067	JUDGMENT	juicio	8.7	4	11	NOUN	3699
1068	COURT	tribunal	9.16	5	11	NOUN	6656
1069	GLUE	pegar	3.98	1	11	VERB	4931
1070	BUS	autobús	4.68	1	11	NOUN	588
1071	HOOK	gancho	7.3	2	11	NOUN	2997
1072	PRISONER	preso	6.76	3	11	ADJECTIVE	5324
1075	TRAP (PITFALL)	trampa	6.3061224489795915	2	11	NOUN	6607
1077	WHEAT	trigo	5.92	2	10	NOUN	6662
1079	FEEL	sentir	7.28	3	11	VERB	6067
1082	MERCHANT	comerciante	8.66	2	11	NOUN	1407
1084	CALL	llamar	4.36	1	10	VERB	3895
1085	FOLLOW	seguir	4.7	1	11	VERB	6026
1090	BE BORN	nacer	5.24	2	9	VERB	4454
1091	SALTY	salado	4.76	1	8	NOUN	5930
1092	HOPE	esperanza	7.94	4	11	NOUN	2518
1095	LET GO OR SET FREE	soltar	4.2	1	10	VERB	6213
1096	SONG	canción	3.4	1	8	NOUN	994
1098	WEIGH	pesar	6.142857142857143	2	11	ADPOSITION	5050
110	MOTOR	motor	7.12	3	11	NOUN	4385
1100	COOK (SOMETHING)	cocinar	5.66	3	11	VERB	1341
1102	CLIMB	escalar	6.44	3	11	ADJECTIVE	2436
1104	NURSE	enfermera	6	1	10	NOUN	2353
1107	GO OUT	salir	3.52	1	10	VERB	5945
1109	WOUND	herida	3.98	1	9	NOUN	3254
1110	SHARK	tiburón	3.94	1	7	NOUN	6484
1111	CAR	coche	2.98	1	8	NOUN	1334
1114	BULLET	bala	6.78	3	11	NOUN	645
1119	DIVIDE	dividir	6.88	2	10	VERB	2161
112	TURTLE	tortuga	3.26	1	8	NOUN	6573
1120	HONEST	honesto	8.7	3	11	ADJECTIVE	3313
1121	SECRET	secreto	5.22	1	10	NOUN	6013
1122	WAGES	salario	9.6	4	11	NOUN	5932
1124	PIPE	pipa	5.78	2	10	NOUN	5124
1125	BALD	calvo	5.78	1	10	NOUN	954
113	SHORE	orilla	4.5	1	9	NOUN	4718
1133	MATCH	cerilla	6.14	2	11	NOUN	1176
1134	DIVORCE	divorcio	7.9	5	11	NOUN	2165
1136	RABBIT	conejo	2.88	1	7	NOUN	1484
1137	TENDON	tendón	9.18	4	11	NOUN	6420
1138	FAIRY	hada	3.86	1	8	NOUN	3203
1139	LEOPARD	leopardo	6.04	1	11	NOUN	3814
1142	URINE	orina	4.22	1	10	NOUN	4719
1143	OVEN	horno	5.94	2	11	NOUN	3323
1144	WITNESS	testigo	8.56	5	11	NOUN	6476
1145	SWAMP	pantano	7.14	3	11	NOUN	4802
1146	AUBERGINE	berenjena	7.4	3	11	NOUN	735
1147	PURE	puro	6.38	1	11	ADJECTIVE	5499
1149	ORPHAN	huérfano	6.9	3	11	ADJECTIVE	3347
1150	THUNDER	trueno	4.84	1	9	NOUN	6680
1153	CATTLE	ganado	6.18	1	11	NOUN	2991
1154	OLIVE	aceituna	4.42	2	11	NOUN	62
1155	CAVE	cueva	4.72	2	9	NOUN	1769
1156	OPEN	abrir	3.18	1	7	VERB	24
1157	BECAUSE	porque	3.62	1	9	CONJUNCTION	5243
1158	STEP	escalón	3.54	1	9	NOUN	2440
1159	FART	pedo	3.3	1	7	NOUN	4928
1160	THIEF	ladrón	5.52	1	9	NOUN	3738
1161	THREAD	hilo	4.28	1	9	NOUN	3288
1162	INTENTION	intención	7.92	3	11	NOUN	3568
1165	MOUSTACHE	bigote	4.2	1	8	NOUN	754
1169	OX	buey	6.06	3	11	NOUN	866
1170	TRAP (CATCH)	atrapar	5.5	2	11	VERB	567
1171	MIRROR	espejo	3.78	1	8	NOUN	2514
1173	EYEBROW	ceja	4.26	1	8	NOUN	1139
1174	YESTERDAY	ayer	3.94	1	9	ADVERB	616
1175	GHOST	fantasma	5.8	1	11	NOUN	2742
1181	PALM TREE	palmera	4	1	9	NOUN	4782
1182	NOISE	ruido	4.28	1	10	NOUN	5889
1183	PALM OF HAND	palma	4.530612244897959	1	10	NOUN	4779
1185	VULTURE	buitre	6.72	3	11	NOUN	871
1188	CHARCOAL	carbón	5.18	1	11	NOUN	1039
1190	HARE	liebre	5.52	1	11	NOUN	3850
1192	THREATEN	amenazar	8.02	3	11	VERB	295
1198	MANY	muchos	4.06	1	9	DETERMINER	4402
1199	WIFE	esposa	4.92	2	11	NOUN	2534
12	MIDDAY	mediodía	5.22	2	9	NOUN	4175
1200	HUSBAND	marido	5.28	2	11	NOUN	4102
1201	FEATHER	pluma	5.48	2	11	NOUN	5173
1202	BIG	grande	4.02	1	10	ADJECTIVE	3104
1203	LONG	largo	5.26	1	9	ADJECTIVE	3757
1204	BARK	corteza	7.56	3	11	NOUN	1647
1205	TONGUE	lengua	3.22	1	6	NOUN	3800
1206	BARKING	ladrar	3.86	1	8	VERB	3735
1207	YOUNG	joven	6.06	2	11	ADJECTIVE	3674
1208	CAT	gato	2.4	1	5	NOUN	3014
1209	I	yo	2.54	1	11	PRONOUN	7011
121	SPIN	girar	5.18	2	9	VERB	3055
1210	HEAVY	pesado	5.12	2	9	ADJECTIVE	5047
1211	HE	él	2.96	1	10	PRONOUN	2261
1212	WE	nosotros	4.22	1	8	PRONOUN	4558
1213	YOU	ustedes	5.1	2	9	PRONOUN	6742
1214	THIS	este	4.18	1	10	DETERMINER	2577
1215	THOU	usted	6.02	1	11	PRONOUN	6741
1216	MOTHER	madre	1.98	1	6	NOUN	3989
1217	FATHER	padre	1.72	1	4	NOUN	4754
1218	ROPE	cuerda	4.36	2	8	ADJECTIVE	1759
1219	WORM	gusano	3.68	1	6	NOUN	3155
1220	TAIL	cola	4.08	1	7	NOUN	1359
1221	NOSE	nariz	2.54	1	5	NOUN	4472
1222	PENIS	pene	6.5	1	11	NOUN	4955
1223	HEART	corazón	4.54	2	10	NOUN	1606
1224	LIVER	hígado	8.7	4	11	NOUN	3281
1225	DAY (NOT NIGHT)	día	3.62	1	8	NOUN	2042
1226	YEAR	año	3.5	1	9	NOUN	381
1227	BOARD	tabla	4.92	2	9	NOUN	6325
1228	EARTH (SOIL)	tierra	3.2	1	7	NOUN	6493
1229	OLD	viejo	3.96	1	10	ADJECTIVE	6907
123	FOREHEAD	frente	3.92	1	10	ADVERB	2908
1230	DIRTY	sucio	3.5	1	7	ADJECTIVE	6266
1231	NEW	nuevo	4.46	1	8	ADJECTIVE	4589
1233	NIGHT	noche	3.22	1	7	NOUN	4540
1234	SMOOTH	liso	4.78	1	10	ADJECTIVE	3881
1235	WHO	quién	4.02	2	7	PRONOUN	5534
1236	WHAT	que	3	1	8	PRONOUN	5506
1237	WHERE	donde	3	1	8	PRONOUN	2194
1238	WHEN	cuando	4.6	1	10	CONJUNCTION	1727
1239	HOW	como	4.24	1	9	CONJUNCTION	1417
124	THORN	espina	5.48	1	10	NOUN	2525
1240	NOT	no	1.86	1	5	ADVERB	4536
1241	SOME	alguno	5.56	1	11	DETERMINER	241
1242	FEW	pocos	4.03	1	11	DETERMINER	5185
1243	WIDE	ancho	5.79	1	10	ADJECTIVE	321
1244	THICK	grueso	6.2	2	11	ADJECTIVE	3130
1245	BUTTER	mantequilla	4.36	2	8	NOUN	4068
1246	SMALL	chico	3.46	1	8	NOUN	1218
1247	EAR	oreja	2.64	1	8	NOUN	4703
1248	EYE	ojo	2.72	1	8	NOUN	4659
1249	SPIKE	espiga	8.34	2	11	NOUN	2524
1250	JAGUAR	tigre	3.28	1	7	NOUN	6497
1251	BELLY	barriga	3.24	1	8	NOUN	693
1252	HOUSE	casa	2.64	1	5	NOUN	1078
1254	HANDLE	asa	7.08	2	11	NOUN	500
1256	HEAD	cabeza	3.12	1	7	NOUN	899
1258	FINGERNAIL	uña	3.8	1	10	NOUN	6735
1261	SING	cantar	3.22	1	6	VERB	1012
1262	BROTHER	hermano	2.42	1	6	NOUN	3259
1263	SISTER	hermana	2.96	1	6	NOUN	3257
1264	CHANGE	cambiar	5.32	1	8	VERB	965
1266	BRIDE	novia	5.94	3	11	NOUN	4570
1267	NARROW	estrecho	6.9	1	11	NOUN	2600
1268	YES	sí	1.98	1	7	ADVERB	6114
127	EXTINGUISH	apagar	3.78	1	7	VERB	386
1272	AUNT	tía	3.12	1	8	NOUN	6482
1273	CANDLE	vela	4.16	2	8	NOUN	6824
1274	SALT	sal	4.6	1	10	NOUN	5928
1276	AUTUMN	otoño	4.72	1	10	NOUN	4732
1277	HAND	mano	2.22	1	6	NOUN	4058
1280	FALL	caer	3.22	1	8	VERB	923
1281	PRISON	cárcel	6.02	1	10	NOUN	1042
1283	TODAY	hoy	3.4	1	10	ADVERB	3338
1285	IMPORTANT	importante	5.16	2	10	ADJECTIVE	3422
1286	HOT	caliente	3.18	1	8	ADJECTIVE	944
1287	COLD	frío	3	1	7	NOUN	2918
1288	CAP	gorro	3.64	1	8	NOUN	3089
1289	BABY	bebé	2.22	1	5	NOUN	722
129	CHOKE	ahogarse	5.28	2	10	VERB	193
1290	ELEPHANT	elefante	3.36	1	11	NOUN	2272
1291	BACK	espalda	3.9	1	8	NOUN	2494
1292	BAD	malo	3.36	1	8	ADJECTIVE	4026
1294	ZERO	cero	3.6	1	8	NOUN	1178
1295	STICK	palo	4.52	1	11	NOUN	4783
1296	WALKING STICK	bastón	4.32	1	8	NOUN	707
1297	LEG	pierna	3.98	1	9	NOUN	5092
1298	NEWSPAPER	periódico	5.59	1	11	NOUN	5002
1299	COFFEE	café	5.2	1	10	NOUN	924
13	DECEIT	engaño	6.66	2	11	NOUN	2359
1300	COUNTRY	país	6.28	2	10	NOUN	4763
1301	FOOT	pie	2.42	1	7	NOUN	5084
1302	FORK	tenedor	3.28	1	8	NOUN	6425
1303	FINGER	dedo	2.32	1	5	NOUN	1865
1304	CHILD (YOUNG HUMAN)	niño	2.44	1	6	NOUN	4532
1305	CHIMNEY	chimenea	5.28	2	11	NOUN	1223
1306	QUEEN	reina	4.28	2	10	NOUN	5689
1307	LANGUAGE	idioma	6.34	2	11	NOUN	3387
1309	ASK (INQUIRE)	preguntar	4.54	1	9	VERB	5298
131	FESTIVAL	partido	5	1	9	NOUN	4861
1312	FOX	zorro	4.68	1	11	NOUN	7036
1313	MOON	luna	3.8	1	8	NOUN	3974
1315	RADIO	radio	3.82	1	8	NOUN	5572
1316	TENT	toldo	7.2	1	11	NOUN	6537
1318	CHICKEN	pollo	3.64	1	8	NOUN	5215
132	SAUCE	salsa	4.86	1	10	NOUN	5951
1320	APPLE	manzana	2.72	1	5	NOUN	4073
1321	BOTTLE	botella	3.66	1	8	NOUN	823
1322	BREAKFAST	desayuno	3.24	1	9	NOUN	1953
1323	CLOCK	reloj	4.38	1	9	NOUN	5708
1325	FRIEND	amigo	3.54	1	11	NOUN	304
1326	DOWN	abajo	2.96	1	6	ADVERB	2
1327	UNCLE	tío	4.46	1	11	NOUN	6505
1329	TOMORROW	mañana	3.7	1	6	NOUN	4076
1330	DEFEND	defender	5.88	2	10	VERB	1868
1331	SHEEP	oveja	3.5	1	10	NOUN	4738
1333	NECK	cuello	3.5	1	8	NOUN	1752
1334	GUTS	intestino	8.4	3	11	NOUN	3591
1335	WHITE	blanco	3.08	1	7	ADJECTIVE	768
1336	EAT	comer	1.7	1	4	VERB	1405
1337	PIG	cerdo	3.32	1	7	NOUN	1165
1338	PEACE	paz	5.54	2	9	NOUN	4916
134	FAULT	culpa	6.36	2	11	NOUN	1774
1340	WITH	con	3.78	1	11	ADPOSITION	1459
1342	SUMMER	verano	4.14	1	7	NOUN	6857
1343	SUN	sol	2.92	1	6	NOUN	6197
1346	THROAT	garganta	4.06	2	9	NOUN	3005
1347	NAPE (OF NECK)	nuca	6.88	2	11	NOUN	4577
1348	BOAR (MALE PIG)	jabalí	6.86	3	11	NOUN	3642
1350	MONKEY	mono	2.9	1	7	NOUN	4346
1352	KNIFE	cuchillo	3.98	1	10	NOUN	1751
1353	HOUR	hora	4.94	2	9	NOUN	3317
1355	LAUGH	reír	3.02	1	7	VERB	5692
1356	NUMBER	número	3.38	1	7	NOUN	4594
1357	DAUGHTER	hija	3.58	2	8	NOUN	3285
1358	ENEMY	enemigo	6.34	2	11	ADJECTIVE	2344
136	HERE	aquí	2.82	1	8	ADVERB	439
1360	DUCK	pato	3.06	1	8	NOUN	4901
1361	TOOL	herramienta	6.6	3	10	NOUN	3266
1362	STREET	calle	4.04	1	8	NOUN	947
1363	VOICE	voz	3.52	1	8	NOUN	6989
1365	KITCHEN	cocina	3.6	1	7	NOUN	1340
1367	CROSS	cruz	5.14	1	10	NOUN	1713
1368	BREAD	pan	2.32	1	6	NOUN	4787
1369	GOLD	oro	5.42	1	10	NOUN	4720
137	COCA	coca	9.64	1	11	NOUN	1331
1370	MONTH	mes	4.5	1	8	NOUN	4217
1371	KNEE	rodilla	3.62	1	9	NOUN	5840
1372	MEDICINE	remedio	7.34	2	11	NOUN	5710
1373	TEA	té	6.56	2	11	NOUN	6372
1374	RING	anillo	4.02	1	9	NOUN	335
1375	WINDOW	ventana	3.2	1	6	NOUN	6849
1376	NOW	ahora	4.48	1	11	ADVERB	194
1378	SPOON	cuchara	3.22	1	6	NOUN	1749
1379	TELEPHONE	teléfono	3.16	1	6	NOUN	6394
138	BATHE	bañera	3.1	1	6	NOUN	668
1380	TOOTH	diente	3.16	1	6	NOUN	2070
1381	SHOE	zapato	2.78	1	6	NOUN	7024
1382	NEEDLE (FOR SEWING)	aguja	4.68	1	10	NOUN	189
1383	GRANDFATHER	abuelo	2.32	1	7	NOUN	34
1384	SECOND	segundo	4.44	1	8	ADJECTIVE	6029
1385	PEPPER	pimienta	6.2	2	10	NOUN	5103
1386	LION	león	2.98	1	8	NOUN	3813
1387	ARRIVE	llegar	4.2	1	10	VERB	3911
1388	SHADE	sombra	4.84	1	8	NOUN	6216
1390	WRONG	incorrecto	6.66	2	11	ADJECTIVE	3458
1392	LOUSE	piojo	4.58	2	9	NOUN	5122
1393	HORN (ANATOMY)	cuerno	4.8	1	10	NOUN	1761
1394	BONE	hueso	4.74	1	10	NOUN	3350
1395	ROUND	redondo	4.38	1	10	NOUN	5665
1396	SHARP	afilado	6.4	3	11	ADJECTIVE	143
1398	DRY	seco	5.14	1	11	ADJECTIVE	6010
1400	THIN (SLIM)	delgado	4.84	1	10	NOUN	1891
1401	DRINK	beber	2.2	1	5	VERB	723
1402	BREAST	teta	3.44	1	9	NOUN	6478
1403	BITE	morder	3.52	1	9	VERB	4366
1404	STRAIGHT	recto	5.4	1	11	ADJECTIVE	5655
1405	NAME	nombre	3	1	8	NOUN	4546
1406	FAR	lejos	3.72	1	8	ADVERB	3799
1407	BREATHE	respirar	4.28	1	9	VERB	5764
1408	HEAR	oír	3.7	1	9	VERB	4655
1409	SEE	ver	2.72	1	7	VERB	6854
141	BURN (SOMETHING)	quemar	4.54	1	9	VERB	5522
1410	KNOW (SOMETHING)	saber	5.5	2	11	VERB	5911
1412	RUDE	grosero	7.48	3	11	ADJECTIVE	3128
1413	PLAY	jugar	2.24	1	7	VERB	3696
1414	SQUEEZE	apretar	4.6	2	11	VERB	424
1416	SIT	sentado	3.64	1	8	ADJECTIVE	6061
1417	KILL	matar	4.96	2	11	VERB	4129
1419	FEAR (BE AFRAID)	temer	6.7	2	11	VERB	6402
1420	COUNT	contar	4.62	1	10	VERB	1562
1422	BE ALIVE	vivir	5.78	2	11	VERB	6963
1423	FIGHT	luchar	5.42	1	9	VERB	3961
1424	YELLOW	amarillo	2.5	1	4	NOUN	288
1425	GREEN	verde	2.8	1	9	ADJECTIVE	6866
1427	BEAUTIFUL	hermoso	6.46	3	10	ADJECTIVE	3261
1428	BURNING	arder	6.12	2	11	VERB	451
1429	FULL	lleno	4.52	1	9	ADJECTIVE	3917
1430	STAR	estrella	3.66	1	11	NOUN	2601
1432	CUT	cortar	4.04	1	10	VERB	1642
1435	HUNT	cazar	6.52	2	10	VERB	1132
1439	SWIM	nadar	3.84	2	8	VERB	4464
144	MACHINE	máquina	4.86	2	11	NOUN	4081
1441	FLY (MOVE THROUGH AIR)	volar	5.34	1	11	VERB	6973
1442	STAND	parado	6.28	1	11	VERB	4822
1443	WALK	andar	3.86	1	8	VERB	327
1444	TURN AROUND	volver	4.22	1	8	VERB	6981
1446	COME	venir	3.56	1	10	VERB	6846
1447	GIVE	dar	3	1	9	VERB	1814
1453	WASH	lavar	4.9	2	10	VERB	3778
1455	PULL	tirar	3.86	1	10	VERB	6515
1456	THROW	echar	4.52	1	10	VERB	2229
1457	SEW	coser	5.42	3	11	VERB	1655
1458	SAY	decir	4.39	1	8	VERB	1849
1459	IF	si	1.64	1	5	CONJUNCTION	6113
146	SUGAR CANE	caña	7.42	3	11	NOUN	1015
1460	IN	en	3.92	1	10	ADPOSITION	2317
1462	POT	cazuela	7.46	2	11	NOUN	1134
1463	DRUNK	borracho	7.12	2	11	ADJECTIVE	814
1465	BOX	caja	3.5	1	9	NOUN	927
1467	CIRCLE	círculo	3.52	2	11	NOUN	1282
1468	LOOK FOR	buscar	4.88	2	9	VERB	885
1469	WEEK	semana	4.4	1	8	NOUN	6044
1470	FOLD	doblar	4.6	2	8	VERB	2167
1471	WINTER	invierno	4.66	1	10	NOUN	3618
1472	KEY	llave	3.58	1	7	NOUN	3902
1473	FIST	puño	4.82	1	9	NOUN	5493
1474	SEA	mar	3.1	1	11	NOUN	4083
1475	COMB	peine	3.22	1	6	NOUN	4935
1476	CHAIR	silla	3.18	1	7	NOUN	6138
1477	KEEP	guardar	4.06	1	9	VERB	3139
1479	DOLPHIN	delfín	4.28	2	8	NOUN	1888
1480	BODY	cuerpo	3.66	1	6	NOUN	1764
1481	HAMMER	martillo	4.98	1	10	NOUN	4115
1482	SHOULDER	hombro	3.78	1	7	NOUN	3306
1483	NINE	nueve	3.72	1	8	DETERMINER	4588
1484	OIL (ORGANIC SUBSTANCE)	aceite	5.5	2	9	NOUN	61
1485	BELOW OR UNDER	debajo	4.12	1	11	ADPOSITION	1822
1487	POUR	servir	7.18	4	11	VERB	6100
1489	CLOUD	nube	3.04	1	10	NOUN	4574
1490	RAT	rata	3.82	1	9	NOUN	5599
1491	MOUSE	ratón	3.52	1	8	NOUN	5601
1492	DUMB	tonto	3.2	1	7	ADJECTIVE	6552
1493	ONE	uno	2.21	1	5	PRONOUN	6733
1494	DIE	morir	5.4	2	10	VERB	4370
1495	HAPPY	feliz	4.38	1	10	ADJECTIVE	2772
1496	GRANDMOTHER	abuela	2.72	1	7	NOUN	33
1498	TWO	dos	2.24	1	6	DETERMINER	2202
1499	JUICE	jugo	3.84	1	11	NOUN	3697
1500	FOUR	cuatro	3.32	1	10	DETERMINER	1740
1502	GOAT	cabra	4.36	1	8	NOUN	904
1503	SALIVA	saliva	4.68	2	11	NOUN	5947
1504	FLY (INSECT)	mosca	3.84	2	8	NOUN	4375
1506	MEASURE	medir	7.3	3	11	VERB	4177
1507	FRUIT	fruta	4.18	1	9	NOUN	2929
1508	KING	rey	4.5	1	9	NOUN	5803
1509	MOSQUITO	mosquito	4.04	1	10	NOUN	4376
151	RAZOR	cuchilla	7.86	2	11	NOUN	1750
1510	CHIN	mentón	8.74	2	11	NOUN	4206
1511	ROOSTER	gallo	4.66	1	11	NOUN	2986
1514	HEN	gallina	3.34	1	7	NOUN	2984
1515	TEN	diez	3.54	1	8	DETERMINER	2075
1517	WASP	avispa	5.44	1	11	NOUN	614
1518	STUPID	estúpido	5.44	2	10	ADJECTIVE	2624
1519	RUN	correr	2.66	1	6	VERB	1631
1521	SEEM	parecer	6.68	3	11	NOUN	4836
1522	SOCK	calcetín	3.34	1	7	NOUN	936
1523	FORGET	olvidar	5.18	2	8	VERB	4670
1524	WINE	vino	5.5	1	11	VERB	6925
1525	COAST	costa	5.8	2	11	NOUN	1656
1528	FORGIVE	perdonar	4.62	1	10	VERB	4991
1530	BOWL	cuenco	8	3	11	NOUN	1753
1531	BRANCH	rama	5.4	2	10	NOUN	5576
1533	BE HUNGRY	hambriento	4.74	1	10	ADJECTIVE	3216
1534	FEVER	fiebre	4.68	2	10	NOUN	2795
1535	SWORD	espada	5.06	1	10	NOUN	2491
1536	UNDERSTAND	entender	5.7	3	10	VERB	2379
1537	SPRINGTIME	primavera	4.66	2	11	NOUN	5339
1538	SCORPION	escorpión	6.42	3	11	NOUN	2463
1539	BASKET	cesta	4.8	2	8	NOUN	1188
1540	EYELASH	pestaña	4.4	1	9	NOUN	5061
1543	SNAIL	caracol	3.38	1	9	NOUN	1033
1547	SOUP	sopa	3.12	1	8	NOUN	6228
1548	UGLY	feo	3	1	8	ADJECTIVE	2779
1554	MAN	hombre	3.64	1	11	NOUN	3304
1558	SIMILAR	parecido	6.4	2	11	ADJECTIVE	4838
1559	MONEY	dinero	4.14	1	9	NOUN	2103
156	RED	rojo	2.94	1	11	NOUN	5845
1560	FACE	cara	2.96	1	7	NOUN	1032
1562	MIND	mente	7.7	5	11	NOUN	4202
1564	LAZY	perezoso	8.5	5	11	ADJECTIVE	4996
1566	GUN	pistola	6	2	10	NOUN	5137
1567	DOOR	puerta	2.64	1	6	NOUN	5468
1569	CHEESE	queso	2.98	1	7	NOUN	5532
1571	SELL	vender	5.56	2	11	VERB	6836
1574	FLOAT	flotador	3.7	1	9	NOUN	2852
1575	COCKROACH	cucaracha	4.34	1	9	NOUN	1748
1577	AND	y	3.14	1	10	CONJUNCTION	7000
1578	IGUANA	iguana	7.08	2	11	NOUN	3400
1583	BRAIN	cerebro	6.84	3	11	NOUN	1171
1584	BLISTER	ampolla	8.46	3	11	NOUN	312
1585	SLEEP	dormir	2.36	1	7	VERB	2200
1586	SMELL (PERCEIVE)	oler	3.72	1	8	VERB	4663
1590	WAIT (FOR)	esperar	4.85	1	10	VERB	2520
1591	UP	arriba	3.56	1	8	ADVERB	479
1592	CHEST	pecho	5.36	2	9	NOUN	4923
1593	DEEP	hondo	5.72	1	11	ADJECTIVE	3312
1594	FLOUR	harina	5.12	2	10	NOUN	3222
1595	SOUTH	sur	6.14	3	11	NOUN	6311
1596	LOCK	candado	6.28	2	11	NOUN	996
1597	AIRPLANE	avión	3.62	1	7	NOUN	612
1598	NORTH	norte	6.22	2	10	NOUN	4554
1599	WORD	palabra	4.14	2	9	NOUN	4771
16	SLED	trineo	6.26	1	10	NOUN	6663
1600	SKIRT	falda	4.2	2	10	NOUN	2723
1601	WEAK	débil	7.04	2	11	ADJECTIVE	1831
1604	TEMPLES	sien	9.32	3	11	NOUN	6119
1605	SKULL	calavera	7.48	3	10	NOUN	935
1607	HATE	odiar	5.34	1	11	VERB	4643
1608	LISTEN	escuchar	4.32	2	8	VERB	2471
1609	IDEA	idea	6.64	2	11	NOUN	3382
161	MISS (A TARGET)	perder	5.12	2	10	VERB	4982
1612	LETTER	carta	5.68	2	9	NOUN	1072
1613	COLOR	color	2.84	1	6	NOUN	1386
1616	CLOTH	tela	5.34	1	11	NOUN	6389
1618	GRANDSON	nieto	5.78	2	11	NOUN	4523
1620	SON	hijo	3.08	1	8	NOUN	3286
1622	SHIRT	camisa	3.52	1	6	NOUN	976
1623	SPEAK	hablar	2.58	1	8	VERB	3184
1624	EMPTY	vacío	4.4	1	11	NOUN	6759
1625	DEAD	muerto	5.88	2	11	ADJECTIVE	4412
1626	EXPLAIN	explicar	6.54	2	11	VERB	2682
1627	CHAIN	cadena	6.2	2	11	NOUN	919
1628	SQUIRREL	ardilla	3.92	1	11	ADJECTIVE	453
163	BLACK	negro	3.26	1	7	ADJECTIVE	4507
1631	FAST	ágil	7.68	3	11	ADJECTIVE	155
1633	FLAT	plano	7.4	3	11	NOUN	5149
1635	OBEY	obedecer	3.94	1	7	VERB	4600
1637	AUTHORITY	autoridad	8.62	1	11	NOUN	594
1638	TRUTH	verdad	4.66	1	11	NOUN	6862
1639	BEER	cerveza	7.4	2	11	NOUN	1186
164	KANGAROO	canguro	4.6	1	9	NOUN	1002
1641	SILK	seda	7.1	3	11	NOUN	6018
1643	COUSIN	prima	3.6	1	11	NOUN	5337
1645	SHORT	corto	5.02	1	11	ADJECTIVE	1649
1646	GIRL	niña	1.96	1	4	NOUN	4528
1648	ANVIL	yunque	9.42	5	11	NOUN	7015
1649	SIT DOWN	sentarse	3.7	1	10	VERB	6063
1650	WATCH	mirar	2.52	1	7	VERB	4289
1651	TEAR (OF EYE)	lágrima	3.86	1	8	NOUN	3742
1654	LIGHTNING	relámpago	6.16	3	11	NOUN	5699
1657	TRUE	verdadero	5.54	3	11	ADJECTIVE	6865
166	MAINLAND	continente	8.22	5	11	NOUN	1571
1663	BED	cama	2.42	1	5	NOUN	958
1666	MUTE	mudo	6.34	1	11	ADJECTIVE	4405
1667	HOLE	agujero	4.34	1	10	NOUN	190
1671	TOWER	torre	4.48	1	8	NOUN	6569
1672	WRITE	escribir	3.9	1	6	VERB	2465
1673	ARM	brazo	3.02	1	7	NOUN	839
1674	POOR	pobre	5.8	3	11	ADJECTIVE	5179
