CONCEPTICON_ID	CONCEPTICON_GLOSS	SPANISH	SPANISH_AOA_MEAN	SPANISH_AOA_MIN	SPANISH_AOA_MAX	SPANISH_POS	LINE_IN_SOURCE
493	FIVE	cinco	3.1	1	10	DETERMINER	1271
497	SCAR	cicatriz	5.36	2	11	NOUN	1242
498	CALF OF LEG	pantorrilla	8.32	2	11	NOUN	4804
499	CURE	curar	4.44	1	11	VERB	1792
500	CRUEL	cruel	7.48	2	11	ADJECTIVE	1711
501	LIFT	levantar	4.4	1	7	VERB	3825
502	NAIL (TOOL)	clavo	5.72	2	11	NOUN	1312
503	FROG	rana	3.64	1	9	NOUN	5579
504	LEARN	aprender	4.54	2	10	VERB	418
505	PARENTS	padres	2.64	1	6	NOUN	4755
506	MAIZE	maíz	5.38	1	11	NOUN	4012
507	MELON	melón	3.78	1	8	NOUN	4190
509	CERTAIN	seguro	7.02	2	11	ADJECTIVE	6034
522	WOLF	lobo	3.7	1	8	NOUN	3934
523	BACK OF HEAD	posterior	7.86	4	11	ADJECTIVE	5266
53	SPIRIT	espíritu	7.12	3	10	NOUN	2531
539	NEST	nido	4.42	1	8	NOUN	4521
571	STING	picar	4.52	1	11	VERB	5076
575	TREAD	pisar	3.76	1	9	VERB	5132
576	DANDRUFF	caspa	7.82	4	11	NOUN	1096
578	KISS	besar	3.26	1	10	VERB	740
579	BATTLE	batalla	7.28	4	11	NOUN	711
584	DIFFICULT	difícil	4.96	2	9	ADJECTIVE	2080
585	BOOT	bota	3.98	1	9	NOUN	819
586	GARDEN	jardín	4.18	1	8	NOUN	3650
587	ANT	hormiga	4.02	1	8	NOUN	3320
588	BROKEN	quebrado	9.98	5	11	ADJECTIVE	5508
589	CLOSED	cerrado	4.1	1	11	ADJECTIVE	1180
59	ELECTRICITY	electricidad	7.22	2	11	NOUN	2267
590	NAKED	desnudo	3.32	1	8	ADJECTIVE	1997
593	POTATO	papa	2.2	1	10	NOUN	4809
594	PIECE	pieza	5.42	2	11	NOUN	5095
595	GROUNDNUT (PEANUT)	cacahuete	6.26	3	11	NOUN	909
596	POSTAGE STAMP	sello	6.82	1	11	NOUN	6040
597	PHYSICIAN	médico	3.62	1	11	ADJECTIVE	4169
598	SHELL	concha	5.64	2	11	NOUN	1466
6	EARTHQUAKE	terremoto	6.44	2	11	NOUN	6463
602	HIDE (CONCEAL)	esconder	3.66	1	8	VERB	2458
603	COAT	abrigo	3.98	2	8	NOUN	22
604	GLASS	vaso	2.8	1	6	NOUN	6796
605	GRAIN	grano	7.04	2	11	NOUN	3111
606	GRASS	hierba	3.98	1	8	NOUN	3279
607	GRASSHOPPER	saltamontes	4.74	1	9	NOUN	5952
609	HAIL	granizo	6.08	2	11	NOUN	3109
610	PORT	puerto	5.54	2	11	NOUN	5470
614	HILL	colina	7.3	4	11	NOUN	1374
615	HORSE	caballo	3.42	1	8	NOUN	893
616	HOSPITAL	hospital	5.78	1	11	NOUN	3330
617	ICE	hielo	4.48	1	9	NOUN	3277
619	ANIMAL	animal	3.24	1	9	NOUN	339
620	INSECT	insecto	5.26	2	11	NOUN	3538
621	IRON	hierro	6.16	2	10	NOUN	3280
622	ISLAND	isla	4.42	1	10	NOUN	3635
624	LAKE	lago	6.1	2	11	NOUN	3741
625	LAMP	lámpara	3.78	1	8	NOUN	3745
627	LEAD (CHEMICAL ELEMENT)	plomo	7.68	1	11	NOUN	5172
628	LEAF	hoja	3.88	1	7	NOUN	3300
630	LIGHT (RADIATION)	luz	3.18	1	7	NOUN	3982
632	LIZARD	lagartija	4.92	1	10	NOUN	3739
633	MARKET	mercado	5.06	1	9	NOUN	4209
634	MEAT	carne	4.16	1	11	NOUN	1058
635	MILK	leche	2.64	1	6	NOUN	3785
636	MILL	molino	5.24	2	9	NOUN	4332
638	MOTORCYCLE	motocicleta	6.54	3	11	NOUN	4384
639	MOUNTAIN	montaña	3.72	1	9	NOUN	4351
64	PIN	alfiler	5.74	1	10	NOUN	234
640	MUD	barro	4.46	1	11	NOUN	696
641	MUSHROOM	seta	6.4	3	11	NOUN	6103
642	MUSIC	música	3.82	1	7	NOUN	4446
643	NEED (NOUN)	necesidad	7.72	2	11	NOUN	4495
644	OAK	roble	6.94	3	11	NOUN	5833
645	OCEAN	océano	6.28	3	11	NOUN	4625
646	ASH	ceniza	6.42	2	11	ADJECTIVE	1150
647	PAINT (PIGMENTS)	pintura	4	1	10	NOUN	5118
648	PAPER	papel	3.16	1	8	NOUN	4812
651	SEAL	foca	4.08	1	9	NOUN	2855
652	PLAIN	llano	6.16	2	10	ADJECTIVE	3899
653	PLANT (VEGETATION)	planta	4.653061224489796	1	10	NOUN	5150
655	POISON	veneno	6.62	2	11	NOUN	6838
657	PRICE	precio	5.24	1	10	NOUN	5280
658	RAIN (PRECIPITATION)	lluvia	2.96	1	6	NOUN	3932
661	RELIGION	religión	5.06	2	8	NOUN	5705
662	BATTERY	pila	5.18	2	10	NOUN	5099
665	BEE	abeja	4.3	1	9	NOUN	9
666	RIVER	río	4.88	2	9	NOUN	5823
667	ROAD	carretera	4.64	1	9	NOUN	1066
670	ROOT	raíz	6.14	1	10	NOUN	5574
671	SAND	arena	3.46	1	7	NOUN	456
672	EARLY	temprano	5.1	1	10	ADVERB	6413
673	SCHOOL	colegio	2.92	1	5	NOUN	1366
674	MOUTH	boca	2.34	1	7	NOUN	781
677	AXE	hacha	5.9	2	11	NOUN	3198
678	BEARD	barba	3.36	1	8	NOUN	675
680	BREAK (DESTROY OR GET DESTROYED)	romper	4.06	1	9	VERB	5857
681	DESTROY	destruir	6.06	1	11	VERB	2022
682	SIDE	lado	4.38	1	11	NOUN	3734
683	PERSON	persona	4.2	1	11	NOUN	5029
686	EASY	fácil	4.72	1	9	ADJECTIVE	2715
688	LUNG	pulmón	7.76	5	11	NOUN	5478
689	BETWEEN	entre	4.36	1	8	ADPOSITION	2396
690	BOTTOM	fondo	5.08	2	10	NOUN	2864
691	SEASON	estación	6.64	2	11	NOUN	2552
692	BRING	traer	3.6	1	8	VERB	6598
695	GO	ir	4.2	1	9	VERB	3624
698	WISE	sabio	8.08	5	11	NOUN	5915
699	SAD	triste	4.32	1	8	ADJECTIVE	6666
700	CARRY	llevar	5.1	1	9	VERB	3923
701	SLOW	despacio	5.08	1	10	ADVERB	2003
703	SOON	pronto	4.86	1	10	ADVERB	5399
704	CLEAN	limpio	3.86	1	7	ADJECTIVE	3866
705	GO UP (ASCEND)	subir	3.82	1	8	VERB	6256
706	DARK	oscuro	4.02	1	8	ADJECTIVE	4727
707	REMEMBER	recordar	5.64	2	10	VERB	5649
709	TEACH	enseñar	4.3	1	10	VERB	2376
710	WHEEL	rueda	3.04	1	5	NOUN	5883
711	TALL	alto	3.44	1	7	ADJECTIVE	269
712	RICH	rico	4.64	1	10	ADJECTIVE	5808
713	STEAL	robar	5.82	2	11	VERB	5832
714	SEED	semilla	5.3	1	11	NOUN	6050
715	SHOUT	gritar	4.02	1	9	VERB	3125
717	SWEET	dulce	4.1	1	10	ADJECTIVE	2217
718	PAY	pagar	5.38	2	10	VERB	4760
719	FIND	encontrar	4.62	1	9	VERB	2338
72	CLAW	garra	6.12	1	11	NOUN	3006
720	GOOD LUCK	suerte	6	2	11	NOUN	6280
721	LOW	bajo	4.32	1	8	ADPOSITION	644
722	ATTACK	ataque	7.38	3	11	NOUN	547
724	READ	leer	4.1	2	6	VERB	3792
728	FIRST	primero	4.34	1	11	ADJECTIVE	5343
729	DAWN	madrugada	7.36	3	11	NOUN	3995
73	BEAK	pico	5.14	1	10	NOUN	5078
730	SNAKE	serpiente	4.64	1	8	NOUN	6093
731	BEVERAGE	bebida	4.98	1	11	NOUN	724
733	EARN	ganar	4.76	1	10	VERB	2995
735	OWL	lechuza	6.78	3	11	NOUN	3789
737	LIGHT (IGNITE)	encender	4.9	2	10	VERB	2328
738	THING	cosa	3.02	1	6	NOUN	1652
739	FEED	alimentar	5.1	1	9	VERB	247
740	SHIP	barco	3.3	1	8	NOUN	683
741	DRIVE	conducir	5.2	2	11	VERB	1479
742	END (OF SPACE)	final	4.42	2	10	NOUN	2813
743	END (OF TIME)	fin	4.74	1	9	NOUN	2811
744	EGG	huevo	3.36	1	7	NOUN	3353
745	SHELF	repisa	5.5	2	9	NOUN	5724
747	BICYCLE	bicicleta	3.76	1	6	NOUN	749
748	SOW SEEDS	sembrar	5.66	2	11	VERB	6048
749	ENTER	entrar	3.96	1	9	VERB	2395
753	PUPIL (STUDENT)	alumno	5.28	2	10	NOUN	274
755	DENY	negar	6.22	1	11	VERB	4501
757	BUTTON	botón	3.36	1	6	NOUN	826
759	SILVER	plata	6.76	2	11	NOUN	5155
760	KNOT	nudo	5.08	1	9	NOUN	4580
763	SKIN	piel	3.76	1	11	NOUN	5087
764	SUIT	traje	4.6	1	10	NOUN	6605
765	MOVE	mover	4.36	1	8	VERB	4387
767	CORPSE	cadáver	8.36	3	11	NOUN	917
768	LUNCH	almuerzo	3.94	1	9	NOUN	261
769	ROOF	techo	4.06	1	9	NOUN	6375
770	EARRING	pendiente	5.64	1	11	NOUN	4953
771	HAT	sombrero	3.44	1	7	NOUN	6217
772	BELT	cinturón	5.12	2	10	NOUN	1276
773	HAVE	tener	3.52	1	9	VERB	6428
775	TRUMPET	trompeta	4.42	1	9	ADJECTIVE	6673
777	FLUTE	flauta	5.14	2	8	NOUN	2837
778	SMOKE (EXHAUST)	humo	4.06	2	11	NOUN	3369
779	PART	pedazo	5.28	1	11	NOUN	4925
78	THAT	aquel	5.1	1	10	DETERMINER	434
781	FEAR (FRIGHT)	miedo	3.6	1	9	NOUN	4245
782	DEFEAT	derrota	7.7	2	11	NOUN	1939
783	VICTORY	victoria	7.08	1	11	NOUN	6900
784	SNOW	nieve	4.16	1	7	NOUN	4524
785	STRONG	fuerte	4.34	1	10	ADJECTIVE	2940
788	SOAP	jabón	3.16	1	6	NOUN	3643
789	PEOPLE	gente	4.2	2	10	NOUN	3036
790	READY	listo	4.8	1	9	ADJECTIVE	3883
794	PEN	bolígrafo	4.24	1	11	NOUN	793
795	TROUT	trucha	7.22	2	11	NOUN	6679
796	NIPPLE	pezón	6.62	1	11	NOUN	5071
797	TESTICLES	testículo	9.02	1	11	NOUN	6475
799	WRIST	muñeca	2.66	1	9	NOUN	4433
801	RIB	costilla	7.46	3	11	NOUN	1658
803	ANKLE	tobillo	5.1	1	9	NOUN	6524
806	BLANKET	manta	3.2	1	7	NOUN	4065
809	TROUSERS	pantalones	3.42	1	11	NOUN	4801
811	SOUL	alma	7.16	2	11	NOUN	253
812	SLAVE	esclavo	8.02	4	11	ADJECTIVE	2453
813	DO	hacer	4.12	1	9	VERB	3193
815	GOVERNMENT	gobierno	8.88	4	11	NOUN	3069
816	HALF	mitad	4.96	2	9	NOUN	4302
817	THEY	ellos	3.98	1	7	PRONOUN	2285
819	STOMACH	estómago	5.58	1	10	NOUN	2593
82	ANGER	enfado	4.4	1	10	NOUN	2350
823	SORCERER	mago	4.42	1	11	NOUN	4008
824	WITCH	bruja	3.76	1	7	NOUN	855
828	RACCOON	mapache	7.82	2	11	NOUN	4078
829	RAFTER	viga	8.8	4	11	NOUN	6915
831	BASE	base	8.04	3	11	NOUN	700
834	BUTTOCKS	culo	2.68	1	11	NOUN	1773
836	SCREWDRIVER	destornillador	6.84	2	11	NOUN	2019
837	BLUE	azul	2.78	1	5	ADJECTIVE	629
842	LIQUOR	aguardiente	9.84	5	11	NOUN	183
843	SPIDER	araña	3.32	1	8	NOUN	442
845	MURDER	asesinar	7.44	4	11	VERB	511
848	THIRST	sed	2.54	1	6	NOUN	6017
849	SPRING (OF WATER)	fuente	4.78	2	11	NOUN	2935
850	SQUARE	cuadrado	4.16	1	8	ADJECTIVE	1717
852	PRIEST	sacerdote	6.32	2	10	NOUN	5923
854	KETTLE	cafetera	5.38	1	9	NOUN	925
855	SEIZE	agarrar	4.26	1	11	VERB	152
857	STONE	piedra	3.34	1	7	NOUN	5085
858	STORM	tormenta	6.14	2	11	NOUN	6560
859	STOVE	estufa	6.58	2	11	NOUN	2622
861	JUDGE	juez	8.44	2	11	NOUN	3690
862	SUGAR	azúcar	3.76	1	7	NOUN	626
864	PUMPKIN	calabaza	5.86	2	10	NOUN	932
865	FAME	fama	8.26	3	11	NOUN	2732
867	GLOVE	guante	4.34	2	10	NOUN	3135
871	RATTLESNAKE	cascabel	5.58	1	10	NOUN	1083
873	TAX	impuesto	9.92	6	11	NOUN	3437
875	SHOEMAKER	zapatero	6.02	1	11	NOUN	7021
877	MASON	albañil	6.46	2	11	NOUN	207
878	HELL	infierno	7.6	2	11	NOUN	3494
882	PARROT	loro	3.9	2	8	NOUN	3954
884	SHARE	repartir	5.46	1	11	VERB	5719
885	OPPOSITE	opuesto	8.2	2	11	ADJECTIVE	4689
887	BITTER	amargo	4.34	1	9	ADJECTIVE	285
889	FLAME	llama	5.1	1	10	VERB	3888
89	NATIVE COUNTRY	patria	9.56	4	11	NOUN	4903
890	MULE	mula	5.6	1	11	NOUN	4420
892	TIME	tiempo	5.04	1	10	NOUN	6485
893	TIN (METAL)	estaño	10.12	5	11	NOUN	2566
894	TOAD	sapo	4.08	2	11	NOUN	5984
896	ANACONDA (WATER BOA)	anaconda	8.44	3	11	NOUN	314
899	PRESIDENT	presidente	7.9	4	11	NOUN	5321
90	INNOCENT	inocente	8	3	11	ADJECTIVE	3530
900	TRAIN	tren	3.48	1	10	NOUN	6648
905	BORING	aburrido	4.82	1	10	ADJECTIVE	39
906	TREE	árbol	2.62	1	6	NOUN	445
908	DRUM	tambor	3.92	1	9	NOUN	6340
909	GARBAGE	basura	3.56	1	8	NOUN	709
910	DEATH	muerte	5.74	2	11	NOUN	4411
911	TEMPLE	iglesia	4.62	2	10	NOUN	3391
913	CROW	cuervo	6.32	2	11	NOUN	1765
915	SINK (BASIN)	lavabo	3.72	1	8	NOUN	3774
916	LINEN	lino	8.693877551020408	4	11	NOUN	3873
920	GRAPE	uva	4.46	1	11	NOUN	6749
921	VALLEY	valle	6.66	1	11	NOUN	6773
922	PEAR	pera	2.84	1	6	NOUN	4976
923	LOVE	querer	3.98	1	11	VERB	5526
926	RICE	arroz	3.68	1	7	NOUN	482
928	EMBRACE	abrazo	2.86	1	6	NOUN	21
93	DRAW MILK	ordeñar	6.42	1	11	VERB	4701
930	VILLAGE	pueblo	5	2	11	NOUN	5458
933	WALL (OF HOUSE)	pared	4.3	1	11	NOUN	4839
934	BUFFALO	búfalo	6.76	2	11	NOUN	867
937	BIRD	pájaro	3.42	1	8	NOUN	4768
938	MARE	yegua	5.12	1	11	NOUN	7006
942	HONEY	miel	4.42	1	9	NOUN	4247
943	WATERFALL	cascada	7.24	3	11	ADJECTIVE	1085
945	SPEAR	lanza	6.42	2	11	VERB	3750
946	BLOOD	sangre	4.1	1	11	NOUN	5974
947	STREAM	corriente	6.54	2	10	NOUN	1636
948	WATER	agua	1.94	1	6	NOUN	179
950	SEAGULL	gaviota	5.64	2	9	NOUN	3018
951	WEAPONS	arma	6.44	2	11	NOUN	461
952	WEATHER	clima	6.98	1	11	NOUN	1316
953	RAPE	violación	9.3	6	11	NOUN	6927
954	WELL	pozo	5.84	3	11	NOUN	5273
956	FLEE	huir	7.22	2	10	VERB	3356
957	WHALE	ballena	4.86	2	9	NOUN	650
958	WILD ANIMAL	bestia	5.48	2	10	NOUN	742
960	WIND	viento	3.88	1	7	NOUN	6912
962	WOMAN	mujer	4.54	1	9	NOUN	4418
963	BOOK	libro	3.32	1	6	NOUN	3844
964	WOOL	lana	6.08	1	11	NOUN	3746
965	WORLD	mundo	4.8	1	9	NOUN	4430
969	CIGARETTE	cigarrillo	6.98	1	11	NOUN	1264
972	BE ABLE	poder	6.48	2	11	NOUN	5189
974	TOBACCO	tabaco	6.6	2	11	NOUN	6322
976	WEAR	vestir	3.02	1	8	VERB	6883
977	ARROW	flecha	5.5	3	11	NOUN	2839
979	FARMER	pastor	5.04	1	10	NOUN	4890
98	ALL	todos	3.94	1	11	DETERMINER	6535
980	HEEL	talón	6.1	3	11	NOUN	6337
981	ELBOW	codo	3.54	1	7	NOUN	1346
984	WORK (LABOUR)	trabajar	5.86	1	11	VERB	6589
985	VINEGAR	vinagre	5.66	2	11	NOUN	6923
986	TOMATO	tomate	3.6	1	8	NOUN	6544
987	REMAIN	permanecer	7.49	2	11	VERB	5012
989	CLEAR	claro	5.84	1	11	ADVERB	1299
99	HUNCHBACK	jorobado	5.12	1	10	ADJECTIVE	3671
991	FRY	freír	5.46	2	10	VERB	2906
992	CLIFF	acantilado	7.86	4	11	NOUN	53
994	BOW	arco	6.34	2	11	NOUN	449
996	DEAF	sordo	5.06	2	8	ADJECTIVE	6233
998	PUT	poner	4.68	1	11	VERB	5225
