CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	ENGLISH_EMOTION_DOMINANT	ENGLISH_EMOTION_INTENSITY	LINE_IN_SOURCE
1541	CULTIVATE	cultivate	anticipation	0.51	1889
1548	UGLY	ugly	disgust	0.65	2602
1549	TRIBE	tribe	trust	0.59	8834
1550	PREVENT	prevent	fear	0.12	5147
1552	GLOOMY	gloomy	sadness	0.58	6964
1559	MONEY	money	anger	0.07	1458
1562	MIND	mind	disgust	0.09	3434
1565	HEAVEN	heaven	joy	0.72	5443
1566	GUN	rifle	anger	0.38	1057
1572	SURPRISED	surprised	surprise	0.87	7786
1573	SWELL	swell	trust	0.37	9622
1581	ALLIGATOR	alligator	fear	0.73	3712
1584	BLISTER	blister	disgust	0.59	2692
1587	SMELL (STINK)	stink	disgust	0.52	2849
1588	TURN	turn	disgust	0.13	3417
1590	WAIT (FOR)	await	anticipation	0.63	1606
1599	WORD	words	anger	0.06	1461
1601	WEAK	weak	sadness	0.3	7544
1603	MOSQUE	mosque	anger	0.12	1440
1607	HATE	hate	anger	0.83	97
161	MISS (A TARGET)	miss	sadness	0.38	7390
1610	PROSTITUTE	whore	disgust	0.77	2443
1611	INVITE	invite	anticipation	0.57	1736
1612	LETTER	letter	anticipation	0.48	1951
1615	ESCAPE	escape	anticipation	0.62	1632
1621	SNEEZE	sneeze	disgust	0.31	3268
1624	EMPTY	empty	sadness	0.36	7424
1626	EXPLAIN	explain	trust	0.4	9551
163	BLACK	black	sadness	0.28	7556
1635	OBEY	obey	fear	0.02	5206
1638	TRUTH	truth	trust	0.84	8361
1639	BEER	beer	joy	0.14	6423
1644	RELATIVES	relative	trust	0.57	8887
1647	FOAL	pony	joy	0.31	6175
1650	WATCH	watch	anticipation	0.52	1853
1654	LIGHTNING	lightning	anger	0.19	1368
1657	TRUE	real	trust	0.64	8630
1659	DOLL	doll	joy	0.23	6326
1668	GRIEF	sorrow	fear	0.34	4761
1675	PROMISE	promise	joy	0.41	6011
1678	HUT	shelter	trust	0.58	8841
1679	LOAD	burden	trust	0.23	9867
168	REST	relax	joy	0.56	5693
1680	HELMET	helmet	fear	0.09	5175
1682	GUILTY	guilty	anger	0.59	485
1688	FATE	fate	anticipation	0.56	1776
1696	SURRENDER	surrender	fear	0.5	4320
1712	OATH	oath	trust	0.78	8384
1718	SIXTY	sixty	joy	0.02	6474
1719	BURY	bury	sadness	0.78	6600
1726	WET	wet	sadness	0.08	7746
1733	RAINBOW	rainbow	joy	0.53	5764
1735	TEAR (SHRED)	tear	sadness	0.66	6799
174	PROUD	proud	anticipation	0.41	2140
1740	PINE	pine	sadness	0.25	7602
1747	CUSTOM	custom	joy	0.19	6374
1752	LEAVE	depart	anticipation	0.5	1913
1753	TOP	top	anticipation	0.4	2167
1756	WIDOW	widow	sadness	0.7	6725
1771	TASTELESS	tasteless	disgust	0.42	3056
1773	GRAVE	tomb	sadness	0.56	7011
1774	STINGY	stingy	anger	0.34	1139
1776	SHAME	shame	disgust	0.54	2812
1779	DARE	dare	anticipation	0.57	1738
1780	BILE	bile	anger	0.52	698
1783	PAIN	suffering	disgust	0.62	2638
1787	LOOM	loom	anticipation	0.52	1863
179	RIPEN	ripen	anticipation	0.62	1624
1792	PERJURY	perjury	fear	0.48	4366
1794	FURROW	furrow	sadness	0.34	7476
1796	SLAUGHTER	slaughter	anger	0.84	83
1798	GUNPOWDER	gunpowder	fear	0.56	4157
1804	BOMB	bomb	anger	0.77	173
1808	PUS	pus	disgust	0.77	2431
1809	PIMPLE	pimple	disgust	0.64	2608
1810	DANGER	danger	fear	0.8	3589
1813	TASTY	delicious	joy	0.58	5669
1815	ACHE	ache	sadness	0.53	7074
1820	BEAR	bear	anger	0.27	1261
1826	ANGRY	angry	anger	0.82	108
1829	JUMP	jump	joy	0.38	6069
1835	MARROW	marrow	joy	0.08	6459
1839	CRY	weep	sadness	0.66	6793
1841	SUSPECT	suspect	fear	0.52	4294
1846	RULE	rule	fear	0.19	5066
1847	SICK	ill	anger	0.33	1155
1848	QUARREL	quarrel	anger	0.78	161
1849	ROW	row	anger	0.34	1149
185	FIREPLACE	fireplace	joy	0.27	6251
1853	DOVE	dove	anticipation	0.33	2274
1855	BIRCH	birch	anger	0.14	1433
1857	CROCODILE	crocodile	fear	0.7	3781
1862	DONKEY	donkey	disgust	0.21	3370
1864	HUNGER	hunger	anger	0.23	1308
1875	REGRET	repent	fear	0.25	4961
1879	DANCE	dance	joy	0.55	5741
1880	PASSIONATE	passionate	anticipation	0.63	1613
1889	ARSON	arson	anger	0.64	373
1890	BELIEVE	faith	anticipation	0.44	2069
1891	PUMA	puma	fear	0.47	4440
1893	QUAIL	quail	fear	0.2	5051
1894	ASHAMED	ashamed	disgust	0.44	3018
1897	HELP	help	fear	0.2	5047
1899	MAD	insane	anger	0.62	422
1902	BETRAY	cheat	anger	0.63	400
1903	SWELLING	swelling	fear	0.28	4903
1904	DROWN	drown	fear	0.84	3527
1905	EAGLE	eagle	trust	0.45	9356
1906	SOUR	sour	disgust	0.41	3083
1908	ATTENTIVE	attentive	trust	0.62	8696
1914	DEBT	debt	sadness	0.39	7369
1930	RAVINE	ravine	fear	0.48	4368
1932	GUESS	guess	surprise	0.4	8175
1934	BEGGAR	beggar	sadness	0.42	7327
1938	FORTRESS	castle	joy	0.22	6340
1939	SWEAR	swear	trust	0.33	9713
194	FAMILY	family	joy	0.5	5834
1940	GUARD	guard	fear	0.25	4980
1941	SOLDIER	soldier	anger	0.26	1277
1947	BASTARD	bastard	disgust	0.57	2733
1952	TORTURE	torture	anger	0.83	95
1953	ABUSE	abuse	anger	0.81	127
1954	GENTLE	meek	sadness	0.12	7716
1955	GRIEVE	mourn	sadness	0.83	6552
1963	IMMEDIATELY	immediately	anticipation	0.47	1997
1964	ALONE	alone	sadness	0.6	6911
1972	KID	kid	joy	0.52	5812
1973	DEMON	devil	anger	0.72	237
1976	MERRY	merry	joy	0.73	5429
1981	WIDOWER	widower	sadness	0.69	6743
1982	WHIRLPOOL	whirlpool	fear	0.38	4687
1983	SNORE	snort	sadness	0.15	7703
1986	DISEASE	illness	fear	0.61	4019
1989	CALF	calf	joy	0.04	6471
199	FAMINE	famine	sadness	0.81	6571
1991	INTESTINES	bowels	disgust	0.72	2491
1995	DEFECT	defect	anger	0.35	1114
1999	OVERCOME	overcome	fear	0.2	5056
2006	FILL	fill	trust	0.32	9721
2008	RESCUE	rescue	anticipation	0.66	1564
201	FARM	farm	anticipation	0.35	2249
2011	COFFIN	coffin	fear	0.68	3813
2013	BAIT	bait	fear	0.22	5023
2016	JEALOUSY	jealousy	anger	0.59	495
2018	GREEDY	greedy	disgust	0.54	2804
2019	HAMMOCK	hammock	joy	0.39	6043
202	STRENGTH	strength	joy	0.44	5976
2022	ADMIT	admit	trust	0.56	8920
203	MARRY	marry	anticipation	0.59	1682
2035	POND	pond	joy	0.09	6457
2038	DRAGON	dragon	fear	0.59	4052
2057	DUNG (ANIMAL FAECES)	manure	disgust	0.82	2388
206	FIREFLY	firefly	joy	0.23	6329
2069	SOAK (VERB)	soak	joy	0.12	6440
2073	ROB (VERB)	rob	anger	0.43	918
2076	SPROUT (VERB)	bloom	anticipation	0.62	1640
208	NASAL MUCUS (SNOT)	mucus	disgust	0.74	2462
2090	MY	mine	joy	0.3	6211
2099	CHILD	child	anticipation	0.52	1845
210	LIFE	life	joy	0.44	5971
2101	BE DEAD OR DIE	died	sadness	0.91	6494
2112	OLD (AGED)	elder	trust	0.66	8582
2124	SMELL	smell	anger	0.06	1462
2137	MAGICIAN	magician	surprise	0.48	8095
2150	MATTER	matters	trust	0.45	9371
2159	GROUND	ground	trust	0.4	9549
219	TOILET	lavatory	disgust	0.59	2708
2190	TASTE	savor	anticipation	0.38	2213
2192	REJOICE	rejoice	anticipation	0.56	1757
220	INTACT	intact	trust	0.51	9136
2200	SNOUT	muzzle	fear	0.31	4855
2203	RABID	rabid	anger	0.83	94
221	FIRE	fire	fear	0.64	3945
2218	EXPERIENCED	experienced	trust	0.6	8743
2219	LEAN (MEAT)	lean	trust	0.38	9587
2230	UNTAMED OR WILD	wild	surprise	0.59	7982
2233	LOVELY	lovely	anticipation	0.56	1777
2252	PATH	path	trust	0.48	9234
2259	FLESH	flesh	disgust	0.35	3208
2287	HORIZON	horizon	anticipation	0.51	1892
2291	VOLCANO	volcano	fear	0.66	3861
2295	SUNSET	sunset	anticipation	0.45	2037
2296	SUNRISE	sunrise	joy	0.6	5640
2298	VIRGIN	virgin	trust	0.51	9137
2316	FREE	free	joy	0.54	5748
232	FLEA	flea	disgust	0.58	2722
2321	MAD PERSON	lunatic	anger	0.69	289
234	PADDLE	paddle	anticipation	0.32	2280
2340	SUNNY	sunny	anticipation	0.5	1905
2341	CLOUDY	overcast	sadness	0.38	7404
2362	BRAN	bran	disgust	0.12	3422
2363	CHAFF (HUSK)	chaff	anger	0.31	1196
2367	MANDARINE	mandarin	trust	0.3	9766
2374	DREAM	dream	joy	0.48	5893
239	FLOWER	flowers	joy	0.41	6030
2393	JOURNEY	journey	anticipation	0.71	1520
24	PRAY	pray	anticipation	0.55	1799
2406	HOME	home	joy	0.56	5714
2407	BIRTHDAY	birthday	anticipation	0.63	1610
2410	GOOD-LOOKING	pretty	anticipation	0.41	2118
2411	HURT (SOMEBODY)	hurt	anger	0.56	572
2425	PROBLEM	problem	fear	0.27	4929
2431	REVOLUTION	revolution	anger	0.61	454
2432	MARRIAGE	marriage	anticipation	0.66	1575
2433	THEORY	theory	anticipation	0.36	2233
2434	TRAGEDY	tragedy	fear	0.86	3503
2435	UNIVERSITY	university	anticipation	0.41	2156
2449	FAT (OF MEAT AND FOOD)	fatty	disgust	0.54	2807
2458	PERSPIRE OR SWEAT	sweat	fear	0.22	5026
2465	DISGUST	disgust	anger	0.6	464
2466	WEIGHT	weight	anticipation	0.26	2328
2472	SUCKLE (BREASTFEED, NURSE)	nurse	trust	0.59	8766
248	HAPPEN	happen	anticipation	0.48	1955
2482	TOGETHER	together	joy	0.39	6046
2486	HIDE	hiding	fear	0.52	4268
2489	ABACUS	abacus	trust	0.41	9525
2493	BOIL	boil	disgust	0.49	2912
2498	OPIUM	opium	anger	0.18	1380
25	DIRT	dirt	disgust	0.5	2890
2507	DISGUSTING	disgusting	anger	0.64	391
2509	EXCHANGE	exchange	trust	0.45	9351
251	SHARPEN (SOMETHING)	sharpen	anger	0.29	1230
2514	SPOUSE	spouse	joy	0.51	5824
252	FRIGHTEN	frighten	fear	0.83	3547
2521	FEELING (HAPTIC SENSE)	feeling	anger	0.15	1418
2522	SCREAMING	scream	anger	0.72	238
2524	JOY	pleasure	joy	0.8	5327
2530	SMART	intelligent	trust	0.67	8543
2534	DEPTH	depth	trust	0.48	9237
2541	MIRACLE	miracle	anticipation	0.63	1615
2544	SHEPHERD	shepherd	joy	0.06	6468
255	SERVANT	servant	trust	0.34	9685
256	FOOD	food	joy	0.26	6277
2562	SEX (GENDER)	sex	anticipation	0.69	1547
2565	CASTRATED BOAR	barrow	disgust	0.26	3329
2569	BUTCHER	butcher	anger	0.58	509
257	WORSHIP	worship	anticipation	0.42	2101
258	CALM	calm	joy	0.39	6041
2581	OCTOPUS	octopus	disgust	0.26	3323
2587	DARTS	dart	fear	0.36	4706
26	UNPLEASANT	unpleasant	disgust	0.48	2947
2604	NOOSE	noose	sadness	0.39	7367
2606	COMPASS	compass	trust	0.57	8865
2628	PLANT STEM	stalk	fear	0.53	4260
2630	WHIP	whip	anger	0.53	659
2640	LARVA	maggot	disgust	0.84	2371
2651	BE IGNORANT	ignorant	disgust	0.41	3088
2665	WART	wart	disgust	0.69	2534
2704	FADE (LOOSE COLOR)	fade	trust	0.36	9653
2709	FLATTER	flatter	trust	0.3	9763
2715	DESPISE	despise	anger	0.75	196
2758	CAREFUL	cautious	anticipation	0.47	1998
2805	BIRTH (ACCOUCHEMENT)	birth	anticipation	0.73	1507
2821	JEALOUS	jealous	anger	0.47	810
285	THRESH	thresh	anger	0.48	790
2860	BOLT (MOVE IN HASTE)	rush	fear	0.28	4899
2865	DIE (FROM ACCIDENT)	perish	fear	0.78	3615
2872	IMPROVE (SOMETHING)	improve	anticipation	0.45	2047
2876	ROAR (OF SEA)	roar	anger	0.52	699
2892	MAKE ANGRY (ANNOY)	annoy	anger	0.52	678
29	GELD	castrate	anger	0.73	229
2902	BRAWL (FIGHT)	brawl	anger	0.86	59
2907	ROT	decay	fear	0.56	4177
2909	PREPARE	prepare	anticipation	0.63	1618
2911	BACKWARD	backwards	disgust	0.3	3291
2920	SUDDENLY	suddenly	surprise	0.83	7801
2932	COLD (CHILL)	chill	joy	0.28	6246
2936	ELEVATION	elevation	anticipation	0.51	1886
2940	GATE	gate	trust	0.41	9491
2941	HAPPINESS	happiness	anticipation	0.64	1598
2946	CRADLE	cradle	anticipation	0.38	2218
2947	DAMAGE (INJURY)	injury	anger	0.47	828
2957	WARE	ware	fear	0.2	5059
2958	LAUGHTER	laughter	anticipation	0.42	2116
296	CROUCH	crouch	fear	0.27	4943
2960	LONGING (WISH)	desire	joy	0.48	5881
2969	RIBBON	ribbon	anger	0.05	1471
2970	RIDDLE	riddle	surprise	0.42	8155
2971	SIN	sin	anger	0.55	597
2974	SWARM (OF BIRDS)	swarm	disgust	0.42	3053
2975	THOUGHT	thought	anticipation	0.41	2133
2976	VIOLENCE	violence	anger	0.74	203
298	SHRIEK	shriek	anger	0.32	1189
2982	GIFT	present	anticipation	0.52	1875
299	SCOLD	scold	anger	0.52	705
2993	STROKE (OF PEN)	stroke	fear	0.66	3873
2996	WEALTH	wealth	joy	0.42	6006
3	BRAVE	courageous	fear	0.15	5119
3001	POWERFUL	powerful	anger	0.42	935
3002	PRECIOUS	precious	anticipation	0.52	1871
3005	FAMILIAR	familiar	trust	0.66	8581
302	CLAN	clan	trust	0.4	9532
3033	SCARED	scared	fear	0.73	3700
3044	BOVINE	bovine	disgust	0.42	3066
3049	COURAGE	courage	trust	0.69	8486
3059	MALARIA	malaria	disgust	0.78	2427
3061	PHLEGM	phlegm	disgust	0.76	2453
3064	RUST	stain	disgust	0.48	2919
3069	FALSE	fraud	anger	0.39	1029
307	HAWK	kite	disgust	0.06	3438
3072	MISPLACE	lose	anger	0.26	1272
3073	MANAGE	manage	trust	0.46	9310
3091	LEMON	lemon	disgust	0.11	3430
3099	SOFA	couch	sadness	0.06	7757
3104	THERMOMETER	thermometer	trust	0.3	9755
3110	CLAP	clap	anticipation	0.43	2092
3112	ERUPT	erupt	anger	0.74	202
3119	MASSAGE (SOMEBODY)	massage	joy	0.47	5903
3153	LORD	lord	disgust	0.12	3423
318	FOOTPRINT	track	anticipation	0.38	2217
319	LICK	lick	disgust	0.4	3119
3197	SUSPICION	suspicion	fear	0.39	4627
3200	COUNTRYSIDE	countryside	joy	0.25	6292
3202	CANNON	cannon	anger	0.38	1071
3204	INSULT	insult	anger	0.6	461
3213	HIRE OR RENT	hire	anticipation	0.47	2012
3224	WRING	wring	anger	0.41	966
323	FAT (ORGANIC SUBSTANCE)	fat	disgust	0.62	2655
3230	DECEIVE	deceive	anger	0.55	601
3231	DEITY	god	anticipation	0.48	1957
326	CLOAK	cloak	fear	0.27	4939
3274	ENCIRCLE	surround	anticipation	0.45	2062
3276	SUNSHINE	sunshine	joy	0.55	5721
3283	CAGE	cage	sadness	0.39	7385
3284	GRAVEYARD	cemetery	fear	0.54	4219
3288	WEED	weeds	sadness	0.16	7699
3299	KIND	kind	joy	0.62	5602
33	NETTLE	nettle	anger	0.42	954
3302	QUARREL (VERB)	argue	anger	0.73	214
3320	SNARE (TRAP)	snare	fear	0.39	4624
3327	AUTUMN OR HARVEST SEASON	harvest	anticipation	0.58	1714
3336	FUNERAL	funeral	sadness	0.84	6523
3357	CUPBOARD	cabinet	trust	0.44	9410
3361	OFFICIAL	official	trust	0.68	8528
3375	PATIENT (SICK PERSON)	patient	anticipation	0.33	2269
3376	ROBBER	robber	disgust	0.49	2910
3389	MEASLES	measles	disgust	0.7	2528
3401	HENHOUSE	coop	anger	0.16	1407
3403	HORSE BARN	stable	trust	0.75	8412
3447	BEGIN OR START	start	anticipation	0.75	1497
345	SAP	sap	sadness	0.17	7685
3455	COMMEND	praise	joy	0.58	5671
3458	SILENCE	silence	joy	0.13	6431
3460	BEACH	beach	joy	0.5	5849
3466	DANGEROUS	dangerous	fear	0.75	3658
3468	KINDNESS	kindness	joy	0.61	5633
3469	LEVEL	level	trust	0.45	9353
3470	LIAR	liar	disgust	0.54	2798
352	UNTIE	untie	joy	0.11	6443
353	STRIKE	strike	anger	0.72	230
3534	BEG	beg	sadness	0.48	7164
354	POUND	pound	anger	0.48	804
355	CUT DOWN	fell	sadness	0.45	7247
3554	GOODBYE	farewell	sadness	0.44	7288
3608	WARRIOR	warrior	anger	0.36	1083
3621	DISABLED PERSON	cripple	fear	0.7	3776
3624	LEPROSY	leprosy	disgust	0.77	2435
3628	HONOR (SOMEBODY)	honor	trust	0.84	8362
3630	PLAN	plan	anticipation	0.57	1737
3632	GENEROUS	generous	joy	0.61	5619
3633	CURIOUS	curious	anticipation	0.63	1607
3639	AVOID	avoid	disgust	0.19	3391
3642	COMPLAIN	complain	anger	0.47	827
3644	AGREEMENT	agreement	trust	0.73	8436
3645	PERSUADE	persuade	trust	0.43	9425
3647	TICKLE (SOMEBODY)	tickle	anticipation	0.44	2077
3648	SERVE (SOMEONE)	serve	trust	0.41	9510
3649	PUNISH	punish	fear	0.53	4240
365	SPLASH	splash	surprise	0.61	7956
3658	BELLOWS	bellows	anger	0.56	568
3665	TRAVEL	travel	joy	0.41	6020
3667	LOST	lost	sadness	0.62	6847
3670	PLUNDER	plunder	anger	0.47	822
3673	MOURNING	mourning	sadness	0.97	6476
3679	GROWL	growl	anger	0.65	358
3685	HISS	hiss	anger	0.33	1162
3687	DESERT	desert	anger	0.21	1347
3689	BUBBLE	bubble	joy	0.14	6420
370	BARTER	barter	trust	0.4	9539
3701	HOLLOW	hollow	sadness	0.23	7637
3702	SLIPPERY	slippery	fear	0.18	5083
3703	STICKY	sticky	disgust	0.44	3020
3709	BRILLIANT	brilliant	anticipation	0.46	2026
3717	BADGER	badger	anger	0.41	993
3740	WHIRLWIND	whirlwind	fear	0.31	4845
3759	FOGGY	foggy	sadness	0.23	7634
3761	EMOTIONAL	emotional	sadness	0.44	7297
3762	SAFE	safe	joy	0.42	6003
379	BLUNT	dull	sadness	0.3	7543
380	WRINKLED	wrinkled	sadness	0.3	7542
381	BLAME	blame	anger	0.48	792
382	GOVERN	govern	trust	0.55	8987
385	RESPECT (SOMEBODY)	respect	anticipation	0.44	2074
391	BLESS	bless	anticipation	0.49	1936
392	MAGIC	witchcraft	anger	0.33	1151
395	PILL	pill	trust	0.31	9742
40	ENVY	envy	trust	0.22	9876
42	STINKING	stinking	disgust	0.74	2458
420	FOREST	jungle	fear	0.22	5028
43	LEAD (GUIDE)	guide	trust	0.57	8873
446	LOWER ARM	forearm	anger	0.16	1404
45	EVIL	wicked	fear	0.62	3985
477	LATE	late	sadness	0.12	7726
479	GROW	grow	anticipation	0.56	1782
484	CONDEMN	condemn	anger	0.82	104
485	DISAPPEAR	disappear	fear	0.42	4552
487	SHY	shy	fear	0.14	5137
491	CENTER	center	trust	0.53	9044
494	FLIRT	flirt	anticipation	0.59	1697
495	REVENGE	revenge	anger	0.74	208
497	SCAR	scar	anger	0.42	955
500	CRUEL	cruel	anger	0.76	185
51	SORE	sore	anger	0.38	1048
52	SHIVER	quiver	fear	0.47	4409
526	HOWL	howl	anger	0.39	1034
528	DREADFUL	fearful	fear	0.77	3635
